structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.4401130432246024	-34.858576027602496	C21H20O8	[M + H]+	YVCVYCSAAZQOJI	InChI=1S/C21H20O8/c1-25-15-3-9(4-16(26-2)20(15)23)17-10-5-13-14(29-8-28-13)6-11(10)19(22)12-7-27-21(24)18(12)17/h3-6,12,17-19,22-23H,7-8H2,1-2H3	S2254_Selleck	COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O	2.26294804	500181;1023634;1023636;122667;122797;377770;377771;456051;6548119;6710769;10001035;13337810;13337812;13337813;13337815;11732117;11327041;25880676;40553892;45033633;44386068;57710522;59566136;59890039;59916780;59997460;68300716;89703267;118701089;122172894;130374697;130374725;131676052;133613141;134692533;139024901	SuperNatural:(SN00395820 SN00036757 SN00006995 SN00013592 SN00036755 SN00019812 SN00036100 SN00003094 SN00013593 SN00014097 SN00036756 SN00001710);ZINC bio:(ZINC00689799 ZINC01318602 ZINC02556364 ZINC04098756 ZINC05670074 ZINC05670075 ZINC06403501 ZINC13298754 ZINC13783532 ZINC13783533 ZINC13783534);additional;MeSH:(122797);Plantcyc:(CPD-18757);PubMed;NORMAN:(NS00035898);COCONUT:(CNP0279340);KNApSAcK:(2595);Natural Products:(UNPD7489 UNPD48930 UNPD149755);database;PubChem:(500181 1023634 1023636 122667 122797 377770 377771 456051 6548119 6710769 10001035 13337810 13337812 13337813 13337815 11732117 11327041 25880676 40553892 45033633 44386068 57710522 59566136 59890039 59916780 59997460 68300716 89703267 118701089 122172894 130374697 130374725 131676052 133613141 134692533 139024901);CHEBI:(74422 1730);PubChem class - bio and metabolites;KEGG:(C21185 C10553);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-18757)	68807485814
2	1	N/A	-56.71418127138891	C21H20O8	[M + H]+	KKHOARWEVJJBTK	InChI=1S/C21H20O8/c1-25-16-4-9(3-13(22)20(16)26-2)17-10-5-14-15(29-8-28-14)6-11(10)19(23)12-7-27-21(24)18(12)17/h3-6,12,17-19,22-23H,7-8H2,1-2H3	5-hydroxy-9-(3-hydroxy-4,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one	COC1=CC(=CC(=C1OC)O)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O	2.26294804	317833;70918270;126728780;131880909	COCONUT:(CNP0218380);Natural Products:(UNPD109375 UNPD35835);database;PubChem:(317833 70918270 126728780 131880909);SuperNatural:(SN00254180 SN00340433);KEGG Mine	77312589826
3	1	N/A	-62.60181550528239	C21H20O8	[M + H]+	JGGWNGRBXJWAOC	InChI=1S/C21H20O8/c1-25-13-4-9(5-14(26-2)19(13)23)16-11-6-15-20(29-8-28-15)18(22)12(11)3-10-7-27-21(24)17(10)16/h4-6,10,16-17,22-23H,3,7-8H2,1-2H3	Peltatin-A	COC1=CC(=CC(=C1O)OC)C2C3C(CC4=C(C5=C(C=C24)OCO5)O)COC3=O	2.5999999	500180;92129;377769;989156;461958;7271969;6713246;11860863;118701066	SuperNatural:(SN00001632 SN00011221 SN00036758 SN00036759 SN00003453 SN00001700);ZINC bio:(ZINC00576064 ZINC00639868 ZINC03776888 ZINC04532431 ZINC13816216 ZINC13816219);additional;MeSH:(92129);PubMed;COCONUT:(CNP0186038);KNApSAcK:(2615);Natural Products:(UNPD119924);database;PubChem:(500180 92129 377769 989156 461958 7271969 6713246 11860863 118701066);CHEBI:(10324);KEGG:(C10729);Training Set	68723204470
4	1	N/A	-78.51684535124723	C21H20O8	[M + H]+	QWXUYXBTNJKCBY	InChI=1S/C21H20O8/c1-25-13-5-9(3-4-12(13)22)15-10-6-14-19(29-8-28-14)20(26-2)17(10)18(23)11-7-27-21(24)16(11)15/h3-6,11,15-16,18,22-23H,7-8H2,1-2H3	null	COC1=C(C=CC(=C1)C2C3C(COC3=O)C(C4=C(C5=C(C=C24)OCO5)OC)O)O	2.26294804	15108763	COCONUT:(CNP0371437);Natural Products:(UNPD159133);database;PubChem:(15108763);SuperNatural:(SN00358671)	68722655234
5	1	N/A	-137.2774702009908	C21H20O8	[M + H]+	AGAANQSMHDUWGU	InChI=1S/C21H20O8/c1-10-13(7-25-21(10)23)18(11-3-14(22)19-16(5-11)26-8-28-19)12-4-15(24-2)20-17(6-12)27-9-29-20/h3-6,10,13,18,22H,7-9H2,1-2H3	null	CC1C(COC1=O)C(C2=CC3=C(C(=C2)O)OCO3)C4=CC5=C(C(=C4)OC)OCO5	3.26965618	""	COCONUT:(CNP0170271);Natural Products:(UNPD204328);database	68721606656
6	1	N/A	-171.84081185390875	C21H20O8	[M + H]+	BWPZSCVLKKZAER	InChI=1S/C21H20O8/c1-26-14-7-10(8-15(27-2)18(14)22)13-6-12(21(24)25)5-11-9-16(28-3)19(23)20(29-4)17(11)13/h5-9,22-23H,1-4H3,(H,24,25)	null	COC1=CC2=CC(=CC(=C2C(=C1O)OC)C3=CC(=C(C(=C3)OC)O)OC)C(=O)O	3.5	139050882	PubChem:(139050882);database	68719476738
7	1	N/A	-208.30789995495883	C21H20O8	[M + H]+	GGDRVNUZXSHBBB	InChI=1S/C21H20O8/c1-11(22)28-13-7-6-8-14-17(13)18(23)21(27-5)19(29-14)12-9-15(24-2)20(26-4)16(10-12)25-3/h6-10H,1-5H3	null	CC(=O)OC1=CC=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C(=C3)OC)OC)OC)OC	3.34708929	""	COCONUT:(CNP0117969);Natural Products:(UNPD185884);database;SuperNatural:(SN00396939)	68722655232
8	1	N/A	-215.2167462536779	C21H20O8	[M + H]+	GPKHJXVBFIQGKO	InChI=1S/C21H20O8/c1-11(22)28-13-8-6-12(7-9-13)15-10-14(23)16-17(24-2)19(25-3)21(27-5)20(26-4)18(16)29-15/h6-10H,1-5H3	[4-(5,6,7,8-tetramethoxy-4-oxochromen-2-yl)phenyl] acetate	CC(=O)OC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC	2.79999995	248666	COCONUT:(CNP0058153);database;PubChem:(248666);SuperNatural:(SN00214735);CHEBI:(79487);ZINC bio:(ZINC01693140);KEGG:(C14963);PubMed	68722631010
9	1	N/A	-222.01661419355543	C21H20O8	[M + H]+	OUTWDDOLLXVXMF	InChI=1S/C21H20O8/c1-10-14(6-5-11-7-12(22)9-13(23)8-11)29-18-15(16(10)24)17(25)19(26-2)21(28-4)20(18)27-3/h5-9,22-23,25H,1-4H3	hormothamnione	CC1=C(OC2=C(C(=C(C(=C2C1=O)O)OC)OC)OC)C=CC3=CC(=CC(=C3)O)O	3.5999999	5379651;6825168	COCONUT:(CNP0374898);Natural Products:(UNPD163926);database;PubChem:(5379651 6825168);SuperNatural:(SN00238333);PubMed	68722655298
10	1	N/A	-227.9260515349663	C21H20O8	[M + H]+	FVBTTWTYDYBUNY	InChI=1S/C21H20O8/c1-10-18(12-8-13(24-2)17(23)14(9-12)25-3)29-20-15(26-4)7-11-5-6-16(22)28-19(11)21(20)27-10/h5-10,18,23H,1-4H3	(2R,3R)-3-(4-hydroxy-3,5-dimethoxyphenyl)-5-methoxy-2-methyl-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-9-one	CC1C(OC2=C(C=C3C=CC(=O)OC3=C2O1)OC)C4=CC(=C(C(=C4)OC)O)OC	3.0999999	11732116	COCONUT:(CNP0132559);Natural Products:(UNPD89650 UNPD202641);database;PubChem:(11732116);SuperNatural:(SN00308093);PubMed	68722655298
11	1	N/A	-238.14481423669548	C21H20O8	[M + H]+	XOHQGCQIXSAKSV	InChI=1S/C21H20O8/c1-23-11-6-7-12-10(8-11)9-28-18-14(22)13-16(24-2)19(25-3)21(27-5)20(26-4)17(13)29-15(12)18/h6-8H,9H2,1-5H3	null	COC1=CC2=C(C=C1)C3=C(C(=O)C4=C(O3)C(=C(C(=C4OC)OC)OC)OC)OC2	2.79999995	101568828	COCONUT:(CNP0130202);Natural Products:(UNPD207002);database;PubChem:(101568828)	68721606658
12	1	N/A	-269.41476451126675	C21H20O8	[M + H]+	KLMKGDIYOORAED	InChI=1S/C21H20O8/c1-5-27-21-20-17(11-8-14(25-3)15(26-4)9-13(11)29-21)19(23)18-12(22)6-10(24-2)7-16(18)28-20/h6-9,21-22H,5H2,1-4H3	Stemonacetal	CCOC1C2=C(C3=CC(=C(C=C3O1)OC)OC)C(=O)C4=C(C=C(C=C4O2)OC)O	3.20000005	44257426	COCONUT:(CNP0175148);KNApSAcK:(9597);Natural Products:(UNPD110693);database;PubChem:(44257426);SuperNatural:(SN00334288)	68722655250
13	1	N/A	-271.88097057962045	C21H20O8	[M + H]+	CZMGDDWGJAFWEI	InChI=1S/C21H20O8/c1-10(22)27-12-5-6-13-15(7-12)26-9-14-18-16(24-3)8-17(28-11(2)23)20(25-4)21(18)29-19(13)14/h5-8,14,19H,9H2,1-4H3	null	CC(=O)OC1=CC2=C(C=C1)C3C(CO2)C4=C(O3)C(=C(C=C4OC)OC(=O)C)OC	2.9470377	""	COCONUT:(CNP0183117);Natural Products:(UNPD116736);database;SuperNatural:(SN00330362)	68722655232
14	1	N/A	-275.444273273386	C21H20O8	[M + H]+	SZMVUVJWZJONPP	InChI=1S/C21H20O8/c1-10-17(23)19(25)20(26)21(28-10)29-13-6-7-14-16(8-13)27-9-15(18(14)24)11-2-4-12(22)5-3-11/h2-10,17,19-23,25-26H,1H3	Talosins A	CC1C(C(C(C(O1)OC2=CC3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O)O)O)O	1.20000005	353778;10873064;16727484;23955874	COCONUT:(CNP0150638);Natural Products:(UNPD2898 UNPD181039);database;PubChem:(353778 10873064 16727484 23955874);SuperNatural:(SN00321103 SN00028643);ZINC bio:(ZINC31157071);PubMed	68722663490
15	1	N/A	-278.0474245877997	C21H20O8	[M + H]+	QVZMXQYIIGURQW	InChI=1S/C21H20O8/c1-21(2)16(24)7-11-18(25)15(27-3)6-10(20(11)29-21)12-8-28-14-5-9(22)4-13(23)17(14)19(12)26/h4-6,8,16,22-25H,7H2,1-3H3	null	CC1(C(CC2=C(O1)C(=CC(=C2O)OC)C3=COC4=CC(=CC(=C4C3=O)O)O)O)C	2.43576193	""	COCONUT:(CNP0235485);KNApSAcK:(19610);Natural Products:(UNPD63277);database;SuperNatural:(SN00302906)	68722655248
16	1	N/A	-282.8648885753941	C21H20O8	[M + H]+	BTFYNLICVGZVFS	InChI=1S/C21H20O8/c1-21(2)16(24)7-11-18(25)10(6-15(27-3)20(11)29-21)12-8-28-14-5-9(22)4-13(23)17(14)19(12)26/h4-6,8,16,22-25H,7H2,1-3H3	null	CC1(C(CC2=C(C(=CC(=C2O1)OC)C3=COC4=CC(=CC(=C4C3=O)O)O)O)O)C	2.43576193	""	COCONUT:(CNP0231040);KNApSAcK:(19612);Natural Products:(UNPD182944);database;SuperNatural:(SN00398631)	68722655248
17	1	N/A	-282.90246661681897	C21H20O8	[M + H]+	LKXBJYAUOQNMBC	InChI=1S/C21H20O8/c1-9-10(2)19(12(4)17(24)16(9)21(27)28-5)29-20(26)14-6-13(7-22)18(25)15(8-23)11(14)3/h6-8,24-25H,1-5H3	null	CC1=C(C(=C(C(=C1C)OC(=O)C2=CC(=C(C(=C2C)C=O)O)C=O)C)O)C(=O)OC	3.79327965	""	COCONUT:(CNP0303358);Natural Products:(UNPD5980);database	68721606656
18	1	N/A	-283.2376874563555	C21H20O8	[M + H]+	CHVBPFQVSIWBOU	InChI=1S/C21H20O8/c22-9-16-18(24)19(25)20(26)21(29-16)28-12-6-7-13-15(8-12)27-10-14(17(13)23)11-4-2-1-3-5-11/h1-8,10,16,18-22,24-26H,9H2	Oprea1_595302	C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O	1.0	1152565;1774100;1774101;1774104;440215;4615920;7767201;7767205;7767208;6572174;24721140;92201435;99804353;124711006;124711007;124711008;124711009;124302165	COCONUT:(CNP0136994);database;PubChem:(1152565 1774100 1774101 1774104 440215 4615920 7767201 7767205 7767208 6572174 24721140 92201435 99804353 124711006 124711007 124711008 124711009 124302165);SuperNatural:(SN00213234 SN00013591 SN00013590 SN00013588 SN00013589);CHEBI:(18174);ZINC bio:(ZINC04096303 ZINC05667874 ZINC05667879 ZINC05667881 ZINC05667885);KEGG:(C04074)	68722630946
19	1	N/A	-285.7794675765381	C21H20O8	[M + H]+	GUFSUKYUTSPCQQ	InChI=1S/C21H20O8/c1-21(2)16(24)7-11-10(6-15(27-3)19(26)20(11)29-21)12-8-28-14-5-9(22)4-13(23)17(14)18(12)25/h4-6,8,16,22-24,26H,7H2,1-3H3	null	CC1(C(CC2=C(O1)C(=C(C=C2C3=COC4=CC(=CC(=C4C3=O)O)O)OC)O)O)C	2.43576193	""	COCONUT:(CNP0277645);KNApSAcK:(19602);Natural Products:(UNPD180177);database;SuperNatural:(SN00400039)	68722655248
20	1	N/A	-288.14493967519655	C21H20O8	[M + H]+	QJMBQROXERHDHA	InChI=1S/C21H20O8/c22-10-16-17(23)18(24)19(25)21(29-16)27-13-6-3-5-12(8-13)15-9-11-4-1-2-7-14(11)20(26)28-15/h1-9,16-19,21-25H,10H2	3-[3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]isochromen-1-one	C1=CC=C2C(=C1)C=C(OC2=O)C3=CC(=CC=C3)OC4C(C(C(C(O4)CO)O)O)O	1.39999998	11429492;21857501	COCONUT:(CNP0131587);Natural Products:(UNPD43195);database;PubChem:(11429492 21857501);SuperNatural:(SN00328464)	68722655234
21	1	N/A	-290.1503245792659	C21H20O8	[M + H]+	ZBIRPIHXWCKNNL	InChI=1S/C21H20O8/c1-9-17(24)19(26)20(27)21(28-9)16-12(23)8-14-15(18(16)25)11(22)7-13(29-14)10-5-3-2-4-6-10/h2-9,17,19-21,23-27H,1H3	null	CC1C(C(C(C(O1)C2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC=CC=C4)O)O)O)O	1.10000002	10960360;45102651	COCONUT:(CNP0229822);Natural Products:(UNPD126489);database;PubChem:(10960360 45102651);SuperNatural:(SN00258562)	68722655234
22	1	N/A	-290.51824932823297	C21H20O8	[M + H]+	XERZYSOEZPVPLD	InChI=1S/C21H20O8/c1-10(8-22)3-4-12-19(25)13(7-17(28-2)20(12)26)14-9-29-16-6-11(23)5-15(24)18(16)21(14)27/h3,5-7,9,22-26H,4,8H2,1-2H3	null	CC(=CCC1=C(C(=CC(=C1O)OC)C2=COC3=CC(=CC(=C3C2=O)O)O)O)CO	2.46247506	""	COCONUT:(CNP0330650);KNApSAcK:(19603);Natural Products:(UNPD95228);database;SuperNatural:(SN00375676)	68722655248
23	1	N/A	-291.0095524898434	C21H20O8	[M + H]+	YJINBIPHZOTKQM	InChI=1S/C21H20O8/c1-24-13-6-4-11(8-14(13)25-2)18-16(10-22)27-21-19-12(5-7-17(23)28-19)9-15(26-3)20(21)29-18/h4-9,16,18,22H,10H2,1-3H3	null	COC1=C(C=C(C=C1)C2C(OC3=C4C(=CC(=C3O2)OC)C=CC(=O)O4)CO)OC	2.77457404	""	COCONUT:(CNP0162342);Natural Products:(UNPD170378);database;SuperNatural:(SN00391058);KEGG Mine	77312589824
24	1	N/A	-294.1389593624458	C21H20O8	[M + H]+	HRDPOIAEGBHOIR	InChI=1S/C21H20O8/c1-24-20-12(3-5-16-21(20)29-10-27-16)18(23)14-8-25-19(13(14)7-22)11-2-4-15-17(6-11)28-9-26-15/h2-6,13-14,19,22H,7-10H2,1H3	[(3S,4R,5S)-5-(1,3-benzodioxol-5-yl)-4-(hydroxymethyl)oxolan-3-yl]-(4-methoxy-1,3-benzodioxol-5-yl)methanone	COC1=C(C=CC2=C1OCO2)C(=O)C3COC(C3CO)C4=CC5=C(C=C4)OCO5	1.89999998	11632717	COCONUT:(CNP0295888);KNApSAcK:(11165);Natural Products:(UNPD144160);database;PubChem:(11632717);SuperNatural:(SN00323565)	68722655250
25	1	N/A	-302.0082570558307	C21H20O8	[M + H]+	XUDNWQSXPROHLK	InChI=1S/C21H20O8/c22-10-14-16(24)17(25)18(26)21(28-14)29-20-15(23)12-8-4-5-9-13(12)27-19(20)11-6-2-1-3-7-11/h1-9,14,16-18,21-22,24-26H,10H2	flavonol 3-O-glycoside	C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC4C(C(C(C(O4)CO)O)O)O	1.20000005	10927485;11953828;16126803;22446905;23724473;46173806;54488609	COCONUT:(CNP0122092);Natural Products:(UNPD17443);database;PubChem:(10927485 11953828 16126803 22446905 23724473 46173806 54488609);SuperNatural:(SN00321505);CHEBI:(38404 16816);KEGG:(C03946 C03502 C15555);PubMed;Biocyc:(CPD-21594)	68722657634
