structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2612872250978874	-60.74026202522482	C21H18O8	[M + H]+	ZGSHRRFZEZGUFJ	InChI=1S/C21H18O8/c1-11(22)27-14-8-19(26-4)21-15(24)10-17(29-20(21)9-14)13-5-6-16(25-3)18(7-13)28-12(2)23/h5-10H,1-4H3	null	CC(=O)OC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)OC)OC(=O)C)OC	3.31399274	""	COCONUT:(CNP0283204);Natural Products:(UNPD152866);database	68721606656
2	1	N/A	-70.13835068817612	C21H18O8	[M + H]+	HQZXCNZZVRAEPO	InChI=1S/C21H18O8/c1-11(22)26-15-6-4-14(5-7-15)18-10-17(25)21-19(28-13(3)24)8-16(27-12(2)23)9-20(21)29-18/h4-9,18H,10H2,1-3H3	Naringenin triacetate	CC(=O)OC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3OC(=O)C)OC(=O)C	2.20000005	14354984;26339425;26339426	COCONUT:(CNP0303354);Natural Products:(UNPD59798);database;PubChem:(14354984 26339425 26339426);SuperNatural:(SN00229832)	68722655234
3	1	N/A	-105.91047742140212	C21H18O8	[M + H]+	OXRCQEMNONCHMK	InChI=1S/C21H18O8/c1-11(22)27-15-9-16(28-12(2)23)18-17(10-15)29-20(21(26-4)19(18)24)13-5-7-14(25-3)8-6-13/h5-10H,1-4H3	Acetic acid 7-acetoxy-3-methoxy-2-(4-methoxy-	CC(=O)OC1=CC2=C(C(=C1)OC(=O)C)C(=O)C(=C(O2)C3=CC=C(C=C3)OC)OC	2.79999995	233390	PubChem:(233390);PubMed;database	68719476802
4	1	N/A	-111.2277250905602	C21H18O8	[M + H]+	GSYWNORCKBQCIW	InChI=1S/C21H18O8/c1-11(22)27-18-10-17-19(21(20(18)26-4)28-12(2)23)15(24)9-16(29-17)13-5-7-14(25-3)8-6-13/h5-10H,1-4H3	6-methoxy-2-(4-methoxyphenyl)-4-oxo-4H-chromene-5,7-diyl diacetate	CC(=O)OC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)OC)OC(=O)C)OC	2.5999999	147288	COCONUT:(CNP0297528);Natural Products:(UNPD53209);database;PubChem:(147288)	68721606658
5	1	N/A	-121.5141253286121	C21H18O8	[M + H]+	OBIJHSXJFFXBNQ	InChI=1S/C21H18O8/c1-11(22)26-15-5-6-16-17(25)10-19(29-20(16)9-15)14-4-7-18(27-12(2)23)21(8-14)28-13(3)24/h4-9,19H,10H2,1-3H3	null	CC(=O)OC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC(=C(C=C3)OC(=O)C)OC(=O)C	2.88700843	""	COCONUT:(CNP0266187);Natural Products:(UNPD66120);database;SuperNatural:(SN00264179)	68722655232
6	1	N/A	-137.7724005583547	C21H18O8	[M + H]+	JYMQKZYMIIWFAO	InChI=1S/C21H18O8/c1-11(22)27-17-10-18(28-12(2)23)20(26-4)21-19(17)15(24)9-16(29-21)13-5-7-14(25-3)8-6-13/h5-10H,1-4H3	[7-acetyloxy-8-methoxy-2-(4-methoxyphenyl)-4-oxochromen-5-yl] acetate	CC(=O)OC1=CC(=C(C2=C1C(=O)C=C(O2)C3=CC=C(C=C3)OC)OC)OC(=O)C	2.5999999	21721895	COCONUT:(CNP0279895);Natural Products:(UNPD116136);database;PubChem:(21721895)	68721606658
7	1	N/A	-145.49218173915614	C21H18O8	[M + H]+	HMSBILHIZHSYAC	InChI=1S/C21H18O8/c1-11(22)28-14-7-5-13(6-8-14)15-10-27-16-9-17(25-3)20(26-4)21(29-12(2)23)18(16)19(15)24/h5-10H,1-4H3	null	CC(=O)OC1=CC=C(C=C1)C2=COC3=CC(=C(C(=C3C2=O)OC(=O)C)OC)OC	3.13649058	""	COCONUT:(CNP0313681);Natural Products:(UNPD72266);database	68721606656
8	1	N/A	-172.30439342714405	C21H18O8	[M + H]+	FKQGVEJPNFAULW	InChI=1S/C21H18O8/c1-11(22)26-15-6-4-14(5-7-15)19-10-17(25)16-8-9-18(27-12(2)23)21(20(16)29-19)28-13(3)24/h4-9,19H,10H2,1-3H3	null	CC(=O)OC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C(=C(C=C3)OC(=O)C)OC(=O)C	2.20000005	102064902	COCONUT:(CNP0353591);Natural Products:(UNPD181926);database;PubChem:(102064902);SuperNatural:(SN00313845)	68722655234
9	1	N/A	-267.31289790198304	C21H18O8	[M + H]+	ZOPQPGYSYRWKJY	InChI=1S/C21H18O8/c1-10(2)6-17(25)29-21-19(26)18-14(24)8-12(22)9-16(18)28-20(21)11-4-5-13(23)15(7-11)27-3/h4-9,22-24H,1-3H3	null	CC(=CC(=O)OC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)OC)C	4.0	73425692	COCONUT:(CNP0256454);Natural Products:(UNPD230366);database;PubChem:(73425692)	68721606658
10	1	N/A	-270.2569745481535	C21H18O8	[M + H]+	FLULTMWANDINQB	InChI=1S/C21H18O8/c1-23-19-14-15(22)20(24-2)16(10-4-5-12-13(8-10)28-9-27-12)29-17(14)11-6-7-26-18(11)21(19)25-3/h4-8,16,20H,9H2,1-3H3	null	COC1C(OC2=C(C1=O)C(=C(C3=C2C=CO3)OC)OC)C4=CC5=C(C=C4)OCO5	2.88833332	""	COCONUT:(CNP0186635);KNApSAcK:(8600);Natural Products:(UNPD174863 UNPD92429);database;SuperNatural:(SN00226930 SN00337283)	68722655248
