structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.5787254943606797	-44.32236912963416	C22H28O3	[M + H]+	IMONTRJLAWHYGT	InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,13,17-20H,5-12H2,2-3H3	Monogest	CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C	4.161057	5832;541197;63021;162640;719697;5702094;9798038;9830379;9905958;12598296;16757710;16213097;40641222;42052065;40469485;40469486;44656683;45792036;51410982;51455905;50987431;53944940;60070965;57513595;59927390;71775018;117072398;121230997;121231000;124898718;124904680;124304400;124352391;131708859;131708861;137705710	ZINC bio:(ZINC01849528 ZINC03831219 ZINC03831220 ZINC03831221 ZINC03831222 ZINC03977933 ZINC03977934 ZINC03977936 ZINC05228318 ZINC11592835 ZINC11592837);additional;MeSH:(5832 63021 541197 5702094 12598296 16213097 44656683 117072398);PubMed;NORMAN:(NS00010074);COCONUT:(CNP0271249);database;PubChem:(5832 541197 63021 162640 719697 5702094 9798038 9830379 9905958 12598296 16757710 16213097 40641222 42052065 40469485 40469486 44656683 45792036 51410982 51455905 50987431 53944940 60070965 57513595 59927390 71775018 117072398 121230997 121231000 124898718 124904680 124304400 124352391 131708859 131708861 137705710);CHEBI:(7628);PubChem class - bio and metabolites;KEGG:(C08152);PubChem class - safety and toxic;Training Set;PubChem class - drug	68839825766
2	1	N/A	-72.963306737685	C22H28O3	[M + H]+	UJVLDDZCTMKXJK	InChI=1S/C22H28O3/c1-20-9-5-15(23)13-14(20)3-4-16-17(20)6-10-21(2)18(16)7-11-22(21)12-8-19(24)25-22/h3-4,13,16-18H,5-12H2,1-2H3	Contaren	CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C	3.98187804	13789;667465;1768502;1768503;319260;927656;7061052;7091688;7091689;6710732;15558608;16757848;16401118;24019380;24728626;40544142;40544143;44290171;46780163;51066611;59350337;71072585;76973151;91927749;118655637;121231048;122176680;124917205;124923909;124352400;124402720;124426541;124427314;124427315;129009638;131708521;129897172;133687776	HMDB:(3033);SuperNatural:(SN00013537 SN00006816 SN00013538 SN00006815);ZINC bio:(ZINC03881648 ZINC04073907 ZINC04073908 ZINC05534963 ZINC05534967);additional;MeSH:(13789 319260);PubMed;NORMAN:(NS00010904);COCONUT:(CNP0074521);database;PubChem:(13789 667465 1768502 1768503 319260 927656 7061052 7091688 7091689 6710732 15558608 16757848 16401118 24019380 24728626 40544142 40544143 44290171 46780163 51066611 59350337 71072585 76973151 91927749 118655637 121231048 122176680 124917205 124923909 124352400 124402720 124426541 124427314 124427315 129009638 131708521 129897172 133687776);CHEBI:(135445);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug	68840857710
3	1	N/A	-119.4753100441974	C22H28O3	[M + H]+	XFDFDWJXWMKQGW	InChI=1S/C22H28O3/c1-20-9-5-15(23)13-14(20)3-4-16-17(20)6-10-21(2)18(16)7-11-22(21)12-8-19(24)25-22/h5,9,13,16-18H,3-4,6-8,10-12H2,1-2H3	17-Hydroxy-3-oxo-17alpha-pregna-1,4-diene-21-carboxylic acid, gamma-lactone	CC12CCC3C(C1CCC24CCC(=O)O4)CCC5=CC(=O)C=CC35C	4.26346207	248591;3993873;44359795;94826424	COCONUT:(CNP0174585);database;PubChem:(248591 3993873 44359795 94826424);SuperNatural:(SN00214844);CHEBI:(79609);KEGG:(C15090);PubMed	68722622818
4	1	N/A	-120.70193436963308	C22H28O3	[M + H]+	KDYGOTULHKNOFI	InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,5,17-20H,6-13H2,2-3H3	| currency-5(6)-Norethindrone Acetate	CC(=O)OC1(CCC2C1(CCC3C2CC=C4C3CCC(=O)C4)C)C#C	2.9000001	71751193;131705312	PubChem:(71751193 131705312);database;KEGG Mine	77309411330
5	1	N/A	-133.79925490342512	C22H28O3	[M + H]+	KVINKXWDTJUXKW	InChI=1S/C22H28O3/c1-4-22(25)10-8-18-16-6-5-15-11-19(24)14(13-23)12-20(15,2)17(16)7-9-21(18,22)3/h1,11-12,16-18,23,25H,5-10,13H2,2-3H3	null	CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)C(=CC34C)CO	3.41084099	88101405;88101406	PubChem:(88101405 88101406);PubMed;database	68719476802
6	1	N/A	-231.94444475767304	C22H28O3	[M + H]+	VODVRLMPRRXINS	InChI=1S/C22H28O3/c1-13(25-4)20-19(24)12-18-16-6-5-14-11-15(23)7-9-21(14,2)17(16)8-10-22(18,20)3/h7,9,11,16-18H,5-6,8,10,12H2,1-4H3	(10R,13S,17E)-17-(1-methoxyethylidene)-10,13-dimethyl-6,7,8,9,11,12,14,15-octahydrocyclopenta[a]phenanthrene-3,16-dione	CC(=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)C=CC34C)C)OC	3.9000001	5316451;11759612	COCONUT:(CNP0212754);Natural Products:(UNPD187511);database;PubChem:(5316451 11759612);SuperNatural:(SN00296963)	68722655234
7	1	N/A	-246.74522934174306	C22H28O3	[M + H]+	PLROVFXXPVIWJF	InChI=1S/C22H28O3/c1-5-22(23)11-10-18-17-8-6-14-12-15(24-3)7-9-16(14)20(17)19(25-4)13-21(18,22)2/h1,7,9,12,17-20,23H,6,8,10-11,13H2,2-4H3	null	CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC)OC	4.19136477	""	COCONUT:(CNP0220968);Natural Products:(UNPD41841);database;KEGG Mine	77311541248
8	1	N/A	-255.98390793215566	C22H28O3	[M + H]+	QGWCZYPVHAHXQX	InChI=1S/C22H28O3/c1-13-10-18-16-5-4-14-11-15(24)6-8-21(14,2)17(16)7-9-22(18,3)20(13)19(25)12-23/h6-8,11,13,16,18,20,23H,4-5,9-10,12H2,1-3H3	17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,12,14,15,16,17-octahydrocyclopenta[a]phenanthren-3-one	CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1C(=O)CO)C)C	3.0999999	11121371;14585238;14585239;10427499;10472628;56975938;59271739;59271751;68229310;91356231;118339759;138105992	PubChem:(11121371 14585238 14585239 10427499 10472628 56975938 59271739 59271751 68229310 91356231 118339759 138105992);PubMed;database	68719476802
9	1	N/A	-305.327389635737	C22H28O3	[M + H]+	FFAKJAIQHPBXPV	InChI=1S/C22H28O3/c1-14(6-8-18-13-19(23)9-11-21(18)24)7-10-20-15(2)12-22(25-5)17(4)16(20)3/h6,9,11-13,23-24H,7-8,10H2,1-5H3	Panicein A hydroquinone	CC1=CC(=C(C(=C1CCC(=CCC2=C(C=CC(=C2)O)O)C)C)C)OC	6.0999999	374392;5467409	COCONUT:(CNP0315937);Natural Products:(UNPD91818);database;PubChem:(374392 5467409);PubMed	68721606722
10	1	N/A	-336.3655156211919	C22H28O3	[M + H]+	WBHQYBZRTAEHRR	InChI=1S/C22H28O3/c1-2-3-4-5-6-8-17-11-13-18(14-12-17)15-16-19-9-7-10-20(23)21(19)22(24)25/h7,9-14,23H,2-6,8,15-16H2,1H3,(H,24,25)	null	CCCCCCCC1=CC=C(C=C1)CCC2=C(C(=CC=C2)O)C(=O)O	7.4000001	49864204	MeSH:(49864204);database;Training Set;PubChem:(49864204);PubMed;PubChem class - bio and metabolites	68736270406
11	1	N/A	-340.8968659326711	C22H28O3	[M + H]+	OKXGQALERULNCC	InChI=1S/C22H28O3/c1-15(2)19-11-13-22(3)12-10-16(4-9-20(19)22)14-25-21(24)17-5-7-18(23)8-6-17/h5-8,10,15,23H,4,9,11-14H2,1-3H3	(8a-methyl-3-propan-2-yl-2,4,5,8-tetrahydro-1H-azulen-6-yl)methyl 4-hydroxybenzoate	CC(C)C1=C2CCC(=CCC2(CC1)C)COC(=O)C3=CC=C(C=C3)O	4.4000001	10193495;21590558	COCONUT:(CNP0130517);KNApSAcK:(45515);Natural Products:(UNPD49232);database;PubChem:(10193495 21590558);SuperNatural:(SN00302017);PubMed	68722655314
12	1	N/A	-349.6874102825641	C22H28O3	[M + H]+	FVZNRLLUBWYIGZ	InChI=1S/C22H28O3/c1-20(2)16-6-7-17-15(13-14(16)5-8-19(24)25-20)9-11-22(4)18(23)10-12-21(17,22)3/h5,8,13,16H,6-7,9-12H2,1-4H3	null	CC1(C2CCC3=C(CCC4(C3(CCC4=O)C)C)C=C2C=CC(=O)O1)C	2.9000001	139587320	PubChem:(139587320);COCONUT:(CNP0285638);database	68721573890
13	1	N/A	-349.7403405784472	C22H28O3	[M + H]+	CGKOFSIWAPIHCH	InChI=1S/C22H28O3/c1-13(2)19-12-20-14(3)5-10-18(20)15(4)11-21(19)25-22(24)16-6-8-17(23)9-7-16/h5-9,13,19-21,23H,10-12H2,1-4H3	Oprea1_757720	CC1=C2CC=C(C2CC(C(C1)OC(=O)C3=CC=C(C=C3)O)C(C)C)C	4.5999999	3312870;7762209;7762210;7762211;7762212;26497539;26497542;26497543;26497545	COCONUT:(CNP0324834);KNApSAcK:(20391);Natural Products:(UNPD87294);database;PubChem:(3312870 7762209 7762210 7762211 7762212 26497539 26497542 26497543 26497545)	68721606674
14	1	N/A	-367.39811480329496	C22H28O3	[M + H]+	CCXQWNMYLBGSBL	InChI=1S/C22H28O3/c1-15-8-7-11-22(14-24-22)17-13-21(2,3)19(17)18(12-15)25-20(23)16-9-5-4-6-10-16/h4-6,8-10,17-19H,7,11-14H2,1-3H3	null	CC1=CCCC2(CO2)C3CC(C3C(C1)OC(=O)C4=CC=CC=C4)(C)C	4.69208574	""	COCONUT:(CNP0299382);Natural Products:(UNPD55213);database;SuperNatural:(SN00354806)	68722655232
15	1	N/A	-376.2100777751862	C22H28O3	[M + H]+	QJSPUICDETZEEZ	InChI=1S/C22H28O3/c1-18(8-4-10-20-12-13-22(23)25-17-20)6-3-7-19(2)9-5-11-21-14-15-24-16-21/h4,6,9-10,12,14-16H,3,5,7-8,11,13,17H2,1-2H3	Dehydrofurodendin	CC(=CCCC1=COC=C1)CCC=C(C)CC=CC2=CCC(=O)OC2	5.30000019	5273523	COCONUT:(CNP0136991);Natural Products:(UNPD195259);database;PubChem:(5273523);SuperNatural:(SN00302292)	68722655234
16	1	N/A	-376.2747529861364	C22H28O3	[M + H]+	IMXQBUNJVMBJFG	InChI=1S/C22H28O3/c1-17(23)22-19(15-20(24)16-21(22)25)14-10-5-3-2-4-7-11-18-12-8-6-9-13-18/h6,8-9,12-13,15-16,24-25H,2-5,7,10-11,14H2,1H3	Kneglomeratanone A	CC(=O)C1=C(C=C(C=C1O)O)CCCCCCCCC2=CC=CC=C2	6.9000001	196946	COCONUT:(CNP0142464);Natural Products:(UNPD189144);database;PubChem:(196946);SuperNatural:(SN00397885);MeSH:(196946);PubMed	68722655302
17	1	N/A	-379.70085869948684	C22H28O3	[M + H]+	UEUBGZRBSVKCEF	InChI=1S/C22H28O3/c1-13-12-16(25-20(23)14-8-6-5-7-9-14)18-19(21(18,2)3)17-15(13)10-11-22(17,4)24/h5-9,15-19,24H,1,10-12H2,2-4H3	null	CC1(C2C1C3C(CCC3(C)O)C(=C)CC2OC(=O)C4=CC=CC=C4)C	4.19999981	14543570;101973384;101973385;101973405	COCONUT:(CNP0240498);Natural Products:(UNPD49157);database;PubChem:(14543570 101973384 101973385 101973405);SuperNatural:(SN00402604)	68722655234
18	1	N/A	-381.17224599516965	C22H28O3	[M + H]+	WTCUTAYGBDLKQC	InChI=1S/C22H28O3/c1-17-9-7-11-18(16-23)15-20(22(2,3)14-8-10-17)25-21(24)19-12-5-4-6-13-19/h4-6,9,12-13,15-16,20H,7-8,10-11,14H2,1-3H3	null	CC1=CCCC(=CC(C(CCC1)(C)C)OC(=O)C2=CC=CC=C2)C=O	5.61410999	""	COCONUT:(CNP0120244);Natural Products:(UNPD160088);database;SuperNatural:(SN00361017)	68722655232
19	1	N/A	-381.9682907728804	C22H28O3	[M + H]+	YMKZVJUNSYAWMV	InChI=1S/C22H28O3/c1-14-7-8-18-16(6-5-10-21(18,2)3)20-17(14)13-25-22(24-4)11-9-15(23)12-19(20)22/h9,11-12,14H,5-8,10,13H2,1-4H3	null	CC1CCC2=C(CCCC2(C)C)C3=C1COC4(C3=CC(=O)C=C4)OC	2.5999999	10042896	COCONUT:(CNP0324398);Natural Products:(UNPD86668);database;PubChem:(10042896);SuperNatural:(SN00348169)	68722655234
20	1	N/A	-391.576083595134	C22H28O3	[M + H]+	ADYURFIGBFVBDI	InChI=1S/C22H28O3/c1-15(8-9-19-13-21(23)18(4)12-22(19)24)6-5-7-16(2)10-20-11-17(3)14-25-20/h7-8,11-14,23-24H,5-6,9-10H2,1-4H3	Furanoterpene Coll FN30	CC1=CC(=C(C=C1O)CC=C(C)CCC=C(C)CC2=CC(=CO2)C)O	6.4000001	327968;5458654	COCONUT:(CNP0279544);Natural Products:(UNPD149902);database;PubChem:(327968 5458654);SuperNatural:(SN00310094);PubMed	68722655298
21	1	N/A	-402.5792359099904	C22H28O3	[M + H]+	GUOKAKKTKIBLPW	InChI=1S/C22H28O3/c1-14(2)8-7-12-22(6)13-11-18-20(24)19(23)16(5)17(21(18)25-22)10-9-15(3)4/h7-9,12H,10-11,13H2,1-6H3	null	CC1=C(C2=C(CCC(O2)(C)C=CC=C(C)C)C(=O)C1=O)CC=C(C)C	4.69999981	102438744	COCONUT:(CNP0279005);KNApSAcK:(42836);Natural Products:(UNPD149440);database;PubChem:(102438744);SuperNatural:(SN00388144)	68722655250
22	1	N/A	-408.7510652185858	C22H28O3	[M + H]+	IJVBICLYLYPOJK	InChI=1S/C22H28O3/c1-15(2)7-6-8-16(3)9-10-17-13-19(21(23)24)14-18-11-12-22(4,5)25-20(17)18/h7,9,11-14H,6,8,10H2,1-5H3,(H,23,24)	null	CC(=CCCC(=CCC1=C2C(=CC(=C1)C(=O)O)C=CC(O2)(C)C)C)C	5.78332233	""	COCONUT:(CNP0146221);Natural Products:(UNPD206906 UNPD224771);database	68721606656
23	1	N/A	-411.77461625824685	C22H28O3	[M + H]+	MSDAWPKHHPLFBC	InChI=1S/C22H28O3/c1-16(2)7-5-8-17(3)9-6-13-22(4)14-12-18-15-19(21(23)24)10-11-20(18)25-22/h7,9-12,14-15H,5-6,8,13H2,1-4H3,(H,23,24)	2H-1-Benzopyran-6-carboxylicacid, 2-[(3E)-4,8-dimethyl-3,7-nonadien-1-yl]-2-methyl-, (+)-	CC(=CCCC(=CCCC1(C=CC2=C(O1)C=CC(=C2)C(=O)O)C)C)C	6.19999981	13845938;71335429	COCONUT:(CNP0241282);HMDB:(40635);Natural Products:(UNPD35266);database;PubChem:(13845938 71335429);SuperNatural:(SN00227269);PubChem class - bio and metabolites	68739432458
24	1	N/A	-413.8514273309565	C22H28O3	[M + H]+	TXHBNVYFCZMCPB	InChI=1S/C22H28O3/c1-15(2)7-6-11-22(5)12-10-18-14-19(21(23)24)13-17(20(18)25-22)9-8-16(3)4/h7-8,10,12-14H,6,9,11H2,1-5H3,(H,23,24)	Gaudichaudianic Acid	CC(=CCCC1(C=CC2=C(O1)C(=CC(=C2)C(=O)O)CC=C(C)C)C)C	6.19999981	11221505;21573058;53262834	COCONUT:(CNP0231339 CNP0332273);KNApSAcK:(34523);Natural Products:(UNPD45042 UNPD201440);database;PubChem:(11221505 21573058 53262834);SuperNatural:(SN00333265 SN00143402);CHEBI:(67582);MeSH:(11221505 21573058);PubMed	68722655350
25	1	N/A	-421.6980453743376	C22H28O3	[M + H]+	AWLPVLIAJCOYIW	InChI=1S/C22H28O3/c1-16-6-5-7-17(2)14-20(15-22(3,4)13-12-16)25-21(24)18-8-10-19(23)11-9-18/h7-13,20,23H,1,5-6,14-15H2,2-4H3	Oprea1_743991	CC1=CCCC(=C)C=CC(CC(C1)OC(=O)C2=CC=C(C=C2)O)(C)C	5.5999999	6422462;24126834	COCONUT:(CNP0397870);KNApSAcK:(12456);Natural Products:(UNPD88136);database;PubChem:(6422462 24126834);SuperNatural:(SN00243186)	68722655250
26	1	N/A	-425.11867162968616	C22H28O3	[M + H]+	LFHUMFIPBHTBDU	InChI=1S/C22H28O3/c1-15(2)10-19-13-18(14-25-19)7-5-6-16(3)8-9-20-21(23)11-17(4)12-22(20)24/h8,10-14,23-24H,5-7,9H2,1-4H3	null	CC1=CC(=C(C(=C1)O)CC=C(C)CCCC2=COC(=C2)C=C(C)C)O	6.5999999	16120829	COCONUT:(CNP0333472);Natural Products:(UNPD22382);database;PubChem:(16120829);SuperNatural:(SN00322124)	68722655234
