,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,phenylbutazone,C19H20N2O2,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,CHEBI:48574;;BloodExp:CID4781;;DB00812;;HMDB0014950;;C07440;;PMHub:MS000001310;;PW_C009276;;DTXSID9021136,0.9999999999998155,0.9999999990380802,0.9999999993266008
1,"4-Butyl-5-hydroxy-1,2-diphenylpyrazol-3-one",C19H20N2O2,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,PKYKNPLSFOKASK-UHFFFAOYSA-N,BloodExp:CID31113;;HMDB0247793,0.9999999999998155,0.7823172963581787,0.8476221074506697
2,Normitoridine,C19H20N2O2,CC=C1CN2C3CC45C(=O)C3C1CC2C4Nc1c(O)cccc15,NEQCLFNJCWCRAH-UHFFFAOYSA-N,PMHub:MS000057841,0.9999999999998155,0.7221000948130356,0.8054700663690696
3,N-[2-(5-methoxy-2-phenyl-1H-indol-3-yl)ethyl]acetamide,C19H20N2O2,COc1ccc2[nH]c(-c3ccccc3)c(CCNC(C)=O)c2c1,OFCLARYYBGKCHN-UHFFFAOYSA-N,BloodExp:CID4018512,0.9999999999998155,0.7187551318600187,0.8031285923019578
4,ethyl 3-(2-benzhydrylidenehydrazinyl)but-2-enoate,C19H20N2O2,CCOC(=O)C=C(C)NN=C(c1ccccc1)c1ccccc1,YWPZHGWESJVRTM-UHFFFAOYSA-N,PMHub:MS000006179,0.9999999999998155,0.6935696661187067,0.7854987662830393
5,"1H-(Indol-3-yl)-6,7-dimethoxy-1,2,3,4-tetrahydro-isoquinoline""",C19H20N2O2,COc1cc2c(cc1OC)C(c1c[nH]c3ccccc13)NCC2,RSZKVGQGVIBQPS-UHFFFAOYSA-N,GNPS:1762,0.9999999999998155,0.6847364715659137,0.7793155300960841
6,"6,7-dehydroleuconoxine|leuconoxine|melodinine E",C19H20N2O2,CCC12CCCN3C(=O)C=C4c5ccccc5N(C(=O)CC1)C432,LUXCFVAZXZITNG-UHFFFAOYSA-N,PMHub:MS000163591,0.9999999999998155,0.6527553820690184,0.7569287674482574
7,"ibogamine-7,8-dione",C19H20N2O2,CCC1CC2CC3c4[nH]c5ccccc5c4C(=O)C(=O)N(C2)C13,PGOIDIHIAATURZ-UHFFFAOYSA-N,PMHub:MS000092548,0.9999999999998155,0.6334813251479513,0.7434369276035105
8,ochrosamines B,C19H20N2O2,CC(=O)C1=CN2CCC34c5ccccc5N(C)C3C(=O)C1CC24,APXMDCMTAHLOBL-UHFFFAOYSA-N,PMHub:MS000102086,0.9999999999998155,0.6306539811093655,0.7414577867765004
9,Phenazin SA,C19H20N2O2,COc1cccc2nc3c(OC)ccc(CC=C(C)C)c3nc12,RZUVBPUJBSPEQR-UHFFFAOYSA-N,NPA027225,0.9999999999998155,0.6283905632054844,0.7398733942437836
10,Endophenazine C,C19H20N2O2,CC(C)=CCc1cccc2c1Nc1c(C(=O)O)cccc1N2C,IEZDSYLQJCAEHH-UHFFFAOYSA-N,PMHub:MS000209622,0.9999999999998155,0.6281011380152522,0.7396707966106212
