,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,"9-(3,4-Dimethoxyphenyl)-2-methoxy-1H-phenalen-1-one",C22H18O4,COC1=Cc2cccc3ccc(-c4ccc(OC)c(OC)c4)c(c23)C1=O,HCRUKGWNADTRCE-UHFFFAOYSA-N,FDB013222;;HMDB0034692;;PMHub:MS000066644,0.9999999999998358,0.9999999989612373,0.9999999992728168
1,Strepantibin C,C22H18O4,COc1cc(-c2ccccc2)c(O)c(C(C)=O)c(=O)c1-c1ccccc1,CUOXCUWYCBQGCZ-UHFFFAOYSA-N,NPA025152,0.9999999999998358,0.9167576183603434,0.9417303328521911
2,o-Cresolphthalein,C22H18O4,Cc1cc(C2(c3ccc(O)c(C)c3)OC(=O)c3ccccc32)ccc1O,CPBJMKMKNCRKQB-UHFFFAOYSA-N,BloodExp:CID68995;;HMDB0255844,0.9999999999998358,0.8999625171503126,0.9299737620051696
3,Ocresolphthalein,C22H18O4,Cc1ccc(C2(c3ccc(C)c(O)c3)OC(=O)c3ccccc32)cc1O,VCSUYXUJFRFUEL-UHFFFAOYSA-N,BloodExp:CID25021460;;HMDB0255846,0.9999999999998358,0.8981466884189873,0.9287026818932418
4,Daldinol,C22H18O4,COc1cccc2c(-c3ccc(O)c4c(OC)cccc34)ccc(O)c12,PJIHOMLREDSYPG-UHFFFAOYSA-N,NPA015958;;PMHub:MS000187804,0.9999999999998358,0.8945285486027178,0.9261699840218531
5,Ovalifolin,C22H18O4,CC(C)=CCOc1cc2c(=O)cc(-c3ccccc3)oc2c2ccoc12,VZSKLDHXYLNZMO-UHFFFAOYSA-N,PMHub:MS000143664,0.9999999999998358,0.8800382541307331,0.9160267778914639
6,Ovalifolin,C22H18O4,CCC=C(C)Oc1cc2c(=O)cc(-c3ccccc3)oc2c2ccoc12,NPVUVEQCALNDQY-UHFFFAOYSA-N,PMHub:MS000031510,0.9999999999998358,0.8756233225466132,0.91293632578258
7,Nodulisporin B,C22H18O4,COc1cccc2ccc(-c3ccc4cccc(OC)c4c3O)c(O)c12,VCBDQZVZKRLTPA-UHFFFAOYSA-N,NPA003214;;PMHub:MS000030935,0.9999999999998358,0.8744327757228171,0.9121029430059227
8,Dibenzyl phthalate,C22H18O4,O=C(OCc1ccccc1)c1ccccc1C(=O)OCc1ccccc1,UCVPKAZCQPRWAY-UHFFFAOYSA-N,BloodExp:CID220773;;HMDB0251168,0.9999999999998358,0.86311064885789,0.9041774542004737
9,Nodulisporin A,C22H18O4,COc1cccc2ccc(-c3ccc(O)c4c(OC)cccc34)c(O)c12,ZEAFEAWABQVDLG-UHFFFAOYSA-N,NPA010359;;PMHub:MS000177325,0.9999999999998358,0.8359918515812048,0.8851942961067941
10,"1-[(4-HYDROXYPHENYL)METHYL]-4-METHOXYPHENANTHRENE-2,7-DIOL",C22H18O4,COc1cc(O)c(Cc2ccc(O)cc2)c2ccc3cc(O)ccc3c12,XCJSWJPRPDMYLS-UHFFFAOYSA-N,PMHub:MS000119644,0.9999999999998358,0.8302306903967314,0.8811614832776626
11,Diospyrol,C22H18O4,Cc1cc(O)c2c(O)c(-c3ccc4cc(C)cc(O)c4c3O)ccc2c1,ATGBDIJBTXFUFY-UHFFFAOYSA-N,PMHub:MS000181713,0.9999999999998358,0.8201162858252059,0.8740814000775948
12,Diospyros,C22H18O4,Cc1cc2cccc(O)c2c(O)c1-c1c(C)cc2cccc(O)c2c1O,HYXJAVXHSQPNCA-UHFFFAOYSA-N,BloodExp:CID101293601;;HMDB0251434,0.9999999999998358,0.7744320158386889,0.842102411087033
13,Dibenzoyl-1-(4-Hydroxyphenyl)ethanol,C22H18O4,CC(OC(=O)c1ccccc1)c1ccc(OC(=O)c2ccccc2)cc1,NCEMILFELLGZJP-UHFFFAOYSA-N,PMHub:MS000230186,0.9999999999998358,0.765187781379,0.8356314469652507
14,"2-Oxo-1,2-diphenylethyl phenoxyacetate",C22H18O4,O=C(COc1ccccc1)OC(C(=O)c1ccccc1)c1ccccc1,NYLMZJJRTNVOAI-UHFFFAOYSA-N,NIST:CASNone,0.9999999999998358,0.7421093088663352,0.8194765162063854
15,Fisheacid,C22H18O4,O=C(O)C1Cc2ccccc2C=C1C1=Cc2ccccc2CC1C(=O)O,BXDCWQGAILMPMH-UHFFFAOYSA-N,NPA002224,0.9999999999998358,0.7356446142613934,0.8149512299829261
16,(+)-versiorcinol C,C22H18O4,Cc1cc(O)cc(Oc2cc(C)cc3c2[C@@H]2OCc4cccc(c42)O3)c1,IHUJLEMEKZVBBZ-JOCHJYFZSA-N,NPA030492,0.9999999999998358,0.7169394034158304,0.801857582391032
17,(+)-versiorcinol B,C22H18O4,Cc1cc(O)cc(Oc2cc(C)c3c(c2)Oc2cccc4c2[C@@H]3OC4)c1,NZJGDFGCESSUML-JOCHJYFZSA-N,NPA030490,0.9999999999998358,0.7127529919274672,0.7989270943491777
18,Amediplase,C22H18O4,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,YQINXCSNGCDFCQ-UHFFFAOYSA-N,BloodExp:CID154656,0.9999999999998358,0.7008673741890429,0.7906071619322808
