,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,6-O-Benzoylsucrose,C19H26O12,O=C(OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O)c1ccccc1,AFHCRQREQZIDSI-UHFFFAOYSA-N,PMHub:MS000106724,0.9999977585629356,0.9999999990758806,0.9999993269219969
1,eurycorymboside B,C19H26O12,COc1cc(OC2OC(COC(=O)CC(C)(O)CC(=O)O)C(O)C(O)C2O)ccc1O,WBYNLMZRMZGSGJ-UHFFFAOYSA-N,PMHub:MS000131281,0.9999977585629356,0.9773602324295185,0.9841514902695436
2,FT-0657812,C19H26O12,O=C(OCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O)c1ccccc1,SYDJVRWZOWPNNO-UHFFFAOYSA-N,PMHub:MS000183333,0.9999977585629356,0.9290487735033793,0.9503334690212462
3,3-methoxy-4-[O-beta-D-apiofuranosyl-(1->6)-O-beta-D-glucopyranosyloxy]benzaldehyde|bretschneideroside A,C19H26O12,COc1cc(C=O)ccc1OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,YXENUAMDNJCOBE-UHFFFAOYSA-N,PMHub:MS000035268,0.9999977585629356,0.922320602245384,0.9456237491406494
4,"4-Methyl,2-P-[beta-D-xylopyranosyl-1-6-beta-D-glucopyranoside]-2,4-Dihydroxybenzaldehyde",C19H26O12,COc1ccc(C=O)c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c1,XZRICUBFAFVSAQ-UHFFFAOYSA-N,PMHub:MS000030180,0.9999977585629356,0.9222841128664194,0.9455982065753743
5,Bungeiside D,C19H26O12,CC(=O)c1ccc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)cc1O,YKOIOWJTRVFMHP-UHFFFAOYSA-N,PMHub:MS000094759,0.9999977585629356,0.919872265330031,0.9439099132999023
6,Canthoside A,C19H26O12,COC(=O)c1ccccc1OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,ZOIVCDCWDFQVRB-UHFFFAOYSA-N,PMHub:MS000074274,0.9999977585629356,0.9192930822248575,0.9435044851262808
7,methylsalicylate O-beta-D-xylopyranosyl-(1->6)-O-beta-D-glucopyranoside,C19H26O12,COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,VHUNCYDAXJGCLO-AHMNSWSSSA-N,PMN:CPD-19215;;FDB007460;;HMDB0303042,0.9999977585629356,0.9169871106437136,0.9418903050194802
8,NP-023907,C19H26O12,OC[C@@]1(O)CO[C@@H](OC[C@H]2O[C@@H](OCc3ccc4c(c3)OCO4)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,PPLHEXYBZJOGTR-OTCFHACESA-N,NIST:CASNone,0.9999977585629356,0.9155577524632178,0.9408897542931332
9,benzoyl beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranoside,C19H26O12,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,WLZWHPBEEULNDT-UHFFFAOYSA-N,PMHub:MS000113057,0.9999977585629356,0.9105008807475734,0.937349944092182
