,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,Cyclacoumin,C52H84O23,CC1(C=O)CCC23COC4(CCC5C6(C)CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8OC8OCC(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CC2O)C3C1,CGUJOULZMVZSJL-UHFFFAOYSA-N,PMHub:MS000107993,0.9999999999997888,0.999999998927084,0.9999999992488954
1,Platycoside J,C52H84O23,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O,UUYAIVZLYBYAJU-UHFFFAOYSA-N,PMHub:MS000090337,0.9999999999997888,0.9563025146354752,0.9694117602447693
2,ardisicrenoside H,C52H84O23,CC1(C(=O)O)CCC2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,LHHRMBWZXMNXAE-UHFFFAOYSA-N,PMHub:MS000041429,0.9999999999997888,0.896829863535194,0.9277809044745724
3,Soyasaponin A5,C52H84O23,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(OC2OCC(O)C(OC3OCC(O)C(O)C3O)C2O)C1O,OJWHMUYCAOTQRN-UHFFFAOYSA-N,PMHub:MS000067668,0.9999999999997888,0.8498950227190146,0.8949265159032469
4,3-O-alpha-L-arabinopyranosyl-(1->2)-beta-D-glucuronopyranosyl-22-O-beta-D-glucopyranosyl-(1->3)-alpha-L-arabinopyranosyl-soyasapogenol A|soyasaponin A3,C52H84O23,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1O,YRWDUURTQBAIQE-UHFFFAOYSA-N,PMHub:MS000229918,0.9999999999997888,0.8498950227190146,0.8949265159032469
5,3-O-alpha-L-rhamnopyranosyl-(1->2)-beta-D-xylopyranosyl-(1->2)-beta-D-glucuronopyranosyl-22-O-alpha-L-arabinopyranosyl-21-epi-kudzusapogenol A,C52H84O23,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(CO)C(O)C(OC8OCC(O)C(O)C8O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,BHKMCAUAMJVDNK-UHFFFAOYSA-N,PMHub:MS000070299,0.9999999999997888,0.8285504738647046,0.8799853317052299
6,scillanostaside J,C52H84O23,CCC(=O)C1CC(C)C2(O1)C(O)CC1(C)C3=C(CCC12C)C1(C)CCC(OC2OC(COC4OCC(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)C(O)C(O)C2O)C(C)(CO)C1CC3,SFRHFCUYHHOSRS-UHFFFAOYSA-N,PMHub:MS000141990,0.9999999999997888,0.7546804693458812,0.8282763285420535
7,"(23S)-17alpha,23-epoxy-28,29-dihydroxy-3beta-[(O-alpha-L-rhamnopyranosyl-(1->2)-O-beta-D-glucopyranosyl-(1->2)-alpha-L-arabinopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-27-norlanost-8-en-24-one|Muscaroside N",C52H84O23,CCC(=O)C1CC(C)C2(CCC3(C)C4=C(CCC32C)C2(C)CCC(OC3OC(COC5OCC(O)C(O)C5OC5OC(CO)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)C(O)C(O)C3O)C(CO)(CO)C2CC4)O1,CLNMSZZSRDHOTQ-UHFFFAOYSA-N,PMHub:MS000039300,0.9999999999997888,0.7399320451447297,0.8179524316012474
8,"26-[(beta-D-glucopyranosyl)oxy]-22alpha-methoxyfurosta-5,25(27)-diene-3beta-yl O-beta-D-glucopyranosyl-(1->6)-O-[alpha-L-rhamnopyranosyl-(1->2)]-beta-D-glucopyranoside",C52H84O23,C=C(CCC1(OC)OC2CC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,BYCRWQFVXRCSEH-UHFFFAOYSA-N,PMHub:MS000088476,0.9999999999997888,0.6890217616540922,0.7823152331578012
9,"(22R*,24R*,25S*)-3beta-[(O-beta-D-glucopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->2)-O-[beta-D-glucopyranosyl-(1->6)]-beta-D-glucopyranosyl)oxy]-22-hydroxyergost-5-en-26-oic acid delta-lactone",C52H84O23,CC1CC(C(C)C2CCC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC23C)OC(=O)C1C,JILPKRCJPRKBEL-UHFFFAOYSA-N,PMHub:MS000160353,0.9999999999997888,0.6784453278079852,0.7749117294655262
