,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,oxcarbazepine,C15H12N2O2,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N,CHEBI:7824;;BloodExp:CID34312;;DB00776;;HMDB0014914;;C07492;;PMHub:MS000000671;;PW_C009243;;DTXSID0045703;;T3D2887,1.0,0.9999999988976803,0.9999999992283761
1,phenytoin,C15H12N2O2,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N,CHEBI:8107;;BloodExp:CID1775;;DB00252;;HMDB0014397;;C07443;;PMHub:MS000005600;;PW_C008794;;DTXSID8020541;;T3D2728,1.0,0.9905749175813703,0.9934024423069592
2,2-Hydroxycarbamazepine,C15H12N2O2,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,VPZIYMMSJFWLSP-UHFFFAOYSA-N,BloodExp:CID129274;;HMDB0060651;;C16601;;PMHub:MS000010101;;PW_C040553;;DTXSID20218201,1.0,0.9423349730213826,0.9596344811149677
3,3-Hydroxycarbamazepine,C15H12N2O2,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,QQCFBZCATDIWTH-UHFFFAOYSA-N,BloodExp:CID135290;;HMDB0060653;;C16602;;PMHub:MS000025270;;PW_C040550;;DTXSID80218202,1.0,0.9080215283655095,0.9356150698558565
4,"carbamazepine-10,11-epoxide",C15H12N2O2,NC(=O)N1c2ccccc2C2OC2c2ccccc21,ZRWWEEVEIOGMMT-UHFFFAOYSA-N,CHEBI:3388;;BloodExp:CID2555;;HMDB0060658;;C07496;;PMHub:MS000000719;;PW_C040549;;DTXSID60891456,1.0,0.8036275527002248,0.8625392868901574
5,9-Oxo-10-acridineacetic acid,C15H12N2O2,NC(=O)Cn1c2ccccc2c(=O)c2ccccc21,CEJPYXDXMICXLJ-UHFFFAOYSA-N,BloodExp:CID53744;;HMDB0247612,1.0,0.7543567506241662,0.8280497254369164
6,"Carbamazepine 2,3-epoxide",C15H12N2O2,NC(=O)N1C2=CC3OC3C=C2C=Cc2ccccc21,AUCXBTOAZTYKIN-UHFFFAOYSA-N,PW_C040551,1.0,0.740052704341605,0.8180368930391235
7,2-(4-Methoxyphenyl)quinazolin-4-ol,C15H12N2O2,COc1ccc(-c2nc(O)c3ccccc3n2)cc1,HETSSARHFAGODR-UHFFFAOYSA-N,NIST:CASNone,1.0,0.730304492843669,0.8112131449905684
8,N-Nitroso-2-acetylaminofluorene,C15H12N2O2,CC(=O)N(N=O)c1ccc2c(c1)Cc1ccccc1-2,PRSSHMQSXCSJIQ-UHFFFAOYSA-N,BloodExp:CID107997,1.0,0.7182135067008678,0.8027494546906073
9,"1,2-Diphenylpyrazolidine-3,5-dione",C15H12N2O2,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,XDPKQGKEOCYMQC-UHFFFAOYSA-N,BloodExp:CID17561,1.0,0.707969442095624,0.7955786094669367
10,2-(4-hydroxybenzyl)quinazolin-4(3H)-one,C15H12N2O2,O=c1[nH]c(Cc2ccc(O)cc2)nc2ccccc12,MVWHKEGFSBSUSY-UHFFFAOYSA-N,CHEBI:68112;;NPA012417;;PMHub:MS000184307,1.0,0.700674771795167,0.790472340256617
11,Methylhalfordinol,C15H12N2O2,COc1ccc(-c2cnc(-c3cccnc3)o2)cc1,LHPXYPROPRFEQE-UHFFFAOYSA-N,FDB017961;;HMDB0038571;;PMHub:MS000200906,1.0,0.6511727806676595,0.7558209464673615
12,3-(1H-benzimidazol-2-yl)-2-hydroxy-5-methylbenzaldehyde,C15H12N2O2,Cc1cc(C=O)c(O)c(-c2nc3ccccc3[nH]2)c1,WMHMFZUZYBYXJW-UHFFFAOYSA-N,BloodExp:CID137258456,1.0,0.6505815079046126,0.7554070555332287
13,5-hydroxyaspastipuline,C15H12N2O2,O=C1c2[nH]c3ccc(O)cc3c2CCn2cccc21,RKJOFPQXRCCVLF-UHFFFAOYSA-N,NANPDB:2214,1.0,0.6475752014458468,0.7533026410120927
14,"2-(3-Methoxyphenyl)-5-phenyl-1,3,4-oxadiazole",C15H12N2O2,COc1cccc(-c2nnc(-c3ccccc3)o2)c1,OJJKBDBWNZRBFI-UHFFFAOYSA-N,NIST:CASNone,1.0,0.6377373130226034,0.7464161191158223
15,N-(3-Pyridyl)-3-phenylsuccinimide,C15H12N2O2,O=C1CC(c2ccccc2)C(=O)N1c1cccnc1,JYHMYXSDHJOVOI-UHFFFAOYSA-N,BloodExp:CID130502,1.0,0.6219143591353886,0.735340051394772
