structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.43659519487531717	-53.75103223655896	C18H21NO	[M + H]+	YDWFQKUSPZKUPI	InChI=1S/C18H21NO/c1-18(2,3)16-11-9-15(10-12-16)17(20)19-13-14-7-5-4-6-8-14/h4-12H,13H2,1-3H3,(H,19,20)	N-benzyl-4-tert-butylbenzamide	CC(C)(C)C1=CC=C(C=C1)C(=O)NCC2=CC=CC=C2	4.2440238	809338;71606849	database;PubChem class - safety and toxic;PubChem:(809338 71606849);PubMed	68786585666
2	1	N/A	-71.90757647208642	C18H21NO	[M + H]+	KFTCAXWXUHTNFU	InChI=1S/C18H21NO/c1-3-4-5-15-8-12-17(13-9-15)19-18(20)16-10-6-14(2)7-11-16/h6-13H,3-5H2,1-2H3,(H,19,20)	N-(4-butylphenyl)-4-methylbenzamide	CCCCC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C	5.23259783	1641529	PubChem:(1641529);PubMed;database	68719476802
3	1	N/A	-82.8182219780555	C18H21NO	[M + H]+	HIYAQBUTHPUUSV	InChI=1S/C18H21NO/c1-18(2,3)15-12-10-14(11-13-15)17(20)19(4)16-8-6-5-7-9-16/h5-13H,1-4H3	4-tert-butyl-N-methyl-N-phenylbenzamide	CC(C)(C)C1=CC=C(C=C1)C(=O)N(C)C2=CC=CC=C2	4.55224228	155557	MeSH:(155557);database;PubChem class - safety and toxic;PubChem:(155557);PubMed	68786585670
4	1	N/A	-140.79858669461555	C18H21NO	[M + H]+	BDYMLDYIYIGVCY	InChI=1S/C18H21NO/c1-18(2,3)17(20)19-16-12-8-7-11-15(16)13-14-9-5-4-6-10-14/h4-12H,13H2,1-3H3,(H,19,20)	Oprea1_843774	CC(C)(C)C(=O)NC1=CC=CC=C1CC2=CC=CC=C2	4.82317257	736045	database;PubChem class - safety and toxic;PubChem:(736045);PubMed	68786585666
5	1	N/A	-193.40392760338764	C18H21NO	[M + H]+	ICBBQNNVCXBVFF	InChI=1S/C18H21NO/c20-18(17-13-8-9-15-19-17)14-7-2-1-4-10-16-11-5-3-6-12-16/h3,5-6,8-9,11-13,15H,1-2,4,7,10,14H2	null	C1=CC=C(C=C1)CCCCCCC(=O)C2=CC=CC=N2	4.69999981	67540435	PubChem:(67540435);PubMed;database	68719476802
6	1	N/A	-213.10677453022652	C18H21NO	[M + H]+	UIOKRZKDMRJWFG	InChI=1S/C18H21NO/c1-14-9-11-17(12-10-14)18(20)15(2)19(3)13-16-7-5-4-6-8-16/h4-12,15H,13H2,1-3H3	null	CC1=CC=C(C=C1)C(=O)C(C)N(C)CC2=CC=CC=C2	3.9000001	62053496	PubChem:(62053496);database	68719476738
7	1	N/A	-256.5100199927263	C18H21NO	[M + H]+	FEIWNULTQYHCDN	InChI=1S/C18H21NO/c1-3-4-5-15-6-10-17(11-7-15)19-14-16-8-12-18(20-2)13-9-16/h6-14H,3-5H2,1-2H3	N-(p-Anisal)-4-butylaniline	CCCCC1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC	5.0999999	33363;101337873	NORMAN:(NS00028060);MeSH:(33363);database;PubChem class - safety and toxic;PubChem:(33363 101337873);PubMed	68786847814
8	1	N/A	-272.9556513507468	C18H21NO	[M + H]+	WPEQVXWZTNLDRM	InChI=1S/C18H21NO/c1-4-5-6-7-8-9-10-11-12-13-14-15-18(20)19-16-17(2)3/h4-5,10-15,17H,16H2,1-3H3,(H,19,20)	null	CC=CC#CC#CC=CC=CC=CC(=O)NCC(C)C	3.91145492	""	COCONUT:(CNP0193579);Natural Products:(UNPD4639 UNPD123181);database	68721606656
9	1	N/A	-273.87243992137405	C18H21NO	[M + H]+	HAPGTWJUZAOPQZ	InChI=1S/C18H21NO/c20-18(19-16-10-2-1-3-11-16)13-15-9-6-8-14-7-4-5-12-17(14)15/h4-9,12,16H,1-3,10-11,13H2,(H,19,20)	N-cyclohexyl-2-naphthylacetamide	C1CCC(CC1)NC(=O)CC2=CC=CC3=CC=CC=C32	4.19999981	3393029	PubChem:(3393029);database	68719476738
10	1	N/A	-275.3542405304422	C18H21NO	[M + H]+	ARURMHBBHGPVCD	InChI=1S/C18H21NO/c1-2-3-4-5-6-7-11-14-18(20)19-16-15-17-12-9-8-10-13-17/h2-3,8-14H,6-7,15-16H2,1H3,(H,19,20)	null	CC=CC#CCCC=CC(=O)NCCC1=CC=CC=C1	4.35507774	""	COCONUT:(CNP0248165);Natural Products:(UNPD113963);database	68721606656
