structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.19869679992333417	-233.16059190094035	C23H28O11	[M + H]+	YFYQARQWPIHMMR	InChI=1S/C23H28O11/c1-9-14-16(32-21(28)22(4)10(2)33-22)15(30-11(3)24)12(20(27)29-6)7-8-13(25)23(5)18(34-23)17(14)31-19(9)26/h7,10,13-18,25H,1,8H2,2-6H3	null	CC1C(O1)(C)C(=O)OC2C3C(C4C(O4)(C(CC=C(C2OC(=O)C)C(=O)OC)O)C)OC(=O)C3=C	0.400000006	101708815;122178697	COCONUT:(CNP0301544);Natural Products:(UNPD64210);database;PubChem:(101708815 122178697);SuperNatural:(SN00288546);PubMed	68722655298
2	1	N/A	-246.08533780606967	C23H28O11	[M + H]+	ATMQBEVBIJMHNY	InChI=1S/C23H28O11/c1-11(9-24)20(28)31-15-8-23(5,33-13(3)26)16(27)6-7-22(4)19(34-22)18-17(15)14(21(29)32-18)10-30-12(2)25/h15,18-19,24H,1,6-10H2,2-5H3	null	CC(=O)OCC1=C2C(CC(C(=O)CCC3(C(C2OC1=O)O3)C)(C)OC(=O)C)OC(=O)C(=C)CO	-0.699999988	15689663	COCONUT:(CNP0228634);KNApSAcK:(12167);Natural Products:(UNPD151937);database;PubChem:(15689663);SuperNatural:(SN00278052);KEGG Mine	77312589842
3	1	N/A	-252.9981011978684	C23H28O11	[M + H]+	SNMATYHYPYRPFK	InChI=1S/C23H28O11/c1-9-7-14-16(10(2)20(26)33-14)19(34-22(28)23(5,29)11(3)31-12(4)24)17(25)13(21(27)30-6)8-15-18(9)32-15/h7-8,11,14-19,25,29H,2H2,1,3-6H3	null	CC1=CC2C(C(C(C(=CC3C1O3)C(=O)OC)O)OC(=O)C(C)(C(C)OC(=O)C)O)C(=C)C(=O)O2	0.421961308	""	COCONUT:(CNP0280334);Natural Products:(UNPD147418);database;KEGG Mine	77311541248
4	1	N/A	-260.27627848933247	C23H28O11	[M + H]+	IOJDTSXILUNAAJ	InChI=1S/C23H28O11/c1-8-4-13(32-10(3)25)16-9(2)22(30)34-21(16)17-11(5-12(26)15(8)17)7-31-23-20(29)19(28)18(27)14(6-24)33-23/h5,13-14,16-21,23-24,27-29H,2,4,6-7H2,1,3H3	null	CC1=C2C(C3C(C(C1)OC(=O)C)C(=C)C(=O)O3)C(=CC2=O)COC4C(C(C(C(O4)CO)O)O)O	-1.70000005	102053306	COCONUT:(CNP0302663);Natural Products:(UNPD590);database;PubChem:(102053306);SuperNatural:(SN00256324)	68722655234
5	1	N/A	-265.7400248873873	C23H28O11	[M + H]+	DOFMBNVUGRDDTK	InChI=1S/C23H28O11/c1-31-22(30)13-9-14(24)18(26)15(10-13)33-23-21(29)20(28)19(27)16(34-23)11-32-17(25)8-7-12-5-3-2-4-6-12/h2-9,14-16,18-21,23-24,26-29H,10-11H2,1H3	null	COC(=O)C1=CC(C(C(C1)OC2C(C(C(C(O2)COC(=O)C=CC3=CC=CC=C3)O)O)O)O)O	-0.899999976	23757194	COCONUT:(CNP0419885);database;PubChem:(23757194);SuperNatural:(SN00038766);ZINC bio:(ZINC38143671);additional;Training Set	68723171330
6	1	N/A	-269.13974848916695	C23H28O11	[M + H]+	WAYNIXHIORQRDI	InChI=1S/C23H28O11/c1-8-5-11(25)17(27)21(3)10(8)6-12-22-7-32-23(20(30)31-4,18(28)13(26)15(21)22)16(22)14(19(29)34-12)33-9(2)24/h5,10,12-18,26-28H,6-7H2,1-4H3	Isobrucein B	CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C)(OC5)C(=O)OC)O)O)C)O	-0.963344216	3757;99530;10028115;54607155	COCONUT:(CNP0408233);KNApSAcK:(3718);Natural Products:(UNPD72801 UNPD140275);database;PubChem:(3757 99530 10028115 54607155);SuperNatural:(SN00259120 SN00320328);CHEBI:(5988);MeSH:(99530);KEGG:(C08770);PubMed	68722655606
7	1	N/A	-285.18929080901586	C23H28O11	[M + H]+	QQUHMASGPODSIW	InChI=1S/C23H28O11/c1-21-8-13(25)12-7-23(21,33-19-17(28)16(27)15(26)14(9-24)32-19)22(12,20(30)34-21)10-31-18(29)11-5-3-2-4-6-11/h2-6,12-17,19,24-28H,7-10H2,1H3	Albiflorin	CC12CC(C3CC1(C3(C(=O)O2)COC(=O)C4=CC=CC=C4)OC5C(C(C(C(O5)CO)O)O)O)O	-1.0	162355;15558589;15558591;21602738;24868421;51346141;57325515;89787409;98047146;98047147;98047148;98047149;98048167;98146091;98146094;100808932;100808934;122173145;124870680;129607055;129607056;131706371;134761887;139318786	SuperNatural:(SN00038771 SN00372713);ZINC bio:(ZINC38143679);additional;MeSH:(162355 15558589 15558591 24868421 51346141 57325515 98047147 122173145);PubMed;COCONUT:(CNP0239772);KNApSAcK:(33623);Natural Products:(UNPD215069 UNPD16201 UNPD22351);database;PubChem:(162355 15558589 15558591 21602738 24868421 51346141 57325515 89787409 98047146 98047147 98047148 98047149 98048167 98146091 98146094 100808932 100808934 122173145 124870680 129607055 129607056 131706371 134761887 139318786);CHEBI:(132793);KEGG:(C17457);Training Set	68723204470
8	1	N/A	-288.76180464731965	C23H28O11	[M + H]+	YKRGDOXKVOZESV	InChI=1S/C23H28O11/c1-20-9-22(29)13-7-23(20,32-18-16(27)15(26)14(25)12(8-24)31-18)21(13,19(33-20)34-22)10-30-17(28)11-5-3-2-4-6-11/h2-6,12-16,18-19,24-27,29H,7-10H2,1H3	Paeony root	CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O	-1.0	73358;425990;442534;6325771;5458396;6918445;9891324;12313906;12313911;9934853;11826934;10367871;15940173;15978618;16717101;18503833;20284219;16398562;21115231;23304552;23757061;24871205;45358140;46882877;51340230;53384387;58602386;57946367;59776325;71623479;73265301;70697913;74787565;90661733;89788620;91465912;98047261;98095594;98095598;98095602;98095604;102004404;110281975;118701402;125040950;125040951;122130185;122173183;125128978;125128979;125463163;124081969;129010043;129010460;129316829;134688811;134693106;134828034;134380426;138107048;137706376	SuperNatural:(SN00344689 SN00157341 SN00268124);additional;MeSH:(425990 442534 5458396 6918445 12313906 12313911 45358140 46882877 51340230 53384387 74787565 102004404 118701402 122130185 122173183 129010043 129316829 134693106 137706376);PubMed;NORMAN:(NS00027374);COCONUT:(CNP0271211);KNApSAcK:(3011);Natural Products:(UNPD180657 UNPD143725 UNPD74163);database;PubChem:(73358 425990 442534 6325771 5458396 6918445 9891324 12313906 12313911 9934853 11826934 10367871 15940173 15978618 16717101 18503833 20284219 16398562 21115231 23304552 23757061 24871205 45358140 46882877 51340230 53384387 58602386 57946367 59776325 71623479 73265301 70697913 74787565 90661733 89788620 91465912 98047261 98095594 98095598 98095602 98095604 102004404 110281975 118701402 125040950 125040951 122130185 122173183 125128978 125128979 125463163 124081969 129010043 129010460 129316829 134688811 134693106 134828034 134380426 138107048 137706376);CHEBI:(7889 66720);KEGG:(C09959);PubChem class - safety and toxic;Training Set;PubChem class - drug	68824121718
9	1	N/A	-292.29666439839775	C23H28O11	[M + H]+	XPSPAXSLPOGEEE	InChI=1S/C23H28O11/c1-20-9-22(29)13-7-23(20,21(13,10-24)19(33-20)34-22)32-18-16(27)15(26)14(25)12(31-18)8-30-17(28)11-5-3-2-4-6-11/h2-6,12-16,18-19,24-27,29H,7-10H2,1H3	null	CC12CC3(C4CC1(C4(C(O2)O3)CO)OC5C(C(C(C(O5)COC(=O)C6=CC=CC=C6)O)O)O)O	-1.60000002	10576690;100945855	COCONUT:(CNP0146487);Natural Products:(UNPD52397);database;PubChem:(10576690 100945855);SuperNatural:(SN00249029)	68722655234
10	1	N/A	-298.7011350318515	C23H28O11	[M + H]+	OVRIRPADVKVSSO	InChI=1S/C23H28O11/c1-8-10-5-12-22-7-32-23(20(30)31-4,17(22)15(19(29)34-12)33-9(2)24)18(28)14(27)16(22)21(10,3)6-11(25)13(8)26/h6,8,10,12,14-18,25,27-28H,5,7H2,1-4H3	null	COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)C=C(O)C(=O)[C@@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(C)=O)[C@@H]24	-0.7266463724321346	""	""	0
