structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.22824934448756756	-120.74114627681386	C21H26O8	[M + H3N + H]+	CBCGQGLQQYMVAZ	InChI=1S/C21H26O8/c1-6-10(2)19(24)28-18-14-12(4)20(25)29-17(14)15(22)11(3)8-7-9-13(16(18)23)21(26)27-5/h6,9,14-18,22-23H,3-4,7-8H2,1-2,5H3	null	CC=C(C)C(=O)OC1C2C(C(C(=C)CCC=C(C1O)C(=O)OC)O)OC(=O)C2=C	2.07038188	""	COCONUT:(CNP0131662);Natural Products:(UNPD20418);database;SuperNatural:(SN00298549)	68722655232
2	1	N/A	-129.39948768081766	C21H26O8	[M + H3N + H]+	NRJLISOUBCLESH	InChI=1S/C21H26O8/c1-12-20-18(28-15(4)24)8-16(10-26-13(2)22)6-5-7-17(11-27-14(3)23)9-19(20)29-21(12)25/h6,9,18-20H,1,5,7-8,10-11H2,2-4H3	null	CC(=O)OCC1=CC2C(C(CC(=CCC1)COC(=O)C)OC(=O)C)C(=C)C(=O)O2	1.98162293	""	COCONUT:(CNP0172294);Natural Products:(UNPD18404 UNPD48388);database;SuperNatural:(SN00371727 SN00312942)	68722655232
3	1	N/A	-130.1664139675285	C21H26O8	[M + H3N + H]+	JXROUJXCPKQFHH	InChI=1S/C21H26O8/c1-6-10(2)18(23)27-15-13-11(3)19(24)28-16(13)17-21(4,29-17)9-7-8-12(14(15)22)20(25)26-5/h6,8,13-17,22H,3,7,9H2,1-2,4-5H3	null	CC=C(C)C(=O)OC1C2C(C3C(O3)(CCC=C(C1O)C(=O)OC)C)OC(=O)C2=C	2.20000005	101324817	COCONUT:(CNP0251641);KNApSAcK:(11881);Natural Products:(UNPD153047);database;PubChem:(101324817);SuperNatural:(SN00276893)	68722655250
4	1	N/A	-152.12530588271477	C21H26O8	[M + H3N + H]+	VPQNLDWXNPGQQT	InChI=1S/C21H26O8/c1-10(2)19(24)29-18-17(27-13(5)22)16-12(4)20(25)28-14(16)9-11(3)7-8-15(23)21(18,6)26/h7-8,11,14,16-18,26H,1,4,9H2,2-3,5-6H3	null	CC1CC2C(C(C(C(C(=O)C=C1)(C)O)OC(=O)C(=C)C)OC(=O)C)C(=C)C(=O)O2	2.0999999	12132952;10294741;89249922;91079016;101600201	COCONUT:(CNP0257401);KNApSAcK:(12309);Natural Products:(UNPD163516 UNPD173619);database;PubChem:(12132952 10294741 89249922 91079016 101600201);SuperNatural:(SN00264933 SN00269638)	68722655250
5	1	N/A	-153.04827285184552	C21H26O8	[M + H3N + H]+	SMJYDOJVRWBLPE	InChI=1S/C21H26O8/c1-10(2)19(24)28-16-8-21(5)17(29-21)7-14(26-12(4)23)13(9-22)6-15-18(16)11(3)20(25)27-15/h6,14-18,22H,1,3,7-9H2,2,4-5H3	null	CC(=C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)CO)OC(=O)C)C	1.59082389	""	COCONUT:(CNP0319155);Natural Products:(UNPD79698);database;SuperNatural:(SN00326401)	68722655232
6	1	N/A	-153.50438600964532	C21H26O8	[M + H3N + H]+	GDGXWVYJAZGPJE	InChI=1S/C21H26O8/c1-12(9-22)20(25)28-18-8-16(11-27-14(3)24)6-4-5-15(10-23)7-17-19(18)13(2)21(26)29-17/h6-7,17-19,22-23H,1-2,4-5,8-11H2,3H3	null	CC(=O)OCC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO	1.61422861	""	COCONUT:(CNP0192282);Natural Products:(UNPD115492);database;SuperNatural:(SN00229020)	68722655232
7	1	N/A	-153.7933046260985	C21H26O8	[M + H3N + H]+	LRQGTWAPLSIREM	InChI=1S/C21H26O8/c1-9-14-7-16(27-12(4)23)21(6)17(28-13(5)24)8-15(26-11(3)22)10(2)18(21)19(14)29-20(9)25/h14-19H,1-2,7-8H2,3-6H3	null	CC(=O)OC1CC(C2(C(CC3C(C2C1=C)OC(=O)C3=C)OC(=O)C)C)OC(=O)C	1.70000005	23899986	COCONUT:(CNP0179974);Natural Products:(UNPD121201);database;PubChem:(23899986);SuperNatural:(SN00225245)	68722655234
8	1	N/A	-156.845206819281	C21H26O8	[M + H3N + H]+	COWWBPRRBQOULA	InChI=1S/C21H26O8/c1-10(2)19(24)29-17-16-12(4)20(25)28-14(16)9-11(3)7-8-15(23)21(6,26)18(17)27-13(5)22/h7-8,11,14,16-18,26H,1,4,9H2,2-3,5-6H3	null	CC1CC2C(C(C(C(C(=O)C=C1)(C)O)OC(=O)C)OC(=O)C(=C)C)C(=C)C(=O)O2	2.0999999	23786417;44634646;90475429;91309097	COCONUT:(CNP0273043);KNApSAcK:(12308);Natural Products:(UNPD85103 UNPD145022);database;PubChem:(23786417 44634646 90475429 91309097);SuperNatural:(SN00308021 SN00306598);additional;Training Set	68723195922
9	1	N/A	-164.65208406558085	C21H26O8	[M + H3N + H]+	UODLJGOMPZCURJ	InChI=1S/C21H26O8/c1-9-6-7-14-10(2)21(25)29-18(14)17-15(8-26-11(3)22)19(27-12(4)23)20(16(9)17)28-13(5)24/h14-20H,1-2,6-8H2,3-5H3	null	CC(=O)OCC1C2C(C(C1OC(=O)C)OC(=O)C)C(=C)CCC3C2OC(=O)C3=C	1.60000002	12151103	COCONUT:(CNP0118425);Natural Products:(UNPD22681);database;PubChem:(12151103);SuperNatural:(SN00278942)	68722655234
10	1	N/A	-169.20410960837756	C21H26O8	[M + H3N + H]+	KHZBZZREMZHCQN	InChI=1S/C21H26O8/c1-11(2)19(24)27-15-8-13(9-22)6-5-7-21(4)18(29-21)17-16(15)14(20(25)28-17)10-26-12(3)23/h6,9,11,15,17-18H,5,7-8,10H2,1-4H3	null	CC(C)C(=O)OC1CC(=CCCC2(C(O2)C3C1=C(C(=O)O3)COC(=O)C)C)C=O	1.86170244	""	COCONUT:(CNP0310270);Natural Products:(UNPD68112);database	68721606656
