structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3917826233318997	-20.17384687520307	C27H30O14	[M - H]-	FKIYLTVJPDLUDL	InChI=1S/C27H30O14/c1-10-20(31)22(33)24(35)26(38-10)37-9-18-21(32)23(34)25(36)27(41-18)39-13-6-14(29)19-15(30)8-16(40-17(19)7-13)11-2-4-12(28)5-3-11/h2-8,10,18,20-29,31-36H,9H2,1H3	Isorhoifolin	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O	-0.800000012	5377847;9851181;12304376;17751020;25030103;24211969;44257811;91740068;91746267;98072837;98072840;98072843;98072845;100903538;125027354;125027355;125027356;133612286;139031083	HMDB:(37349);SuperNatural:(SN00350535 SN00305889 SN00177721 SN00313376 SN00316804 SN00288991);additional;MeSH:(9851181);PubMed;NORMAN:(NS00042939);COCONUT:(CNP0223007 CNP0418466);KNApSAcK:(4156);Natural Products:(UNPD224969 UNPD21837 UNPD89071 UNPD39577 UNPD66719 UNPD161034 UNPD176230);database;PubChem:(5377847 9851181 12304376 17751020 25030103 24211969 44257811 91740068 91746267 98072837 98072840 98072843 98072845 100903538 125027354 125027355 125027356 133612286 139031083);PubChem class - bio and metabolites;Training Set;KEGG Mine	77330169950
2	1	N/A	-58.41597762823384	C27H30O14	[M - H]-	XIQCIPHUIZGDLB	InChI=1S/C27H30O14/c1-10-19(30)22(33)24(35)26(39-10)38-9-17-21(32)23(34)25(36)27(41-17)40-13-6-15(29)18-16(7-13)37-8-14(20(18)31)11-2-4-12(28)5-3-11/h2-8,10,17,19,21-30,32-36H,9H2,1H3	Sphaerobioside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC=C(C4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O	-0.800000012	44257277;76315025	COCONUT:(CNP0196931);KNApSAcK:(10107);Natural Products:(UNPD42270 UNPD81609 UNPD111875);database;PubChem:(44257277 76315025);SuperNatural:(SN00283618 SN00367383 SN00350823);Training Set;PubMed	68722671698
3	1	N/A	-60.324007160439045	C27H30O14	[M - H]-	RPMNUQRUHXIGHK	InChI=1S/C27H30O14/c1-10-20(32)22(34)24(36)26(37-10)41-25-23(35)21(33)18(9-28)40-27(25)38-13-6-14(30)19-15(31)8-16(39-17(19)7-13)11-2-4-12(29)5-3-11/h2-8,10,18,20-30,32-36H,9H2,1H3	Rhoifolin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	-0.200000003	5282150;5459217;5483904;9829705;11887358;16758072;16760101;45479322;44119901;44257812;45933935;58291208;66509043;68315480;68318213;92218168;92218169;92222424;92222425;92222426;92222427;89677919;89678174;96327580;98072899;98072901;102009448;124518074;124527757;124527758;125121153;125121154;125463002;123419738;124934340;124934341;124934342;134694136;138107439	HMDB:(38848);SuperNatural:(SN00314406 SN00318831 SN00310652 SN00168287 SN00074382 SN00036209);ZINC bio:(ZINC03978800 ZINC04273365);additional;MeSH:(5282150);Plantcyc:(APIGENIN-7-O-NEOHESPERIDOSIDE);PubMed;NORMAN:(NS00015846);COCONUT:(CNP0361201 CNP0412809);KNApSAcK:(4157);Natural Products:(UNPD33391 UNPD175248 UNPD115812 UNPD192183 UNPD142389);database;PubChem:(5282150 5459217 5483904 9829705 11887358 16758072 16760101 45479322 44119901 44257812 45933935 58291208 66509043 68315480 68318213 92218168 92218169 92222424 92222425 92222426 92222427 89677919 89678174 96327580 98072899 98072901 102009448 124518074 124527757 124527758 125121153 125121154 125463002 123419738 124934340 124934341 124934342 134694136 138107439);CHEBI:(31227);PubChem class - bio and metabolites;KEGG:(C12627);Training Set;Biocyc:(APIGENIN-7-O-NEOHESPERIDOSIDE)	68740376958
4	1	N/A	-61.65954431010414	C27H30O14	[M - H]-	QALDGQNNUSKYRM	InChI=1S/C27H30O14/c1-9-19(32)21(34)24(37)27(39-9)38-8-16-20(33)22(35)23(36)26(41-16)18-13(30)6-12(29)17-14(31)7-15(40-25(17)18)10-2-4-11(28)5-3-10/h2-7,9,16,19-24,26-30,32-37H,8H2,1H3	Vitexin 6''''-O-rhamnoside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O)O	-1.39999998	44257670;101422476	COCONUT:(CNP0308227);KNApSAcK:(6218);Natural Products:(UNPD65753);database;PubChem:(44257670 101422476);SuperNatural:(SN00236683);PubMed	68722655314
5	1	N/A	-65.6169300872942	C27H30O14	[M - H]-	PUPKKEQDLNREIM	InChI=1S/C27H30O14/c1-9-17(30)20(33)22(35)26(37-9)39-13-7-14(29)16-15(8-13)40-24(11-3-5-12(28)6-4-11)25(19(16)32)41-27-23(36)21(34)18(31)10(2)38-27/h3-10,17-18,20-23,26-31,33-36H,1-2H3	Lespedin	CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O	-0.100000001	5323562;5486199;12305415;12305416;12305419;11972389;10438154;11444588;21159160;25235674;44258935;54209014;54209015;56845207;97032053;97032054;97032055;97032056;118705169;124871711;124871712;124871713;124871714;131707674;133564710;138107340	HMDB:(37438);SuperNatural:(SN00036276 SN00161367 SN00390210 SN00301746 SN00364504 SN00383111 SN00143655 SN00232080 SN00178052 SN00288937 SN00351398);ZINC bio:(ZINC04216676 ZINC85340579 ZINC85340583 ZINC85340587 ZINC85340592);additional;MeSH:(5486199 12305415 12305416 12305419 21159160 44258935 118705169);Plantcyc:(CPD1F-462);PubMed;NORMAN:(NS00018345);COCONUT:(CNP0219489 CNP0306250);KNApSAcK:(5189);Natural Products:(UNPD87293 UNPD162411 UNPD209727 UNPD80317 UNPD2697 UNPD30002 UNPD50013 UNPD163863 UNPD120767 UNPD185888);database;PubChem:(5323562 5486199 12305415 12305416 12305419 11972389 10438154 11444588 21159160 25235674 44258935 54209014 54209015 56845207 97032053 97032054 97032055 97032056 118705169 124871711 124871712 124871713 124871714 131707674 133564710 138107340);CHEBI:(68883);PubChem class - bio and metabolites;KEGG:(C16981);PubChem class - safety and toxic;Training Set;Biocyc:(CPD1F-462)	68807485822
6	1	N/A	-83.03407614828876	C27H30O14	[M - H]-	XGMGGAPZYUWNMO	InChI=1S/C27H30O14/c28-9-17-20(31)22(33)24(35)26(40-17)37-10-18-21(32)23(34)25(36)27(41-18)38-12-6-13(29)19-14(30)8-15(39-16(19)7-12)11-4-2-1-3-5-11/h1-8,17-18,20-29,31-36H,9-10H2	Chrysin 7-gentiobioside	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O	-0.899999976	44257630;74977425;101740041;125181858;125181859;125181860;125181861;138392179	COCONUT:(CNP0134583);KNApSAcK:(4114);Natural Products:(UNPD8286 UNPD19855);database;PubChem:(44257630 74977425 101740041 125181858 125181859 125181860 125181861 138392179);SuperNatural:(SN00259643 SN00319666)	68722655250
7	1	N/A	-86.90372092353107	C27H30O14	[M - H]-	LYGPBZVKGHHTIE	InChI=1S/C27H30O14/c1-9-19(33)21(35)23(37)27(38-9)41-26-22(36)20(34)16(8-28)40-25(26)18-13(31)6-12(30)17-14(32)7-15(39-24(17)18)10-2-4-11(29)5-3-10/h2-7,9,16,19-23,25-31,33-37H,8H2,1H3	Ambap32426-34-9	CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O	-0.899999976	5874704;5282151;20055288;25068592;24211988;44257669;45923826;49802542;46878536;53486256;86289610;86289611;98072941;98072942;98072945;98072947;99865620;125121083;125121084;129661210;129724121;131706646	SuperNatural:(SN00330127 SN00036289 SN00276573 SN00232769 SN00398566);ZINC bio:(ZINC04654801);additional;MeSH:(5282151 5874704 20055288 53486256 129661210 129724121);Plantcyc:(VITEXIN-2-O-B-L-RHAMNOSIDE);PubMed;NORMAN:(NS00035746);COCONUT:(CNP0110327);KNApSAcK:(6217);Natural Products:(UNPD116541 UNPD118381 UNPD65295 UNPD66859 UNPD193724);database;PubChem:(5874704 5282151 20055288 25068592 24211988 44257669 45923826 49802542 46878536 53486256 86289610 86289611 98072941 98072942 98072945 98072947 99865620 125121083 125121084 129661210 129724121 131706646);CHEBI:(82682 32298 78636 60013);PubChem class - bio and metabolites;KEGG:(C12628);Training Set;Biocyc:(VITEXIN-2-O-B-L-RHAMNOSIDE)	68740376950
8	1	N/A	-88.5893860619212	C27H30O14	[M - H]-	OGGOZTAYPXBKCH	InChI=1S/C27H30O14/c1-10-20(32)21(33)23(35)26(37-10)41-25-18(9-28)40-27(24(36)22(25)34)38-13-6-14(30)19-15(31)8-16(39-17(19)7-13)11-2-4-12(29)5-3-11/h2-8,10,18,20-30,32-36H,9H2,1H3	null	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O	-0.800000012	71511222	COCONUT:(CNP0158398);Natural Products:(UNPD62111);database;PubChem:(71511222);SuperNatural:(SN00265780)	68722655234
9	1	N/A	-90.72038704101325	C27H30O14	[M - H]-	LYKXPTCUGPKDQL	InChI=1S/C27H30O14/c1-10-20(32)22(34)24(36)26(37-10)41-25-23(35)21(33)18(9-28)40-27(25)39-17-7-13(30)6-16-19(17)14(31)8-15(38-16)11-2-4-12(29)5-3-11/h2-8,10,18,20-30,32-36H,9H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=CC4=C3C(=O)C=C(O4)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	-0.800000012	124605008;129317323	COCONUT:(CNP0402996);Natural Products:(UNPD1670 UNPD23829);database;PubChem:(124605008 129317323);SuperNatural:(SN00248188 SN00376933)	68722655234
10	1	N/A	-90.89400428568693	C27H30O14	[M - H]-	FESGFDALJOTSAP	InChI=1S/C27H30O14/c1-9-19(31)22(34)25(37)27(39-9)38-8-16-20(32)23(35)24(36)26(41-16)18-13(30)7-15-17(21(18)33)12(29)6-14(40-15)10-2-4-11(28)5-3-10/h2-7,9,16,19-20,22-28,30-37H,8H2,1H3	Dulcinoside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O	-1.39999998	11548740;44257719	COCONUT:(CNP0210108);KNApSAcK:(14041);Natural Products:(UNPD66395 UNPD36185 UNPD170387);database;PubChem:(11548740 44257719);SuperNatural:(SN00344604)	68722655250
