structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.8104285654651426	-82.86888247115726	C12H9N3O	[M + H]+	PZRHRDRVRGEVNW	InChI=1S/C12H9N3O/c1-8-11(9-2-4-14-5-3-9)6-10(7-13)12(16)15-8/h2-6H,1H3,(H,15,16)	Corotrop	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2	0.996524036	4197;102044774;102044775	HMDB:(14380);ZINC bio:(ZINC09224016);additional;MeSH:(4197);PubMed;NORMAN:(NS00007740);COCONUT:(CNP0158781);database;PubChem:(4197 102044774 102044775);CHEBI:(50693);PubChem class - bio and metabolites;KEGG:(C07224);PubChem class - safety and toxic;Training Set;PubChem class - drug	68839825774
2	1	N/A	-183.22778232383598	C12H9N3O	[M + H]+	JUXJIYPXDYCRKZ	InChI=1S/C12H9N3O/c13-12(16)11-10-8(5-6-14-11)7-3-1-2-4-9(7)15-10/h1-6,15H,(H2,13,16)	9H-Beta-carboline-1-carboxamide	C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C(=O)N	1.5	611121	COCONUT:(CNP0287687);Natural Products:(UNPD62629);database;PubChem:(611121);PubMed	68721606722
3	1	N/A	-183.36791639224663	C12H9N3O	[M + H]+	UEBDZDZLEVYUEC	InChI=1S/C12H9N3O/c1-16-10-6-9(8-13)15-12(7-10)11-4-2-3-5-14-11/h2-7H,1H3	4-methoxy-2,2''-bipyridine-6-carbonitrile	COC1=CC(=NC(=C1)C2=CC=CC=N2)C#N	1.5	13586798	COCONUT:(CNP0310828);Natural Products:(UNPD207868);database;PubChem:(13586798);PubMed;CHEBI:(69234)	68721606754
4	1	N/A	-195.88320331407985	C12H9N3O	[M + H]+	IRHRRSCRAKUOPL	InChI=1S/C12H9N3O/c16-9-1-2-12-10(3-9)11(6-15-12)8-4-13-7-14-5-8/h1-7,15-16H	null	C1=CC2=C(C=C1O)C(=CN2)C3=CN=CN=C3	1.44696891	71492626	COCONUT:(CNP0196516);Natural Products:(UNPD211159);database;PubChem:(71492626)	68721606658
5	1	N/A	-202.00963490584516	C12H9N3O	[M + H]+	MIRBIZDDMSFTKY	InChI=1S/C12H9N3O/c16-12-8-4-1-2-5-9(8)14-11-10(15-12)6-3-7-13-11/h1-7H,(H,13,14)(H,15,16)	Oprea1_042957	C1=CC=C2C(=C1)C(=O)NC3=C(N2)N=CC=C3	1.60000002	70169	NORMAN:(NS00039279);database;PubChem:(70169);MeSH:(70169);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782406
6	1	N/A	-204.37245547200413	C12H9N3O	[M + H]+	VEEGZPWAAPPXRB	InChI=1S/C12H9N3O/c16-12-10(5-8-6-13-7-14-8)9-3-1-2-4-11(9)15-12/h1-7H,(H,13,14)(H,15,16)	Angiogenesis Inhibitor	C1=CC=C2C(=C1)C(=CC3=CN=CN3)C(=O)N2	1.10000002	2812173;5714572;6419833	database;PubChem:(2812173 5714572 6419833);PubMed;CHEBI:(92147)	68719476834
7	1	N/A	-235.36088784921364	C12H9N3O	[M + H]+	SRSSTOPJERVMRZ	InChI=1S/C12H9N3O/c1-2-4-9(5-3-1)11-8-12(16-15-11)10-6-7-13-14-10/h1-8H,(H,13,14)	Pyrazolylisoxazole, 14	C1=CC=C(C=C1)C2=NOC(=C2)C3=CC=NN3	2.0	24764436	COCONUT:(CNP0269040);database;PubChem:(24764436);PubMed;PubChem class - bio and metabolites	68738351170
8	1	N/A	-241.68917249766054	C12H9N3O	[M + H]+	KIUYYEJZZWKSLH	InChI=1S/C12H9N3O/c13-7-1-3-9-11(5-7)14-10-4-2-8(16)6-12(10)15-9/h1-6,16H,13H2	null	C1=CC2=C(C=C1N)N=C3C=CC(=CC3=N2)O	1.4846164	""	COCONUT:(CNP0374177);Natural Products:(UNPD74860);database	68721606656
9	1	N/A	-244.18310687195958	C12H9N3O	[M + H]+	UGHMMOVTJJZYMM	InChI=1S/C12H9N3O/c13-7-4-5-8-10(6-7)15-12-9(14-8)2-1-3-11(12)16/h1-6,16H,13H2	null	C1=CC2=C(C(=C1)O)N=C3C=C(C=CC3=N2)N	1.60000002	136341758	PubChem:(136341758);COCONUT:(CNP0354975);database	68721573890
10	1	N/A	-301.1553885135545	C12H9N3O	[M + H]+	JAVGYMFHSQVDFZ	InChI=1S/C12H9N3O/c13-7-5-6-10(16)12-11(7)14-8-3-1-2-4-9(8)15-12/h1-5H,6,13H2	3H-Pyrazol-3-one,4-(dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-	C1C=C(C2=NC3=CC=CC=C3N=C2C1=O)N	0.899999976	53249636	PubChem:(53249636);database	68719476738
11	1	N/A	-321.1121646162726	C12H9N3O	[M + H]+	FJGQBLRYBUAASW	InChI=1S/C12H9N3O/c16-12-8-4-3-7-11(12)15-13-9-5-1-2-6-10(9)14-15/h1-8,16H	Phenol, 2H-benzotriazol-2-yl-	C1=CC=C(C(=C1)N2N=C3C=CC=CC3=N2)O	2.3895359	10198220;59062962;59896762	PubChem:(10198220 59062962 59896762);PubMed;database	68719476802
12	1	N/A	-368.5418531639503	C12H9N3O	[M + H]+	CZXUQBVMAUWSBX	InChI=1S/C12H9N3O/c13-15-7-14-11-6-9-4-2-1-3-8(9)5-10(11)12(15)16/h1-7H,13H2	Centazolone	C1=CC=C2C=C3C(=CC2=C1)C(=O)N(C=N3)N	1.39999998	72846	MeSH:(72846);database;PubChem class - safety and toxic;PubChem:(72846);PubMed	68786585670
13	1	N/A	-429.83056351238395	C12H9N3O	[M + H]+	DDWMFMQUKUTZLG	InChI=1S/C12H9N3O/c13-10-2-4-15-7-9-6-14-3-1-8(9)5-11(15)12(10)16/h1-6,13H,7H2	null	C1C2=C(C=CN=C2)C=C3N1C=CC(=N)C3=O	0.990733266	""	COCONUT:(CNP0121127);Natural Products:(UNPD22203);database;SuperNatural:(SN00241452)	68722655232
