structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.10231055526996273	-69.35044985087346	C9H6BrNO	[M + H]+	CURYXBCGKGDWCN	InChI=1S/C9H6BrNO/c10-7-1-2-9-6(3-7)4-8(12)5-11-9/h1-5,12H	6-bromoquinolin-3-ol	C1=CC2=NC=C(C=C2C=C1Br)O	2.37756324	17039651	database;PubChem class - safety and toxic;PubChem:(17039651);additional	68787109890
2	1	N/A	-69.51750918887421	C9H6BrNO	[M + H]+	YLAFBGATSQRSTB	InChI=1S/C9H6BrNO/c10-7-2-3-8-6(5-7)1-4-9(12)11-8/h1-5H,(H,11,12)	6-bromo-2-quinolone	C1=CC2=C(C=CC(=O)N2)C=C1Br	2.3288455	12378943;138396203	NORMAN:(NS00014417);database;PubChem class - safety and toxic;PubChem:(12378943 138396203);additional	68787372034
3	1	N/A	-71.49750568368121	C9H6BrNO	[M + H]+	WIIUANWSGSTCLG	InChI=1S/C9H6BrNO/c10-7-3-4-8(12)9-6(7)2-1-5-11-9/h1-5,12H	Oprea1_227628	C1=CC2=C(C=CC(=C2N=C1)O)Br	2.43238902	70974	NORMAN:(NS00023885);database;PubChem class - safety and toxic;Training Set;PubChem:(70974);PubMed	68786864194
4	1	N/A	-82.41783686029892	C9H6BrNO	[M + H]+	LANTXZGXVINCPP	InChI=1S/C9H6BrNO/c10-8-5-7-3-1-2-4-9(7)11(12)6-8/h1-6H	3-bromoquinolin-1-ol	C1=CC=C2C(=C1)C=C(C=[N+]2[O-])Br	2.39496183	818076	PubChem:(818076);database	68719476738
5	1	N/A	-92.84531441946122	C9H6BrNO	[M + H]+	ICKPMTNGWVNOGC	InChI=1S/C9H6BrNO/c10-7-4-3-6-2-1-5-11-8(6)9(7)12/h1-5,12H	ACMC-20alxd	C1=CC2=C(C(=C(C=C2)Br)O)N=C1	2.5	384161;11127967	database;PubChem class - safety and toxic;PubChem:(384161 11127967);PubMed;additional	68787109954
6	1	N/A	-144.9464425624198	C9H6BrNO	[M + H]+	CFABANPJKXPUFN	InChI=1S/C9H6BrNO/c10-7-1-2-9-6(3-7)4-8(5-12)11-9/h1-5,11H	bromoindolecarbaldehyde	C1=CC2=C(C=C1Br)C=C(N2)C=O	2.5	13522462	PubChem:(13522462);database	68719476738
7	1	N/A	-150.9613671811958	C9H6BrNO	[M + H]+	PEENKJZANBYXNB	InChI=1S/C9H6BrNO/c10-7-1-2-9-8(3-7)6(5-12)4-11-9/h1-5,11H	5-bromo-3-formylindole	C1=CC2=C(C=C1Br)C(=CN2)C=O	2.36729717	70137	NORMAN:(NS00039212);COCONUT:(CNP0402766);Natural Products:(UNPD220159);database;PubChem:(70137);PubChem class - safety and toxic;PubMed	68788977730
8	1	N/A	-157.75412164190365	C9H6BrNO	[M + H]+	WIRLVLFYTTULCM	InChI=1S/C9H6BrNO/c10-9-7(5-12)6-3-1-2-4-8(6)11-9/h1-5,11H	ACMC-20momc	C1=CC=C2C(=C1)C(=C(N2)Br)C=O	2.5	360191	COCONUT:(CNP0015864);HMDB:(40147);database;PubChem:(360191);PubMed;PubChem class - bio and metabolites	68738351178
9	1	N/A	-158.68563217205315	C9H6BrNO	[M + H]+	WCCLQCBKBPTODV	InChI=1S/C9H6BrNO/c10-7-1-2-8-6(5-12)4-11-9(8)3-7/h1-5,11H	6-Bromo-3-formylindole	C1=CC2=C(C=C1Br)NC=C2C=O	2.36729717	2794830	COCONUT:(CNP0201015);Natural Products:(UNPD30499);database;PubChem:(2794830);ZINC bio:(ZINC02569373);MeSH:(2794830);PubChem class - safety and toxic;PubMed	68788723782
10	1	N/A	-208.42934410909965	C9H6BrNO	[M + H]+	HSNWUXWZCSDJPL	InChI=1S/C9H6BrNO/c10-8-3-1-7(2-4-8)9(12)5-6-11/h1-4H,5H2	4-Bromobenzoylacetonitrile	C1=CC(=CC=C1C(=O)CC#N)Br	2.30377388	770312	database;PubChem class - safety and toxic;PubChem:(770312);PubMed	68786585666
