structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1896425173007304	-172.306125769575	C18H19N3O	[M + H]+	FELGMEQIXOGIFQ	InChI=1S/C18H19N3O/c1-12-19-9-10-21(12)11-13-7-8-16-17(18(13)22)14-5-3-4-6-15(14)20(16)2/h3-6,9-10,13H,7-8,11H2,1-2H3	Zophren	CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C	2.29999995	4595;667538;698135;4920256;13519714;42601626;42601627;42601708;42601790;42601791;45040157;46214003;46214839;46214840;46214987;46214988;46214989;46214990;46214991;46214992;46215157;46215158;46215159;46215160;46215161;46215162;46215330;46215331;46215332;46215333;46215334;46215335;46215516;46215517;46215518;46215519;46215520;46215685;46215686;46215687;46215688;46215689;46215690;46215857;46215858;46215859;46215860;46215861;46215862;46216035;46216036;46216037;46216038;46216039;46216195;46216196;46216197;46216198;46216199;46216357;46216358;46216359;46216360;46216361;46216532;46216533;46216534;46216535;46216536;51371492;51371858;59319622;76973539;76973792	HMDB:(5035);ZINC bio:(ZINC00004448 ZINC00075126);additional;HSDB:(99614-02-5);MeSH:(4595);PubMed;NORMAN:(NS00010141);COCONUT:(CNP0229119);database;PubChem:(4595 667538 698135 4920256 13519714 42601626 42601627 42601708 42601790 42601791 45040157 46214003 46214839 46214840 46214987 46214988 46214989 46214990 46214991 46214992 46215157 46215158 46215159 46215160 46215161 46215162 46215330 46215331 46215332 46215333 46215334 46215335 46215516 46215517 46215518 46215519 46215520 46215685 46215686 46215687 46215688 46215689 46215690 46215857 46215858 46215859 46215860 46215861 46215862 46216035 46216036 46216037 46216038 46216039 46216195 46216196 46216197 46216198 46216199 46216357 46216358 46216359 46216360 46216361 46216532 46216533 46216534 46216535 46216536 51371492 51371858 59319622 76973539 76973792);CHEBI:(7773);PubChem class - bio and metabolites;KEGG:(C07325);PubChem class - safety and toxic;PubChem class - drug	68839809902
2	1	N/A	-208.34081909875312	C18H19N3O	[M + H]+	ZRIRTEMBXFFOGF	InChI=1S/C18H19N3O/c1-11-14(20-10-19-11)9-12-7-8-16-17(18(12)22)13-5-3-4-6-15(13)21(16)2/h3-6,10,12H,7-9H2,1-2H3,(H,19,20)	Galdansetron [INN:BAN]	CC1=C(N=CN1)CC2CCC3=C(C2=O)C4=CC=CC=C4N3C	2.70000005	172316;3037216	MeSH:(172316);database;PubChem:(172316 3037216);PubMed	68719476806
3	1	N/A	-212.89683245142277	C18H19N3O	[M + H]+	AEKQMJRJRAHOAP	InChI=1S/C18H19N3O/c1-11-14-5-3-4-6-17(14)21-16(11)8-7-13(18(21)22)9-15-12(2)19-10-20-15/h3-6,10,13H,7-9H2,1-2H3,(H,19,20)	Fabesetron	CC1=C2CCC(C(=O)N2C3=CC=CC=C13)CC4=C(NC=N4)C	3.20000005	125368;208947;9882558;10040161	NORMAN:(NS00015641);MeSH:(125368);database;PubChem:(125368 208947 9882558 10040161);PubMed	68719738950
4	1	N/A	-221.1101876099523	C18H19N3O	[M + H]+	ALKZZCZKVMJWBG	InChI=1S/C18H19N3O/c1-19-16-8-4-3-7-15(16)18(22)20-11-10-13-12-21-17-9-5-2-6-14(13)17/h2-9,12,19,21H,10-11H2,1H3,(H,20,22)	N-[2-(1H-indol-3-yl)ethyl]-2-(methylamino)benzamide	CNC1=CC=CC=C1C(=O)NCCC2=CNC3=CC=CC=C32	3.10632467	5319506	COCONUT:(CNP0240075);Natural Products:(UNPD72199);database;PubChem:(5319506)	68721606658
5	1	N/A	-240.19693442095908	C18H19N3O	[M + H]+	MZGWIQCWWSGSRK	InChI=1S/C18H19N3O/c1-18(2,3)17-20-15(12-6-8-14(22)9-7-12)16(21-17)13-5-4-10-19-11-13/h4-11,22H,1-3H3,(H,20,21)	4-(2-tert-butyl-4-pyridin-3-yl-1H-imidazol-5-yl)phenol	CC(C)(C)C1=NC(=C(N1)C2=CC=C(C=C2)O)C3=CN=CC=C3	3.70000005	134840	MeSH:(134840);database;PubChem:(134840);PubMed	68719476806
6	1	N/A	-254.654223773414	C18H19N3O	[M + H]+	OIGHBWJNJORSGQ	InChI=1S/C18H19N3O/c1-13-16(11-18(22)20-19)15-9-5-6-10-17(15)21(13)12-14-7-3-2-4-8-14/h2-10H,11-12,19H2,1H3,(H,20,22)	2-(1-benzyl-2-methyl-1H-indol-3-yl)acetohydrazide	CC1=C(C2=CC=CC=C2N1CC3=CC=CC=C3)CC(=O)NN	2.5	10613668	PubChem:(10613668);PubMed;database	68719476802
7	1	N/A	-301.3128913331354	C18H19N3O	[M + H]+	XDEQAODTFDNSFK	InChI=1S/C18H19N3O/c1-13-8-9-16-15(12-13)17(14-6-3-2-4-7-14)21-18(20-16)19-10-5-11-22/h2-4,6-9,12,22H,5,10-11H2,1H3,(H,19,20,21)	3-[(6-methyl-4-phenylquinazolin-2-yl)amino]propan-1-ol	CC1=CC2=C(C=C1)N=C(N=C2C3=CC=CC=C3)NCCCO	3.71361732	1943824	database;PubChem:(1943824);PubMed;CHEBI:(111329)	68719476834
8	1	N/A	-321.7034913904456	C18H19N3O	[M + H]+	LTLVOJXXQDFIPW	InChI=1S/C18H19N3O/c19-16(18(22)21-11-13-6-2-1-3-7-13)10-14-12-20-17-9-5-4-8-15(14)17/h1-9,12,16,20H,10-11,19H2,(H,21,22)	N-benzyltryptophanamide	C1=CC=C(C=C1)CNC(=O)C(CC2=CNC3=CC=CC=C32)N	2.18757677	775623;775625;3143286;3330949;6941920;6941921	COCONUT:(CNP0399881);database;Training Set;PubChem:(775623 775625 3143286 3330949 6941920 6941921);PubMed;ZINC bio:(ZINC00264238 ZINC00264242)	68721598530
9	1	N/A	-325.06541884630536	C18H19N3O	[M + H]+	XBGNERSKEKDZDS	InChI=1S/C18H19N3O/c1-21(2)11-10-19-18(22)15-8-5-7-14-12-13-6-3-4-9-16(13)20-17(14)15/h3-9,12H,10-11H2,1-2H3,(H,19,22)	Acridine carboxamide	CN(C)CCNC(=O)C1=CC=CC2=CC3=CC=CC=C3N=C21	2.46999431	107805;450691;24848227	COCONUT:(CNP0019375);database;PubChem:(107805 450691 24848227);MeSH:(107805);PubChem class - safety and toxic;PubMed;PubChem class - drug	68822237254
10	1	N/A	-490.79894752481056	C18H19N3O	[M + H]+	UKIULMSRHQVXDI	InChI=1S/C18H19N3O/c1-22-18-12-16(15-8-5-10-20-15)21-17(18)13-19-11-9-14-6-3-2-4-7-14/h2-8,10,12-13,19-20H,9,11H2,1H3	null	COC1=CC(c2ccc[nH]2)=NC1=CNCCc1ccccc1	3.3002847126235464	""	""	0
