structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.17536852256406335	-28.980951278228424	C17H14O4	[M + H]+	ZGHORMOOTZTQFL	InChI=1S/C17H14O4/c1-19-15-8-7-11(9-17(15)20-2)16-10-13(18)12-5-3-4-6-14(12)21-16/h3-10H,1-2H3	Oprea1_098805	COC1=C(C=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2)OC	3.47719836	688674	COCONUT:(CNP0223554);KNApSAcK:(35488);Natural Products:(UNPD110280);database;PubChem:(688674);SuperNatural:(SN00000557);ZINC bio:(ZINC00057672);additional;MeSH:(688674);PubChem class - safety and toxic;Training Set;PubMed	68790313046
2	1	N/A	-30.509319760781917	C17H14O4	[M + H]+	CNDZOPXQZSXGSK	InChI=1S/C17H14O4/c1-19-12-8-9-13-14(10-12)21-16(17(20-2)15(13)18)11-6-4-3-5-7-11/h3-10H,1-2H3	Spectrum_001067	COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)OC	3.4548254	688664	COCONUT:(CNP0318221);KNApSAcK:(13348);Natural Products:(UNPD78356);database;PubChem:(688664);SuperNatural:(SN00000546);CHEBI:(114184);ZINC bio:(ZINC00057661);additional;MeSH:(688664);PubMed	68723187830
3	1	N/A	-33.707869492165166	C17H14O4	[M + H]+	GUHXVSRRBMHSSC	InChI=1S/C17H14O4/c1-19-12-5-3-4-11(8-12)16-10-15(18)14-7-6-13(20-2)9-17(14)21-16/h3-10H,1-2H3	Spectrum_001992	COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC(=CC=C3)OC	3.47719836	688672	COCONUT:(CNP0349972);database;PubChem:(688672);SuperNatural:(SN00000554);ZINC bio:(ZINC00057669);additional;PubMed	68723155010
4	1	N/A	-36.8112193549207	C17H14O4	[M + H]+	AFIUIJXKXMMNCK	InChI=1S/C17H14O4/c1-19-12-9-7-11(8-10-12)16-17(20-2)15(18)13-5-3-4-6-14(13)21-16/h3-10H,1-2H3	3-methoxy-2-(4-methoxyphenyl)chromen-4-one	COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC	3.4548254	688666	COCONUT:(CNP0338175);database;PubChem:(688666);SuperNatural:(SN00000548);CHEBI:(93982);ZINC bio:(ZINC00057663);additional;PubMed	68723155042
5	1	N/A	-37.538321547777954	C17H14O4	[M + H]+	XZRIVAKQBKTLEQ	InChI=1S/C17H14O4/c1-19-16-8-12-13(18)9-14(11-6-4-3-5-7-11)21-15(12)10-17(16)20-2/h3-10H,1-2H3	6,7-dimethoxyflavone	COC1=C(C=C2C(=C1)C(=O)C=C(O2)C3=CC=CC=C3)OC	3.47719836	676294	COCONUT:(CNP0171440);Natural Products:(UNPD196571);database;PubChem:(676294);SuperNatural:(SN00000358);ZINC bio:(ZINC00039297);additional	68723187714
6	1	N/A	-38.23152020318922	C17H14O4	[M + H]+	AUAXNNILRNCQAX	InChI=1S/C17H14O4/c1-19-12-7-5-6-11(10-12)16-17(20-2)15(18)13-8-3-4-9-14(13)21-16/h3-10H,1-2H3	3-methoxy-2-(3-methoxyphenyl)chromen-4-one	COC1=CC=CC(=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC	3.4548254	688665	COCONUT:(CNP0200124);database;PubChem:(688665);SuperNatural:(SN00000547);ZINC bio:(ZINC00057662);additional;PubMed	68723155010
7	1	N/A	-39.66710359859548	C17H14O4	[M + H]+	LGTXUFBDCDFQIU	InChI=1S/C17H14O4/c1-19-12-5-3-11(4-6-12)16-10-15(18)14-8-7-13(20-2)9-17(14)21-16/h3-10H,1-2H3	Oprea1_210472	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)OC	3.47719836	466269	COCONUT:(CNP0155456);KNApSAcK:(20344);Natural Products:(UNPD17656);database;PubChem:(466269);SuperNatural:(SN00000555);ZINC bio:(ZINC00057670);additional;Training Set;PubMed	68723204178
8	1	N/A	-42.747062006621164	C17H14O4	[M + H]+	CSZUZQUAXVPYIL	InChI=1S/C17H14O4/c1-19-15-8-12-14(9-16(15)20-2)21-10-13(17(12)18)11-6-4-3-5-7-11/h3-10H,1-2H3	6,7-Dimethoxyisoflavone	COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=CC=C3)OC	3.0999999	624789	COCONUT:(CNP0064627);database;PubChem:(624789);SuperNatural:(SN00003100);ZINC bio:(ZINC02557096);additional;Training Set;PubMed	68723171394
9	1	N/A	-48.19355903806031	C17H14O4	[M + H]+	MLYYOHQNXPDGGV	InChI=1S/C17H14O4/c1-19-12-9-6-10-13-14(12)15(18)17(20-2)16(21-13)11-7-4-3-5-8-11/h3-10H,1-2H3	3,5-dimethoxyflavone	COC1=CC=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)OC	3.29999995	688663	COCONUT:(CNP0236913);Natural Products:(UNPD164106);database;PubChem:(688663);SuperNatural:(SN00000545);ZINC bio:(ZINC00057660);additional;Training Set;PubMed	68723204162
10	1	N/A	-54.13381733044082	C17H14O4	[M + H]+	LPNBCGIVZXHHHO	InChI=1S/C17H14O4/c1-19-12-5-3-11(4-6-12)15-10-21-16-9-13(20-2)7-8-14(16)17(15)18/h3-10H,1-2H3	Oprea1_523121	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC	3.0999999	136419;46702269	COCONUT:(CNP0264833);KNApSAcK:(9387);Natural Products:(UNPD21885);database;PubChem:(136419 46702269);SuperNatural:(SN00000529);ZINC bio:(ZINC00057588);additional;Training Set;PubMed;KEGG Mine	77313138770
11	1	N/A	-58.04198384135486	C17H14O4	[M + H]+	JRFZSUMZAUHNSL	InChI=1S/C17H14O4/c1-19-12-8-15(20-2)17-13(18)10-14(21-16(17)9-12)11-6-4-3-5-7-11/h3-10H,1-2H3	Chrysin DME	COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC=CC=C3	3.47719836	88881	HMDB:(36620);SuperNatural:(SN00001506);ZINC bio:(ZINC00407231);additional;MeSH:(88881);PubMed;COCONUT:(CNP0283010);KNApSAcK:(1028);Natural Products:(UNPD34141);database;PubChem:(88881);CHEBI:(3684);PubChem class - bio and metabolites;KEGG:(C10029);Training Set	68739981694
12	1	N/A	-61.84384124238036	C17H14O4	[M + H]+	CDSSYLTXYXEANW	InChI=1S/C17H14O4/c1-19-12-8-14(20-2)16-15(9-12)21-10-13(17(16)18)11-6-4-3-5-7-11/h3-10H,1-2H3	Ambap26964-35-2	COC1=CC2=C(C(=C1)OC)C(=O)C(=CO2)C3=CC=CC=C3	3.0999999	6710704	COCONUT:(CNP0151042);HMDB:(30698);KNApSAcK:(9451);Natural Products:(UNPD102693);database;PubChem:(6710704);SuperNatural:(SN00003149);ZINC bio:(ZINC02566738);additional;PubChem class - bio and metabolites;PubMed	68739965018
13	1	N/A	-62.24132942802521	C17H14O4	[M + H]+	HHAYKNGPBZOQMY	InChI=1S/C17H14O4/c1-19-12-6-3-5-11(9-12)16-10-13(18)17-14(20-2)7-4-8-15(17)21-16/h3-10H,1-2H3	5-methoxy-2-(3-methoxyphenyl)chromen-4-one	COC1=CC=CC(=C1)C2=CC(=O)C3=C(O2)C=CC=C3OC	3.0999999	688668	COCONUT:(CNP0224729);database;PubChem:(688668);SuperNatural:(SN00000550);ZINC bio:(ZINC00057665);additional;Training Set	68723171330
14	1	N/A	-65.81446072597798	C17H14O4	[M + H]+	BZKORUNDAHVLAO	InChI=1S/C17H14O4/c1-19-12-8-9-14-13(10-12)15(18)17(20-2)16(21-14)11-6-4-3-5-7-11/h3-10H,1-2H3	3,6-dimethoxy-2-phenylchromen-4-one	COC1=CC2=C(C=C1)OC(=C(C2=O)OC)C3=CC=CC=C3	3.4548254	676292	COCONUT:(CNP0025650);database;PubChem:(676292);SuperNatural:(SN00000356);CHEBI:(94005);ZINC bio:(ZINC00039295);additional;Training Set;PubMed	68723171426
15	1	N/A	-66.17411693207175	C17H14O4	[M + H]+	LLLIKVGWTVPYAL	InChI=1S/C17H14O4/c1-19-12-5-3-4-11(8-12)17-10-15(18)14-9-13(20-2)6-7-16(14)21-17/h3-10H,1-2H3	Spectrum_000645	COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC(=CC=C3)OC	3.47719836	676293	COCONUT:(CNP0395655);KNApSAcK:(3798);Natural Products:(UNPD178346);database;PubChem:(676293);SuperNatural:(SN00000357);CHEBI:(107657);ZINC bio:(ZINC00039296);additional;PubMed	68723187826
16	1	N/A	-67.38990098471382	C17H14O4	[M + H]+	WVWDHKIZBHIGJE	InChI=1S/C17H14O4/c1-19-11-7-8-12-14(18)10-17(21-16(12)9-11)13-5-3-4-6-15(13)20-2/h3-10H,1-2H3	Oprea1_643636	COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3OC	3.47719836	688671	COCONUT:(CNP0195314);Natural Products:(UNPD36384);database;PubChem:(688671);SuperNatural:(SN00000553);CHEBI:(113549);ZINC bio:(ZINC00057668);additional;Training Set;PubMed	68723204194
17	1	N/A	-68.15278369049928	C17H14O4	[M + H]+	ANVFDWBCVDQNEZ	InChI=1S/C17H14O4/c1-19-12-5-3-11(4-6-12)17-10-15(18)14-9-13(20-2)7-8-16(14)21-17/h3-10H,1-2H3	Oprea1_516034	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)OC	3.47719836	688670	COCONUT:(CNP0107191);Natural Products:(UNPD40887);database;PubChem:(688670);SuperNatural:(SN00000552);CHEBI:(107663);ZINC bio:(ZINC00057667);additional;Training Set;PubMed	68723204194
18	1	N/A	-68.43968087591439	C17H14O4	[M + H]+	SJZIKJCJJAPNQI	InChI=1S/C17H14O4/c1-19-13-9-5-4-8-12(13)16-17(20-2)15(18)11-7-3-6-10-14(11)21-16/h3-10H,1-2H3	3-methoxy-2-(2-methoxyphenyl)chromen-4-one	COC1=CC=CC=C1C2=C(C(=O)C3=CC=CC=C3O2)OC	3.29999995	676169	COCONUT:(CNP0313562);database;PubChem:(676169);SuperNatural:(SN00000346);ZINC bio:(ZINC00039118);additional;Training Set;PubMed	68723171394
19	1	N/A	-68.62913510867712	C17H14O4	[M + H]+	LUCPCQIWHDVLMX	InChI=1S/C17H14O4/c1-19-12-8-6-11(7-9-12)16-10-13(18)17-14(20-2)4-3-5-15(17)21-16/h3-10H,1-2H3	Spectrum_000430	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3OC	3.47719836	688669	COCONUT:(CNP0332640);database;PubChem:(688669);SuperNatural:(SN00000551);ZINC bio:(ZINC00057666);additional;PubMed	68723155010
20	1	N/A	-69.64888545805381	C17H14O4	[M + H]+	BUZZVHCRHOIKOC	InChI=1S/C17H14O4/c1-19-15-8-13-12(11-6-4-3-5-7-11)9-17(18)21-14(13)10-16(15)20-2/h3-10H,1-2H3	Methyldalbergin	COC1=C(C=C2C(=C1)C(=CC(=O)O2)C3=CC=CC=C3)OC	3.0	1235191	COCONUT:(CNP0226881);KNApSAcK:(10193);Natural Products:(UNPD10347);database;PubChem:(1235191);SuperNatural:(SN00001945);ZINC bio:(ZINC01017928);PubMed;KEGG Mine	77312598098
21	1	N/A	-71.11829533376489	C17H14O4	[M + H]+	KJRQQECDVUXBCO	InChI=1S/C17H14O4/c1-19-14-9-8-12-13(18)10-15(11-6-4-3-5-7-11)21-16(12)17(14)20-2/h3-10H,1-2H3	7,8-Dimethoxyflavone	COC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3)OC	3.0999999	689014	COCONUT:(CNP0321173);Natural Products:(UNPD53185);database;PubChem:(689014);SuperNatural:(SN00000962);ZINC bio:(ZINC00058127);additional;Plantcyc:(CPD-15485);Training Set;PubMed;Biocyc:(CPD-15485)	68723337282
22	1	N/A	-71.94589729310512	C17H14O4	[M + H]+	XBEINZKGCYZUQJ	InChI=1S/C17H14O4/c1-10-3-8-14-13(9-10)15(18)16(19)17(21-14)11-4-6-12(20-2)7-5-11/h3-9,19H,1-2H3	3-hydroxy-4''-methoxy-6-methylflavone	CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)OC	3.4000001	227443	COCONUT:(CNP0164438);database;PubChem:(227443);SuperNatural:(SN00000721);ZINC bio:(ZINC00057869);additional;Training Set;PubMed	68723171394
23	1	N/A	-71.96093320350461	C17H14O4	[M + H]+	FLTZDSVIFBIENN	InChI=1S/C17H14O4/c1-19-13-6-3-11(4-7-13)15-9-12-5-8-14(20-2)10-16(12)21-17(15)18/h3-10H,1-2H3	7-methoxy-3-(4-methoxyphenyl)chromen-2-one	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)OC)OC2=O	3.5	688973	COCONUT:(CNP0181340);database;PubChem:(688973);SuperNatural:(SN00000904);ZINC bio:(ZINC00058064);additional	68723154946
24	1	N/A	-72.1366102052884	C17H14O4	[M + H]+	OUAHROFFUILDCC	InChI=1S/C17H14O4/c1-19-11-7-8-13(16(9-11)20-2)17-10-14(18)12-5-3-4-6-15(12)21-17/h3-10H,1-2H3	2'',4''-dimethoxyflavone	COC1=CC(=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2)OC	3.47719836	688673	COCONUT:(CNP0044831);database;PubChem:(688673);SuperNatural:(SN00000556);ZINC bio:(ZINC00057671);additional;Training Set	68723171330
