structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.41225999476320624	-7.8555801723253085	C17H16O5	[M + H]+	REBBZOCNEVVAPX	InChI=1S/C17H16O5/c1-20-12-7-15(21-2)17-13(19)9-14(22-16(17)8-12)10-3-5-11(18)6-4-10/h3-8,14,18H,9H2,1-2H3	Naringenin 5,7-dimethyl ether	COC1=CC2=C(C(=O)CC(O2)C3=CC=C(C=C3)O)C(=C1)OC	2.5	5271551;40429815;40484437	COCONUT:(CNP0306299);KNApSAcK:(8227);Natural Products:(UNPD63491);database;PubChem:(5271551 40429815 40484437);SuperNatural:(SN00003326 SN00011073);ZINC bio:(ZINC02584591 ZINC04348904);additional;Training Set;PubMed;KEGG Mine	77313138770
2	1	N/A	-25.921040902322538	C17H16O5	[M + H]+	KFGFEKHSEPSVNO	InChI=1S/C17H16O5/c1-20-12-5-3-10(4-6-12)14-9-13(19)17-15(21-2)7-11(18)8-16(17)22-14/h3-8,14,18H,9H2,1-2H3	Tsugafolin	COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3OC)O	2.5	21721822;45273057;124355964	COCONUT:(CNP0159990);KNApSAcK:(8436);Natural Products:(UNPD174988);database;PubChem:(21721822 45273057 124355964);SuperNatural:(SN00263736);PubMed;KEGG Mine	77312589906
3	1	N/A	-35.776631733393415	C17H16O5	[M + H]+	CKEXCBVNKRHAMX	InChI=1S/C17H16O5/c1-20-11-5-3-10(4-6-11)15-9-14(19)17-13(18)7-12(21-2)8-16(17)22-15/h3-8,15,18H,9H2,1-2H3	Naringenin 7,4''-dimethyl ether	COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)OC)O	3.0	321346;14057196;14057197	COCONUT:(CNP0284430);KNApSAcK:(8226);Natural Products:(UNPD36853 UNPD93184);database;PubChem:(321346 14057196 14057197);SuperNatural:(SN00243578);ZINC bio:(ZINC02030112);additional;PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	77380247634
4	1	N/A	-65.50562198875679	C17H16O5	[M + H]+	LNRAFJFUMJDPEP	InChI=1S/C17H16O5/c1-9-13(21-2)8-15-16(17(9)20)12(19)7-14(22-15)10-3-5-11(18)6-4-10/h3-6,8,14,18,20H,7H2,1-2H3	(2R)-5,4''-Dihydroxy-7-methoxy-6-methylflavanone	CC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)O)OC	3.0999999	15834295;42608072;74819420	COCONUT:(CNP0250767);KNApSAcK:(14147);Natural Products:(UNPD15304 UNPD84511);database;PubChem:(15834295 42608072 74819420);SuperNatural:(SN00277287 SN00336570);KEGG Mine	77312589842
5	1	N/A	-76.0029966024356	C17H16O5	[M + H]+	SLKIIKQMXLBVTD	InChI=1S/C17H16O5/c1-9-14(21-2)7-12(19)16-13(20)8-15(22-17(9)16)10-3-5-11(18)6-4-10/h3-7,15,18-19H,8H2,1-2H3	5,4''-Dihydroxy-7-methoxy-8-methylflavanone	CC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)OC	3.0999999	42608073	COCONUT:(CNP0291881);KNApSAcK:(14148);Natural Products:(UNPD148450);database;PubChem:(42608073);SuperNatural:(SN00245439);KEGG Mine	77312589842
6	1	N/A	-86.22521490200589	C17H16O5	[M + H]+	VFZVZHLIWRGKOS	InChI=1S/C17H16O5/c1-9-12(18)7-15-16(17(9)20)13(19)8-14(22-15)10-3-5-11(21-2)6-4-10/h3-7,14,18,20H,8H2,1-2H3	null	CC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)OC)O	2.75653696	""	COCONUT:(CNP0116225);Natural Products:(UNPD230488);database;KEGG Mine	77311541248
7	1	N/A	-86.4872327800653	C17H16O5	[M + H]+	PVGRYICVBXLJGB	InChI=1S/C17H16O5/c1-20-10-7-12(18)17-13(19)9-15(22-16(17)8-10)11-5-3-4-6-14(11)21-2/h3-8,15,18H,9H2,1-2H3	null	COC1=CC=CC=C1C2CC(=O)C3=C(C=C(C=C3O2)OC)O	2.68288851	""	COCONUT:(CNP0164514);Natural Products:(UNPD58703);database;SuperNatural:(SN00284357)	68722655232
8	1	N/A	-90.55785660640198	C17H16O5	[M + H]+	DYHOLQACRGJEHX	InChI=1S/C17H16O5/c1-8-15(20)9(2)17-14(16(8)21)12(19)7-13(22-17)10-3-5-11(18)6-4-10/h3-6,13,18,20-21H,7H2,1-2H3	Farrerol	CC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)O)C)O	3.0999999	91144;442396;25271796	HMDB:(130571);SuperNatural:(SN00254999 SN00155713);ZINC bio:(ZINC00001419 ZINC04098306);additional;MeSH:(91144 442396);PubMed;NORMAN:(NS00051046);COCONUT:(CNP0180317);KNApSAcK:(8239);Natural Products:(UNPD137624);database;PubChem:(91144 442396 25271796);CHEBI:(67897);PubChem class - bio and metabolites;KEGG:(C09734);Training Set	68740243838
9	1	N/A	-92.72671099617537	C17H16O5	[M + H]+	ZUPNDQXBQBIBPZ	InChI=1S/C17H16O5/c1-9-12(18)7-13(19)16-14(20)8-15(22-17(9)16)10-3-5-11(21-2)6-4-10/h3-7,15,18-19H,8H2,1-2H3	5,7-Dihydroxy-4''-methoxy-8-methylflavanone	CC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)OC	3.0999999	42607960	COCONUT:(CNP0159235);HMDB:(41321);KNApSAcK:(14146);Natural Products:(UNPD218889 UNPD173109);database;PubChem:(42607960);SuperNatural:(SN00310044);PubChem class - bio and metabolites;KEGG Mine	77329367066
10	1	N/A	-102.75763278704478	C17H16O5	[M + H]+	UXUFMIJZNYXWDX	InChI=1S/C17H16O5/c1-21-13-9-15(20)17(16(10-13)22-2)14(19)8-5-11-3-6-12(18)7-4-11/h3-10,18,20H,1-2H3	flavokawin	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=C(C=C2)O)O	3.5	5179897;6293081;92963683	HMDB:(30875 140280);SuperNatural:(SN00007011);ZINC bio:(ZINC04100761);additional;MeSH:(6293081);PubMed;COCONUT:(CNP0327086);KNApSAcK:(6957);Natural Products:(UNPD90335);database;PubChem:(5179897 6293081 92963683);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-7126)	68739983454
