structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13767979391074614	-52.44893310499681	C20H28O4	[M + CH2O2 - H]-	VVCXPQBVJROEEN	InChI=1S/C20H28O4/c1-13-4-7-20(3)16(18(22)23)10-15(21)11-17(20)19(13,2)8-5-14-6-9-24-12-14/h6,9-10,12-13,15,17,21H,4-5,7-8,11H2,1-3H3,(H,22,23)	(3S,5S,6R,8aS)-5-(2-Furan-3-yl-ethyl)-3-hydroxy-	CC1CCC2(C(C1(C)CCC3=COC=C3)CC(C=C2C(=O)O)O)C	4.30000019	7330559;7330560;7330561;7330562;14021511;14021512;44631024;101601930	COCONUT:(CNP0050915 CNP0215343);Natural Products:(UNPD106627 UNPD107798);database;PubChem:(7330559 7330560 7330561 7330562 14021511 14021512 44631024 101601930);SuperNatural:(SN00035564 SN00035563 SN00036294 SN00035565 SN00011364 SN00253838 SN00318360);ZINC bio:(ZINC04716547 ZINC04716548 ZINC71404379 ZINC71404380 ZINC71404381);Training Set	68722679810
2	1	N/A	-57.7599764110807	C20H28O4	[M + CH2O2 - H]-	XWKYXEIGWQYOCY	InChI=1S/C20H28O4/c1-13-11-17(21)20(3)15(18(22)23)5-4-6-16(20)19(13,2)9-7-14-8-10-24-12-14/h5,8,10,12-13,16-17,21H,4,6-7,9,11H2,1-3H3,(H,22,23)	(5S,6R,8R,8aS)-5-(2-Furan-3-yl-ethyl)-8-hydroxy-	CC1CC(C2(C(C1(C)CCC3=COC=C3)CCC=C2C(=O)O)C)O	4.30000019	7330547;7330548;7330549;7330550;9996881;26451326;45359865;44631021;51693778;51693780;51693782;51693784;124870801;124870802;124870803	COCONUT:(CNP0261770 CNP0307362);Natural Products:(UNPD71523 UNPD215000 UNPD137723);database;PubChem:(7330547 7330548 7330549 7330550 9996881 26451326 45359865 44631021 51693778 51693780 51693782 51693784 124870801 124870802 124870803);SuperNatural:(SN00033633 SN00033632 SN00036292 SN00033630 SN00285033 SN00037256 SN00332184 SN00033631 SN00037257 SN00037258);ZINC bio:(ZINC04716542 ZINC15162654 ZINC15162657 ZINC15162660 ZINC35458855 ZINC35458857 ZINC35458860 ZINC35458862);additional;Training Set;PubMed	68723204162
3	1	N/A	-61.376091930558395	C20H28O4	[M + CH2O2 - H]-	PHKSUFCCGLWIMC	InChI=1S/C20H28O4/c1-14-6-10-20(13-21)16(18(22)23)4-3-5-17(20)19(14,2)9-7-15-8-11-24-12-15/h4,8,11-12,14,17,21H,3,5-7,9-10,13H2,1-2H3,(H,22,23)	(5S,6R,8aR)-5-(2-Furan-3-yl-ethyl)-8a-	CC1CCC2(C(C1(C)CCC3=COC=C3)CCC=C2C(=O)O)CO	4.19999981	5317969;7330555;7330556;7330557;7330558;12310371;12310372;44631023;76309406;93513742;92966419;98597842;101637713;101637714;125127752;124708201	COCONUT:(CNP0063447 CNP0246775);Natural Products:(UNPD137389 UNPD113141 UNPD180872);database;PubChem:(5317969 7330555 7330556 7330557 7330558 12310371 12310372 44631023 76309406 93513742 92966419 98597842 101637713 101637714 125127752 124708201);SuperNatural:(SN00224458 SN00038905 SN00157358 SN00038323 SN00233033 SN00038906 SN00036293 SN00365440);ZINC bio:(ZINC04716545 ZINC04716546 ZINC33831555 ZINC39205618 ZINC39205619);additional;MeSH:(12310372);Training Set;PubMed	68723204166
4	1	N/A	-71.19211898020524	C20H28O4	[M + CH2O2 - H]-	QVNWBXBUWGPGRM	InChI=1S/C20H28O4/c1-13-5-4-6-16-19(3,9-7-15-8-10-24-12-15)14(2)11-17(21)20(13,16)18(22)23/h5,8,10,12,14,16-17,21H,4,6-7,9,11H2,1-3H3,(H,22,23)	8-[2-(furan-3-yl)ethyl]-5-hydroxy-4,7,8-trimethyl-1,2,5,6,7,8a-hexahydronaphthalene-4a-carboxylic acid	CC1CC(C2(C(C1(C)CCC3=COC=C3)CCC=C2C)C(=O)O)O	4.19999981	188670;15601635;132917673	COCONUT:(CNP0317259);Natural Products:(UNPD67676 UNPD33047);database;PubChem:(188670 15601635 132917673);SuperNatural:(SN00239554 SN00384501)	68722655234
5	1	N/A	-81.54552422048712	C20H28O4	[M + CH2O2 - H]-	WUUOACSBQPHDQM	InChI=1S/C20H28O4/c1-13-7-10-20(3)15(17(21)22)5-4-6-16(20)19(13,2)11-8-14-9-12-24-18(14)23/h5,9,13,16H,4,6-8,10-12H2,1-3H3,(H,21,22)	(4aR,5S,6R,8aS)-5,6,8a-trimethyl-5-[2-(5-oxo-2H-furan-4-yl)ethyl]-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid	CC1CCC2(C(C1(C)CCC3=CCOC3=O)CCC=C2C(=O)O)C	4.9000001	10088155;11370992;101534890;101736433;101321350;102207360	COCONUT:(CNP0264396);KNApSAcK:(23504);Natural Products:(UNPD24631 UNPD139305 UNPD179902 UNPD168308);database;PubChem:(10088155 11370992 101534890 101736433 101321350 102207360);SuperNatural:(SN00269798 SN00309173 SN00318303 SN00316698)	68722655250
6	1	N/A	-84.99263142052781	C20H28O4	[M + CH2O2 - H]-	FMOMDZQOXKGTDA	InChI=1S/C20H28O4/c1-13-6-9-20(3)15(18(22)23)4-5-16(21)17(20)19(13,2)10-7-14-8-11-24-12-14/h4,8,11-13,16-17,21H,5-7,9-10H2,1-3H3,(H,22,23)	Divinatorin A	CC1CCC2(C(C1(C)CCC3=COC=C3)C(CC=C2C(=O)O)O)C	4.5	10882157	COCONUT:(CNP0301511);KNApSAcK:(34483);Natural Products:(UNPD57609);database;PubChem:(10882157);SuperNatural:(SN00363728);MeSH:(10882157);PubMed	68722655318
7	1	N/A	-90.6941325874327	C20H28O4	[M + CH2O2 - H]-	VZBIAQHLXQZJGZ	InChI=1S/C20H28O4/c1-13-7-11-20(18(22)23)14(2)5-4-6-16(20)19(13,3)10-8-15-9-12-24-17(15)21/h5,9,13,16H,4,6-8,10-12H2,1-3H3,(H,22,23)	null	CC1CCC2(C(C1(C)CCC3=CCOC3=O)CCC=C2C)C(=O)O	4.0999999	101501878	COCONUT:(CNP0205217);Natural Products:(UNPD106537);database;PubChem:(101501878);SuperNatural:(SN00251676)	68722655234
8	1	N/A	-92.20418380265322	C20H28O4	[M + CH2O2 - H]-	IYPOCJXQNIFGFO	InChI=1S/C20H28O4/c1-13-5-4-6-16-19(13,2)11-8-15(17(21)22)20(16,3)10-7-14-9-12-24-18(14)23/h5,9,15-16H,4,6-8,10-12H2,1-3H3,(H,21,22)	null	CC1=CCCC2C1(CCC(C2(C)CCC3=CCOC3=O)C(=O)O)C	4.0999999	101618879	COCONUT:(CNP0283750);Natural Products:(UNPD141289);database;PubChem:(101618879);SuperNatural:(SN00385841)	68722655234
9	1	N/A	-100.90347064786974	C20H28O4	[M + CH2O2 - H]-	TUKIEDUNYYIEJB	InChI=1S/C20H28O4/c1-13-10-16(22)11-17-19(13,2)8-5-15(12-21)20(17,3)7-4-14-6-9-24-18(14)23/h6,10,15,17,21H,4-5,7-9,11-12H2,1-3H3	null	CC1=CC(=O)CC2C1(CCC(C2(C)CCC3=CCOC3=O)CO)C	2.79999995	46216681;67524701	COCONUT:(CNP0248193);Natural Products:(UNPD137014);database;PubChem:(46216681 67524701);PubMed	68721606722
10	1	N/A	-102.00166964267315	C20H28O4	[M + CH2O2 - H]-	CFGGKJQJJRBWIG	InChI=1S/C20H28O4/c1-13-16(21)11-20(3)15(18(22)23)5-4-6-17(20)19(13,2)9-7-14-8-10-24-12-14/h5,8,10,12-13,16-17,21H,4,6-7,9,11H2,1-3H3,(H,22,23)	null	CC1C(CC2(C(C1(C)CCC3=COC=C3)CCC=C2C(=O)O)C)O	4.30000019	101601931	COCONUT:(CNP0327218);Natural Products:(UNPD90499);database;PubChem:(101601931)	68721606658
11	1	N/A	-106.19283647684318	C20H28O4	[M + CH2O2 - H]-	FUWDWKQNRJAIAJ	InChI=1S/C20H28O4/c1-13-4-7-16-19(2,10-8-17(21)20(16,3)18(22)23)15(13)6-5-14-9-11-24-12-14/h9,11-12,15-17,21H,1,4-8,10H2,2-3H3,(H,22,23)	5-[2-(furan-3-yl)ethyl]-2-hydroxy-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid	CC12CCC(C(C1CCC(=C)C2CCC3=COC=C3)(C)C(=O)O)O	4.0999999	435627	COCONUT:(CNP0305196);Natural Products:(UNPD62082);database;PubChem:(435627);SuperNatural:(SN00232387)	68722655234
12	1	N/A	-110.60750471615093	C20H28O4	[M + CH2O2 - H]-	GZHGZVHXFNIDTO	InChI=1S/C20H28O4/c1-13-7-9-19(2)15(18(22)23)5-4-6-17(19)20(13,3)11-16(21)14-8-10-24-12-14/h5,8,10,12-13,16-17,21H,4,6-7,9,11H2,1-3H3,(H,22,23)	null	CC1CCC2(C(C1(C)CC(C3=COC=C3)O)CCC=C2C(=O)O)C	4.30000019	101601929;101833774	COCONUT:(CNP0230831);Natural Products:(UNPD195725 UNPD157997);database;PubChem:(101601929 101833774);SuperNatural:(SN00395725 SN00319008)	68722655234
13	1	N/A	-112.21490735355918	C20H28O4	[M + CH2O2 - H]-	FEOFLRVZBOQGQA	InChI=1S/C20H28O4/c1-13-7-9-20(3)15(18(22)23)5-4-6-16(20)19(13,2)10-8-14-11-17(21)24-12-14/h5,11,13,16H,4,6-10,12H2,1-3H3,(H,22,23)	clerodermic acid	CC1CCC2(C(C1(C)CCC3=CC(=O)OC3)CCC=C2C(=O)O)C	4.4000001	10854041;14707716;16745295;42433548;102090411	COCONUT:(CNP0069664 CNP0171008);KNApSAcK:(36919);Natural Products:(UNPD60561 UNPD77826 UNPD33483 UNPD73616 UNPD174772);database;PubChem:(10854041 14707716 16745295 42433548 102090411);SuperNatural:(SN00020128 SN00020125 SN00227302 SN00297759 SN00020126 SN00020127 SN00235751 SN00304758 SN00271198);ZINC bio:(ZINC13401980 ZINC13401985 ZINC13401989 ZINC13401993);MeSH:(16745295 42433548);PubMed	68722663510
14	1	N/A	-112.55904469061542	C20H28O4	[M + CH2O2 - H]-	WITLQTBCSVDMQX	InChI=1S/C20H28O4/c1-14-6-10-20(23)12-16(18(21)22)4-3-5-17(20)19(14,2)9-7-15-8-11-24-13-15/h4,8,11,13-14,17,23H,3,5-7,9-10,12H2,1-2H3,(H,21,22)	null	CC1CCC2(CC(=CCCC2C1(C)CCC3=COC=C3)C(=O)O)O	4.09287739	""	COCONUT:(CNP0219134);Natural Products:(UNPD103499);database	68721606656
15	1	N/A	-119.89727534559	C20H28O4	[M + CH2O2 - H]-	TUFKWTIZKAZNKT	InChI=1S/C20H28O4/c1-13-6-9-20-12-24-18(22)15(20)4-3-5-16(20)19(13,2)8-7-14-10-17(21)23-11-14/h4,13-14,16H,3,5-12H2,1-2H3	null	CC1CCC23COC(=O)C2=CCCC3C1(C)CCC4CC(=O)OC4	4.19999981	76323204;101030477;101676756	COCONUT:(CNP0161144);Natural Products:(UNPD171354 UNPD193757);database;PubChem:(76323204 101030477 101676756);PubMed	68721606722
16	1	N/A	-120.06930929258108	C20H28O4	[M + CH2O2 - H]-	PZNQZBUOZWQUJB	InChI=1S/C20H28O4/c1-13-7-10-20(18(22)23)14(2)5-4-6-16(20)19(13,3)9-8-15-11-17(21)24-12-15/h5,11,13,16H,4,6-10,12H2,1-3H3,(H,22,23)	null	CC1CCC2(C(C1(C)CCC3=CC(=O)OC3)CCC=C2C)C(=O)O	3.5999999	10664330;14707546	COCONUT:(CNP0381591);KNApSAcK:(23502);Natural Products:(UNPD152082);database;PubChem:(10664330 14707546);SuperNatural:(SN00327461)	68722655250
17	1	N/A	-123.1281469332462	C20H28O4	[M + CH2O2 - H]-	VIDNIVWPSMVGJV	InChI=1S/C20H28O4/c1-5-18(4)9-10-20(24)13(12-18)14(21)11-15-17(2,3)7-6-8-19(15,20)16(22)23/h5,12,15,24H,1,6-11H2,2-4H3,(H,22,23)	sphaeropsidin C	CC1(CCCC2(C1CC(=O)C3=CC(CCC32O)(C)C=C)C(=O)O)C	3.70000005	10544575;44715844	COCONUT:(CNP0114003);KNApSAcK:(35746);Natural Products:(UNPD24463);database;PubChem:(10544575 44715844);SuperNatural:(SN00339122);CHEBI:(69495);additional;Training Set;PubMed	68723196018
