structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.32539468920014897	-42.889769767983815	C7H14N2O3	[M + H]+	DATAGRPVKZEWHA	InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)	Theanine	CCNC(=O)CCC(C(=O)O)N	-1.02235985	228398;439378;9964226;25201101;25201220;38989219;71309703;92043216	HMDB:(34365);PubChem class - food;SuperNatural:(SN00002258);ZINC bio:(ZINC01532828 ZINC02046330);additional;HSDB:(3081-61-6);MeSH:(439378 25201220);Plantcyc:(CPD-9384);PubMed;NORMAN:(NS00019893);COCONUT:(CNP0109625);KNApSAcK:(30691);Natural Products:(UNPD3549);database;PubChem:(228398 439378 9964226 25201101 25201220 38989219 71309703 92043216);YMDB Mine;CHEBI:(58128 17394);PubChem class - bio and metabolites;KEGG:(C01047);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-9384)	103334996862
2	1	N/A	-49.411106065837046	C7H14N2O3	[M + H]+	SRXKAYJJGAAOBP	InChI=1S/C7H14N2O3/c1-5(10)9-4-2-3-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)	n5-acetyl-l-ornithine	CC(=O)NCCCC(C(=O)O)N	-1.16614735	193343;9920500;87535791;90658764;121596237	COCONUT:(CNP0230750);Natural Products:(UNPD5574);database;PubChem:(193343 9920500 87535791 90658764 121596237);SuperNatural:(SN00156761);CHEBI:(133179 133180 44673);PubChem class - bio and metabolites;MeSH:(193343);Plantcyc:(CPD-13644);PubMed;Biocyc:(CPD-13644);KEGG Mine	77329500262
3	1	N/A	-88.80732619790301	C7H14N2O3	[M + H]+	QTNACZLPTBPOOG	InChI=1S/C7H14N2O3/c8-5(7(11)12)3-1-2-4-6(9)10/h5H,1-4,8H2,(H2,9,10)(H,11,12)	null	C(CCC(=O)N)CC(C(=O)O)N	-0.903945446	84048581;88911267;88924187	EcoCyc Mine;MeSH:(84048581);database;PubChem:(84048581 88911267 88924187);PubMed;KEGG Mine	94489280582
4	1	N/A	-99.15155660408678	C7H14N2O3	[M + H]+	JRLGPAXAGHMNOL	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)	bmse000195	CC(=O)NC(CCCN)C(=O)O	-1.16614735	907;439232;6992102;40152689;40152690;131708631	HMDB:(3357);ZINC bio:(ZINC01532657 ZINC02165184);additional;MeSH:(439232);Plantcyc:(N-ALPHA-ACETYLORNITHINE);PubMed;NORMAN:(NS00014889);COCONUT:(CNP0254426);database;PubChem:(907 439232 6992102 40152689 40152690 131708631);CHEBI:(57805 16543);PubChem class - bio and metabolites;KEGG:(C00437);YMDB:(28);Training Set;Biocyc:(SMA-0000510 N-ALPHA-ACETYLORNITHINE SMA-0000479)	68739361134
5	1	N/A	-126.83710023491602	C7H14N2O3	[M + H]+	KLPJXDPPMSJWKI	InChI=1S/C7H14N2O3/c8-6(7(11)12)3-1-2-4-9-5-10/h5-6H,1-4,8H2,(H,9,10)(H,11,12)	n6-formyllysine	C(CCNC=O)CC(C(=O)O)N	-0.757897258	4360;70923;86308611;89001664	MeSH:(70923);database;PubChem:(4360 70923 86308611 89001664);PubMed;CHEBI:(21884);ZINC bio:(ZINC01576259 ZINC02003760)	68719485030
6	1	N/A	-126.92978150275702	C7H14N2O3	[M + H]+	RGGSNNCJGLQIPG	InChI=1S/C7H14N2O3/c1-5(10)9-6(2-3-8)4-7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)	null	CC(=O)NC(CCN)CC(=O)O	-3.79999995	91746269	database;Training Set;PubChem:(91746269);additional	68720017410
7	1	N/A	-135.62599684066552	C7H14N2O3	[M + H]+	YVAWVOLVGYCKGM	InChI=1S/C7H14N2O3/c1-5(10)12-7(11)6(9)3-2-4-8/h6H,2-4,8-9H2,1H3	null	CC(=O)OC(=O)C(CCCN)N	-1.20000005	57097181;91292949	PubChem:(57097181 91292949);PubMed;database	68719476802
8	1	N/A	-160.2934616983829	C7H14N2O3	[M + H]+	GYBSHHFMEYHQNH	InChI=1S/C7H14N2O3/c8-3-5-12-4-1-2-6(9)7(10)11/h1,4,6H,2-3,5,8-9H2,(H,10,11)	(E,2S)-2-amino-5-(2-aminoethoxy)pent-4-enoic Acid	C(COC=CCC(C(=O)O)N)N	-3.5999999	11542856	COCONUT:(CNP0402200);Natural Products:(UNPD122367);database;PubChem:(11542856);SuperNatural:(SN00392103)	68722655234
9	1	N/A	-171.01161956140973	C7H14N2O3	[M + H]+	KGWHMDCQVDMTNZ	InChI=1S/C7H14N2O3/c1-2-3-4-8-7(12)9-5-6(10)11/h2-5H2,1H3,(H,10,11)(H2,8,9,12)	5-Butylhydantoic Acid	CCCCNC(=O)NCC(=O)O	0.200000003	112991;7015725	PubChem:(112991 7015725);NORMAN:(NS00035272);database	68719738882
10	1	N/A	-171.86194238287223	C7H14N2O3	[M + H]+	JXIQKLAZYWZTRA	InChI=1S/C7H14N2O3/c1-2-3-5(7(11)12)9-6(10)4-8/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)	Glycylnorvaline	CCCC(C(=O)O)NC(=O)CN	-2.79999995	1551327;1551328;86841;1715066;1715067	NORMAN:(NS00053738);COCONUT:(CNP0300482);HMDB:(94702);database;PubChem:(1551327 1551328 86841 1715066 1715067);SuperNatural:(SN00051731 SN00050656);ZINC bio:(ZINC01707739 ZINC02035146);PubMed	68722892874
