structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1403006142880465	-158.25338069921415	C28H36O10	[M + H3N + H]+	AJNVKAMSVDVVDH	InChI=1S/C28H36O10/c1-16(29)34-15-27-21(37-24(32)19-10-8-7-9-11-19)12-13-26(6,33)28(27)23(36-18(3)31)20(25(4,5)38-28)14-22(27)35-17(2)30/h7-11,20-23,33H,12-15H2,1-6H3	null	CC(=O)OCC12C(CCC(C13C(C(CC2OC(=O)C)C(O3)(C)C)OC(=O)C)(C)O)OC(=O)C4=CC=CC=C4	2.26394844	""	COCONUT:(CNP0112314);KNApSAcK:(13173);Natural Products:(UNPD29978);database;SuperNatural:(SN00359185)	68722655248
2	1	N/A	-158.25338069921415	C28H36O10	[M + H3N + H]+	NQEPRIPSHBTYJA	InChI=1S/C28H36O10/c1-16(29)34-15-27-21(35-17(2)30)12-13-26(6,33)28(27)23(36-18(3)31)20(25(4,5)38-28)14-22(27)37-24(32)19-10-8-7-9-11-19/h7-11,20-23,33H,12-15H2,1-6H3	null	CC(=O)OCC12C(CCC(C13C(C(CC2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)(C)O)OC(=O)C	2.29999995	21728695;23252572	COCONUT:(CNP0233114);Natural Products:(UNPD10767);database;PubChem:(21728695 23252572);SuperNatural:(SN00348631);PubMed	68722655298
3	1	N/A	-161.5436218250046	C28H36O10	[M + H3N + H]+	WGDSITUJTHQBSE	InChI=1S/C28H36O10/c1-15(29)34-21-20-22(35-16(2)30)28(38-25(20,4)5)26(6,33)14-13-19(27(28,7)23(21)36-17(3)31)37-24(32)18-11-9-8-10-12-18/h8-12,19-23,33H,13-14H2,1-7H3	null	CC(=O)OC1C2C(C3(C(CCC(C3(C1OC(=O)C)C)OC(=O)C4=CC=CC=C4)(C)O)OC2(C)C)OC(=O)C	2.5999999	13995955	COCONUT:(CNP0332333);KNApSAcK:(13171);Natural Products:(UNPD97597);database;PubChem:(13995955);SuperNatural:(SN00323097)	68722655250
4	1	N/A	-171.31846727837222	C28H36O10	[M + H3N + H]+	LPZBTQLFAFZSNV	InChI=1S/C28H36O10/c1-15-12-21(35-17(3)30)23(32)27(14-34-16(2)29)24(37-25(33)19-10-8-7-9-11-19)22(36-18(4)31)20-13-28(15,27)38-26(20,5)6/h7-11,15,20-24,32H,12-14H2,1-6H3	null	CC1CC(C(C2(C13CC(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C)C(O3)(C)C)COC(=O)C)O)OC(=O)C	2.5999999	49831749	COCONUT:(CNP0313780);Natural Products:(UNPD9703);database;PubChem:(49831749);SuperNatural:(SN00393786)	68722655234
5	1	N/A	-171.5508565949903	C28H36O10	[M + H3N + H]+	SPZUYBGWJJYLAL	InChI=1S/C28H36O10/c1-15-12-21(35-17(3)30)23(32)27(14-34-16(2)29)22(37-25(33)19-10-8-7-9-11-19)13-20-24(36-18(4)31)28(15,27)38-26(20,5)6/h7-11,15,20-24,32H,12-14H2,1-6H3	Celahin C	CC1CC(C(C2(C13C(C(CC2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)COC(=O)C)O)OC(=O)C	2.5999999	10007243;101688444	COCONUT:(CNP0230325);KNApSAcK:(38716);Natural Products:(UNPD34262 UNPD142109);database;PubChem:(10007243 101688444);SuperNatural:(SN00370306 SN00240182);PubMed	68722655314
6	1	N/A	-173.57163022633003	C28H36O10	[M + H3N + H]+	BXFJLMKIMHSLHM	InChI=1S/C28H36O10/c1-15-12-21(32)23(36-18(4)31)27(14-34-16(2)29)24(37-25(33)19-10-8-7-9-11-19)22(35-17(3)30)20-13-28(15,27)38-26(20,5)6/h7-11,15,20-24,32H,12-14H2,1-6H3	null	CC1CC(C(C2(C13CC(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C)C(O3)(C)C)COC(=O)C)OC(=O)C)O	2.5999999	49831697;101630372	COCONUT:(CNP0241332);Natural Products:(UNPD180991 UNPD103254);database;PubChem:(49831697 101630372);SuperNatural:(SN00340646 SN00265928)	68722655234
7	1	N/A	-174.19916927428002	C28H36O10	[M + H3N + H]+	PBYYDTQGTBZJGB	InChI=1S/C28H36O10/c1-15-12-21(32)24(36-18(4)31)27(14-34-16(2)29)22(37-25(33)19-10-8-7-9-11-19)13-20-23(35-17(3)30)28(15,27)38-26(20,5)6/h7-11,15,20-24,32H,12-14H2,1-6H3	salasol A	CC1CC(C(C2(C13C(C(CC2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)COC(=O)C)OC(=O)C)O	2.5999999	11092680;101149885	COCONUT:(CNP0247979);KNApSAcK:(40183);Natural Products:(UNPD41093);database;PubChem:(11092680 101149885);SuperNatural:(SN00381076);PubMed	68722655314
8	1	N/A	-175.0897403153559	C28H36O10	[M + H3N + H]+	YHARLQCMJJWFEI	InChI=1S/C28H36O10/c1-16(29)34-15-27(33)13-12-21(37-24(32)19-10-8-7-9-11-19)26(6)22(35-17(2)30)14-20-23(36-18(3)31)28(26,27)38-25(20,4)5/h7-11,20-23,33H,12-15H2,1-6H3	null	CC(=O)OCC1(CCC(C2(C13C(C(CC2OC(=O)C)C(O3)(C)C)OC(=O)C)C)OC(=O)C4=CC=CC=C4)O	2.26394844	""	COCONUT:(CNP0283918);Natural Products:(UNPD134162);database;SuperNatural:(SN00385203)	68722655232
9	1	N/A	-175.87725537197772	C28H36O10	[M + H3N + H]+	PSAJGEQKMHUGPO	InChI=1S/C28H36O10/c1-16(29)35-15-27-20(36-17(2)30)12-13-26(6,33)28(27)23(37-18(3)31)21(25(4,5)38-28)22(32)24(27)34-14-19-10-8-7-9-11-19/h7-11,20-21,23-24,33H,12-15H2,1-6H3	null	CC(=O)OCC12C(CCC(C13C(C(C(=O)C2OCC4=CC=CC=C4)C(O3)(C)C)OC(=O)C)(C)O)OC(=O)C	1.29999995	44132172	COCONUT:(CNP0275622);Natural Products:(UNPD213346);database;PubChem:(44132172)	68721606658
10	1	N/A	-185.7208184257923	C28H36O10	[M + H3N + H]+	GMWUKGFIBNNUQU	InChI=1S/C28H36O10/c1-15-12-21(34-16(2)30)24(36-18(4)32)27(14-29)22(37-25(33)19-10-8-7-9-11-19)13-20-23(35-17(3)31)28(15,27)38-26(20,5)6/h7-11,15,20-24,29H,12-14H2,1-6H3	null	CC1CC(C(C2(C13C(C(CC2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)CO)OC(=O)C)OC(=O)C	2.5999999	76316066	COCONUT:(CNP0188859);KNApSAcK:(13165);Natural Products:(UNPD102336);database;PubChem:(76316066);SuperNatural:(SN00322791)	68722655250
11	1	N/A	-191.39663491711195	C28H36O10	[M + H3N + H]+	NQVQTSVUXGDIAQ	InChI=1S/C28H36O10/c1-12(29)37-18-9-17(31)27-11-36-23(34)24(18,2)15(27)8-16(30)26(4)21(27)20(32)22(33)25(3)14(13-5-6-35-10-13)7-19-28(25,26)38-19/h5-6,10,14-21,23,30-32,34H,7-9,11H2,1-4H3	null	CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(C(=O)C5(C46C(O6)CC5C7=COC=C7)C)O)C)O)C)O)O	0.100000001	76315965;101193721	COCONUT:(CNP0299393);database;PubChem:(76315965 101193721);SuperNatural:(SN00162105);MeSH:(76315965 101193721);PubMed;KEGG Mine	77312557126
12	1	N/A	-198.24442475651227	C28H36O10	[M + H3N + H]+	UVVDUZUSIXBUAK	InChI=1S/C28H36O10/c1-15-12-13-20(35-17(3)30)27(14-34-16(2)29)24(37-25(33)19-10-8-7-9-11-19)22(32)21-23(36-18(4)31)28(15,27)38-26(21,5)6/h7-11,15,20-24,32H,12-14H2,1-6H3	null	CC1CCC(C2(C13C(C(C(C2OC(=O)C4=CC=CC=C4)O)C(O3)(C)C)OC(=O)C)COC(=O)C)OC(=O)C	2.5999999	14431369;132566497;134147235	COCONUT:(CNP0229948);KNApSAcK:(13177);Natural Products:(UNPD110397);database;PubChem:(14431369 132566497 134147235);SuperNatural:(SN00333195);PubMed	68722655314
13	1	N/A	-199.59809985436596	C28H36O10	[M + H3N + H]+	PUNWVWPDKCBXSA	InChI=1S/C28H36O10/c1-12(29)37-18-9-17(31)27-11-36-23(34)24(18,2)15(27)8-16(30)26(4)21(27)20(32)22(33)25(3)14(13-5-6-35-10-13)7-19-28(25,26)38-19/h5-6,10,14-19,21-23,30-31,33-34H,7-9,11H2,1-4H3	12-Hydroxyamoorastatin	CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)O)C)O)C)O)O	0.100000001	326835;441800;5462416;11970198;44575785;92029156;101965425;102482265	COCONUT:(CNP0270389);KNApSAcK:(3715);Natural Products:(UNPD29961 UNPD21801);database;PubChem:(326835 441800 5462416 11970198 44575785 92029156 101965425 102482265);SuperNatural:(SN00323772 SN00311237);CHEBI:(748);MeSH:(326835 5462416 11970198 44575785 92029156 102482265);KEGG:(C08767);PubMed	68722655606
14	1	N/A	-204.6067160058763	C28H36O10	[M + H3N + H]+	BRKBLUGVYARNGW	InChI=1S/C28H36O10/c1-14(29)34-18-13-26(5,33)28-22(31)17(25(3,4)38-28)12-19(35-15(2)30)27(28,6)23(18)37-24(32)21-20(36-21)16-10-8-7-9-11-16/h7-11,17-23,31,33H,12-13H2,1-6H3	null	CC(=O)OC1CC2C(C3(C1(C(C(CC3(C)O)OC(=O)C)OC(=O)C4C(O4)C5=CC=CC=C5)C)OC2(C)C)O	1.56079876	""	COCONUT:(CNP0322080);KNApSAcK:(13161);Natural Products:(UNPD83639);database;SuperNatural:(SN00394306)	68722655248
15	1	N/A	-207.40751500564585	C28H36O10	[M + H3N + H]+	VUCZVMLURMJYHT	InChI=1S/C28H36O10/c1-13(29)37-19-11-26(3)18(24(22(19)32)38-14(2)30)7-6-17-21(26)23(33)25(34)27(4)16(9-10-28(17,27)35)15-5-8-20(31)36-12-15/h5,8,12,16-19,21-24,32-33,35H,6-7,9-11H2,1-4H3	[(2R,3S,4R,5R,8R,9S,10S,11S,13R,14S,17R)-4-acetyloxy-3,11,14-trihydroxy-10,13-dimethyl-12-oxo-17-(6-oxopyran-3-yl)-2,3,4,5,6,7,8,9,11,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-2-yl] acetate	CC(=O)OC1CC2(C(CCC3C2C(C(=O)C4(C3(CCC4C5=COC(=O)C=C5)O)C)O)C(C1O)OC(=O)C)C	0.699999988	21579659	COCONUT:(CNP0168060);Natural Products:(UNPD150429);database;PubChem:(21579659);SuperNatural:(SN00325000)	68722655234
16	1	N/A	-208.59888552425699	C28H36O10	[M + H3N + H]+	DVEVNJSTCHVUOO	InChI=1S/C28H36O10/c1-14(29)37-19-11-25(3)22-18(7-9-27(25,34)12-20(19)38-15(2)30)28(35)10-8-17(16-5-6-21(31)36-13-16)26(28,4)24(33)23(22)32/h5-6,13,17-20,22-23,32,34-35H,7-12H2,1-4H3	null	CC(=O)OC1CC2(C3C(CCC2(CC1OC(=O)C)O)C4(CCC(C4(C(=O)C3O)C)C5=COC(=O)C=C5)O)C	0.600000024	15924888	COCONUT:(CNP0306416);Natural Products:(UNPD97722);database;PubChem:(15924888);SuperNatural:(SN00373421);CHEBI:(134224);PubMed	68722655330
17	1	N/A	-225.67473902819418	C28H36O10	[M + H3N + H]+	ZIKZPLSIAVHITA	InChI=1S/C28H36O10/c1-14(29)36-19(12-20(31)32)26(5)16-7-9-25(4)21(15-8-10-35-13-15)37-23(33)22-28(25,38-22)27(16,6)18(30)11-17(26)24(2,3)34/h8,10,13,16-17,19,21-22,34H,7,9,11-12H2,1-6H3,(H,31,32)	null	CC(=O)OC(CC(=O)O)C1(C2CCC3(C(OC(=O)C4C3(C2(C(=O)CC1C(C)(C)O)C)O4)C5=COC=C5)C)C	1.79999995	76315917;101593055;125416127;124708033;129008860;131751863	COCONUT:(CNP0250948);HMDB:(35771);KNApSAcK:(41703);Natural Products:(UNPD21940 UNPD82946 UNPD111006);database;PubChem:(76315917 101593055 125416127 124708033 129008860 131751863);SuperNatural:(SN00254930 SN00337324 SN00267060);PubChem class - bio and metabolites;Training Set;KEGG Mine	77329383450
