structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3212347593262063	-6.178382855220209	C21H20O10	[M + H]+	ZCOLJUOHXJRHDI	InChI=1S/C21H20O10/c22-7-15-18(26)19(27)20(28)21(31-15)30-11-5-13(24)16-14(6-11)29-8-12(17(16)25)9-1-3-10(23)4-2-9/h1-6,8,15,18-24,26-28H,7H2	Genistin	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O	0.899999976	5281377;5284639;6426646;6915831;12310088;12310089;12310091;10071441;25721700;44257273;45924037;51521847;51402827;51403121;59576005;73265367;71317062;89004775;89015031;122643322;121458910;124427631;132472327	HMDB:(33988);SuperNatural:(SN00011168 SN00011131 SN00011132 SN00241843 SN00020232 SN00315627 SN00155195 SN00006945 SN00166219);ZINC bio:(ZINC04097913 ZINC04349776 ZINC04349782 ZINC04404499 ZINC04404500 ZINC04404502 ZINC13424749 ZINC13549420);additional;MeSH:(5281377 44257273);Plantcyc:(CPD-3421);PubMed;NORMAN:(NS00002852);COCONUT:(CNP0131373 CNP0258154);KNApSAcK:(2528);Natural Products:(UNPD57813 UNPD135726 UNPD37448 UNPD59439 UNPD66080);database;PubChem:(5281377 5284639 6426646 6915831 12310088 12310089 12310091 10071441 25721700 44257273 45924037 51521847 51402827 51403121 59576005 73265367 71317062 89004775 89015031 122643322 121458910 124427631 132472327);CHEBI:(140305 91655 27514);PubChem class - bio and metabolites;KEGG:(C09126);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-3421)	68807485822
2	1	N/A	-15.974432365383153	C21H20O10	[M + H]+	ISQRJFLLIDGZEP	InChI=1S/C21H20O10/c22-7-15-18(26)19(27)20(28)21(31-15)30-11-3-1-9(2-4-11)12-8-29-14-6-10(23)5-13(24)16(14)17(12)25/h1-6,8,15,18-24,26-28H,7H2	Sophoricoside	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)OC4C(C(C(C(O4)CO)O)O)O	0.899999976	5546106;5548802;7036443;6078194;5321398;6364806;7897148;7897149;7897150;6561674;12442900;23795377;40782074;44257275;124832105;124832106;124832107;135398102	COCONUT:(CNP0230009);KNApSAcK:(10105);Natural Products:(UNPD104387 UNPD176758);database;PubChem:(5546106 5548802 7036443 6078194 5321398 6364806 7897148 7897149 7897150 6561674 12442900 23795377 40782074 44257275 124832105 124832106 124832107 135398102);SuperNatural:(SN00074311 SN00077431 SN00375405);ZINC bio:(ZINC01806960 ZINC04136964 ZINC06143118 ZINC06143119 ZINC06143120 ZINC06143121 ZINC08647924 ZINC12139865 ZINC12139866 ZINC12139867);additional;MeSH:(5321398 135398102);Training Set;PubMed;Biocyc:(CPD-21624)	68723206230
3	1	N/A	-22.932276337630093	C21H20O10	[M + H]+	KMOUJOKENFFTPU	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-7,16,18-24,26-28H,8H2	Cosmetin	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O	0.450817168	5280704;5385553;5464455;12304093;12304094;12304095;16757873;44257792;44257799;45933926;51382569;51402799;51416710;51416711;57469484;86289341;92218152;101339211;124708112;133564578;138107634	HMDB:(37340);SuperNatural:(SN00013660 SN00011080 SN00320640 SN00304878 SN00334489 SN00156134 SN00011079 SN00397002 SN00158573 SN00020200 SN00006663 SN00364003);ZINC bio:(ZINC03983877 ZINC04349019 ZINC04349021 ZINC04349022 ZINC05742780 ZINC13424715);additional;MeSH:(5280704 5385553 5464455 12304093 12304094 133564578);Plantcyc:(APIGENIN-7-O-BETA-D-GLUCOSIDE);PubMed;NORMAN:(NS00040184);COCONUT:(CNP0103424 CNP0416132);KNApSAcK:(1017);Natural Products:(UNPD70620 UNPD87781 UNPD88028 UNPD43826 UNPD78406 UNPD76301 UNPD112511 UNPD229433 UNPD94986 UNPD107039);database;PubChem:(5280704 5385553 5464455 12304093 12304094 12304095 16757873 44257792 44257799 45933926 51382569 51402799 51416710 51416711 57469484 86289341 92218152 101339211 124708112 133564578 138107634);CHEBI:(132818 77722 16778);PubChem class - bio and metabolites;KEGG:(C04608);Training Set;Biocyc:(APIGENIN-7-O-BETA-D-GLUCOSIDE)	68740376958
4	1	N/A	-23.694661698680907	C21H20O10	[M + H]+	TXLQONQJSWSJJX	InChI=1S/C21H20O10/c22-7-15-18(26)19(27)20(28)21(31-15)30-14-6-11(24)5-13-16(14)17(25)12(8-29-13)9-1-3-10(23)4-2-9/h1-6,8,15,18-24,26-28H,7H2	Genistein 5-O-glucoside	C1=CC(=CC=C1C2=COC3=C(C2=O)C(=CC(=C3)O)OC4C(C(C(C(O4)CO)O)O)O)O	0.300000012	14583642;14583643;44257281;54338812;91600791	COCONUT:(CNP0168447);HMDB:(38740);KNApSAcK:(10162);Natural Products:(UNPD91171 UNPD124964);database;PubChem:(14583642 14583643 44257281 54338812 91600791);SuperNatural:(SN00230466 SN00289352);PubChem class - bio and metabolites;PubMed	68739432538
5	1	N/A	-38.53147423045576	C21H20O10	[M + H]+	VEEIDCZENCXYKD	InChI=1S/C21H20O10/c22-7-15-18(26)19(27)20(28)21(31-15)30-9-5-13(24)16-14(6-9)29-8-11(17(16)25)10-3-1-2-4-12(10)23/h1-6,8,15,18-24,26-28H,7H2	Isogenistein 7-O-glucoside	C1=CC=C(C(=C1)C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O	0.899999976	44257268;131751508	COCONUT:(CNP0109596);HMDB:(33982);KNApSAcK:(10111);Natural Products:(UNPD89791);database;PubChem:(44257268 131751508);PubChem class - bio and metabolites	68738383898
6	1	N/A	-53.336676571717454	C21H20O10	[M + H]+	ZFPMFULXUJZHFG	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)30-15-6-11(24)5-14-17(15)12(25)7-13(29-14)9-1-3-10(23)4-2-9/h1-7,16,18-24,26-28H,8H2	Apigenin 5-glucoside	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)O)O	0.450817168	14730805;14730806;22840472;44257795;44257796;124562355;124708163	COCONUT:(CNP0218460);KNApSAcK:(4139);Natural Products:(UNPD10183 UNPD35780 UNPD216406);database;PubChem:(14730805 14730806 22840472 44257795 44257796 124562355 124708163);SuperNatural:(SN00381470 SN00253256);PubMed	68722655314
7	1	N/A	-55.85113482015506	C21H20O10	[M + H]+	ACBOFPQSBWBAQR	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-2-1-3-10(23)4-9/h1-7,16,18-24,26-28H,8H2	null	C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O	0.899999976	102257014	COCONUT:(CNP0150394);Natural Products:(UNPD50162);database;PubChem:(102257014);SuperNatural:(SN00336067)	68722655234
8	1	N/A	-56.62755436724643	C21H20O10	[M + H]+	ICLVCWSZHUZEFT	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-3-1-9(2-4-11)14-7-13(25)17-12(24)5-10(23)6-15(17)30-14/h1-7,16,18-24,26-28H,8H2	Apigenin 4''-glucoside	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O	0.450817168	5491384;13377094;13377095;44257805;101135001	COCONUT:(CNP0206784);HMDB:(41591);KNApSAcK:(4149);Natural Products:(UNPD192384 UNPD36080 UNPD146430);database;PubChem:(5491384 13377094 13377095 44257805 101135001);SuperNatural:(SN00027367 SN00305766 SN00387483);ZINC bio:(ZINC28577880);additional;PubChem class - bio and metabolites;Training Set;PubMed	68739981402
9	1	N/A	-57.137539022272826	C21H20O10	[M + H]+	KITQZTHJDLCXMR	InChI=1S/C21H20O10/c22-8-13-15(24)17(26)19(28)21(31-13)29-10-6-11(23)14-12(7-10)30-20(18(27)16(14)25)9-4-2-1-3-5-9/h1-7,13,15,17,19,21-24,26-28H,8H2	Galangin 7-glucoside	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O	1.10000002	5488495;44258724	COCONUT:(CNP0166918);KNApSAcK:(5122);Natural Products:(UNPD59449);database;PubChem:(5488495 44258724);SuperNatural:(SN00227615);KEGG Mine	77312589842
10	1	N/A	-68.78538028130833	C21H20O10	[M + H]+	LNUNSWVNHKOUNQ	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-9-5-12(24)17-13(25)7-14(30-15(17)6-9)10-3-1-2-4-11(10)23/h1-7,16,18-24,26-28H,8H2	5,7,2''-Trihydroxy 7-glucoside	C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O	0.899999976	44257609	PubChem:(44257609);COCONUT:(CNP0008304);database	68721573890
11	1	N/A	-72.17023395114111	C21H20O10	[M + H]+	JHCRUHWDZPSZCT	InChI=1S/C21H20O10/c22-8-14-16(25)17(26)19(28)21(31-14)29-11-5-6-12-13(7-11)30-20(18(27)15(12)24)9-1-3-10(23)4-2-9/h1-7,14,16-17,19,21-23,25-28H,8H2	Resokaempferol 7-glucoside	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)O	0.5	44258675	COCONUT:(CNP0221628);KNApSAcK:(5128);Natural Products:(UNPD87120 UNPD154414);database;PubChem:(44258675);SuperNatural:(SN00337543 SN00377943);KEGG Mine	77312589842
