structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2378695935424844	-51.19838178595989	C20H22O10	[M + Cl]-	VYRJQVWKLFWZBD	InChI=1S/C20H22O10/c21-8-14-16(24)17(25)18(26)20(30-14)29-13-7-2-1-4-10(13)9-28-19(27)15-11(22)5-3-6-12(15)23/h1-7,14,16-18,20-26H,8-9H2	null	C1=CC=C(C(=C1)COC(=O)C2=C(C=CC=C2O)O)OC3C(C(C(C(O3)CO)O)O)O	0.274971187	""	COCONUT:(CNP0149242);Natural Products:(UNPD37077);database;SuperNatural:(SN00403176)	68722655232
2	1	N/A	-61.20288642476525	C20H22O10	[M + Cl]-	JAKPEFAGBAKNJU	InChI=1S/C20H22O10/c21-8-15-16(24)17(25)18(26)20(30-15)29-14-6-1-10(7-13(14)23)9-28-19(27)11-2-4-12(22)5-3-11/h1-7,15-18,20-26H,8-9H2	[3-hydroxy-4-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 4-hydroxybenzoate	C1=CC(=CC=C1C(=O)OCC2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	0.400000006	5318154;22524276	COCONUT:(CNP0339790);Natural Products:(UNPD118734 UNPD59212);database;PubChem:(5318154 22524276);SuperNatural:(SN00160294 SN00360166)	68722655234
3	1	N/A	-64.12825048155801	C20H22O10	[M + Cl]-	LRFIKYDSTHZRKW	InChI=1S/C20H22O10/c21-8-15-16(24)17(25)18(26)20(30-15)29-12-4-1-10(2-5-12)9-28-19(27)11-3-6-13(22)14(23)7-11/h1-7,15-18,20-26H,8-9H2	4-(O-beta-D-glucopyranosyl)benzyl protocatechoate	C1=CC(=CC=C1COC(=O)C2=CC(=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O	0.274971187	10409977;90279951	COCONUT:(CNP0283173);Natural Products:(UNPD157142);database;PubChem:(10409977 90279951);SuperNatural:(SN00313757);CHEBI:(65402);MeSH:(10409977);PubMed	68722655334
4	1	N/A	-71.94957627283756	C20H22O10	[M + Cl]-	GNXTXOFQVXEFMO	InChI=1S/C20H22O10/c21-8-14-15(24)16(25)17(26)20(29-14)30-18-10(4-3-7-13(18)23)9-28-19(27)11-5-1-2-6-12(11)22/h1-7,14-17,20-26H,8-9H2	null	C1=CC=C(C(=C1)C(=O)OCC2=C(C(=CC=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O	0.274971187	""	COCONUT:(CNP0324337);Natural Products:(UNPD86566);database;SuperNatural:(SN00315244)	68722655232
5	1	N/A	-79.36240663858922	C20H22O10	[M + Cl]-	XVAGHKXZEPMARO	InChI=1S/C20H22O10/c1-27-14-8-10(2-7-13(14)22)19(26)28-9-15-16(23)17(24)18(25)20(30-15)29-12-5-3-11(21)4-6-12/h2-8,15-18,20-25H,9H2,1H3	[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl 4-hydroxy-3-methoxybenzoate	COC1=C(C=CC(=C1)C(=O)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)O)O)O)O)O	0.699999988	11845387	COCONUT:(CNP0223541);Natural Products:(UNPD209853);database;PubChem:(11845387)	68721606658
6	1	N/A	-85.24659168948246	C20H22O10	[M + Cl]-	FDCBLWHBNWZLPS	InChI=1S/C20H22O10/c1-27-14-8-12(22)6-7-13(14)29-20-18(25)17(24)16(23)15(30-20)9-28-19(26)10-2-4-11(21)5-3-10/h2-8,15-18,20-25H,9H2,1H3	null	COC1=C(C=CC(=C1)O)OC2C(C(C(C(O2)COC(=O)C3=CC=C(C=C3)O)O)O)O	0.71995908	71496291	COCONUT:(CNP0118043);Natural Products:(UNPD227306);database;PubChem:(71496291)	68721606658
7	1	N/A	-100.9502789518725	C20H22O10	[M + Cl]-	WFZWIUICZSVPTC	InChI=1S/C20H22O10/c1-27-14-8-12(6-7-13(14)22)29-20-18(25)17(24)16(23)15(30-20)9-28-19(26)10-2-4-11(21)5-3-10/h2-8,15-18,20-25H,9H2,1H3	null	COC1=C(C=CC(=C1)OC2C(C(C(C(O2)COC(=O)C3=CC=C(C=C3)O)O)O)O)O	0.699999988	71496189	COCONUT:(CNP0291951);Natural Products:(UNPD225222);database;PubChem:(71496189)	68721606658
8	1	N/A	-108.82150146580327	C20H22O10	[M + Cl]-	QHFNRTBSEVVYQR	InChI=1S/C20H22O10/c21-8-14-16(23)17(24)18(25)20(30-14)29-12-6-2-1-4-10(12)9-28-13-7-3-5-11(22)15(13)19(26)27/h1-7,14,16-18,20-25H,8-9H2,(H,26,27)	2-hydroxy-6-[[2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methoxy]benzoic acid	C1=CC=C(C(=C1)COC2=CC=CC(=C2C(=O)O)O)OC3C(C(C(C(O3)CO)O)O)O	0.274971187	11796478	COCONUT:(CNP0116557);Natural Products:(UNPD155814);database;PubChem:(11796478);SuperNatural:(SN00374407)	68722655234
9	1	N/A	-118.61817998726059	C20H22O10	[M + Cl]-	VYMSHAVIXLGIDI	InChI=1S/C20H22O10/c1-27-14-8-10(2-7-13(14)22)19(26)28-11-3-5-12(6-4-11)29-20-18(25)17(24)16(23)15(9-21)30-20/h2-8,15-18,20-25H,9H2,1H3	null	COC1=C(C=CC(=C1)C(=O)OC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O	0.71995908	25147097	COCONUT:(CNP0110110);Natural Products:(UNPD96395);database;PubChem:(25147097)	68721606658
10	1	N/A	-125.33492666535858	C20H22O10	[M + Cl]-	CJVSZACCCLUFJN	InChI=1S/C20H22O10/c21-12-6-11(7-13(22)15(12)23)19(27)28-9-14-16(24)17(25)18(26)20(30-14)29-8-10-4-2-1-3-5-10/h1-7,14,16-18,20-26H,8-9H2	null	C1=CC=C(C=C1)COC2C(C(C(C(O2)COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O	0.274971187	102023507	COCONUT:(CNP0162637);KNApSAcK:(31624);Natural Products:(UNPD170131);database;PubChem:(102023507);SuperNatural:(SN00384406)	68722655250
