structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.3984992404738605	-27.41033767820525	C15H14O6	[M + H]+	PFTAWBLQPZVEMU	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Catergen	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	1.47232497	1203;9064;72276;73160;182232;255538;10517669;12015783;12309507;12309508;12309509;11087562;44224836;49787818;49787895;66995311;71310842;71310843;71314581;86271441;86271442;86271443;118886880;118886881;118886882;118886930;131871365	HMDB:(1871 2780 37953 37954 127721);SuperNatural:(SN00001082 SN00001083 SN00001085 SN00001084);ZINC bio:(ZINC00119978 ZINC00119983 ZINC00119985 ZINC00119988);additional;MeSH:(9064 72276);Plantcyc:(CPD-1961 CPD-7630);PubMed;NORMAN:(NS00004541);COCONUT:(CNP0293352);KNApSAcK:(947);Natural Products:(UNPD107895 UNPD80387 UNPD57689 UNPD108574);database;PubChem:(1203 9064 72276 73160 182232 255538 10517669 12015783 12309507 12309508 12309509 11087562 44224836 49787818 49787895 66995311 71310842 71310843 71314581 86271441 86271442 86271443 118886880 118886881 118886882 118886930 131871365);CHEBI:(90 23053 76125 33992 15600);PubChem class - bio and metabolites;KEGG:(C14079 C09728 C06562 C17590 C09727);PubChem class - safety and toxic;YMDB:(1653);Training Set;PubChem class - drug;Biocyc:(CPD-19100 CPD-1961 CPD-7630 CPD-19097)	68841105790
2	1	N/A	-61.54231465057976	C15H14O6	[M + H]+	MKXNQWPXEHIMRX	InChI=1S/C15H14O6/c16-8-1-7(2-9(17)3-8)15-13(20)6-11-12(19)4-10(18)5-14(11)21-15/h1-5,13,15-20H,6H2	(2R,3R)-3,5,7,3'',5''-Pentahydroxyflavan	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=CC(=C3)O)O)O	1.47232497	44257055;50902592;92468387;123539448	COCONUT:(CNP0146424);HMDB:(141544);KNApSAcK:(8828);Natural Products:(UNPD173540 UNPD123080 UNPD199499);database;PubChem:(44257055 50902592 92468387 123539448);SuperNatural:(SN00264898 SN00272526);ZINC bio:(ZINC14643053);PubChem class - bio and metabolites;PubMed	68739440730
3	1	N/A	-85.29859832775104	C15H14O6	[M + H]+	INFSVMACOKVKOV	InChI=1S/C15H14O6/c16-7-1-2-11(18)10(3-7)15-13(20)6-9-12(19)4-8(17)5-14(9)21-15/h1-5,13,15-20H,6H2	(2R-cis)-2-(2,5-Dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol	C1C(C(OC2=CC(=CC(=C21)O)O)C3=C(C=CC(=C3)O)O)O	1.47232497	44257054	COCONUT:(CNP0159984);KNApSAcK:(13249);Natural Products:(UNPD172420);database;PubChem:(44257054);SuperNatural:(SN00340500)	68722655250
4	1	N/A	-87.29780467780378	C15H14O6	[M + H]+	YQHWBXHXTURMRW	InChI=1S/C15H14O6/c16-7-4-11(19)8-6-12(20)15(21-13(8)5-7)14-9(17)2-1-3-10(14)18/h1-5,12,15-20H,6H2	null	C1C(C(OC2=CC(=CC(=C21)O)O)C3=C(C=CC=C3O)O)O	1.47232497	""	COCONUT:(CNP0289709);Natural Products:(UNPD52935);database;SuperNatural:(SN00373685)	68722655232
5	1	N/A	-88.0020610506827	C15H14O6	[M + H]+	GMPPKSLKMRADRM	InChI=1S/C15H14O6/c16-9-2-1-7-3-12(19)15(21-13(7)6-9)8-4-10(17)14(20)11(18)5-8/h1-2,4-6,12,15-20H,3H2	Robinetinidol	C1C(C(OC2=C1C=CC(=C2)O)C3=CC(=C(C(=C3)O)O)O)O	1.47232497	12314982;12314983;44257052;101846310	COCONUT:(CNP0286093);KNApSAcK:(8825);Natural Products:(UNPD155351 UNPD160189 UNPD220903);database;PubChem:(12314982 12314983 44257052 101846310);SuperNatural:(SN00279302 SN00381842);CHEBI:(68327);MeSH:(12314983);PubMed;KEGG Mine	77312589942
6	1	N/A	-89.0911039440976	C15H14O6	[M + H]+	VBMMNHVFWRTWNL	InChI=1S/C15H14O6/c16-8-5-10(17)9-1-2-13(21-14(9)6-8)7-3-11(18)15(20)12(19)4-7/h3-6,13,16-20H,1-2H2	null	C1CC2=C(C=C(C=C2OC1C3=CC(=C(C(=C3)O)O)O)O)O	2.0	15558854;44236854;135312807	COCONUT:(CNP0184691);Natural Products:(UNPD200077);database;PubChem:(15558854 44236854 135312807);PubMed;KEGG Mine	77311541314
7	1	N/A	-92.04961586538221	C15H14O6	[M + H]+	OFZBQQUVMQGHDJ	InChI=1S/C15H14O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,13-20H	Oprea1_313830	C1=CC(=C(C=C1C2C(C(C3=C(O2)C=C(C=C3)O)O)O)O)O	0.699999988	164762;442398;3508976;12305024;12305025;44257142;59024522;101340264;101340265;101340266	COCONUT:(CNP0132968);KNApSAcK:(8998);Natural Products:(UNPD73301 UNPD49888 UNPD86415 UNPD32343 UNPD64894 UNPD94327 UNPD20189);database;PubChem:(164762 442398 3508976 12305024 12305025 44257142 59024522 101340264 101340265 101340266);SuperNatural:(SN00260336 SN00351716 SN00306000 SN00264948 SN00338312 SN00351791);CHEBI:(5067);ZINC bio:(ZINC06092138);MeSH:(3508976);KEGG:(C09736);PubMed	68722663798
8	1	N/A	-95.17402200063427	C15H14O6	[M + H]+	TXULLYMENMRLHL	InChI=1S/C15H14O6/c16-9-3-1-7(5-11(9)18)14-12(19)6-8-2-4-10(17)13(20)15(8)21-14/h1-5,12,14,16-20H,6H2	Mesquitol	C1C(C(OC2=C1C=CC(=C2O)O)C3=CC(=C(C=C3)O)O)O	1.39999998	11033582;10236414;13888366;26194356	COCONUT:(CNP0243518);KNApSAcK:(8827);Natural Products:(UNPD202543 UNPD166667 UNPD68525);database;PubChem:(11033582 10236414 13888366 26194356);SuperNatural:(SN00258690);PubMed;KEGG Mine	77312589906
9	1	N/A	-107.06367156473078	C15H14O6	[M + H]+	FSVMLWOLZHGCQX	InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H	Leucopelargonidin	C1=CC(=CC=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O	0.699999988	440073;3286789;59024543;92143192;92178605;92212886;92212887;98620495;129359792	HMDB:(32322);SuperNatural:(SN00292050 SN00156032);ZINC bio:(ZINC00968161 ZINC02558145 ZINC04096168 ZINC04096169);Plantcyc:(LEUCOPELARGONIDIN-CMPD);PubMed;COCONUT:(CNP0293832);KNApSAcK:(20638);Natural Products:(UNPD91176 UNPD24813);database;PubChem:(440073 3286789 59024543 92143192 92178605 92212886 92212887 98620495 129359792);CHEBI:(17343);PubChem class - bio and metabolites;KEGG:(C03648);Biocyc:(LEUCOPELARGONIDIN-CMPD)	68739574138
10	1	N/A	-108.34302638449205	C15H14O6	[M + H]+	FSYDWKPCKNCRDI	InChI=1S/C15H14O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5,12-13,16-20H,6H2	Luteoforol	C1C(C2=C(C=C(C=C2OC1C3=CC(=C(C=C3)O)O)O)O)O	1.29999995	114505;440834;70490063;121225720;121231123	HMDB:(41310);SuperNatural:(SN00260218 SN00228140);MeSH:(114505 440834 121231123);Plantcyc:(CPD-11941);PubMed;COCONUT:(CNP0163089);KNApSAcK:(8977);Natural Products:(UNPD169743 UNPD185082);database;PubChem:(114505 440834 70490063 121225720 121231123);CHEBI:(27686);PubChem class - bio and metabolites;KEGG:(C05907);Biocyc:(CPD-11941)	68739565950
