structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.40112122362288166	-208.43508227320012	C27H30O11	[M - H]-	IYCPMVXIUPYNHI	InChI=1S/C27H30O11/c1-12(2)4-9-15-17(36-27-24(34)22(32)20(30)18(11-28)37-27)10-16(29)19-21(31)23(33)25(38-26(15)19)13-5-7-14(35-3)8-6-13/h4-8,10,18,20,22,24,27-30,32-34H,9,11H2,1-3H3	Icariside I	CC(=CCC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)OC)O)OC4C(C(C(C(O4)CO)O)O)O)C	3.0	5745470;14187155;24898295;44259055;68965752;69267932;69267939	HMDB:(139405);SuperNatural:(SN00162004 SN00291376);additional;MeSH:(5745470 14187155 44259055);PubMed;COCONUT:(CNP0097923 CNP0103944);KNApSAcK:(5819);Natural Products:(UNPD47975 UNPD97749);database;PubChem:(5745470 14187155 24898295 44259055 68965752 69267932 69267939);PubChem class - bio and metabolites;Training Set;KEGG Mine	77329907806
2	1	N/A	-258.5754655297514	C27H30O11	[M - H]-	MJCAZJRHCYZNAX	InChI=1S/C27H30O11/c1-11(2)5-7-14-15(28)10-17(30)19-21(32)26(38-27-23(34)22(33)20(31)12(3)36-27)24(37-25(14)19)13-6-8-18(35-4)16(29)9-13/h5-6,8-10,12,20,22-23,27-31,33-34H,7H2,1-4H3	Caohuoside C	CC1C(C(C(C(O1)OC2=C(OC3=C(C(=CC(=C3C2=O)O)O)CC=C(C)C)C4=CC(=C(C=C4)OC)O)O)O)O	3.0999999	44259411;102471953	COCONUT:(CNP0076115);KNApSAcK:(5835);database;PubChem:(44259411 102471953)	68721573906
3	1	N/A	-285.40954112013384	C27H30O11	[M - H]-	LLNBDBPIVSGXJA	InChI=1S/C27H30O11/c1-12(2)4-5-13-6-15-16(29)9-19(14-7-17(30)26(35-3)18(31)8-14)36-21(15)10-20(13)37-27-25(34)24(33)23(32)22(11-28)38-27/h4,6-10,22-25,27-28,30-34H,5,11H2,1-3H3	Wushanicariin	CC(=CCC1=CC2=C(C=C1OC3C(C(C(C(O3)CO)O)O)O)OC(=CC2=O)C4=CC(=C(C(=C4)O)OC)O)C	2.20000005	3082728;21549901	COCONUT:(CNP0358967);Natural Products:(UNPD186816 UNPD148263);database;PubChem:(3082728 21549901);SuperNatural:(SN00304271 SN00309569 SN00169147);MeSH:(3082728);PubMed	68722655302
4	1	N/A	-292.5592260949008	C27H30O11	[M - H]-	NNCVVPLZMBGDIK	InChI=1S/C27H30O11/c28-20-12-6-7-13-27(20,34)26(33)36-14-17-10-4-5-11-18(17)37-25-23(31)22(30)21(29)19(38-25)15-35-24(32)16-8-2-1-3-9-16/h1-5,7-11,13,19-23,25,28-31,34H,6,12,14-15H2	null	C1CC(C(C=C1)(C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)COC(=O)C4=CC=CC=C4)O)O)O)O)O	1.5	57509345;95789964;95789965;95789966;95789967	COCONUT:(CNP0086722);database;PubChem:(57509345 95789964 95789965 95789966 95789967);SuperNatural:(SN00041583 SN00041582 SN00041581 SN00041580);ZINC bio:(ZINC72320023 ZINC72320024 ZINC72320025 ZINC72320026);additional;Training Set	68723171330
5	1	N/A	-297.38159961116065	C27H30O11	[M - H]-	SJIIURCADOARFK	InChI=1S/C27H30O11/c1-11-19(30)21(32)22(33)26(35-11)37-25-20(31)18-16(29)10-15(28)14(9-17-27(2,3)38-17)24(18)36-23(25)12-5-7-13(34-4)8-6-12/h5-8,10-11,17,19,21-22,26,28-30,32-33H,9H2,1-4H3	null	CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC4C(O4)(C)C)O)O)C5=CC=C(C=C5)OC)O)O)O	2.17098856	""	COCONUT:(CNP0300433);Natural Products:(UNPD5646);database;SuperNatural:(SN00260979)	68722655232
6	1	N/A	-314.4798353955092	C27H30O11	[M - H]-	NMPAISVEPHNOCP	InChI=1S/C27H30O11/c1-4-12(2)27(34)38-26-23(33)22(32)19(11-28)37-25(26)21-18(35-3)10-16(31)20-15(30)9-17(36-24(20)21)13-5-7-14(29)8-6-13/h5-10,12,19,22-23,25-26,28-29,31-33H,4,11H2,1-3H3	Isoswertisin 2''''-O-(2''''''-methylbutyrate)	CCC(C)C(=O)OC1C(C(C(OC1C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=C(C=C4)O)O)OC)CO)O)O	2.5	21578034;44258343	COCONUT:(CNP0189747);KNApSAcK:(14094);Natural Products:(UNPD116438);database;PubChem:(21578034 44258343);SuperNatural:(SN00368783)	68722655250
7	1	N/A	-328.223379371415	C27H30O11	[M - H]-	UTULZZKBGPPSOF	InChI=1S/C27H30O11/c1-35-21-11-15(5-9-19(21)31)3-7-17(29)13-18(30)8-4-16-6-10-20(22(12-16)36-2)37-27-26(34)25(33)24(32)23(14-28)38-27/h3-13,23-28,30-34H,14H2,1-2H3	curcumin monoglucoside	COC1=C(C=CC(=C1)C=CC(=O)C=C(C=CC2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)OC)O)O	1.64852226	11526601;11249543;16723753;101747748;101747753;139031794	COCONUT:(CNP0028164);database;PubChem:(11526601 11249543 16723753 101747748 101747753 139031794);CHEBI:(81314);PubChem class - bio and metabolites;KEGG:(C17749);Plantcyc:(CPD-6622);KEGG Mine	77328417058
8	1	N/A	-333.5848864544521	C27H30O11	[M - H]-	OHXSEHQAFDYWTK	InChI=1S/C27H30O11/c1-4-12(2)27(34)38-26-22(32)19(11-28)37-25(23(26)33)21-18(35-3)10-16(31)20-15(30)9-17(36-24(20)21)13-5-7-14(29)8-6-13/h5-10,12,19,22-23,25-26,28-29,31-33H,4,11H2,1-3H3	Isoswertisin 3''''-O-(2''''''-methylbutyrate)	CCC(C)C(=O)OC1C(C(OC(C1O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=C(C=C4)O)O)OC)CO)O	2.5	21578035;44258344	COCONUT:(CNP0232611);KNApSAcK:(14095);Natural Products:(UNPD123642);database;PubChem:(21578035 44258344);SuperNatural:(SN00268017)	68722655250
9	1	N/A	-358.42000327470066	C27H30O11	[M - H]-	VMTVSRVEQGYRCZ	InChI=1S/C27H30O11/c28-14-19-21(30)22(31)23(38-24(32)16-8-2-1-3-9-16)25(37-19)36-18-11-5-4-10-17(18)15-35-26(33)27(34)13-7-6-12-20(27)29/h1-5,7-11,13,19-23,25,28-31,34H,6,12,14-15H2	tremulacinol	C1CC(C(C=C1)(C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC=CC=C4)O)O	2.0	11341554;21578032;101731472	COCONUT:(CNP0287926);Natural Products:(UNPD108594);database;PubChem:(11341554 21578032 101731472);SuperNatural:(SN00374694);PubMed;KEGG Mine	77312589890
10	1	N/A	-368.62605342566746	C27H30O11	[M - H]-	SHKKKJAZAXOQJJ	InChI=1S/C27H30O11/c1-35-21-11-15(5-9-19(21)31)3-7-17(29)13-18(30)8-4-16-6-10-20(22(12-16)36-2)37-27-26(34)25(33)24(32)23(14-28)38-27/h3-13,23-29,31-34H,14H2,1-2H3	null	COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O	1.6488646046582933	""	""	0
