structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.28683317356870575	-9.248956305478451	C30H26O12	[M + H]+	XFZJEEAOWLFHDH	InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2	Endotelon	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.4000001	122738;130556;146798;147299;360757;442677;3246477;5320711;12109519;9959902;12967793;13269082;13269084;13269085;13269086;13269087;13269088;13269089;13269091;13269092;11180720;10303632;11250133;11342217;11399041;17751036;25185422;24823045;44318001;53298518;92252675;92252677;101022208;101022210;102012878;101236696;102150301;101416648;102328562;102328563;102509284;101986441;101990388;126736033;137425833	HMDB:(29754 37968 13690 33973 33974);SuperNatural:(SN00393563 SN00159697 SN00157195 SN00143476 SN00177677 SN00289116 SN00317684 SN00251454 SN00157449 SN00332801 SN00386517 SN00366745 SN00157592 SN00143408 SN00177676 SN00275397 SN00395759);additional;MeSH:(122738 130556 146798 11250133);PubMed;COCONUT:(CNP0192174);KNApSAcK:(2917);Natural Products:(UNPD68762 UNPD11733 UNPD118048 UNPD36162 UNPD77009 UNPD160265 UNPD29974 UNPD115442 UNPD133182 UNPD39623 UNPD116518 UNPD129594 UNPD188592 UNPD96949);database;PubChem:(122738 130556 146798 147299 360757 442677 3246477 5320711 12109519 9959902 12967793 13269082 13269084 13269085 13269086 13269087 13269088 13269089 13269091 13269092 11180720 10303632 11250133 11342217 11399041 17751036 25185422 24823045 44318001 53298518 92252675 92252677 101022208 101022210 102012878 101236696 102150301 101416648 102328562 102328563 102509284 101986441 101990388 126736033 137425833);CHEBI:(75661 75630 75632 27589 75633);PubChem class - bio and metabolites;KEGG:(C10221 C10238 C17639);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-7631 CPD-1981)	68807084414
2	1	N/A	-21.757333636411605	C30H26O12	[M + H]+	NHJXJXYQGOAJQE	InChI=1S/C30H26O12/c31-13-3-12(4-14(32)6-13)29-27(40)26(24-20(37)7-15(33)8-23(24)41-29)25-21(38)10-18(35)16-9-22(39)28(42-30(16)25)11-1-2-17(34)19(36)5-11/h1-8,10,22,26-29,31-40H,9H2	null	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=CC(=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.49401546	""	COCONUT:(CNP0263065);Natural Products:(UNPD56716 UNPD108387);database;SuperNatural:(SN00229467 SN00385957)	68722655232
3	1	N/A	-24.043516476339878	C30H26O12	[M + H]+	GMISZFQPFDAPGI	InChI=1S/C30H26O12/c31-13-7-19(36)24-23(8-13)42-30(12-2-4-16(33)18(35)6-12)28(40)26(24)25-20(37)10-22-14(27(25)39)9-21(38)29(41-22)11-1-3-15(32)17(34)5-11/h1-8,10,21,26,28-40H,9H2	Procyanidin B5	C1C(C(OC2=C1C(=C(C(=C2)O)C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.4000001	124017;474540;474541;9851183;9894473;9916230;11519851;11649946;13990892;13990893;13990894;71079681;70876432;101022212;102266638;100935836;101928783;131752343	COCONUT:(CNP0205561);HMDB:(38366 41239);KNApSAcK:(9070);Natural Products:(UNPD21742 UNPD120780 UNPD83763 UNPD14606 UNPD119692 UNPD156363 UNPD183866);database;PubChem:(124017 474540 474541 9851183 9894473 9916230 11519851 11649946 13990892 13990893 13990894 71079681 70876432 101022212 102266638 100935836 101928783 131752343);SuperNatural:(SN00254159 SN00369985 SN00161092 SN00288482 SN00337266);CHEBI:(75621 75618 75619);PubChem class - bio and metabolites;MeSH:(124017);KEGG:(C17640);PubMed	68739432830
4	1	N/A	-44.222791217693846	C30H26O12	[M + H]+	NFKUCWGVXFRSRX	InChI=1S/C30H26O12/c31-12-4-18(33)15-8-25(40)29(41-26(15)5-12)14-7-22(37)21(36)6-13(14)27-23(38)10-19(34)16-9-24(39)28(42-30(16)27)11-1-2-17(32)20(35)3-11/h1-7,10,24-25,28-29,31-40H,8-9H2	null	C1C(C(OC2=C1C(=CC(=C2C3=CC(=C(C=C3C4C(CC5=C(C=C(C=C5O4)O)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.5	10099701;15840594;15840595;56941146;101108042;102072839;132582809	COCONUT:(CNP0353739);HMDB:(32900);Natural Products:(UNPD110012 UNPD190505 UNPD18456);database;PubChem:(10099701 15840594 15840595 56941146 101108042 102072839 132582809);SuperNatural:(SN00345113 SN00311334 SN00250530);PubChem class - bio and metabolites;PubMed	68739432522
5	1	N/A	-45.70892601960185	C30H26O12	[M + H]+	MYWFQWOVMLHZPD	InChI=1S/C30H26O12/c31-13-3-1-11(2-4-13)29-27(40)25(23-17(34)7-14(32)8-22(23)41-29)24-18(35)10-16(33)15-9-21(38)28(42-30(15)24)12-5-19(36)26(39)20(37)6-12/h1-8,10,21,25,27-29,31-40H,9H2	(2R,3R)-8-[(2R,3R,4R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC=C(C=C5)O)O)O)O)C6=CC(=C(C(=C6)O)O)O)O	2.4000001	15403178	COCONUT:(CNP0290824);Natural Products:(UNPD160172);database;PubChem:(15403178);SuperNatural:(SN00321607);KEGG Mine	77312589826
6	1	N/A	-46.33080465113755	C30H26O12	[M + H]+	FWGYOTZCQMHJOC	InChI=1S/C30H26O12/c31-12-6-18(34)14-8-23(39)29(41-24(14)7-12)13-2-4-17(33)27(40)25(13)26-21(37)10-19(35)15-9-22(38)28(42-30(15)26)11-1-3-16(32)20(36)5-11/h1-7,10,22-23,28-29,31-40H,8-9H2	null	C1C(C(OC2=CC(=CC(=C21)O)O)C3=C(C(=C(C=C3)O)O)C4=C5C(=C(C=C4O)O)CC(C(O5)C6=CC(=C(C=C6)O)O)O)O	2.74775147	""	COCONUT:(CNP0290686);Natural Products:(UNPD225053);database	68721606656
7	1	N/A	-54.57228072394439	C30H26O12	[M + H]+	GWAGSHLIBBXJIA	InChI=1S/C30H26O12/c31-15-4-1-11(7-19(15)35)27-22(38)9-14-18(34)10-21(37)24(29(14)41-27)23-13-3-6-17(33)25(39)30(13)42-28(26(23)40)12-2-5-16(32)20(36)8-12/h1-8,10,22-23,26-28,31-40H,9H2	null	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C=CC(=C4O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.4000001	101422294	COCONUT:(CNP0231186);KNApSAcK:(20687);Natural Products:(UNPD107121);database;PubChem:(101422294);SuperNatural:(SN00377264)	68722655250
8	1	N/A	-57.60168233782977	C30H26O12	[M + H]+	XTVOPCAOTUZWHN	InChI=1S/C30H26O12/c31-13-2-3-14-23(8-13)41-29(12-6-20(36)26(39)21(37)7-12)27(40)24(14)25-19(35)10-17(33)15-9-22(38)28(42-30(15)25)11-1-4-16(32)18(34)5-11/h1-8,10,22,24,27-29,31-40H,9H2	(2R,2''R,3S,3''S,4S)-2''-(3,4-dihydroxyphenyl)-2-(3,4,5-trihydroxyphenyl)-3,3'',4,4''-tetrahydro-2H,2''H-4,8''-bichromene-3,3'',5'',7,7''-pentol	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C=CC(=C4)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.4000001	51042196;70697937;75605032;102518147;102400061	COCONUT:(CNP0261864);KNApSAcK:(9167);Natural Products:(UNPD156046 UNPD42622 UNPD78937);database;PubChem:(51042196 70697937 75605032 102518147 102400061);SuperNatural:(SN00286355 SN00289074 SN00308043);CHEBI:(68336 68333)	68722655282
9	1	N/A	-59.017351388556	C30H26O12	[M + H]+	RIGUICSQBGRGSL	InChI=1S/C30H26O12/c31-12-4-18(33)15-8-24(39)30(42-25(15)5-12)14-7-21(36)20(35)6-13(14)27-22(37)10-26-16(28(27)40)9-23(38)29(41-26)11-1-2-17(32)19(34)3-11/h1-7,10,23-24,29-40H,8-9H2	null	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3C4=C(C5=C(C=C4O)OC(C(C5)O)C6=CC(=C(C=C6)O)O)O)O)O)O	2.74775147	10348185;85117337;101108043	COCONUT:(CNP0125771);KNApSAcK:(8912);Natural Products:(UNPD144275);database;PubChem:(10348185 85117337 101108043);SuperNatural:(SN00384983)	68722655250
10	1	N/A	-59.822356941423585	C30H26O12	[M + H]+	VUBQMLQRCDBIGZ	InChI=1S/C30H26O12/c31-12-6-18(34)14-8-22(38)30(42-23(14)7-12)13-2-4-17(33)28(40)25(13)26-20(36)10-24-15(27(26)39)9-21(37)29(41-24)11-1-3-16(32)19(35)5-11/h1-7,10,21-22,29-40H,8-9H2	null	C1C(C(OC2=CC(=CC(=C21)O)O)C3=C(C(=C(C=C3)O)O)C4=C(C=C5C(=C4O)CC(C(O5)C6=CC(=C(C=C6)O)O)O)O)O	2.74775147	""	COCONUT:(CNP0120734);Natural Products:(UNPD222924);database	68721606656
