,CID,MolecularFormula,CanonicalSMILES,InChIKey,Formula Score,Structure Score,Consensus Score
0,90064920,C20H14ClNO4,COC1=C(C=CC(=C1)N2C=CC3=C(C2=O)C=C(O3)C4=CC=C(C=C4)Cl)O,YNRCNUJVVAVRHP-UHFFFAOYSA-N,0.9999999999996902,0.9999999987812546,0.9999999991467852
1,15660266,C20H14ClNO4,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C=C3)OCO5)N=C2Cl)OC,VLSZEUVNGLNPED-UHFFFAOYSA-N,0.9999999999996902,0.9940894628459678,0.9958626239920845
2,25150587,C20H14ClNO4,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=C(C(=N)O3)C4=CC=C(C=C4)Cl,PONJXQJPBFEWON-UHFFFAOYSA-N,0.9999999999996902,0.9831181430828541,0.9881827001579049
3,156017736,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C3=C(C=CC=C3Cl)NC4=CC=CC=C4C(=O)O,IJILPZQERXGIFK-UHFFFAOYSA-N,0.9999999999996902,0.9572576902255443,0.970080383157788
4,142716070,C20H14ClNO4,COC1=C(C=CC(=C1)C2=NC3=C(O2)C=C(C=C3)OC4=CC=C(C=C4)Cl)O,DFCZWNQPIAOMGP-UHFFFAOYSA-N,0.9999999999996902,0.9472865753206996,0.9631006027243967
5,45027883,C20H14ClNO4,C1OC2=C(O1)C=C3C(=C2)C4=C(C5=CC=CC=C5C4=O)N(C3=O)CCCCl,JCHKWJCRWGSLDC-UHFFFAOYSA-N,0.9999999999996902,0.9461839887735576,0.9623287921413974
6,15626255,C20H14ClNO4,COC1=C(C(=CC2=C1C=CO2)O)C3=CC(=C(C(=O)N3)Cl)C4=CC=CC=C4,GPEKPHMUPOXRND-UHFFFAOYSA-N,0.9999999999996902,0.9298649656329633,0.9509054759429814
7,10761497,C20H14ClNO4,C1OC2=C(O1)C=C3C(=C2)C4=C(C3=O)C5=CC=CC=C5C(=O)N4CCCCl,BAQZVDOLWUUOBQ-UHFFFAOYSA-N,0.9999999999996902,0.928133486460127,0.9496934405219959
8,125616952,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=C(C=C3)OC4=CC(=CC=C4)Cl,JMZRPHDYLKXVPH-UHFFFAOYSA-N,0.9999999999996902,0.9225215829060077,0.9457651080341125
9,56945522,C20H14ClNO4,COC1=CC2=CC(=C(N=C2C=C1)Cl)C=CC(=O)C3=CC4=C(C=C3)OCO4,HXTLFKYUBOQMTH-QHHAFSJGSA-N,0.9999999999996902,0.9191805881582449,0.9434264117106785
