,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,isoorientin,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,ODBRNZZJSYPIDI-VJXVFPJBSA-N,CHEBI:17965;;FDB001707;;HMDB0301981;;C01821;;NANPDB:954;;TCMSP:MOL000498,0.9999999999997463,0.9999999994009073,0.999999999580559
1,orientin,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,PLAPMLGJVGLZOV-VPRICQMDSA-N,CHEBI:7781;;C10114;;NANPDB:1872;;TCMSP:MOL004178,0.9999999999997463,0.9894938012003387,0.9926456608401609
2,iso-orientin,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(C3OC(CO)C(O)C(O)C3O)cc(O)c12,RVVFWDRILVXEQO-UHFFFAOYSA-N,PMHub:MS000052064,0.9999999999997463,0.8910616460596543,0.9237431522416819
3,isoscutellarein glycoside,C21H20O11,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,RKEQWDAUYLDNEU-DSTJRUDUSA-N,CHEBI:66085,0.9999999999997463,0.8865074718610866,0.9205552303026845
4,isoorientin,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)cc(O)c(O)c12,UYJGIAWJIRZBNU-UHFFFAOYSA-N,PMHub:MS000216889,0.9999999999997463,0.8678955271119768,0.9075268689783076
5,Orobol 8-C-glucoside,C21H20O11,O=c1c(-c2ccc(O)c(O)c2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,FONGWVNORDOJFQ-UHFFFAOYSA-N,BloodExp:CID21676216;;PMHub:MS000108817,0.9999999999997463,0.8448427066714113,0.8913898946699117
6,luteolin 7-O-beta-D-glucoside,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,PEFNSGRTCBGNAN-QNDFHXLGSA-N,PMN:LUTEOLIN-7-O-BETA-D-GLUCOSIDE;;CHEBI:27994;;FDB014280;;HMDB0035588;;C03951;;NANPDB:1047;;TCMSP:MOL000009,0.9999999999997463,0.8221327032910575,0.8754928923036641
7,Lutexin|Orientin,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C(O)C3OC(CO)C(O)C3O)c(O)cc(O)c12,RBVAFYCFAFADAG-UHFFFAOYSA-N,PMHub:MS000224280,0.9999999999997463,0.8176752144820671,0.8723726501373709
8,6-C-Glucosylorobol,C21H20O11,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,PLNWXFMMLGXLNL-UHFFFAOYSA-N,PMHub:MS000190717,0.9999999999997463,0.8148011138591889,0.8703607797013561
9,8-C-beta-D-Glucopyranosylkaempferol,C21H20O11,O=c1c(O)c(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,IBDHZQYGNNIQTP-UHFFFAOYSA-N,PMHub:MS000133606,0.9999999999997463,0.8112053621677547,0.8678437535173522
10,plantaginin,C21H20O11,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12,VUGRLRAUZWGZJP-IAAKTDFRSA-N,CHEBI:80895;;C17056;;TCMSP:MOL007778,0.9999999999997463,0.8076158795883264,0.8653311157117523
11,luteolin-6-C-fucopyranoside,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(CC3OC(O)C(O)C(O)C3O)c(O)c12,OKAAUPHNLSGKJG-UHFFFAOYSA-N,PMHub:MS000063973,0.9999999999997463,0.8062257743468509,0.8643580420427195
12,SCHEMBL18310001,C21H20O11,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,SUZADCRUSDZVCH-UHFFFAOYSA-N,PMHub:MS000193942,0.9999999999997463,0.8004312640714548,0.8603018848499422
13,"4',5,7-Trihydroxy-8-(beta-D-glucopyranosyloxy)flavone",C21H20O11,O=c1cc(-c2ccc(O)cc2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,PZKISQRTNNHUGF-UHFFFAOYSA-N,BloodExp:CID6420079;;PMHub:MS000042835,0.9999999999997463,0.7993803467592442,0.8595662427313948
14,"2-(4-Hydroxyphenyl)-5,7-dihydroxy-6-(beta-D-glucopyranosyloxy)-4H-1-benzopyran-4-one",C21H20O11,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c12,OMLROHMANJRCLP-UHFFFAOYSA-N,BloodExp:CID11546834;;PMHub:MS000079373,0.9999999999997463,0.7962079399478493,0.8573455579634184
15,Luteolin 5-glucoside,C21H20O11,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c12,KBGKQZVCLWKUDQ-UHFFFAOYSA-N,BloodExp:CID5317471;;PMHub:MS000076215,0.9999999999997463,0.7917903528216336,0.8542532469750673
16,Scutellarein-5-galactoside,C21H20O11,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c12,PKEINGJZDHOMRJ-UHFFFAOYSA-N,PMHub:MS000204878,0.9999999999997463,0.7881051335212249,0.8516735934647813
17,"5,7,2',4'-Tetrahydroxyisoflavone 8-C-glucoside",C21H20O11,O=c1c(-c2ccc(O)cc2O)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,HXZMIYTWLNHLCX-UHFFFAOYSA-N,PMHub:MS000015875,0.9999999999997463,0.7879708369733708,0.8515795858812834
