structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.14817678670742765	-10.555996323368005	C20H23NO4	[M + H]+	ZFLRVRLYWHNAEC	InChI=1S/C20H23NO4/c1-21-6-5-11-9-17(24-3)20(25-4)19-13-10-16(23-2)15(22)8-12(13)7-14(21)18(11)19/h8-10,14,22H,5-7H2,1-4H3	Rogersine	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)OC	3.0	16573;631015;6543699	COCONUT:(CNP0065523 CNP0152227);KNApSAcK:(25675);Natural Products:(UNPD125290);database;PubChem:(16573 631015 6543699);SuperNatural:(SN00367027 SN00036075 SN00037346);ZINC bio:(ZINC00338123 ZINC17059982);MeSH:(16573);PubChem class - safety and toxic;PubMed;KEGG Mine	77379706966
2	1	N/A	-10.654373443497049	C20H23NO4	[M + H]+	QELDJEKNFOQJOY	InChI=1S/C20H23NO4/c1-21-8-7-12-10-15(24-3)20(25-4)18-16(12)13(21)9-11-5-6-14(23-2)19(22)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3	Luteanin	CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC	3.41395164	10143;48704;688162;6921635;6921636	HMDB:(30184);SuperNatural:(SN00000450 SN00342726);ZINC bio:(ZINC00056792 ZINC00056794);additional;MeSH:(10143 48704);PubMed;COCONUT:(CNP0211797 CNP0336753);KNApSAcK:(1872);Natural Products:(UNPD72560 UNPD124316);database;PubChem:(10143 48704 688162 6921635 6921636);CHEBI:(6000);PubChem class - bio and metabolites;KEGG:(C09549);PubChem class - safety and toxic;Training Set	68807090558
3	1	N/A	-15.765631899808795	C20H23NO4	[M + H]+	KJAVJETZYFENNG	InChI=1S/C20H23NO4/c1-21-8-7-12-10-15(23-2)20(25-4)18-16(12)13(21)9-11-5-6-14(22)19(24-3)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3	null	CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC	3.41395164	12314672;26212851;133556361	COCONUT:(CNP0246508);Natural Products:(UNPD68044);database;PubChem:(12314672 26212851 133556361);SuperNatural:(SN00384472);additional	68723179522
4	1	N/A	-22.44938980826966	C20H23NO4	[M + H]+	MNYYCWDTJBJERS	InChI=1S/C20H23NO4/c1-21-6-5-11-8-17(24-3)20(25-4)19-13-10-15(22)16(23-2)9-12(13)7-14(21)18(11)19/h8-10,14,22H,5-7H2,1-4H3	null	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)O)OC)OC)OC	3.41395164	""	COCONUT:(CNP0193020);KNApSAcK:(28475);Natural Products:(UNPD122099 UNPD94800);database;SuperNatural:(SN00270864 SN00387010);KEGG Mine	77312589840
5	1	N/A	-22.563826532055252	C20H23NO4	[M + H]+	IDQUPXZJURZAGF	InChI=1S/C20H23NO4/c1-21-8-7-12-10-15(24-3)19(22)18-16(12)13(21)9-11-5-6-14(23-2)20(25-4)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3	Corydine	CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)OC)O)OC	3.41395164	10153;1550523;111119;6993625	COCONUT:(CNP0157012 CNP0167876);Natural Products:(UNPD175123 UNPD76623);database;PubChem:(10153 1550523 111119 6993625);SuperNatural:(SN00002441 SN00328324 SN00002420 SN00290302);ZINC bio:(ZINC01651264 ZINC01665312);additional;MeSH:(10153);PubChem class - safety and toxic;PubMed;KEGG Mine	77380231238
6	1	N/A	-24.80385632184716	C20H23NO4	[M + H]+	OUTYMWDDJORZOH	InChI=1S/C20H23NO4/c1-21-6-5-11-8-15(22)20(25-4)19-13-10-17(24-3)16(23-2)9-12(13)7-14(21)18(11)19/h8-10,14,22H,5-7H2,1-4H3	Predicentrine	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)O	3.0	6452494;10042942	COCONUT:(CNP0408255);KNApSAcK:(26016);Natural Products:(UNPD162500 UNPD135749);database;PubChem:(6452494 10042942);SuperNatural:(SN00366839 SN00362787);PubMed;KEGG Mine	77312589906
7	1	N/A	-26.687176180107958	C20H23NO4	[M + H]+	SAERKXUSZPTMCQ	InChI=1S/C20H23NO4/c1-21-6-5-11-8-17(25-4)20(22)19-13-10-16(24-3)15(23-2)9-12(13)7-14(21)18(11)19/h8-10,14,22H,5-7H2,1-4H3	Thaliporphine	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)O)OC	3.41395164	100020;7067493;6604681;6992287;6992288	COCONUT:(CNP0182383);KNApSAcK:(27238);Natural Products:(UNPD20809);database;PubChem:(100020 7067493 6604681 6992287 6992288);SuperNatural:(SN00273944);MeSH:(100020 6992288);PubMed;KEGG Mine	77312589910
8	1	N/A	-30.374431782082	C20H23NO4	[M + H]+	MMPSCNRRQGVBGG	InChI=1S/C20H23NO4/c1-21-8-7-12-10-14(22)19(24-3)18-16(12)13(21)9-11-5-6-15(23-2)20(25-4)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3	(6aS)-1,10,11-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-2-ol	CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)OC)OC)O	3.41395164	12016618;73176247;137706576	COCONUT:(CNP0307833);Natural Products:(UNPD65342);database;PubChem:(12016618 73176247 137706576);SuperNatural:(SN00277734);PubMed	68722655298
9	1	N/A	-72.66540696190806	C20H23NO4	[M + H]+	ZDVDVLRYVOZWMP	InChI=1S/C20H23NO4/c1-21(2)6-5-11-9-17(25-4)20(23)19-13-10-16(24-3)15(22)8-12(13)7-14(21)18(11)19/h8-10,14H,5-7H2,1-4H3,(H-,22,23)/p+1	Laurifoline	C[N+]1(CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)O)OC)C	2.70000005	37834;12305611;133561790	COCONUT:(CNP0087522 CNP0223550);Natural Products:(UNPD165540);PubChem:(37834 12305611 133561790);SuperNatural:(SN00374847 SN00156546);additional;MeSH:(37834 12305611 133561790);PubMed	3702854
10	1	N/A	-73.59398834760749	C20H23NO4	[M + H]+	YLRXAIKMLINXQY	InChI=1S/C20H23NO4/c1-21(2)8-7-12-10-15(25-4)20(23)18-16(12)13(21)9-11-5-6-14(24-3)19(22)17(11)18/h5-6,10,13H,7-9H2,1-4H3,(H-,22,23)/p+1	Escholin	C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC)C	2.70000005	3999;73337;929259	SuperNatural:(SN00001597 SN00001596 SN00303857);ZINC bio:(ZINC00519823 ZINC00519824);additional;MeSH:(73337);Plantcyc:(CPD-9936 FAD-STEM-GROUP);PubMed;COCONUT:(CNP0076932 CNP0077238 CNP0099572 CNP0345794);KNApSAcK:(1885);Natural Products:(UNPD172325 UNPD80181 UNPD92440);PubChem:(3999 73337 929259);CHEBI:(6641);PubChem class - bio and metabolites;KEGG:(C09581);PubChem class - safety and toxic;Biocyc:(CPD-9936 MG-PROTOPORPHYRIN-MONOMETHYL-ESTER)	87730550
11	1	N/A	-78.66503465374609	C20H23NO4	[M + H]+	BNHSLTARADSQNI	InChI=1S/C20H23NO4/c1-21(2)8-7-12-10-14(22)20(25-4)18-16(12)13(21)9-11-5-6-15(24-3)19(23)17(11)18/h5-6,10,13H,7-9H2,1-4H3,(H-,22,23)/p+1	(S)-5,6,6a,7-Tetrahydro-2,11-dihydroxy-1,10-dimethoxy-6,6-dimethyl-4H-dibenzo(de,g)quinolinium	C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)O)C	2.70000005	155790	COCONUT:(CNP0036196);KNApSAcK:(25947);Natural Products:(UNPD59353);PubChem:(155790);SuperNatural:(SN00230192)	3178514
12	1	N/A	-85.17528497626463	C20H23NO4	[M + H]+	BNLBUVFPTCUHTE	InChI=1S/C20H23NO4/c1-21(2)8-7-12-10-15(24-3)20(25-4)18-16(12)13(21)9-11-5-6-14(22)19(23)17(11)18/h5-6,10,13H,7-9H2,1-4H3,(H-,22,23)/p+1	null	C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)O)OC)OC)C	2.70000005	72201753	COCONUT:(CNP0056348 CNP0174001);KNApSAcK:(27370);Natural Products:(UNPD154048 UNPD170929);PubChem:(72201753);SuperNatural:(SN00296668 SN00389691)	3178514
