structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.20049563597683773	-115.63517465225539	C27H32O14	[M + Na]+	MSMUIINMDYDZPB	InChI=1S/C27H32O14/c1-33-14-7-11(8-15(34-2)21(14)35-3)13-9-12(29)17-22(39-13)24(36-4)26(38-6)25(37-5)23(17)41-27-20(32)19(31)18(30)16(10-28)40-27/h7-9,16,18-20,27-28,30-32H,10H2,1-6H3	null	COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC4C(C(C(C(O4)CO)O)O)O)OC)OC)OC	0.800000012	14539996	COCONUT:(CNP0231089);Natural Products:(UNPD108053);database;PubChem:(14539996);SuperNatural:(SN00333381)	68722655234
2	1	N/A	-118.46227831004283	C27H32O14	[M + Na]+	MSTIUVOQDAVXIA	InChI=1S/C27H32O14/c1-33-12-8-7-11(9-13(12)34-2)20-23(41-27-19(32)18(31)16(29)14(10-28)39-27)17(30)15-21(35-3)24(36-4)26(38-6)25(37-5)22(15)40-20/h7-9,14,16,18-19,27-29,31-32H,10H2,1-6H3	2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC4C(C(C(C(O4)CO)O)O)O)OC	1.10000002	14375131;14375132;66867596	COCONUT:(CNP0153141);HMDB:(40507);Natural Products:(UNPD87137);database;PubChem:(14375131 14375132 66867596);SuperNatural:(SN00363819);PubChem class - bio and metabolites	68739432458
3	1	N/A	-148.93043713741238	C27H32O14	[M + Na]+	HXTFHSYLYXVTHC	InChI=1S/C27H32O14/c1-10-20(31)22(33)24(35)26(38-10)37-9-18-21(32)23(34)25(36)27(41-18)39-13-6-14(29)19-15(30)8-16(40-17(19)7-13)11-2-4-12(28)5-3-11/h2-7,10,16,18,20-29,31-36H,8-9H2,1H3	Narirutin	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)O)O)O)O)O)O	-1.10000002	85704;442431;477826;6431751;12313141;24211955;24982184;42607901;51340252;53393506;57494754;57494755;98072753;98072755;98072757;125463319;124807212;124807213;124807214;124807217;124298539;138107313	HMDB:(33740);SuperNatural:(SN00328368 SN00177439 SN00036470 SN00039521);ZINC bio:(ZINC08234300 ZINC49898382);additional;MeSH:(442431);Plantcyc:(CPD-7059);PubMed;NORMAN:(NS00053810);COCONUT:(CNP0153976);KNApSAcK:(984);Natural Products:(UNPD177894 UNPD193990 UNPD213511);database;PubChem:(85704 442431 477826 6431751 12313141 24211955 24982184 42607901 51340252 53393506 57494754 57494755 98072753 98072755 98072757 125463319 124807212 124807213 124807214 124807217 124298539 138107313);CHEBI:(28705);PubChem class - bio and metabolites;KEGG:(C09793);Training Set;Biocyc:(CPD-7059)	68740376958
4	1	N/A	-161.65786990498177	C27H32O14	[M + Na]+	RJPMXEPQESULBJ	InChI=1S/C27H32O14/c1-10-20(31)22(33)24(35)26(38-10)37-9-18-21(32)23(34)25(36)27(41-18)39-13-4-2-11(3-5-13)16-8-15(30)19-14(29)6-12(28)7-17(19)40-16/h2-7,10,16,18,20-29,31-36H,8-9H2,1H3	5,7,4''-Trihydroxyflavanone 4''-O-rutinoside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)C4CC(=O)C5=C(C=C(C=C5O4)O)O)O)O)O)O)O)O	-1.10000002	42607915	COCONUT:(CNP0401495);KNApSAcK:(8217);Natural Products:(UNPD119153);database;PubChem:(42607915);SuperNatural:(SN00373371)	68722655250
5	1	N/A	-165.46858473415992	C27H32O14	[M + Na]+	GECFJWYRKNFCKK	InChI=1S/C27H32O14/c1-10-16(28)19(31)21(33)26(38-10)37-9-15-18(30)20(32)22(34)27(41-15)40-14-8-12-17(29)11-6-4-5-7-13(11)39-23(12)25(36-3)24(14)35-2/h4-8,10,15-16,18-22,26-28,30-34H,9H2,1-3H3	3,4-dimethoxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxyxanthen-9-one	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)C(=O)C5=CC=CC=C5O4)OC)OC)O)O)O)O)O)O	-0.899999976	11685660	COCONUT:(CNP0322984);KNApSAcK:(43080);Natural Products:(UNPD17217);database;PubChem:(11685660);SuperNatural:(SN00359894)	68722655250
6	1	N/A	-172.43268772446825	C27H32O14	[M + Na]+	DFPMSGMNTNDNHN	InChI=1S/C27H32O14/c1-10-20(32)22(34)24(36)26(37-10)41-25-23(35)21(33)18(9-28)40-27(25)38-13-6-14(30)19-15(31)8-16(39-17(19)7-13)11-2-4-12(29)5-3-11/h2-7,10,16,18,20-30,32-36H,8-9H2,1H3	naringin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	-0.5	4441;25075;442428;3000627;457796;5284651;5351463;6604521;6710627;12313132;12313134;12313135;9894521;11665168;11968793;16758091;18528824;21550526;25244342;45358136;44715618;45933923;60093725;59873241;71750953;71774970;71088954;74787988;92341928;92341929;92341930;92341931;95858668;95858669;95858670;95858671;91740219;98051976;98051977;98051978;98051979;98072745;98072747;98072748;98072750;98642929;118727333;118727336;117973087;123410057;124788528;124788529;124806025;124806027;124806028;124806030;124913914;124913915;124913916;124913917;129010093;129065968;129607003;131707150;134129338;135225862;135229245;138106989	HMDB:(2927);PubChem class - food;SuperNatural:(SN00163863 SN00039968 SN00039971 SN00039970 SN00039969 SN00167828 SN00350782 SN00036437);ZINC bio:(ZINC08143604 ZINC67903617 ZINC67903620 ZINC67903622 ZINC67903624);additional;MeSH:(4441 25075 442428 5284651 5351463 6710627 12313135 45358136 45933923 74787988 91740219 129010093);Plantcyc:(NARINGIN);PubMed;NORMAN:(NS00014639);COCONUT:(CNP0268019);KNApSAcK:(983);Natural Products:(UNPD25233 UNPD141558 UNPD25910);database;PubChem:(4441 25075 442428 3000627 457796 5284651 5351463 6604521 6710627 12313132 12313134 12313135 9894521 11665168 11968793 16758091 18528824 21550526 25244342 45358136 44715618 45933923 60093725 59873241 71750953 71774970 71088954 74787988 92341928 92341929 92341930 92341931 95858668 95858669 95858670 95858671 91740219 98051976 98051977 98051978 98051979 98072745 98072747 98072748 98072750 98642929 118727333 118727336 117973087 123410057 124788528 124788529 124806025 124806027 124806028 124806030 124913914 124913915 124913916 124913917 129010093 129065968 129607003 131707150 134129338 135225862 135229245 138106989);CHEBI:(28819 107637);PubChem class - bio and metabolites;KEGG:(C09789);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(NARINGIN)	68975257982
7	1	N/A	-178.05817190506212	C27H32O14	[M + Na]+	DVGAUVZPQOOYFU	InChI=1S/C27H32O14/c1-36-12-4-2-11(3-5-12)16-8-15(30)20-14(29)6-13(7-17(20)39-16)38-27-25(35)23(33)22(32)19(41-27)10-37-26-24(34)21(31)18(9-28)40-26/h2-7,16,18-19,21-29,31-35H,8-10H2,1H3	Isosakuranetin 7-alpha-L-arabinofuranosyl-(1->6)-glucoside	COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(O5)CO)O)O)O)O)O)O	-0.600000024	42607954	COCONUT:(CNP0106902);KNApSAcK:(14323);Natural Products:(UNPD41440);database;PubChem:(42607954);SuperNatural:(SN00248262)	68722655250
8	1	N/A	-186.171773273791	C27H32O14	[M + Na]+	UCUBMAVPVJYHIR	InChI=1S/C27H32O14/c28-9-18-20(31)22(33)24(35)26(40-18)37-12-3-1-11(2-4-12)16-8-15(30)14-6-5-13(7-17(14)39-16)38-27-25(36)23(34)21(32)19(10-29)41-27/h1-7,16,18-29,31-36H,8-10H2	7-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-[4-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-2,3-dihydrochromen-4-one	C1C(OC2=C(C1=O)C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O	-1.39999998	5319048;22524344;46869260;46869261;73981649;101049442	COCONUT:(CNP0102667);HMDB:(39508);KNApSAcK:(20640);Natural Products:(UNPD59386 UNPD51319 UNPD99155);database;PubChem:(5319048 22524344 46869260 46869261 73981649 101049442);SuperNatural:(SN00398102 SN00336263 SN00167188);PubChem class - bio and metabolites;Training Set	68739448858
9	1	N/A	-187.22632739458194	C27H32O14	[M + Na]+	FCCYXTAFESYJMC	InChI=1S/C27H32O14/c1-10-20(32)23(35)25(41-26-24(36)22(34)21(33)18(9-28)40-26)27(37-10)38-13-6-14(30)19-15(31)8-16(39-17(19)7-13)11-2-4-12(29)5-3-11/h2-7,10,16,18,20-30,32-36H,8-9H2,1H3	null	CC1C(C(C(C(O1)OC2=CC(=C3C(=O)CC(OC3=C2)C4=CC=C(C=C4)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O	-0.76339525	""	COCONUT:(CNP0267376);Natural Products:(UNPD27947);database;SuperNatural:(SN00255719)	68722655232
10	1	N/A	-188.90424676747762	C27H32O14	[M + Na]+	GLSNTDSPPICKOT	InChI=1S/C27H32O14/c1-9-18(30)22(34)24(36)26(37-9)41-25-23(35)19(31)10(2)38-27(25)40-16-8-15-17(21(33)20(16)32)13(29)7-14(39-15)11-3-5-12(28)6-4-11/h3-6,8-10,14,18-19,22-28,30-36H,7H2,1-2H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(C(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)O)C)O)O)O)O)O	-0.244758844	""	COCONUT:(CNP0075394);database	68721573888
