,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,Apigenin 6-C-arabinoside 8-C-glucoside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(C3O[C@@H](CO)[C@H](O)[C@H]3O)c(O)c12,DRLZZQRQMWQRLZ-FBMRRHFKSA-N,FDB000136;;HMDB0301679,0.999999999999597,0.9999999994396442,0.9999999996076301
1,Apigenin 6-C-galactoside 8-C-arabinoside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2c(C3O[C@H](CO)[C@@H](O)[C@@H]3O)c(O)c(C3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c(O)c12,TUIJPUWSXVFWSH-RLRXGGGNSA-N,FDB000137;;HMDB0301680,0.999999999999597,0.9999999994396442,0.9999999996076301
2,neoschaftoside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2c([C@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,MMDUKUSNQNWVET-LQYCTPBQSA-N,CHEBI:7513;;C10110;;NANPDB:1451,0.999999999999597,0.990942382082974,0.993659667457961
3,isoschaftoside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12,OVMFOVNOXASTPA-VYUBKLCTSA-N,CHEBI:75589;;NANPDB:1280;;TCMSP:MOL004958,0.999999999999597,0.990942382082974,0.993659667457961
4,6-C-beta-D-Glucopyranosyl-8-C-beta-D-apiofuranosylapigenin,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2c(C3OCC(O)(CO)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,VZBJDZWPLLGMPG-UHFFFAOYSA-N,PMHub:MS000119717,0.999999999999597,0.8850612026608344,0.9195428418624632
5,Vitexin 2''-xyloside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O)[C@H]3O)c(O)cc(O)c12,BBUDILRMCLBZGM-AOGPCRGDSA-N,FDB004985;;HMDB0302526,0.999999999999597,0.8804290254541999,0.9163003178178191
6,Apigenin 6-C-glucosyl-O-arabinoside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@@H]4O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,FIOWCFBQOIGQDV-NXGDVTQMSA-N,FDB004202;;HMDB0302342,0.999999999999597,0.8678155971783641,0.907470918024734
7,C-pentosyl-apigenin O-hexoside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(C3OCC(O)C(O)C3O)c(O)c12,QIJVNJMIZPPIAT-UHFFFAOYSA-N,PMHub:MS000031925,0.999999999999597,0.851559068126221,0.8960913476882337
8,isovitexin-7-O-xyloside,C26H28O14,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,YWTMOKNFGZQLRN-XKDPPCGASA-N,PMN:CPD-10349,0.999999999999597,0.8497902494509822,0.8948531746155666
9,6-C-(alpha-L-arabinosyl)-8-C-(beta-L-arabinosyl)chrysoeriol,C26H28O14,COc1cc(-c2cc(=O)c3c(O)c([C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)c(O)c([C@H]4OC[C@H](O)[C@H](O)[C@H]4O)c3o2)ccc1O,MWPFAPYYQOPDNT-NCOCHEPNSA-N,CHEBI:131758,0.999999999999597,0.8411643099516697,0.8888150169660478
