,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,Aloesin,C19H22O9,CC(=O)Cc1cc(=O)c2c(C)cc(O)c(C3OC(CO)C(O)C(O)C3O)c2o1,HKIKAXXIWJHWLY-UHFFFAOYSA-N,BloodExp:CID160190;;HMDB0248175;;PMHub:MS000004127,0.9999999999998558,0.9999999993906565,0.9999999995734162
1,SCHEMBL14102784,C19H22O9,CC(=O)Cc1cc(=O)c2c(C)cc(O)c(C3OC(O)C(O)C(O)C3CO)c2o1,BVLNYIFRLVWLFI-UHFFFAOYSA-N,PMHub:MS000200802,0.9999999999998558,0.8758023194139795,0.9130616235897423
2,,C19H22O9,CC(=O)Cc1cc(=O)c2c(C)cc(O)c(C3OC(C(O)CO)C(O)C3O)c2o1,DAISPADBXDGVDW-UHFFFAOYSA-N,PMHub:MS000127528,0.9999999999998558,0.8534990062299637,0.8974493043609313
3,5-Acetonyl-6-glucosy-7-hydroxy-2-methyl-4H-1-benzopyran-4-one,C19H22O9,CC(=O)Cc1c(C2OC(CO)C(O)C(O)C2O)c(O)cc2oc(C)cc(=O)c12,CHHXLPAUQFLPHO-UHFFFAOYSA-N,PMHub:MS000114604,0.9999999999998558,0.7914220120174349,0.8539954084121611
4,2'-Oxoaloesol 7-glucoside,C19H22O9,CC(=O)Cc1cc(=O)c2c(C)cc(OC3OC(CO)C(O)C(O)C3O)cc2o1,AXUMVWMPQJNZRE-UHFFFAOYSA-N,FDB014462;;PMHub:MS000181139,0.9999999999998558,0.7698156114321817,0.8388709280024839
5,6-Hydroxymusizin 8-O-glucoside,C19H22O9,CC(=O)c1c(C)cc2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2c1O,VJDBDVUFFPRHSF-JZXZQAMYSA-N,FDB006844;;HMDB0302911;;TCMSP:MOL002359,0.9999999999998558,0.7414553341697253,0.8190187339187645
6,5-acetonyl-2-methylchromone-7-O-beta-O-glucopyranoside|5-acetonyl-7-beta-D-glucopyranosyloxy-2-methylchromone,C19H22O9,CC(=O)Cc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(C)cc(=O)c12,AJXNNNQYHIIHLY-UHFFFAOYSA-N,PMHub:MS000173075,0.9999999999998558,0.6605264112384469,0.7623684878668695
7,Fortuneanoside A,C19H22O9,COc1cc(O)cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)c1,ABOFFLDSECRPEQ-UHFFFAOYSA-N,PMHub:MS000120655,0.9999999999998558,0.6239712391633411,0.7367798674142955
8,"3,4-Cyclohexenoesculetin beta-D-galactopyranoside",C19H22O9,O=c1oc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2c2c1CCCC2,HDJJDRXZHJRVGA-UHFFFAOYSA-N,BloodExp:CID71312219,0.9999999999998558,0.5809963011156729,0.7066974107809277
9,"(+)-(7S,8S)-4-hydroxy-3,3',5'-trimethoxy-8',9'-dinor-8,4'-oxyneolignan-7,9-diol-7'-oic acid",C19H22O9,COc1cc([C@H](O)[C@H](CO)Oc2c(OC)cc(C(=O)O)cc2OC)ccc1O,MQVYKIDHPDISFD-IRXDYDNUSA-N,CHEBI:67624,0.9999999999998558,0.5284534989897033,0.6699174492927491
10,"(3S,4R)-4,8,2??5?-tetrahydroxy-6,7,3?,4?-tetramethoxyisoflavan|abruquinone H",C19H22O9,COc1cc2c(c(O)c1OC)OCC(c1cc(O)c(OC)c(OC)c1O)C2O,CYYLBUZNXKPWKU-UHFFFAOYSA-N,PMHub:MS000154664,0.9999999999998558,0.5245744340393007,0.6672021038274671
11,10-hydroxy oleuropein_qt,C19H22O9,COC(=O)C1=CO[C@@H](O)/C(=C/CO)[C@@H]1CC(=O)OCCc1ccc(O)c(O)c1,KCCLUVPQCCNRQL-QVDVAHOQSA-N,TCMSP:MOL005201,0.9999999999998558,0.44688633026781055,0.6128204311874241
12,Ligustaloside A_qt,C19H22O9,COC(=O)C1=CO[C@H](O)[C@@H](CC=O)[C@@H]1CC(=O)OCCc1ccc(O)c(O)c1,OCUMWWYTNPGJPT-JMERFSKESA-N,TCMSP:MOL005203,0.9999999999998558,0.44655459021063587,0.6125882131474019
13,Jasmolactone B,C19H22O9,COC(=O)C1=COC(O)C2C(OCCc3ccc(O)c(O)c3)COC(=O)CC12,NPXNCEUATMBJHB-UHFFFAOYSA-N,PMHub:MS000245101,0.9999999999998558,0.4364483848497021,0.6055138693947482
14,cleistanolate,C19H22O9,CO[C@@H]1CC(=O)O[C@@H]1[C@H](OC(C)=O)C(COC(=O)c1ccccc1)OC(C)=O,HBPDVCKKFVGJNM-IOVMHBDKSA-N,NANPDB:5084,0.9999999999998558,0.41848530405488954,0.5929397128383794
15,eurylactone|Eurylactone B,C19H22O9,C=C1C(O)C2(O)OCC34C(CC(C)(C5OC(=O)C=C5C)C23)OC(=O)C(O)C14O,OCLQJJUYAPIFQU-UHFFFAOYSA-N,PMHub:MS000035134,0.9999999999998558,0.40897358234972325,0.586281507644763
16,Sargassopenilline D,C19H22O9,CC(=O)OC1C2=C(CO[C@@]13O[C@@H](C)CC[C@@H]3OC(C)=O)C(O)=C(C)C(=O)C2=O,GAPVYFSEIQMVDA-DTCSCGOCSA-N,NPA004887,0.9999999999998558,0.4026180000209377,0.5818326000146131
17,Saponaroxin B,C19H22O9,COC1(C)C(=O)C(O)(C=O)C(C)=C2C(=O)/C=C\C(=O)OC(C)C(O)C3OC3C21,FUDHTBJIPBKNHA-WAYWQWQTSA-N,NPA012922,0.9999999999998558,0.3999249109345927,0.5799474376541716
