,CID,MolecularFormula,CanonicalSMILES,InChIKey,Formula Score,Structure Score,Consensus Score
0,90064920,C20H14ClNO4,COC1=C(C=CC(=C1)N2C=CC3=C(C2=O)C=C(O3)C4=CC=C(C=C4)Cl)O,YNRCNUJVVAVRHP-UHFFFAOYSA-N,0.9999999999996902,0.9999999987753971,0.9999999991426851
1,15660266,C20H14ClNO4,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C=C3)OCO5)N=C2Cl)OC,VLSZEUVNGLNPED-UHFFFAOYSA-N,0.9999999999996902,0.9988130145335954,0.9991691101734237
2,156017736,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C3=C(C=CC=C3Cl)NC4=CC=CC=C4C(=O)O,IJILPZQERXGIFK-UHFFFAOYSA-N,0.9999999999996902,0.9941449845204352,0.9959014891642117
3,45027883,C20H14ClNO4,C1OC2=C(O1)C=C3C(=C2)C4=C(C5=CC=CC=C5C4=O)N(C3=O)CCCCl,JCHKWJCRWGSLDC-UHFFFAOYSA-N,0.9999999999996902,0.9674981052461578,0.9772486736722175
4,25150587,C20H14ClNO4,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=C(C(=N)O3)C4=CC=C(C=C4)Cl,PONJXQJPBFEWON-UHFFFAOYSA-N,0.9999999999996902,0.9484903767873165,0.9639432637510286
5,142716070,C20H14ClNO4,COC1=C(C=CC(=C1)C2=NC3=C(O2)C=C(C=C3)OC4=CC=C(C=C4)Cl)O,DFCZWNQPIAOMGP-UHFFFAOYSA-N,0.9999999999996902,0.947214476425838,0.9630501334979937
6,46495478,C20H14ClNO4,CC(=CC1=CC2=C(C=C1)OCO2)C=C3C(=O)OC(=N3)C4=CC=C(C=C4)Cl,VQOMELUXNIVITH-PZDOZSIMSA-N,0.9999999999996902,0.9403417481684655,0.9582392237178328
7,10761497,C20H14ClNO4,C1OC2=C(O1)C=C3C(=C2)C4=C(C3=O)C5=CC=CC=C5C(=O)N4CCCCl,BAQZVDOLWUUOBQ-UHFFFAOYSA-N,0.9999999999996902,0.9391572082832021,0.9574100457981485
8,56945522,C20H14ClNO4,COC1=CC2=CC(=C(N=C2C=C1)Cl)C=CC(=O)C3=CC4=C(C=C3)OCO4,HXTLFKYUBOQMTH-QHHAFSJGSA-N,0.9999999999996902,0.9323439562312295,0.9526407693617676
9,10761496,C20H14ClNO4,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)C(=O)NC4=C(C=CC(=C4)Cl)O,YBPDJPODYNDAOG-UHFFFAOYSA-N,0.9999999999996902,0.9286088111624461,0.9500261678136193
10,125616952,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=C(C=C3)OC4=CC(=CC=C4)Cl,JMZRPHDYLKXVPH-UHFFFAOYSA-N,0.9999999999996902,0.925708992104489,0.9479962944730493
11,15626255,C20H14ClNO4,COC1=C(C(=CC2=C1C=CO2)O)C3=CC(=C(C(=O)N3)Cl)C4=CC=CC=C4,GPEKPHMUPOXRND-UHFFFAOYSA-N,0.9999999999996902,0.9193883114766557,0.9435718180335659
12,19663968,C20H14ClNO4,CC(=CC1=CC2=C(C=C1)OCO2)C=C3C(=O)OC(=N3)C4=CC=CC=C4Cl,JNMPIQBVWFOOMC-PZDOZSIMSA-N,0.9999999999996902,0.9152662925011571,0.9406864047507171
13,53262886,C20H14ClNO4,COC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3OC4=C2C=C(C=C4)Cl)O,AKPZHHOHBHOKKR-UHFFFAOYSA-N,0.9999999999996902,0.9117217350853081,0.9382052145596227
14,37348086,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=CC=C3OC4=CC=CC=C4Cl,LGDYAFCOIBAPLU-UHFFFAOYSA-N,0.9999999999996902,0.910401497926208,0.9372810485482526
15,57667926,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)NC3=C(C=CC(=C3)C4=CC(=CC=C4)Cl)C(=O)O,AHRWNHNJBCVKTE-UHFFFAOYSA-N,0.9999999999996902,0.9050334606299264,0.9335234224408555
16,52896437,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=C(C=CC(=C3)Cl)OC4=CC=CC=C4,DCBFHBWQJVCCLF-UHFFFAOYSA-N,0.9999999999996902,0.9006702789520007,0.9304691952663076
17,1298025,C20H14ClNO4,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=C(C=C3)OC4=CC=C(C=C4)Cl,UVBTXBJXHDDHOY-UHFFFAOYSA-N,0.9999999999996902,0.8925943697470738,0.9248160588228587
