,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,Schizandrin,C24H32O7,COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)CC(C)(O)C(C)C2,YEFOAORQXAOVJQ-UHFFFAOYSA-N,BloodExp:CID3001664;;BloodExp:CID10455507;;BloodExp:CID11102092;;BloodExp:CID23915;;BloodExp:CID468078;;FDB029990;;HMDB0258165;;C17064;;PMHub:MS000004988,0.9999999999998684,0.9999999994449936,0.999999999611456
1,Gomisin S,C24H32O7,COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)[C@@H](O)[C@@H](C)[C@@H](C)C2,LRRQVPSJFUEMDR-QAJFTPDKSA-N,TCMSP:MOL008979,0.9999999999998684,0.7364802075921816,0.8155361453144876
2,"rel-(7S,8S,7'R,8'R)-3,3',4,4',5,5'-hexamethoxy-7.O.7',8.8'-lignan",C24H32O7,COc1cc(C2OC(c3cc(OC)c(OC)c(OC)c3)C(C)C2C)cc(OC)c1OC,ZPINJJOPURFFNV-UHFFFAOYSA-N,BloodExp:CID21827796;;PMHub:MS000004699,0.9999999999998684,0.5617184864013683,0.6932029404809184
3,,C24H32O7,COc1cc(CC2COCC2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,ODMPKURRMRTBTB-UHFFFAOYSA-N,PMHub:MS000052284,0.9999999999998684,0.5468706553134625,0.6828094587193843
4,Niranthin,C24H32O7,COCC(Cc1ccc2c(c1)OCO2)C(COC)Cc1cc(OC)c(OC)c(OC)c1,NNBRZIPUGLSCMF-UHFFFAOYSA-N,PMHub:MS000038335,0.9999999999998684,0.5280068598619212,0.6696048019033054
5,8-O-4'-neolignan-3'-O-beta-D-glucopyranoside,C24H32O7,CCCc1ccc(OC(C)Cc2ccccc2)c(OC2OC(CO)C(O)C(O)C2O)c1,ZKVRSNBRTIQMBB-UHFFFAOYSA-N,PMHub:MS000083249,0.9999999999998684,0.4927620028673424,0.6449334020071003
6,Niranthin,C24H32O7,COCC(Cc1ccc(OC)c(OC)c1)C(COC)Cc1cc(OC)c2c(c1)OCO2,RCFGIEPQSDGMJJ-UHFFFAOYSA-N,BloodExp:CID11575632;;BloodExp:CID13989915;;BloodExp:CID13989914;;HMDB0255621;;PMHub:MS000012403,0.9999999999998684,0.4899167265562797,0.6429417085893563
7,kadsulignan N,C24H32O7,COC1=C(OC)C(OC)C2C(=C1)C1OC(c3cc(OC)c(OC)c(OC)c32)C(C)C1C,TWEHALYYGHWEJS-UHFFFAOYSA-N,PMHub:MS000136701,0.9999999999998684,0.479617026417262,0.6357319184920439
8,fargesiiphenol A,C24H32O7,COc1ccc(COCC2C(O)CCC2c2cc(OC)c(OC)c(OC)c2)cc1OC,ZVOWBNRTVCGAKR-UHFFFAOYSA-N,PMHub:MS000153115,0.9999999999998684,0.4749171633094801,0.6324420143165965
9,Heterotropanone,C24H32O7,C=CCC1=CC2(OC)C(=O)C(OC)(OC)C1CC2Cc1cc(OC)c(OC)c(OC)c1,HEDWJMBFTCTVMQ-UHFFFAOYSA-N,PMHub:MS000049903,0.9999999999998684,0.4672297266380556,0.6270608086465994
10,MEGAPHONE ACETATE B811608K130,C24H32O7,C=CCC1(C(C)C(OC(C)=O)c2cc(OC)c(OC)c(OC)c2)CC(OC)C=CC1=O,ACAKNZGFODMHDA-UHFFFAOYSA-N,PMHub:MS000084015,0.9999999999998684,0.4664138563230677,0.6264896994261079
11,Magnosalicin,C24H32O7,COc1cc(OC)c([C@H]2[C@H](C)[C@@H](c3cc(OC)c(OC)cc3OC)O[C@H]2C)cc1OC,XCWBENSTFQIQNV-NHCASCSRSA-N,C10657,0.9999999999998684,0.458791266052212,0.6211538862365089
12,"[(3R,4S,8aS)-2-Acetyloxy-3,8-dihydroxy-6,8a-dimethyl-3-propan-2-yl-1,2,3a,4,7,8-hexahydroazulen-4-yl] 4-hydroxybenzoate",C24H32O7,CC(=O)OC1C[C@]2(C)C(O)CC(C)=C[C@H](OC(=O)c3ccc(O)cc3)C2[C@]1(O)C(C)C,KHLABRVSJLTKHQ-WTOMSVJDSA-N,NIST:CASNone,0.9999999999998684,0.4457578540779351,0.612030497854515
13,"(9R,10R)-9,10,11,5'-Tetrahydroxyumbelliprenin",C24H32O7,CC(=CCOc1cc(O)c2ccc(=O)oc2c1)CCC=C(C)CC(O)C(O)C(C)(C)O,LNNLNNPONQFENF-UHFFFAOYSA-N,PMHub:MS000105318,0.9999999999998684,0.43045906209619705,0.6013213434672984
14,"12-Desoxy-(4a)-phorbol 13,20-diacetate",C24H32O7,CC(=O)OCC1=CC2C3C(C)(C)C3(OC(C)=O)CC(C)C2(O)C2C=C(C)C(=O)C2(O)C1,NFSCEXJSMYPVGG-UHFFFAOYSA-N,PMHub:MS000135386,0.9999999999998684,0.4260869075289681,0.5982608352702381
15,"(1aS,2aR,3S,5R,6S,7aR)-3-(Acetyloxy)-5-hydroxy-2a,7a-dimethyl-5-(propan-2-yl)decahydroazuleno[5,6-b]oxiren-6-yl 4-hydroxybenzoate",C24H32O7,CC(=O)OC1CC(O)(C(C)C)C2C(OC(=O)c3ccc(O)cc3)CC3(C)OC3CC12C,QNFWPNYXMSTZBB-UHFFFAOYSA-N,NIST:CASNone,0.9999999999998684,0.4210997594415266,0.5947698316090291
16,"(7S,8R,1'S,2'S,3'R)-Delta8-2'-acetoxy-3',5',3,4-tetramethoxy-3,4-methylenedioxy-1',2',3',4'-tetrahydro-4'-oxo-7.3',8.1'-neolignan",C24H32O7,C=CCC12CC(OC)C(=O)C(OC)(C(c3ccc(OC)c(OC)c3)C1C)C2OC(C)=O,BPYVAFSAQBOGPV-UHFFFAOYSA-N,PMHub:MS000036302,0.9999999999998684,0.41875645909853304,0.5931295213689336
17,Melleolide G,C24H32O7,COc1cc(C)c(C(=O)OC2CC3(C)C4CC(C)(CO)CC4C=C(CO)C23O)c(O)c1,GGQLLLSSCCXUBL-UHFFFAOYSA-N,FDB018218;;HMDB0038793;;PMHub:MS000035749,0.9999999999998684,0.41087019188516843,0.5876091343195784
18,,C24H32O7,C=C1C(=O)OC2C1C(OC(C)=O)CC(C)=CC(OC(C)=O)CC(C)=CCCC1(C)OC21,DDEPKAPBAYWQPV-UHFFFAOYSA-N,PMHub:MS000135167,0.9999999999998684,0.40985418644391364,0.5868979305107
19,"(7S,8R,1'S,2'S,3'R)-Delta8-2'-acetoxy-3',5',3,4-tetramethoxy-4'-hydroxy-1',2',3',4'-tetrahydro-7.3',8.1'-neolignan",C24H32O7,C=CCC12C=C(OC)C(O)C(OC)(C(c3ccc(OC)c(OC)c3)C1C)C2OC(C)=O,ONPZKIHRKFLHIX-UHFFFAOYSA-N,PMHub:MS000048117,0.9999999999998684,0.4094249797428197,0.5865974858199343
