,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,Eriodictyol monoglucuronide,C21H18O11,O=C(O)C1OC(c2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,UXSJYLHWPORWQF-UHFFFAOYSA-N,BloodExp:CID102030156,1.0,0.9999999992758792,0.9999999994931155
1,apigenin 7-O-glucuronide|Scutellarein-7-O-beta-D-Glucuronid (Scutellarin),C21H18O11,O=C(Oc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1)C1OC(O)C(O)C(O)C1O,LFYKLMBWGAMUQU-UHFFFAOYSA-N,PMHub:MS000202651,1.0,0.9365526337877883,0.9555868436514519
2,Norwogonin 8-glucuronide,C21H18O11,O=C(O)C1OC(Oc2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)C(O)C(O)C1O,YFWMSXQNCPRTKO-UHFFFAOYSA-N,PMHub:MS000049458,1.0,0.9146669492391847,0.9402668644674292
3,Oprea1_092553,C21H18O11,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2O)C(O)C(O)C1O,MOFOLNOWFPVLGZ-UHFFFAOYSA-N,PMHub:MS000053836,1.0,0.9101662780761562,0.9371163946533094
4,"3,4,5-Trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",C21H18O11,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O,JBFOLLJCGUCDQP-UHFFFAOYSA-N,BloodExp:CID5387370;;BloodExp:CID5319484;;BloodExp:CID12912214;;FDB021631;;PMHub:MS000010795,1.0,0.9090639073728106,0.9363447351609673
5,"6-[(5,7-dihydroxy-4-oxo-2-phenyl-4H-chromen-6-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C21H18O11,O=C(O)C1OC(Oc2c(O)cc3oc(-c4ccccc4)cc(=O)c3c2O)C(O)C(O)C1O,OJLSRRUAFRVUSN-UHFFFAOYSA-N,PMHub:MS000079511,1.0,0.8961428982189741,0.9273000287532818
6,baicalin,C21H18O11,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,IKIIZLYTISPENI-ZFORQUDYSA-N,CHEBI:2981;;C10025;;TCMSP:MOL002776,1.0,0.8826006695851907,0.9178204687096334
7,"1,3,9-trihydroxycoumestan-1-O-beta-glucopyranoside|hedysarimcoumestan C",C21H18O11,O=c1oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2c2oc3cc(O)ccc3c12,QDMKNHNZUGGVFN-UHFFFAOYSA-N,PMHub:MS000188590,1.0,0.8766594394139712,0.9136616075897799
8,"6-{[2-(3,4-dihydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",C21H18O11,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,MSNBYHUUQKCKLR-UHFFFAOYSA-N,PMHub:MS000045171,1.0,0.8720340117835877,0.9104238082485114
9,"6-[4-(5,7-dihydroxy-4-oxo-4H-chromen-2-yl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C21H18O11,O=C(O)C1OC(Oc2ccc(-c3cc(=O)c4c(O)cc(O)cc4o3)cc2)C(O)C(O)C1O,NKRGFKAFZUDVES-UHFFFAOYSA-N,PMHub:MS000118051,1.0,0.8648507698308497,0.9053955388815949
10,apigenin 7-O-beta-D-glucuronide,C21H18O11,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccc(O)cc4)oc3c2O)C(O)C(O)C1O,GTDSSCNJWWPJHR-UHFFFAOYSA-N,PMHub:MS000056626,1.0,0.8612629905187634,0.9028840933631344
11,CID 68980674,C21H18O11,O=C(O)C1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,JIVINIISUDEORF-UHFFFAOYSA-N,BloodExp:CID68980674;;BloodExp:CID15940724;;HMDB0257973;;PMHub:MS000176036,1.0,0.8434460216781129,0.890412215174679
12,"4,5-dihydroxy-9,10-dioxo-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",C21H18O11,O=C(O)c1cc(O)c2c(c1)C(=O)c1c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c1C2=O,PGCSZXDXCSIDPZ-YCHGOBFUSA-N,TCMSP:MOL002367,1.0,0.8428820233467621,0.8900174163427335
13,CID 68979249,C21H18O11,O=C(O)C1OC(Oc2ccc(-c3coc4cc(O)cc(O)c4c3=O)cc2)C(O)C(O)C1O,NHEBJNCJBWUPCK-UHFFFAOYSA-N,BloodExp:CID68979249;;BloodExp:CID45782816;;BloodExp:CID124934066;;HMDB0257972,1.0,0.8319543840223683,0.8823680688156579
14,Rhein-8-glucoside,C21H18O11,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,WYKUTTFFZMQCGO-UHFFFAOYSA-N,BloodExp:CID5320961;;FDB010857;;HMDB0032877;;PMHub:MS000178428,1.0,0.8156550439486248,0.8709585307640373
15,"5,7,2'-Trihydroxyflavone 7-glucuronide",C21H18O11,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)C(O)C(O)C1O,ZUWLOUKBEQEHEC-UHFFFAOYSA-N,PMHub:MS000059545,1.0,0.8146421983571386,0.8702495388499969
