,Title,MolecularFormula,CanonicalSMILES,InChIKey,Database IDs,Formula Score,Structure Score,Consensus Score
0,,C28H48O6,COC(=O)C(C)CCC(O)C(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,HNUUVRPPAXFVNX-UHFFFAOYSA-N,PMHub:MS000202428,0.9999999999998817,0.9999999990470397,0.9999999993328923
1,26-hydroxycastasterone,C28H48O6,CC(CO)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C1CCC2C3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)C3CC[C@@]21C,GIHKVCBPOTYEGP-WPXWDAEZSA-N,PMN:CPD-12500,0.9999999999998817,0.7978054521035782,0.8584638164724692
2,,C28H48O6,C=C(CCC(C)C1C(O)C(O)C2C1(C)CCC1C3(C)CCC(O)CC3C(O)CC12O)C(C)CO,RFMGKGFJXNLBSR-UHFFFAOYSA-N,PMHub:MS000183307,0.9999999999998817,0.7623101004439281,0.8336170703107142
3,brassinolide,C28H48O6,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C1CC[C@H]2C3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)C3CC[C@]12C,IXVMHGVQKLDRKH-XZDDVQLQSA-N,PMN:CPD-697,0.9999999999998817,0.7600507546785699,0.8320355282749634
4,Certonardosterol A,C28H48O6,C=C(CCC(C)C1CC(O)C2C1(C)CCC1C3(C)CCC(O)C(O)C3C(O)CC12O)C(C)CO,ASXJPYBLHOPGBL-UHFFFAOYSA-N,PMHub:MS000065310,0.9999999999998817,0.736287986480101,0.815401590536035
5,Mimosaside C,C28H48O6,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)CCOC1OC(C)C(O)C(O)C1OC(C)=O,PKESFOWCFUJEIO-UHFFFAOYSA-N,PMHub:MS000059944,0.9999999999998817,0.7287373863686515,0.8101161704580204
6,Ecraprost,C28H48O6,CCCCCC(O)C=CC1C(CCCCCCC(=O)OCCCC)=C(OC(=O)CCC)CC1O,HITYEEHTEOQBAC-UHFFFAOYSA-N,BloodExp:CID6917049,0.9999999999998817,0.7261481728948537,0.8083037210263619
7,,C28H48O6,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)CCOC1OC(C)C(O)C(OC(C)=O)C1O,LAQUGRFCTPCKTO-UHFFFAOYSA-N,PMHub:MS000043560,0.9999999999998817,0.7228434370715358,0.8059904059500396
8,,C28H48O6,CC(C=CC(C)C(C)(O)CO)C1CC(O)C2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,VAALKQOZZRQIEK-UHFFFAOYSA-N,PMHub:MS000216507,0.9999999999998817,0.7211526570228108,0.8048068599159319
9,Certonardosterol A2,C28H48O6,CC(C=CC(C)C1CC(O)C2C1(C)CCC1C3(C)CCC(O)C(O)C3C(O)CC12O)C(C)CO,UZMSBSHNTQAMIG-UHFFFAOYSA-N,PMHub:MS000074027,0.9999999999998817,0.661417490939034,0.7629922436572882
10,4-O-desmethylschkuhrianol,C28H48O6,CCCCCCCCCCCCCCCC(O)CC(=O)OCCCc1cc(O)c(O)c(OC)c1,BIQFWUQHJRMUMY-UHFFFAOYSA-N,PMHub:MS000034600,0.9999999999998817,0.6606104653562813,0.7624273257493613
11,plakevulin A,C28H48O6,CCCCCCCCCCCCCCCCC1(O)C=CC(OC(=O)CCC(C)=O)C1C(=O)OC,NVMQTOXEXDHINC-UHFFFAOYSA-N,PMHub:MS000184954,0.9999999999998817,0.6192658282681616,0.7334860797876775
12,Baulamycin A,C28H48O6,CCC(=O)[C@H](C)C[C@@H](C)C[C@H](C)CC[C@@H](O)C[C@@H](O)[C@@H](CC(C)C)[C@@H](O)c1cc(O)cc(O)c1,AKJZMDKLVDIHGA-AXYLQFBXSA-N,NPA006875,0.9999999999998817,0.4887250094355425,0.6421075066048442
