structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.8553367300294559	-158.93331522510394	C24H30O3	[M + H]+	METQSPRSQINEEU	InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3	Drospirenona	CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C	3.5	68873;9951073;10067489;12803450;12803452;12803453;12803454;10338923;15986040;16656995;16657043;16760220;25218068;25263909;29927451;42617631;42617632;44512167;46781435;51021104;54670068;54670639;60024596;60024597;57552469;59689404;59779299;58092668;58308523;58308544;66607599;71587332;73265396;72698141;72698144;71105907;71105908;71120019;71120029;70821416;70822267;70822345;70887290;70887320;76973090;76973450;76974672;89703641;89475576;99565284;100943568;102552705;118849716;117956889;122541268;122130574;122172981;124604723;124637722;124290216;124290217;124290218;124290219;129010035;129317878;129361396;129366902;133112917;133269685;131698771;131705373;133688220;133688221;134832489;138106942;137795433	HMDB:(15467);SuperNatural:(SN00350195);ZINC bio:(ZINC03927200);additional;HSDB:(67392-87-4);MeSH:(68873);PubMed;NORMAN:(NS00002775);COCONUT:(CNP0278884);Natural Products:(UNPD149352);database;PubChem:(68873 9951073 10067489 12803450 12803452 12803453 12803454 10338923 15986040 16656995 16657043 16760220 25218068 25263909 29927451 42617631 42617632 44512167 46781435 51021104 54670068 54670639 60024596 60024597 57552469 59689404 59779299 58092668 58308523 58308544 66607599 71587332 73265396 72698141 72698144 71105907 71105908 71120019 71120029 70821416 70822267 70822345 70887290 70887320 76973090 76973450 76974672 89703641 89475576 99565284 100943568 102552705 118849716 117956889 122541268 122130574 122172981 124604723 124637722 124290216 124290217 124290218 124290219 129010035 129317878 129361396 129366902 133112917 133269685 131698771 131705373 133688220 133688221 134832489 138106942 137795433);CHEBI:(50838);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug	68840890990
2	1	N/A	-246.0952003038641	C24H30O3	[M + H]+	KBOQXVVZFSWICE	InChI=1S/C24H30O3/c1-22-12-4-3-5-17(22)7-8-20-19(22)10-13-23(2)18(11-14-24(20,23)26)16-6-9-21(25)27-15-16/h3,5-7,9,15,18-20,26H,4,8,10-14H2,1-2H3	Scillaridin A	CC12CCC=CC1=CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C	4.30000019	11014;330570;3582957;12315396	COCONUT:(CNP0211324);Natural Products:(UNPD35365);database;PubChem class - safety and toxic;PubChem:(11014 330570 3582957 12315396);SuperNatural:(SN00352712)	68789764098
3	1	N/A	-278.0217010224491	C24H30O3	[M + H]+	NOSZEBCXYQZSQN	InChI=1S/C24H30O3/c1-15(2)7-9-21-18(6)13-23(22(24(21)26)10-8-16(3)4)27-20-12-17(5)11-19(25)14-20/h7-8,11-14,25-26H,9-10H2,1-6H3	null	CC1=CC(=CC(=C1)OC2=C(C(=C(C(=C2)C)CC=C(C)C)O)CC=C(C)C)O	7.30000019	139586231	PubChem:(139586231);COCONUT:(CNP0371692);database	68721573890
4	1	N/A	-292.29362147996505	C24H30O3	[M + H]+	AHGOROWMVKDFOH	InChI=1S/C24H30O3/c1-15(2)7-9-21-18(6)13-23(26)22(10-8-16(3)4)24(21)27-20-12-17(5)11-19(25)14-20/h7-8,11-14,25-26H,9-10H2,1-6H3	null	CC1=CC(=CC(=C1)OC2=C(C(=CC(=C2CC=C(C)C)O)C)CC=C(C)C)O	7.30000019	139591683	PubChem:(139591683);database	68719476738
5	1	N/A	-304.25618500803586	C24H30O3	[M + H]+	XKEODMGIQXPZMT	InChI=1S/C24H30O3/c1-17(2)5-4-6-18(3)7-14-23-20(15-22(26)16-24(23)27)11-8-19-9-12-21(25)13-10-19/h5,7,9-10,12-13,15-16,25-27H,4,6,8,11,14H2,1-3H3	null	CC(C)=CCCC(C)=CCc1c(O)cc(O)cc1CCc1ccc(O)cc1	6.656931624275838	""	""	0
6	1	N/A	-306.02846884588905	C24H30O3	[M + H]+	GTNNUVWDKFRIPY	InChI=1S/C24H30O3/c1-16(2)5-13-21-19(10-7-18-8-11-20(25)12-9-18)15-23(26)22(24(21)27)14-6-17(3)4/h5-6,8-9,11-12,15,25-27H,7,10,13-14H2,1-4H3	null	CC(=CCC1=C(C(=C(C=C1CCC2=CC=C(C=C2)O)O)CC=C(C)C)O)C	6.9000001	101712302	COCONUT:(CNP0287849);Natural Products:(UNPD157064);database;PubChem:(101712302);SuperNatural:(SN00261412)	68722655234
7	1	N/A	-308.6116564971668	C24H30O3	[M + H]+	QAPDDLVCXDEXCQ	InChI=1S/C24H30O3/c1-17(2)20-13-15-24(3)14-7-10-19(16-25)22(24)23(20)27-21(26)12-11-18-8-5-4-6-9-18/h4-6,8-12,16-17,20,22-23H,7,13-15H2,1-3H3	null	CC(C)C1CCC2(CCC=C(C2C1OC(=O)C=CC3=CC=CC=C3)C=O)C	5.80000019	101603183	COCONUT:(CNP0276672);Natural Products:(UNPD14761);database;PubChem:(101603183);SuperNatural:(SN00308572)	68722655234
8	1	N/A	-314.34837952898533	C24H30O3	[M + H]+	GNMUGVNEWCZUAA	InChI=1S/C24H30O3/c1-18(2)7-5-8-19(3)9-6-10-20(4)15-16-26-22-13-11-21-12-14-24(25)27-23(21)17-22/h7,9,11-15,17H,5-6,8,10,16H2,1-4H3	Umbelliprenin	CC(=CCCC(=CCCC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)C)C	6.77554274	181996;1781406;1781412;1781413;5287282	COCONUT:(CNP0163867);HMDB:(30597);KNApSAcK:(34737);Natural Products:(UNPD169098 UNPD215981);database;PubChem:(181996 1781406 1781412 1781413 5287282);SuperNatural:(SN00157605 SN00227928);additional;PubChem class - bio and metabolites;MeSH:(1781413);Training Set;PubMed	68739973214
9	1	N/A	-323.5417856172612	C24H30O3	[M + H]+	JAASWVRGXJPPHR	InChI=1S/C24H30O3/c1-18(2)7-5-8-19(3)9-6-10-20(4)15-16-26-22-12-13-23-21(17-22)11-14-24(25)27-23/h7,9,11-15,17H,5-6,8,10,16H2,1-4H3	null	CC(=CCCC(=CCCC(=CCOC1=CC2=C(C=C1)OC(=O)C=C2)C)C)C	7.0999999	70691185;77913623	COCONUT:(CNP0383626);Natural Products:(UNPD21792 UNPD209687);database;PubChem:(70691185 77913623);PubMed	68721606722
10	1	N/A	-323.6994396818629	C24H30O3	[M + H]+	NHQPTPUMTXSDEV	InChI=1S/C24H30O3/c1-16(2)10-13-20-19(12-11-18-8-6-5-7-9-18)14-23(26)21(24(20)27)15-22(25)17(3)4/h5-10,14,22,25-27H,3,11-13,15H2,1-2,4H3	null	CC(=CCC1=C(C(=C(C=C1CCC2=CC=CC=C2)O)CC(C(=C)C)O)O)C	6.19999981	45783219;51694544;51694545	COCONUT:(CNP0036030);database;PubChem:(45783219 51694544 51694545);SuperNatural:(SN00034458 SN00034457);ZINC bio:(ZINC35465962 ZINC35465964)	68722630658
