structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.29243528012467285	-20.31858790429524	C21H22O4	[M + H]+	DBMJZOMNXBSRED	InChI=1S/C21H22O4/c1-14(2)5-4-6-15(3)9-11-24-21-16-7-8-20(22)25-19(16)13-18-17(21)10-12-23-18/h5,7-10,12-13H,4,6,11H2,1-3H3	Bergaptin	CC(=CCCC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)C	5.5999999	119057;7251175;5471349	HMDB:(33782);SuperNatural:(SN00235850 SN00002433);ZINC bio:(ZINC01658570 ZINC12363891);additional;MeSH:(5471349);PubMed;COCONUT:(CNP0380497);KNApSAcK:(47753);Natural Products:(UNPD213911 UNPD14264 UNPD123741);database;PubChem:(119057 7251175 5471349);CHEBI:(70476);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-20605)	68807092350
2	1	N/A	-28.72246586513078	C21H22O4	[M + H]+	SOVNCTNQAWWYAQ	InChI=1S/C21H22O4/c1-14(2)5-4-6-15(3)9-11-24-21-19-17(10-12-23-19)13-16-7-8-18(22)25-20(16)21/h5,7-10,12-13H,4,6,11H2,1-3H3	8-geranoxy-psoralen	CC(=CCCC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C)C	5.23238802	155658;5317564;90656880	HMDB:(39309);SuperNatural:(SN00003031);ZINC bio:(ZINC02529828);additional;MeSH:(5317564);PubMed;COCONUT:(CNP0090917 CNP0213522);Natural Products:(UNPD222328 UNPD118105);database;PubChem:(155658 5317564 90656880);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	68807090254
3	1	N/A	-75.57987995021567	C21H22O4	[M + H]+	SKKREZRZABBPNE	InChI=1S/C21H22O4/c1-14(2)6-4-5-7-15(3)13-24-21-16-8-9-20(22)25-19(16)12-18-17(21)10-11-23-18/h6-12H,4-5,13H2,1-3H3	null	CC(=CCCC=C(C)COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C	5.23238802	""	COCONUT:(CNP0107837);Natural Products:(UNPD39669);database	68721606656
4	1	N/A	-143.96597258150112	C21H22O4	[M + H]+	VLZSECOGKOKMBC	InChI=1S/C21H22O4/c1-13(2)5-4-6-14(3)7-8-17-20-16(11-12-24-20)19(23)15-9-10-18(22)25-21(15)17/h5,7,9-12,23H,4,6,8H2,1-3H3	9-[(2Z)-3,7-dimethylocta-2,6-dienyl]-4-hydroxyfuro[3,2-g]chromen-7-one	CC(=CCCC(=CCC1=C2C(=C(C3=C1OC=C3)O)C=CC(=O)O2)C)C	5.69999981	11664684;73046911;102030516	COCONUT:(CNP0175622);Natural Products:(UNPD178098);database;PubChem:(11664684 73046911 102030516);SuperNatural:(SN00270579)	68722655234
5	1	N/A	-186.35229261682974	C21H22O4	[M + H]+	ZQICGTYUOSVFMN	InChI=1S/C21H22O4/c1-13-6-8-21(2,3)11-14(13)12-24-20-15-4-5-19(22)25-18(15)10-17-16(20)7-9-23-17/h4-5,7,9-10H,6,8,11-12H2,1-3H3	null	CC1=C(CC(CC1)(C)C)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4	4.4000001	100912309	COCONUT:(CNP0386934);Natural Products:(UNPD195079);database;PubChem:(100912309)	68721606658
6	1	N/A	-186.49293687724747	C21H22O4	[M + H]+	XCSZAOTVVIRTGB	InChI=1S/C21H22O4/c1-13-6-8-21(2,3)11-16(13)12-24-20-18-15(7-9-23-18)10-14-4-5-17(22)25-19(14)20/h4-5,7,9-10H,6,8,11-12H2,1-3H3	Oprea1_270430	CC1=C(CC(CC1)(C)C)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3	4.98893261	657158	COCONUT:(CNP0278629);Natural Products:(UNPD52224);database;PubChem:(657158);SuperNatural:(SN00239812);ZINC bio:(ZINC00225581);PubMed	68722663490
7	1	N/A	-187.2378395816425	C21H22O4	[M + H]+	NETRCGJRLNZPCW	InChI=1S/C21H22O4/c1-13-11-21(2,3)8-6-14(13)12-24-20-15-4-5-19(22)25-18(15)10-17-16(20)7-9-23-17/h4-5,7,9-10H,6,8,11-12H2,1-3H3	4-((2,4,4-Trimethyl-1-cyclohexenyl)methoxy)furo(3,2-g)chromen-7-one	CC1=C(CCC(C1)(C)C)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4	4.4000001	177156	COCONUT:(CNP0220663);HMDB:(30846);Natural Products:(UNPD74901);database;PubChem:(177156);SuperNatural:(SN00251082);PubChem class - bio and metabolites	68739432458
8	1	N/A	-239.36689791112084	C21H22O4	[M + H]+	WKYMIOLWRMMQPK	InChI=1S/C21H22O4/c1-13-4-6-14(7-5-13)21(2,3)25-18-12-17-16(10-11-23-17)20-15(18)8-9-19(22)24-20/h4,8-12,14H,5-7H2,1-3H3	null	CC1=CCC(CC1)C(C)(C)OC2=C3C=CC(=O)OC3=C4C=COC4=C2	5.04045248	""	COCONUT:(CNP0105856);Natural Products:(UNPD72659);database;SuperNatural:(SN00380338)	68722655232
9	1	N/A	-294.3894631574647	C21H22O4	[M + H]+	SUYNBFRQRFEKGN	InChI=1S/C21H22O4/c1-15(2)12-13-25-19-10-6-17(21(14-19)24-3)7-11-20(23)16-4-8-18(22)9-5-16/h4-12,14,22H,13H2,1-3H3	null	CC(=CCOC1=CC(=C(C=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)C	4.80000019	10871473	COCONUT:(CNP0278744);Natural Products:(UNPD178695);database;PubChem:(10871473);SuperNatural:(SN00293029);MeSH:(10871473);PubMed	68722655302
10	1	N/A	-318.01175495064336	C21H22O4	[M + H]+	UMBSTZYEWGEYOM	InChI=1S/C21H22O4/c1-15(17-4-8-19(9-5-17)23-12-21-14-25-21)10-16-2-6-18(7-3-16)22-11-20-13-24-20/h2-10,20-21H,11-14H2,1H3	2-[[4-[(E)-1-[4-(oxiran-2-ylmethoxy)phenyl]prop-1-en-2-yl]phenoxy]methyl]oxirane	CC(=CC1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4	4.0999999	21477424;54360373;101679369	PubChem:(21477424 54360373 101679369);database	68719476738
11	1	N/A	-330.32387514291975	C21H22O4	[M + H]+	WBDNTJSRHDSPSR	InChI=1S/C21H22O4/c1-14(2)4-11-18-20(24)13-8-16(21(18)25-3)7-12-19(23)15-5-9-17(22)10-6-15/h4-10,12-13,22,24H,11H2,1-3H3	Licochalcone C	CC(=CCC1=C(C=CC(=C1OC)C=CC(=O)C2=CC=C(C=C2)O)O)C	4.9000001	9840805;54421517	COCONUT:(CNP0191436);KNApSAcK:(7056);Natural Products:(UNPD115764);database;PubChem:(9840805 54421517);SuperNatural:(SN00370294);MeSH:(9840805);Training Set;PubMed	68722671702
12	1	N/A	-330.46976155201486	C21H22O4	[M + H]+	IWBMROHTOJZYOJ	InChI=1S/C21H22O4/c1-15(2)11-12-25-17-13-19(23)21(20(14-17)24-3)18(22)10-9-16-7-5-4-6-8-16/h4-11,13-14,23H,12H2,1-3H3	2''-Hydroxy-6''-methoxy-4''-prenyloxychalcone	CC(=CCOC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=CC=C2)O)C	5.30000019	14527029	COCONUT:(CNP0224348);KNApSAcK:(7087);Natural Products:(UNPD115478);database;PubChem:(14527029);SuperNatural:(SN00280760)	68722655250
13	1	N/A	-355.93219791244394	C21H22O4	[M + H]+	XDKYBPGIBVMHHB	InChI=1S/C21H22O4/c1-14(2)4-10-18-20(25-3)13-11-17(21(18)24)19(23)12-7-15-5-8-16(22)9-6-15/h4-9,11-13,22,24H,10H2,1-3H3	4-Hydroxyderricin	CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)C	5.4000001	124314;6438503	COCONUT:(CNP0237541);KNApSAcK:(7064);Natural Products:(UNPD178842 UNPD228466 UNPD75853);database;PubChem:(124314 6438503);SuperNatural:(SN00369748 SN00355512);MeSH:(6438503);PubMed;KEGG Mine	77312589910
14	1	N/A	-358.45730071073103	C21H22O4	[M + H]+	VNKGJUSYZMFRJX	InChI=1S/C21H22O4/c1-14(2)9-11-16-19(25-3)13-18(23)20(21(16)24)17(22)12-10-15-7-5-4-6-8-15/h4-10,12-13,23-24H,11H2,1-3H3	Isoxanthohumol(Helichrysum)	CC(=CCC1=C(C=C(C(=C1O)C(=O)C=CC2=CC=CC=C2)O)OC)C	5.4000001	15410693	COCONUT:(CNP0244840);KNApSAcK:(7081);Natural Products:(UNPD113983);database;PubChem:(15410693);SuperNatural:(SN00257641)	68722655250
15	1	N/A	-364.8693268589142	C21H22O4	[M + H]+	PAILWWPOJHGXTM	InChI=1S/C21H22O4/c1-13(2)4-9-16-18(22)11-10-17-19(23)12-20(25-21(16)17)14-5-7-15(24-3)8-6-14/h4-8,10-11,20,22H,9,12H2,1-3H3	Lespeflorin A2	CC(=CCC1=C(C=CC2=C1OC(CC2=O)C3=CC=C(C=C3)OC)O)C	4.4000001	25243165	COCONUT:(CNP0105785);Natural Products:(UNPD89114);database;PubChem:(25243165);SuperNatural:(SN00228563);PubMed	68722655298
16	1	N/A	-367.21304829395933	C21H22O4	[M + H]+	CBCNITCGKSLSCT	InChI=1S/C21H22O4/c1-13(2)4-7-18-19(23)9-8-17(21(18)24-3)15-10-14-5-6-16(22)11-20(14)25-12-15/h4-6,8-11,22-23H,7,12H2,1-3H3	null	CC(=CCC1=C(C=CC(=C1OC)C2=CC3=C(C=C(C=C3)O)OC2)O)C	4.5999999	10042759	COCONUT:(CNP0105086);KNApSAcK:(18947);Natural Products:(UNPD194736);database;PubChem:(10042759);SuperNatural:(SN00021089);ZINC bio:(ZINC14819466)	68722663442
