structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.20615967739729632	-25.86027347195856	C25H28O5	[M + H]+	GOAUTULGLLBZSR	InChI=1S/C25H28O5/c1-15(2)5-4-6-16(3)7-12-19-20(27)13-21(28)24-22(29)14-23(30-25(19)24)17-8-10-18(26)11-9-17/h5,7-11,13,23,26-28H,4,6,12,14H2,1-3H3	Sophorafavanone A	CC(=CCCC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C)C	6.19999981	6475921;11418365;53848438;101097179	COCONUT:(CNP0135589);KNApSAcK:(8274);Natural Products:(UNPD46128 UNPD220407);database;PubChem:(6475921 11418365 53848438 101097179);SuperNatural:(SN00322110);CHEBI:(70023);MeSH:(6475921);PubMed	68722655350
2	1	N/A	-28.405986414768055	C25H28O5	[M + H]+	XYIQIBWIEGCVQY	InChI=1S/C25H28O5/c1-15(2)5-4-6-16(3)7-12-19-20(27)13-23-24(25(19)29)21(28)14-22(30-23)17-8-10-18(26)11-9-17/h5,7-11,13,22,26-27,29H,4,6,12,14H2,1-3H3	Mimulone	CC(=CCCC(=CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O)C)C	6.19999981	2826720;5716903;10001495;54494857;101097180	COCONUT:(CNP0232521);KNApSAcK:(8273);Natural Products:(UNPD11254 UNPD227632);database;PubChem:(2826720 5716903 10001495 54494857 101097180);SuperNatural:(SN00226818);MeSH:(5716903 54494857);PubMed	68722655318
3	1	N/A	-31.191610629505316	C25H28O5	[M + H]+	BMIMEYWWZBBDCM	InChI=1S/C25H28O5/c1-14(2)5-7-16-11-17(8-10-19(16)26)23-13-22(29)24-21(28)12-20(27)18(25(24)30-23)9-6-15(3)4/h5-6,8,10-12,23,26-28H,7,9,13H2,1-4H3	Euchrestaflavanone A	CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C(=C3O2)CC=C(C)C)O)O)O)C	6.19999981	484588;10319282	COCONUT:(CNP0173230);KNApSAcK:(8266);Natural Products:(UNPD154758);database;PubChem:(484588 10319282);SuperNatural:(SN00331537);PubMed	68722655314
4	1	N/A	-33.73732357231478	C25H28O5	[M + H]+	WNEAAJKGMLICIY	InChI=1S/C25H28O5/c1-14(2)5-7-16-11-17(8-10-19(16)26)22-13-21(28)24-23(30-22)12-20(27)18(25(24)29)9-6-15(3)4/h5-6,8,10-12,22,26-27,29H,7,9,13H2,1-4H3	Paratocarpin L	CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O)C	6.19999981	480769;14309760	COCONUT:(CNP0282990);KNApSAcK:(14173);Natural Products:(UNPD152656);database;PubChem:(480769 14309760);SuperNatural:(SN00386176);PubMed	68722655314
5	1	N/A	-46.42507061671151	C25H28O5	[M + H]+	HCNLDGTUMBOHKT	InChI=1S/C25H28O5/c1-14(2)5-11-18-23(28)19(12-6-15(3)4)25-22(24(18)29)20(27)13-21(30-25)16-7-9-17(26)10-8-16/h5-10,21,26,28-29H,11-13H2,1-4H3	Senegalensin	CC(=CCC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)O)CC=C(C)C)O)C	6.19999981	3951;124035;13846818	SuperNatural:(SN00001835 SN00005901);ZINC bio:(ZINC00898881 ZINC03873159);additional;MeSH:(124035);PubMed;COCONUT:(CNP0233287);KNApSAcK:(954);Natural Products:(UNPD144729);database;PubChem:(3951 124035 13846818);CHEBI:(2156);KEGG:(C09724);Training Set	68723204470
6	1	N/A	-53.31389361114065	C25H28O5	[M + H]+	LQHKFMYWTKORCE	InChI=1S/C25H28O5/c1-14(2)5-7-16-9-18(10-17(25(16)29)8-6-15(3)4)22-13-21(28)24-20(27)11-19(26)12-23(24)30-22/h5-6,9-12,22,26-27,29H,7-8,13H2,1-4H3	Abyssinone-V	CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(C=C(C=C3O2)O)O)C	6.19999981	101203;442153	COCONUT:(CNP0271512);KNApSAcK:(936);Natural Products:(UNPD99118 UNPD143935);database;PubChem:(101203 442153);SuperNatural:(SN00157038 SN00335207);CHEBI:(2368);MeSH:(101203 442153);KEGG:(C09319);PubMed	68722655606
7	1	N/A	-58.98769550307673	C25H28O5	[M + H]+	QEXZVESBFWVISP	InChI=1S/C25H28O5/c1-15(2)5-4-6-16(3)7-8-17-11-18(9-10-20(17)27)23-14-22(29)25-21(28)12-19(26)13-24(25)30-23/h5,7,9-13,23,26-28H,4,6,8,14H2,1-3H3	(2S)-2-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4-hydroxyphenyl]-5,7-dihydroxy-2,3-dihydrochromen-4-one	CC(=CCCC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O)C)C	6.19999981	9978810;11589591;50899145;66839797;90998309	COCONUT:(CNP0226020);Natural Products:(UNPD115947 UNPD172464);database;PubChem:(9978810 11589591 50899145 66839797 90998309);SuperNatural:(SN00386887 SN00160725);PubMed	68722655298
8	1	N/A	-63.11375189507552	C25H28O5	[M + H]+	SWLGFCRAFOKHQK	InChI=1S/C25H28O5/c1-14(2)8-10-16-6-5-7-18(24(16)29)22-13-21(28)23-20(27)12-19(26)17(25(23)30-22)11-9-15(3)4/h5-9,12,22,26-27,29H,10-11,13H2,1-4H3	(2S)-5,7-dihydroxy-2-[2-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]-8-(3-methylbut-2-en-1-yl)-2,3-dihydro-4H-chromen-4-one	CC(=CCC1=C(C(=CC=C1)C2CC(=O)C3=C(C=C(C(=C3O2)CC=C(C)C)O)O)O)C	6.19999981	51040899;75604528	COCONUT:(CNP0327550);Natural Products:(UNPD90991);database;PubChem:(51040899 75604528);SuperNatural:(SN00239981);CHEBI:(68374);PubMed	68722655330
9	1	N/A	-76.48307707459068	C25H28O5	[M + H]+	XHCAXPZUMUUNKN	InChI=1S/C25H28O5/c1-16(2)5-4-6-17(3)11-12-29-20-9-7-18(8-10-20)23-15-22(28)25-21(27)13-19(26)14-24(25)30-23/h5,7-11,13-14,23,26-27H,4,6,12,15H2,1-3H3	4''-O-Geranylnaringenin	CC(=CCCC(=CCOC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)C)C	6.0999999	511791;6479094;101674018	COCONUT:(CNP0123225);KNApSAcK:(8492);Natural Products:(UNPD74095);database;PubChem:(511791 6479094 101674018);SuperNatural:(SN00300810);PubMed	68722655314
10	1	N/A	-81.22942530707094	C25H28O5	[M + H]+	CEBSROOTTDEPKN	InChI=1S/C25H28O5/c1-14(2)5-7-17-11-16(8-10-20(17)26)19-13-30-22-12-21(27)18(9-6-15(3)4)24(28)23(22)25(19)29/h5-6,8,10-12,19,26-28H,7,9,13H2,1-4H3	Bolusanthol C	CC(=CCC1=C(C=CC(=C1)C2COC3=C(C2=O)C(=C(C(=C3)O)CC=C(C)C)O)O)C	6.4000001	637199;12972420	COCONUT:(CNP0206440);KNApSAcK:(19297);Natural Products:(UNPD57557);database;PubChem:(637199 12972420);SuperNatural:(SN00364229);MeSH:(12972420);PubMed	68722655318
