structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2221440962033754	-20.99068709388345	C19H16O4	[M + H]+	PREBVFJICNPEKM	InChI=1S/C19H16O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-12,20-21H,13H2	ACMC-20alnk	C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O	3.29999995	147439;5315472;45934475;139025459	HMDB:(2114);SuperNatural:(SN00030450 SN00002418);ZINC bio:(ZINC01651126 ZINC31430473 ZINC31430475);additional;PubMed;COCONUT:(CNP0104692);KNApSAcK:(42286);Natural Products:(UNPD46300);database;PubChem:(147439 5315472 45934475 139025459);CHEBI:(71045);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	68807090298
2	1	N/A	-22.942243527755803	C19H16O4	[M + H]+	YXAKCQIIROBKOP	InChI=1S/C19H16O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-13,20-22H	p,p-hydroxy-curucumin	C1=CC(=CC=C1C=CC(=CC(=O)C=CC2=CC=C(C=C2)O)O)O	4.0	468139;5324473;101062424;101788669	COCONUT:(CNP0242773);Natural Products:(UNPD301);database;PubChem:(468139 5324473 101062424 101788669);PubChem class - bio and metabolites;KEGG:(C17743);Plantcyc:(CPD-12188);Training Set;PubMed;Biocyc:(CPD-12188)	68738533698
3	1	N/A	-38.68756845743649	C19H16O4	[M + H]+	JYTVKRNTTALBBZ	InChI=1S/C19H16O4/c20-16-8-4-14(5-9-16)6-10-18(22)13-19(23)11-7-15-2-1-3-17(21)12-15/h1-12,20-21H,13H2	null	C1=CC(=CC(=C1)O)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O	3.29999995	24808577;68551461	COCONUT:(CNP0302165);Natural Products:(UNPD184419);database;PubChem:(24808577 68551461);SuperNatural:(SN00299042)	68722655234
4	1	N/A	-73.52625443494986	C19H16O4	[M + H]+	DXORQEWMXKLOAN	InChI=1S/C19H16O4/c20-16(11-9-14-5-1-3-7-18(14)22)13-17(21)12-10-15-6-2-4-8-19(15)23/h1-12,22-23H,13H2	1,7-bis(2-hydroxyphenyl)hepta-1,6-diene-3,5-dione	C1=CC=C(C(=C1)C=CC(=O)CC(=O)C=CC2=CC=CC=C2O)O	3.29999995	380620;5825618	PubChem:(380620 5825618);PubMed;database	68719476802
5	1	N/A	-75.47781086882213	C19H16O4	[M + H]+	YHTJEXHNRBHKKK	InChI=1S/C19H16O4/c20-16(11-9-14-5-1-3-7-18(14)22)13-17(21)12-10-15-6-2-4-8-19(15)23/h1-13,20,22-23H	null	C1=CC=C(C(=C1)C=CC(=CC(=O)C=CC2=CC=CC=C2O)O)O	4.0	11077703	database;Training Set;PubChem:(11077703);PubMed;additional	68720017474
6	1	N/A	-171.9560155449601	C19H16O4	[M + H]+	XRFSYDSFAJCJHE	InChI=1S/C19H16O4/c20-15-6-1-13(2-7-15)3-10-18-11-17(22)12-19(23-18)14-4-8-16(21)9-5-14/h1-11,19-21H,12H2	null	C1C(OC(=CC1=O)C=CC2=CC=C(C=C2)O)C3=CC=C(C=C3)O	3.0999999	118319242;125416658;125416659	PubChem:(118319242 125416658 125416659);COCONUT:(CNP0087172);database	68721573890
7	1	N/A	-178.97155382867453	C19H16O4	[M + H]+	NGLPNRNIJGIQJU	InChI=1S/C19H16O4/c1-23-19-9-7-15(13-16(19)5-3-11-21)17-12-14(4-2-10-20)6-8-18(17)22/h2-13,22H,1H3	4''-methoxymagndialedehyde	COC1=C(C=C(C=C1)C2=C(C=CC(=C2)C=CC=O)O)C=CC=O	2.9000001	23634517	COCONUT:(CNP0218549);Natural Products:(UNPD138449);database;PubChem:(23634517);SuperNatural:(SN00159781);MeSH:(23634517);PubMed	68722655302
8	1	N/A	-208.11035992329877	C19H16O4	[M + H]+	PJVWKTKQMONHTI	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3	Brumolin	CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O	3.25714922	5001396;40468156;40468157;54678486;54684598;54688261;54727559;54727560;75125732;75125733;91871294;123719417;138402740	HMDB:(1935);SuperNatural:(SN00006004 SN00006005);additional;HSDB:(81-81-2);MeSH:(54678486);PubMed;NORMAN:(NS00000519 NS00010884);COCONUT:(CNP0002363 CNP0049018 CNP0394551 CNP0394952);database;PubChem:(5001396 40468156 40468157 54678486 54684598 54688261 54727559 54727560 75125732 75125733 91871294 123719417 138402740);CHEBI:(87744 87738 87737 87732 87743);PubChem class - bio and metabolites;KEGG:(C20129 C01541);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-20636)	68840868718
9	1	N/A	-244.4074531298219	C19H16O4	[M + H]+	QTXVAVXCBMYBJW	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,22H,11H2,1H3	null	CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O	3.2252691992437095	""	""	0
10	1	N/A	-269.42963979963247	C19H16O4	[M + H]+	ZXMFLWCLJYELEM	InChI=1S/C19H16O4/c1-10(20)3-4-12-5-7-15-17(11(12)2)19(23)16-9-13(21)6-8-14(16)18(15)22/h5-9,21H,3-4H2,1-2H3	7-hydroxy-1-methyl-2-(3-oxobutyl)anthracene-9,10-dione	CC1=C(C=CC2=C1C(=O)C3=C(C2=O)C=CC(=C3)O)CCC(=O)C	2.79999995	5319342	COCONUT:(CNP0329360);KNApSAcK:(36734);Natural Products:(UNPD9345);database;PubChem:(5319342);SuperNatural:(SN00397928)	68722655250
11	1	N/A	-296.3269045128835	C19H16O4	[M + H]+	PCORINJSUKFHJH	InChI=1S/C19H16O4/c20-14-7-4-12(5-8-14)2-1-3-15-16-11-19(23)18(22)10-13(16)6-9-17(15)21/h1-5,7-8,10-11,20,22-23H,6,9H2	null	C1CC(=O)C(=CC=CC2=CC=C(C=C2)O)C3=CC(=C(C=C31)O)O	3.29999995	10852306;100929560	COCONUT:(CNP0369859);Natural Products:(UNPD153347 UNPD117579);database;PubChem:(10852306 100929560);SuperNatural:(SN00372319)	68722655234
12	1	N/A	-304.312644942235	C19H16O4	[M + H]+	WDTIUHCVSBKXKZ	InChI=1S/C19H16O4/c1-21-15-9-11-5-4-10-8-14(20)18(22-2)12-6-7-13(19(15)23-3)17(11)16(10)12/h4-9,20H,1-3H3	null	COC1=C(C2=C3C(=C1)C=CC4=CC(=C(C(=C43)C=C2)OC)O)OC	4.5999999	10757180	COCONUT:(CNP0365809);Natural Products:(UNPD112221);database;PubChem:(10757180);SuperNatural:(SN00329384)	68722655234
13	1	N/A	-310.03823964464425	C19H16O4	[M + H]+	KNPWZWWFQSLWTP	InChI=1S/C19H16O4/c1-23-19-17(13-7-9-14(20)10-8-13)16(21)11-15(18(19)22)12-5-3-2-4-6-12/h2-11,20-22H,1H3	null	COC1=C(C(=CC(=C1C2=CC=C(C=C2)O)O)C3=CC=CC=C3)O	4.0999999	132524297	PubChem:(132524297);PubMed;database	68719476802
14	1	N/A	-314.61282623727965	C19H16O4	[M + H]+	QNUNTIDDRAUQDB	InChI=1S/C19H16O4/c1-3-5-15(20)12-9-13-11-6-4-7-16(21)17(11)19(23)18(22)14(13)8-10(12)2/h4,6-9,21H,3,5H2,1-2H3	null	CCCC(=O)c1cc2c(cc1C)C(=O)C(=O)c1c(O)cccc1-2	3.7552155938447527	""	""	0
15	1	N/A	-318.21960245995894	C19H16O4	[M + H]+	YHBZFGCUTYFTFK	InChI=1S/C19H16O4/c1-4-5-13-17(21)12-7-6-11-9(2)10(3)15(20)8-14(11)16(12)19(23)18(13)22/h4,6-8,20,22H,1,5H2,2-3H3	null	C=CCC1=C(O)C(=O)c2c(ccc3c(C)c(C)c(O)cc23)C1=O	3.7451354587048593	""	""	0
16	1	N/A	-321.0193655317737	C19H16O4	[M + H]+	RBPPUBAYVVZZFE	InChI=1S/C19H16O4/c1-23-19-17(13-9-5-6-10-15(13)20)16(21)11-14(18(19)22)12-7-3-2-4-8-12/h2-11,20-22H,1H3	[1,1'':4'',1''''-Terphenyl]-2,2'',5''-triol, 6''-methoxy-	COC1=C(C(=CC(=C1C2=CC=CC=C2O)O)C3=CC=CC=C3)O	4.0999999	11558611	COCONUT:(CNP0173246);Natural Products:(UNPD177931);database;PubChem:(11558611);PubMed	68721606722
17	1	N/A	-328.54057087101455	C19H16O4	[M + H]+	CHAAQDMHLLQJRO	InChI=1S/C19H16O4/c1-19(2)6-5-14-15(21)7-12(9-18(14)23-19)16-8-11-3-4-13(20)10-17(11)22-16/h3-10,20-21H,1-2H3	Moracin D	CC1(C=CC2=C(C=C(C=C2O1)C3=CC4=C(O3)C=C(C=C4)O)O)C	4.19999981	641378	COCONUT:(CNP0205792);HMDB:(33312);KNApSAcK:(36150);Natural Products:(UNPD108661);database;PubChem:(641378);SuperNatural:(SN00158838);PubChem class - bio and metabolites;PubMed	68739432538
18	1	N/A	-330.4412835580446	C19H16O4	[M + H]+	FOQFAPPBTQMKSR	InChI=1S/C19H16O4/c1-19(2)6-5-15-16(23-19)4-3-11-9-17(22-18(11)15)12-7-13(20)10-14(21)8-12/h3-10,20-21H,1-2H3	null	CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C4=CC(=CC(=C4)O)O)C	3.93551159	""	COCONUT:(CNP0248905);Natural Products:(UNPD214374);database	68721606656
19	1	N/A	-333.89346088910366	C19H16O4	[M + H]+	IHJTZIHPAWAVBT	InChI=1S/C19H16O4/c1-23-19-15(12-5-3-2-4-6-12)11-16(21)17(18(19)22)13-7-9-14(20)10-8-13/h2-11,20-22H,1H3	null	COC1=C(C(=C(C=C1C2=CC=CC=C2)O)C3=CC=C(C=C3)O)O	4.0999999	57333564	COCONUT:(CNP0347500);database;PubChem:(57333564);PubMed	68721573954
