structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2682342931412221	-179.63498949627365	C52H84O23	[M + Cl]-	BYCRWQFVXRCSEH	InChI=1S/C52H84O23/c1-21(19-67-46-42(63)39(60)35(56)30(17-53)71-46)9-14-52(66-6)22(2)33-29(75-52)16-28-26-8-7-24-15-25(10-12-50(24,4)27(26)11-13-51(28,33)5)70-49-45(74-48-44(65)38(59)34(55)23(3)69-48)41(62)37(58)32(73-49)20-68-47-43(64)40(61)36(57)31(18-54)72-47/h7,22-23,25-49,53-65H,1,8-20H2,2-6H3	null	CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(=C)COC9C(C(C(C(O9)CO)O)O)O)OC	-1.20000005	11182352	COCONUT:(CNP0167568);Natural Products:(UNPD15790);database;PubChem:(11182352);SuperNatural:(SN00366582)	68722655234
2	1	N/A	-194.26681671584038	C52H84O23	[M + Cl]-	WSWNKHNNDHPGMZ	InChI=1S/C52H84O23/c1-20(19-67-47-41(63)39(61)35(57)30(16-53)71-47)13-29(66-6)44-21(2)33-28(70-44)15-27-25-8-7-23-14-24(9-11-51(23,4)26(25)10-12-52(27,33)5)69-50-46(75-48-42(64)38(60)34(56)22(3)68-48)45(37(59)32(18-55)73-50)74-49-43(65)40(62)36(58)31(17-54)72-49/h7,20,22,24-43,45-50,53-65H,8-19H2,1-6H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C5CCC6(C(C5CC=C4C3)CC7C6C(=C(O7)C(CC(C)COC8C(C(C(C(O8)CO)O)O)O)OC)C)C)C)CO)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O	-1.60000002	11468869	PubChem:(11468869);KNApSAcK:(30139);database	68719476754
3	1	N/A	-194.88055248733409	C52H84O23	[M + Cl]-	RMOKTDASTHBKLH	InChI=1S/C52H84O23/c1-21-43-50(6)13-11-27-26(28(50)17-52(43,65-7)75-51(21)15-14-48(4,74-51)20-66-44-37(61)36(60)33(57)29(18-53)70-44)9-8-24-16-25(10-12-49(24,27)5)69-47-42(73-46-39(63)35(59)32(56)23(3)68-46)40(64)41(30(19-54)71-47)72-45-38(62)34(58)31(55)22(2)67-45/h8,21-23,25-47,53-64H,9-20H2,1-7H3	null	CC1C2C3(CCC4C(C3CC2(OC15CCC(O5)(C)COC6C(C(C(C(O6)CO)O)O)O)OC)CC=C7C4(CCC(C7)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)C)O)O)O)O)OC1C(C(C(C(O1)C)O)O)O)C)C	-0.657626212	""	COCONUT:(CNP0282412);Natural Products:(UNPD31174);database;SuperNatural:(SN00356620)	68722655232
4	1	N/A	-203.02399466423498	C52H84O23	[M + Cl]-	CGUJOULZMVZSJL	InChI=1S/C52H84O23/c1-46(20-55)12-13-51-22-69-52(29(51)14-46)11-7-28-47(2)9-8-31(48(3,21-56)27(47)6-10-49(28,4)50(52,5)15-30(51)58)73-44-40(75-43-39(66)36(63)33(60)24(16-53)70-43)35(62)26(19-68-44)72-45-41(37(64)34(61)25(17-54)71-45)74-42-38(65)32(59)23(57)18-67-42/h20,23-45,53-54,56-66H,6-19,21-22H2,1-5H3	Cyclacoumin	CC1(CCC23COC4(C2C1)CCC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)CO)OC7C(C(C(CO7)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(CO9)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)C)C=O	-2.29999995	10034110;44566605;102069223	COCONUT:(CNP0258664);KNApSAcK:(50044);Natural Products:(UNPD176953);database;PubChem:(10034110 44566605 102069223);PubMed	68721606738
5	1	N/A	-206.19757478437032	C52H84O23	[M + Cl]-	DYVAXAUOLHCWSG	InChI=1S/C52H84O23/c1-20-32-28(74-52(20)13-12-49(4,75-52)19-66-45-39(61)38(60)35(57)29(17-53)70-45)16-26-31-25(9-11-51(26,32)6)50(5)10-8-24(14-23(50)15-27(31)65-7)69-48-44(73-47-41(63)37(59)34(56)22(3)68-47)42(64)43(30(18-54)71-48)72-46-40(62)36(58)33(55)21(2)67-46/h15,20-22,24-48,53-64H,8-14,16-19H2,1-7H3	null	CC1C2C(CC3C2(CCC4C3C(C=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)OC)C)OC19CCC(O9)(C)COC1C(C(C(C(O1)CO)O)O)O	-2.0999999	101268564	COCONUT:(CNP0122130);KNApSAcK:(36026);Natural Products:(UNPD121839 UNPD175011);database;PubChem:(101268564);SuperNatural:(SN00228405)	68722655250
6	1	N/A	-227.1586259612144	C52H84O23	[M + Cl]-	LYOJOAPSSJVFBQ	InChI=1S/C52H84O23/c1-21(20-67-46-40(63)38(61)34(57)29(17-53)71-46)7-10-32-52(5,66-6)45-28(70-32)16-27-25-9-8-23-15-24(11-13-50(23,3)26(25)12-14-51(27,45)4)69-49-44(75-47-41(64)37(60)33(56)22(2)68-47)43(36(59)31(19-55)73-49)74-48-42(65)39(62)35(58)30(18-54)72-48/h8,10,21-22,24-31,33-49,53-65H,7,9,11-20H2,1-6H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C5CCC6(C(C5CC=C4C3)CC7C6C(C(=CCC(C)COC8C(C(C(C(O8)CO)O)O)O)O7)(C)OC)C)C)CO)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O	-0.992373645	""	COCONUT:(CNP0178614);Natural Products:(UNPD228926);database	68721606656
7	1	N/A	-233.24835950467826	C52H84O23	[M + Cl]-	LHHRMBWZXMNXAE	InChI=1S/C52H84O23/c1-47(2)28-9-12-50(5)29(8-7-22-23-15-48(3,46(66)67)13-14-52(23,21-55)30(57)16-51(22,50)6)49(28,4)11-10-31(47)73-44-40(75-43-39(65)36(62)33(59)25(17-53)70-43)35(61)27(20-69-44)72-45-41(37(63)34(60)26(18-54)71-45)74-42-38(64)32(58)24(56)19-68-42/h7,23-45,53-65H,8-21H2,1-6H3,(H,66,67)	null	CC1(C2CCC3(C(C2(CCC1OC4C(C(C(CO4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)CC=C8C3(CC(C9(C8CC(CC9)(C)C(=O)O)CO)O)C)C)C	-1.0	10581992;100987880	COCONUT:(CNP0211205);Natural Products:(UNPD112082);database;PubChem:(10581992 100987880);SuperNatural:(SN00236076)	68722655234
8	1	N/A	-245.3545254385722	C52H84O23	[M + Cl]-	UUYAIVZLYBYAJU	InChI=1S/C52H84O23/c1-21-39(72-42-36(64)31(59)25(56)18-68-42)35(63)38(66)43(70-21)73-40-32(60)26(57)19-69-45(40)75-46(67)52-13-12-47(2,3)14-23(52)22-8-9-29-48(4)15-24(55)41(74-44-37(65)34(62)33(61)27(17-53)71-44)49(5,20-54)28(48)10-11-50(29,6)51(22,7)16-30(52)58/h8,21,23-45,53-66H,9-20H2,1-7H3	[(2S,3R,4S,5S)-3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl] (4aR,5R,6aR,6aS,6bR,8aR,9R,10R,11S,12aR,14bS)-5,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,3,4,5,6,6a,	CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4O)C)(CCC7C6(CC(C(C7(C)CO)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)O)O	-1.29999995	11528185	COCONUT:(CNP0275086);KNApSAcK:(31061);Natural Products:(UNPD159766 UNPD4776);database;PubChem:(11528185);SuperNatural:(SN00263621);KEGG Mine	77312589842
9	1	N/A	-246.78927912414213	C52H84O23	[M + Cl]-	ATHICKWSAHTNIX	InChI=1S/C52H84O23/c1-21(19-67-46-40(62)39(61)36(58)31(17-53)71-46)9-14-52(66-6)22(2)33-30(75-52)16-29-27-8-7-25-15-26(55)10-13-51(25,28(27)11-12-50(29,33)5)20-68-49-45(74-48-42(64)38(60)35(57)24(4)70-48)43(65)44(32(18-54)72-49)73-47-41(63)37(59)34(56)23(3)69-47/h7,22-24,26-49,53-65H,1,8-20H2,2-6H3	null	CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)O)COC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)OC1(CCC(=C)COC9C(C(C(C(O9)CO)O)O)O)OC	-0.918041468	""	COCONUT:(CNP0075544);database	68721573888
10	1	N/A	-270.37704750926946	C52H84O23	[M + Cl]-	OJWHMUYCAOTQRN	InChI=1S/C52H84O23/c1-47(2)16-22-21-8-9-27-49(4)12-11-28(71-46-39(33(61)32(60)38(73-46)42(66)67)74-45-35(63)31(59)30(58)25(17-53)70-45)50(5,20-54)26(49)10-13-52(27,7)51(21,6)15-14-48(22,3)41(40(47)65)75-44-36(64)37(24(56)19-69-44)72-43-34(62)29(57)23(55)18-68-43/h8,22-41,43-46,53-65H,9-20H2,1-7H3,(H,66,67)	(2S,3S,4R,5R,6R)-6-[[(4S,6aR,8aR,9S,10R,14bR)-9-[(2S,3R,4R,5S)-3,5-dihydroxy-4-[(2S,3R,4R,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-10-hydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4-dihydroxy-5-[(2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymeth	CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1O)OC6C(C(C(CO6)O)OC7C(C(C(CO7)O)O)O)O)C)C)C)(C)CO)OC8C(C(C(C(O8)C(=O)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)C)C	-0.800000012	6326065;23304654	COCONUT:(CNP0103823);Natural Products:(UNPD13761);database;PubChem:(6326065 23304654);SuperNatural:(SN00266668)	68722655234
