structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2396055996356345	-119.95576026188334	C31H36O8	[M + H3N + H]+	BYTPMMJRDFCGKX	InChI=1S/C31H36O8/c1-17-18(2)31(22-8-11-24-28(15-22)37-16-36-24)39-30(17)21-9-12-25(27(14-21)35-6)38-19(3)29(32)20-7-10-23(33-4)26(13-20)34-5/h7-15,17-19,29-32H,16H2,1-6H3	saucerneol D	CC1C(C(OC1C2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)OC(C)C(C5=CC(=C(C=C5)OC)OC)O)OC)C	5.5	10030106;44580018	COCONUT:(CNP0194417);KNApSAcK:(36209);Natural Products:(UNPD17230 UNPD79846);database;PubChem:(10030106 44580018);SuperNatural:(SN00303490);PubMed	68722655314
2	1	N/A	-119.95576026188334	C31H36O8	[M + H3N + H]+	HVQJVSACIKTWQR	InChI=1S/C31H36O8/c1-17-18(2)31(39-30(17)21-8-10-23(33-4)26(14-21)34-5)22-9-12-25(27(15-22)35-6)38-19(3)29(32)20-7-11-24-28(13-20)37-16-36-24/h7-15,17-19,29-32H,16H2,1-6H3	null	CC1C(C(OC1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC(C)C(C4=CC5=C(C=C4)OCO5)O)OC)C	5.5	10030107;11082064;101118046	COCONUT:(CNP0329668);KNApSAcK:(33362);Natural Products:(UNPD93851);database;PubChem:(10030107 11082064 101118046);SuperNatural:(SN00276909)	68722655250
3	1	N/A	-309.85286074777815	C31H36O8	[M + H3N + H]+	PGZSQQPPVDUMHW	InChI=1S/C31H36O8/c1-19(33)36-24-16-15-22(18-32)31-26(38-28(35)21-13-9-6-10-14-21)23(29(2,3)39-31)17-25(30(24,31)4)37-27(34)20-11-7-5-8-12-20/h5-14,22-26,32H,15-18H2,1-4H3	null	CC(=O)OC1CCC(C23C1(C(CC(C2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C5=CC=CC=C5)C)CO	4.5999999	24898242	COCONUT:(CNP0161348);Natural Products:(UNPD171166);database;PubChem:(24898242);SuperNatural:(SN00389718);PubMed	68722655298
4	1	N/A	-329.8010891543578	C31H36O8	[M + H3N + H]+	ZKNFRNMQEHOVJP	InChI=1S/C31H36O8/c1-19(32)36-23-18-29(4,35)31-17-22(28(2,3)39-31)16-24(37-26(33)20-12-8-6-9-13-20)30(31,5)25(23)38-27(34)21-14-10-7-11-15-21/h6-15,22-25,35H,16-18H2,1-5H3	null	CC(=O)OC1CC(C23CC(CC(C2(C1OC(=O)C4=CC=CC=C4)C)OC(=O)C5=CC=CC=C5)C(O3)(C)C)(C)O	4.5999999	44361756;44429343;101154581	COCONUT:(CNP0250853);Natural Products:(UNPD131758);database;PubChem:(44361756 44429343 101154581);SuperNatural:(SN00265415);PubMed	68722655298
5	1	N/A	-334.1274695621546	C31H36O8	[M + H3N + H]+	NYMZTLBMPCSTEJ	InChI=1S/C31H36O8/c1-18-16-17-22(37-27(34)20-12-8-6-9-13-20)30(5)25(33)24(38-28(35)21-14-10-7-11-15-21)23-26(36-19(2)32)31(18,30)39-29(23,3)4/h6-15,18,22-26,33H,16-17H2,1-5H3	null	CC1CCC(C2(C13C(C(C(C2O)OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)C)OC(=O)C5=CC=CC=C5	4.9000001	11307180;122187053	COCONUT:(CNP0192682);Natural Products:(UNPD86596);database;PubChem:(11307180 122187053);SuperNatural:(SN00317104);PubMed	68722655298
6	1	N/A	-335.84281773667465	C31H36O8	[M + H3N + H]+	PNELVBBBVXCMPR	InChI=1S/C31H36O8/c1-18-16-17-22(37-27(34)20-12-8-6-9-13-20)30(5)26(38-28(35)21-14-10-7-11-15-21)24(36-19(2)32)23-25(33)31(18,30)39-29(23,3)4/h6-15,18,22-26,33H,16-17H2,1-5H3	null	CC1CCC(C2(C13C(C(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C)C(O3)(C)C)O)C)OC(=O)C5=CC=CC=C5	4.9000001	101594598	COCONUT:(CNP0302011);Natural Products:(UNPD58147);database;PubChem:(101594598);SuperNatural:(SN00327609)	68722655234
7	1	N/A	-342.8256288852897	C31H36O8	[M + H3N + H]+	UUBGPQONOFTRCE	InChI=1S/C31H36O8/c1-18-16-17-22(37-27(34)20-12-8-6-9-13-20)30(5)26(38-28(35)21-14-10-7-11-15-21)24(33)23-25(36-19(2)32)31(18,30)39-29(23,3)4/h6-15,18,22-26,33H,16-17H2,1-5H3	celafolin D-2	CC1CCC(C2(C13C(C(C(C2OC(=O)C4=CC=CC=C4)O)C(O3)(C)C)OC(=O)C)C)OC(=O)C5=CC=CC=C5	4.9000001	44584406;75051993;101936015	COCONUT:(CNP0306687);Natural Products:(UNPD63963);database;PubChem:(44584406 75051993 101936015);SuperNatural:(SN00302999);PubMed	68722655298
8	1	N/A	-347.92507959536596	C31H36O8	[M + H3N + H]+	BNABVDRUVJVCET	InChI=1S/C31H36O8/c1-19(32)36-23-16-17-29(4,35)31-25(38-27(34)21-14-10-7-11-15-21)22(28(2,3)39-31)18-24(30(23,31)5)37-26(33)20-12-8-6-9-13-20/h6-15,22-25,35H,16-18H2,1-5H3	null	CC(=O)OC1CCC(C23C1(C(CC(C2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C5=CC=CC=C5)C)(C)O	4.461905	""	COCONUT:(CNP0190673);Natural Products:(UNPD211398);database	68721606656
9	1	N/A	-349.17504042519107	C31H36O8	[M + H3N + H]+	HBBWIHLDILZQDU	InChI=1S/C31H36O8/c1-18(2)31(36)17-26(37-20(4)32)30(5)25(39-29(35)21-9-7-6-8-10-21)16-19(3)15-24(27(30)31)38-28(34)22-11-13-23(33)14-12-22/h6-14,16,18,24-27,33,36H,15,17H2,1-5H3	[(1S,3R,3aS,4S,8S,8aR)-1-acetyloxy-8-benzoyloxy-3-hydroxy-6,8a-dimethyl-3-propan-2-yl-1,2,3a,4,5,8-hexahydroazulen-4-yl] 4-hydroxybenzoate	CC1=CC(C2(C(CC(C2C(C1)OC(=O)C3=CC=C(C=C3)O)(C(C)C)O)OC(=O)C)C)OC(=O)C4=CC=CC=C4	5.19999981	11541108	COCONUT:(CNP0316187);Natural Products:(UNPD75624);database;PubChem:(11541108);SuperNatural:(SN00333016)	68722655234
10	1	N/A	-350.16123940961694	C31H36O8	[M + H3N + H]+	ZHUYNRXEGQVYSC	InChI=1S/C31H36O8/c1-19(32)36-25-22-18-24(38-27(34)21-14-10-7-11-15-21)30(5)23(37-26(33)20-12-8-6-9-13-20)16-17-29(4,35)31(25,30)39-28(22,2)3/h6-15,22-25,35H,16-18H2,1-5H3	null	CC(=O)OC1C2CC(C3(C1(C(CCC3OC(=O)C4=CC=CC=C4)(C)O)OC2(C)C)C)OC(=O)C5=CC=CC=C5	4.5999999	102316733	COCONUT:(CNP0288941);Natural Products:(UNPD158258);database;PubChem:(102316733);SuperNatural:(SN00242687)	68722655234
