structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.18424878973354863	-52.707767902017814	C37H42N2O6	[M + H]+	BURJAQFYNVMZDV	InChI=1S/C37H42N2O6/c1-38-15-13-26-20-36(43-4)37(44-5)22-29(26)30(38)16-23-6-9-27(10-7-23)45-35-18-24(8-11-32(35)40)17-31-28-21-33(41)34(42-3)19-25(28)12-14-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	Daruisoline	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC)OC	6.4000001	51106;5316323;13895814;13895815;125037915;124511419	COCONUT:(CNP0022259 CNP0291444);KNApSAcK:(25606);Natural Products:(UNPD148467);database;PubChem:(51106 5316323 13895814 13895815 125037915 124511419);SuperNatural:(SN00309327 SN00165285);MeSH:(51106);PubChem class - safety and toxic;PubMed;KEGG Mine	77379698774
2	1	N/A	-52.707767902017814	C37H42N2O6	[M + H]+	VMGXSDYPKKPINM	InChI=1S/C37H42N2O6/c1-38-14-12-25-19-34(42-3)33(41)21-28(25)30(38)16-23-6-9-27(10-7-23)45-35-18-24(8-11-32(35)40)17-31-29-22-37(44-5)36(43-4)20-26(29)13-15-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	Isodaurisoline	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)O)OC	6.4000001	180426;184874	COCONUT:(CNP0404723);KNApSAcK:(27612);Natural Products:(UNPD22663);database;PubChem:(180426 184874);SuperNatural:(SN00325928);KEGG Mine	77312589842
3	1	N/A	-54.62110359532295	C37H42N2O6	[M + H]+	BHWMRBGNDAWZAO	InChI=1S/C37H42N2O6/c1-39-15-13-26-20-35(42-3)37(44-5)22-29(26)31(39)17-23-6-9-27(10-7-23)45-33-18-24(8-11-32(33)40)16-30-28-21-36(43-4)34(41-2)19-25(28)12-14-38-30/h6-11,18-22,30-31,38,40H,12-17H2,1-5H3	N-Demethyldauricine	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5)OC)OC)O)OC)OC	6.19999981	132776;53462255	COCONUT:(CNP0094310);MeSH:(132776);database;PubChem:(132776 53462255);PubMed;KEGG Mine	77311508550
4	1	N/A	-54.62110359532295	C37H42N2O6	[M + H]+	ALEBFFPOPDALBA	InChI=1S/C37H42N2O6/c1-39-15-13-26-20-35(42-3)37(44-5)22-29(26)31(39)17-24-8-11-32(40)33(18-24)45-27-9-6-23(7-10-27)16-30-28-21-36(43-4)34(41-2)19-25(28)12-14-38-30/h6-11,18-22,30-31,38,40H,12-17H2,1-5H3	null	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)O)OC4=CC=C(C=C4)CC5C6=CC(=C(C=C6CCN5)OC)OC)OC)OC	6.19999981	102149065	COCONUT:(CNP0187610);Natural Products:(UNPD12861);database;PubChem:(102149065);SuperNatural:(SN00244275);KEGG Mine	77312589826
5	1	N/A	-64.04869252824473	C37H42N2O6	[M + H]+	OMFKIOLXDGQKCF	InChI=1S/C37H42N2O6/c1-38-15-13-26-20-36(43-4)37(44-5)22-29(26)30(38)16-23-6-9-27(10-7-23)45-35-18-24(8-11-32(35)40)17-31-28-21-34(42-3)33(41)19-25(28)12-14-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	Dauricinoline	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)O)OC)O)OC)OC	6.4000001	5316319;78076240;71463990;91798593;124511593;124818789	COCONUT:(CNP0187893 CNP0215772);KNApSAcK:(25836);Natural Products:(UNPD172142);database;PubChem:(5316319 78076240 71463990 91798593 124511593 124818789);SuperNatural:(SN00165282 SN00224772);KEGG Mine	77312589842
6	1	N/A	-64.04869252824473	C37H42N2O6	[M + H]+	APIHNXDZCYDPTF	InChI=1S/C37H42N2O6/c1-38-14-12-25-19-33(41)34(42-3)21-28(25)30(38)16-23-6-9-27(10-7-23)45-35-18-24(8-11-32(35)40)17-31-29-22-37(44-5)36(43-4)20-26(29)13-15-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	(1R)-1-[[4-[5-[(6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl)methyl]-2-hydroxyphenoxy]phenyl]methyl]-7-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-6-ol	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)O	6.4000001	5316322;12309091;12309092;131705288	COCONUT:(CNP0024796 CNP0413621);KNApSAcK:(25839);Natural Products:(UNPD15655 UNPD49085);database;PubChem:(5316322 12309091 12309092 131705288);SuperNatural:(SN00336013 SN00342645 SN00165284);KEGG Mine	77312589842
7	1	N/A	-67.41219743660896	C37H42N2O6	[M + H]+	AJPXZTKPPINUKN	InChI=1S/C37H42N2O6/c1-38-15-13-26-20-36(44-5)37(22-29(26)30(38)16-23-6-9-27(42-3)10-7-23)45-35-18-24(8-11-32(35)40)17-31-28-21-33(41)34(43-4)19-25(28)12-14-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	Isoliensinin	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC	6.4000001	5274591;10100278;71210437;102004402;124524980	COCONUT:(CNP0178424 CNP0186922);HMDB:(33749);Natural Products:(UNPD39879 UNPD134982 UNPD32478);database;PubChem:(5274591 10100278 71210437 102004402 124524980);SuperNatural:(SN00274770 SN00161084 SN00240480 SN00343142);PubChem class - bio and metabolites;MeSH:(5274591);PubMed	68739432526
8	1	N/A	-68.8034456206274	C37H42N2O6	[M + H]+	RNPHQDBXJJRLDE	InChI=1S/C37H42N2O6/c1-39-15-13-26-20-35(43-4)36(44-5)22-29(26)31(39)17-24-8-11-33(41-2)37(18-24)45-27-9-6-23(7-10-27)16-30-28-21-32(40)34(42-3)19-25(28)12-14-38-30/h6-11,18-22,30-31,38,40H,12-17H2,1-5H3	1-(4-(5-((6,7-Dimethoxy-2-methyl-1,2,3,4-tetrahydro-1-isoquinolinyl)methyl)-2-methoxyphenoxy)benzyl)-6-methoxy-1,2,3,4-tetrahydro-7-isoquinolinol	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC4=CC=C(C=C4)CC5C6=CC(=C(C=C6CCN5)OC)O)OC)OC	6.19999981	319848;494195	COCONUT:(CNP0287777);Natural Products:(UNPD157001);database;PubChem:(319848 494195);SuperNatural:(SN00296626)	68722655234
9	1	N/A	-68.8034456206274	C37H42N2O6	[M + H]+	LLXUFEAGHGDYAT	InChI=1S/C37H42N2O6/c1-39-15-13-26-19-34(42-3)32(40)21-29(26)31(39)17-24-8-11-33(41-2)37(18-24)45-27-9-6-23(7-10-27)16-30-28-22-36(44-5)35(43-4)20-25(28)12-14-38-30/h6-11,18-22,30-31,38,40H,12-17H2,1-5H3	(-)-Geraldoamine	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC4=CC=C(C=C4)CC5C6=CC(=C(C=C6CCN5)OC)OC)O)OC	6.19999981	183532;13992153	COCONUT:(CNP0248213);Natural Products:(UNPD182288);database;PubChem:(183532 13992153);SuperNatural:(SN00335319)	68722655234
10	1	N/A	-71.12900002857069	C37H42N2O6	[M + H]+	ZKGBUDJODLZAHS	InChI=1S/C37H42N2O6/c1-38-14-12-25-19-35(43-4)32(40)21-28(25)30(38)16-23-6-9-27(10-7-23)45-37-18-24(8-11-34(37)42-3)17-31-29-22-33(41)36(44-5)20-26(29)13-15-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	Grisabine	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)OC)O)OC	6.4000001	12305303;12305304;10031670	COCONUT:(CNP0230043);KNApSAcK:(25611);Natural Products:(UNPD147971 UNPD46769 UNPD181029 UNPD107887);database;PubChem:(12305303 12305304 10031670);SuperNatural:(SN00305800 SN00293089 SN00249990);MeSH:(10031670);PubMed;KEGG Mine	77312589910
