structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2612060242699592	-28.528311764381524	C18H14O9	[M - H]-	VOXMONAUSQZPTP	InChI=1S/C18H14O9/c1-6-3-10(21)8(4-19)15-11(6)18(25)27-16-9(5-20)13(22)12(17(23)24)7(2)14(16)26-15/h3-4,20-22H,5H2,1-2H3,(H,23,24)	Protocetraric acid	CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3CO)O)C(=O)O)C)C=O)O	2.20000005	5489486	COCONUT:(CNP0171506);Natural Products:(UNPD23674);database;PubChem:(5489486);CHEBI:(144203);MeSH:(5489486);Training Set;PubMed	68721623142
2	1	N/A	-32.5139900543612	C18H14O9	[M - H]-	JLSCHGSDHIXCDX	InChI=1S/C18H14O9/c1-6-3-10(21)8(4-19)15-11(6)18(25)27-14-7(2)12(17(23)24)13(22)9(5-20)16(14)26-15/h3-4,20-22H,5H2,1-2H3,(H,23,24)	null	CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3C)C(=O)O)O)CO)C=O)O	2.20000005	132553220	PubChem:(132553220);COCONUT:(CNP0152065);database	68721573890
3	1	N/A	-47.40863887352976	C18H14O9	[M - H]-	FASOQYQRFUSKHV	InChI=1S/C18H14O9/c1-5-10-16(8(4-19)13(22)12(5)21)26-14-6(2)9(17(23)24)11(20)7(3)15(14)27-18(10)25/h4,20-22H,1-3H3,(H,23,24)	null	CC1=C2C(=C(C(=C1O)O)C=O)OC3=C(C(=C(C(=C3C)C(=O)O)O)C)OC2=O	3.0999999	101045806	COCONUT:(CNP0306483);Natural Products:(UNPD63730);database;PubChem:(101045806);SuperNatural:(SN00254722)	68722655234
4	1	N/A	-70.67647888973326	C18H14O9	[M - H]-	JGHRZZSLOGDYOO	InChI=1S/C18H14O9/c1-5-3-8(20)7(4-19)14-9(5)16(22)26-13-6(2)12(21)10-11(15(13)25-14)18(24)27-17(10)23/h3,18-21,24H,4H2,1-2H3	null	CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3C)O)C(=O)OC4O)CO)O	2.08666563	""	COCONUT:(CNP0202465);Natural Products:(UNPD76413);database;SuperNatural:(SN00262877)	68722655232
5	1	N/A	-93.01599335613818	C18H14O9	[M - H]-	CAIDWUCHPKFSPM	InChI=1S/C18H14O9/c1-5-4-7(24-3)12(20)14-8(5)16(21)26-13-6(2)11(19)9-10(15(13)25-14)18(23)27-17(9)22/h4,18-20,23H,1-3H3	null	CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3C)O)C(=O)OC4O)O)OC	2.4000001	71438918	COCONUT:(CNP0211607);Natural Products:(UNPD65214);database;PubChem:(71438918);SuperNatural:(SN00271344)	68722655234
6	1	N/A	-107.24180371497283	C18H14O9	[M - H]-	DFPWLQCOSHYAIG	InChI=1S/C18H14O9/c1-5-3-8(20)7(4-19)14-9(5)16(22)26-13-6(2)10-11(12(21)15(13)25-14)18(24)27-17(10)23/h3,18-21,24H,4H2,1-2H3	null	Cc1cc(O)c(CO)c2c1C(=O)Oc1c(C)c3c(c(O)c1O2)C(O)OC3=O	2.0867058450432086	""	""	0
7	1	N/A	-145.5307955839478	C18H14O9	[M - H]-	OXFVHFABBAINFL	InChI=1S/C18H14O9/c19-8-1-9(20)3-12(2-8)26-18-15(25)6-11(22)7-16(18)27-17-13(23)4-10(21)5-14(17)24/h1-7,19-25H	Triphloroethol A	C1=C(C=C(C=C1O)OC2=C(C=C(C=C2OC3=C(C=C(C=C3O)O)O)O)O)O	2.5	21626545	COCONUT:(CNP0320694);Natural Products:(UNPD8174);database;PubChem:(21626545);SuperNatural:(SN00380282);PubMed	68722655298
8	1	N/A	-150.85792818960206	C18H14O9	[M - H]-	RZJSMTAJLZUPCT	InChI=1S/C18H14O9/c19-8-1-9(20)3-11(2-8)26-18-15(24)6-12(7-16(18)25)27-17-13(22)4-10(21)5-14(17)23/h1-7,19-25H	null	C1=C(C=C(C=C1O)OC2=C(C=C(C=C2O)OC3=C(C=C(C=C3O)O)O)O)O	2.5	23427055	COCONUT:(CNP0144006);Natural Products:(UNPD18752);database;PubChem:(23427055);SuperNatural:(SN00229786);PubMed	68722655298
9	1	N/A	-152.4357375385898	C18H14O9	[M - H]-	BEZUQMUHLQVULZ	InChI=1S/C18H14O9/c19-8-1-11(26-17-13(22)3-9(20)4-14(17)23)7-12(2-8)27-18-15(24)5-10(21)6-16(18)25/h1-7,19-25H	null	C1=C(C=C(C=C1OC2=C(C=C(C=C2O)O)O)OC3=C(C=C(C=C3O)O)O)O	2.12623787	""	COCONUT:(CNP0253604);Natural Products:(UNPD133136);database;SuperNatural:(SN00292932)	68722655232
10	1	N/A	-159.54025700185957	C18H14O9	[M - H]-	NRMNNOQYXSDYMN	InChI=1S/C18H14O9/c19-8-1-9(20)3-11(2-8)27-18-15(24)4-10(21)5-16(18)26-12-6-13(22)17(25)14(23)7-12/h1-7,19-25H	null	C1=C(C=C(C=C1O)OC2=C(C=C(C=C2OC3=CC(=C(C(=C3)O)O)O)O)O)O	2.5	23427056	COCONUT:(CNP0138276);Natural Products:(UNPD81139);database;PubChem:(23427056)	68721606658
