structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1716035995728045	-162.42835115206287	C25H32O8	[M + H]+	DRDZHMFYPWLHJH	InChI=1S/C25H32O8/c1-16(26)32-20(9-5-18-7-11-22(28)24(13-18)30-3)15-21(33-17(2)27)10-6-19-8-12-23(29)25(14-19)31-4/h7-8,11-14,20-21,28-29H,5-6,9-10,15H2,1-4H3	(3S,5S)-Diacetoxy-1,7-bis-(4-hydroxy-3-methoxy-phenyl)heptane	CC(=O)OC(CCC1=CC(=C(C=C1)O)OC)CC(CCC2=CC(=C(C=C2)O)OC)OC(=O)C	4.4000001	643557;5319377;14889278	COCONUT:(CNP0402510);Natural Products:(UNPD148633 UNPD9179);database;PubChem:(643557 5319377 14889278);SuperNatural:(SN00158292 SN00158291);PubMed	68722655298
2	1	N/A	-183.23512519136193	C25H32O8	[M + H]+	ZHPLIOLOHFYBKM	InChI=1S/C25H32O8/c1-7-9-14(26)16-18(28)12(20(30)24(3,4)22(16)32)11-13-19(29)17(15(27)10-8-2)23(33)25(5,6)21(13)31/h12-13,16-17H,7-11H2,1-6H3	null	CCCC(=O)C1C(=O)C(C(=O)C(C1=O)(C)C)CC2C(=O)C(C(=O)C(C2=O)(C)C)C(=O)CCC	2.72808909	""	COCONUT:(CNP0286496);Natural Products:(UNPD50857);database;SuperNatural:(SN00272917)	68722655232
3	1	N/A	-210.6815676183229	C25H32O8	[M + H]+	ZFRZPRJLJSQUNP	InChI=1S/C25H32O8/c1-9-10-17-11-19(27-4)25(20(12-17)28-5)32-15(2)23(33-16(3)26)18-13-21(29-6)24(31-8)22(14-18)30-7/h9,11-15,23H,1,10H2,2-8H3	null	CC(C(C1=CC(=C(C(=C1)OC)OC)OC)OC(=O)C)OC2=C(C=C(C=C2OC)CC=C)OC	4.69999981	76317394	COCONUT:(CNP0117299);Natural Products:(UNPD228580);database;PubChem:(76317394);PubMed	68721606722
4	1	N/A	-223.72350827857673	C25H32O8	[M + H]+	KSPJWSCWSGSJRH	InChI=1S/C25H32O8/c1-7-9-16(26)18-20(28)12(3)24(32-5)14(22(18)30)11-15-23(31)19(17(27)10-8-2)21(29)13(4)25(15)33-6/h28-31H,7-11H2,1-6H3	Methylenebisaspidinol	CCCC(=O)C1=C(C(=C(C(=C1O)C)OC)CC2=C(C(=C(C(=C2O)C(=O)CCC)O)C)OC)O	5.19999981	617027	COCONUT:(CNP0280841);Natural Products:(UNPD24244);database;PubChem:(617027);PubMed	68721606722
5	1	N/A	-223.72350827857673	C25H32O8	[M + H]+	ASBDWVACJRRBIZ	InChI=1S/C25H32O8/c1-7-9-16(26)18-22(30)14(20(28)12(3)24(18)32-5)11-15-21(29)13(4)25(33-6)19(23(15)31)17(27)10-8-2/h28-31H,7-11H2,1-6H3	1-[3-[(3-butanoyl-2,6-dihydroxy-4-methoxy-5-methylphenyl)methyl]-2,4-dihydroxy-6-methoxy-5-methylphenyl]butan-1-one	CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)CCC)O)O)C)OC	5.19999981	5320755	COCONUT:(CNP0220464);Natural Products:(UNPD10086);database;PubChem:(5320755);SuperNatural:(SN00158996)	68722655234
6	1	N/A	-227.96495784254662	C25H32O8	[M + H]+	PKSQEEVWJOYKFZ	InChI=1S/C25H32O8/c26-14-21-22(28)23(29)24(30)25(33-21)32-17-4-2-1-3-15-5-9-18(10-6-15)31-20-13-16(7-11-17)8-12-19(20)27/h5-6,8-10,12-13,17,21-30H,1-4,7,11,14H2	null	C1CCC2=CC=C(C=C2)OC3=C(C=CC(=C3)CCC(C1)OC4C(C(C(C(O4)CO)O)O)O)O	3.26875997	""	COCONUT:(CNP0363834);Natural Products:(UNPD225104);database	68721606656
7	1	N/A	-227.96495784254662	C25H32O8	[M + H]+	QSTYADUFZMJDBF	InChI=1S/C25H32O8/c26-14-21-22(28)23(29)24(30)25(33-21)32-17-4-2-1-3-16-8-12-19(27)20(13-16)31-18-10-6-15(5-9-17)7-11-18/h6-8,10-13,17,21-30H,1-5,9,14H2	null	C1CCC2=CC(=C(C=C2)O)OC3=CC=C(CCC(C1)OC4C(C(C(C(O4)CO)O)O)O)C=C3	2.79999995	21637603	COCONUT:(CNP0126059);Natural Products:(UNPD214546 UNPD85720);database;PubChem:(21637603)	68721606658
8	1	N/A	-242.42134161276286	C25H32O8	[M + H]+	KDVYEAVKWMGOPV	InChI=1S/C25H32O8/c1-9-10-17-11-19(27-4)25(20(12-17)28-5)32-15(2)23(33-16(3)26)18-13-21(29-6)24(31-8)22(14-18)30-7/h9-15,23H,1-8H3	null	CC=CC1=CC(=C(C(=C1)OC)OC(C)C(C2=CC(=C(C(=C2)OC)OC)OC)OC(=O)C)OC	4.5999999	76317426	COCONUT:(CNP0258605);Natural Products:(UNPD220132);database;PubChem:(76317426);PubMed	68721606722
9	1	N/A	-245.3282171205999	C25H32O8	[M + H]+	PNNYCUAGHQFSTE	InChI=1S/C25H32O8/c1-6-8-10-17(27)19-22(30)13(4)25(33-5)15(24(19)32)11-14-20(28)12(3)21(29)18(23(14)31)16(26)9-7-2/h28-32H,6-11H2,1-5H3	null	CCCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(=C(C(=C2O)C)O)C(=O)CCC)O)OC)C)O	4.95690632	""	COCONUT:(CNP0228890);Natural Products:(UNPD187038);database;SuperNatural:(SN00227082)	68722655232
10	1	N/A	-245.3282171205999	C25H32O8	[M + H]+	QNEIQKXQSQXUMI	InChI=1S/C25H32O8/c1-6-8-10-17(27)19-21(29)12(3)20(28)14(23(19)31)11-15-24(32)18(16(26)9-7-2)22(30)13(4)25(15)33-5/h28-32H,6-11H2,1-5H3	null	CCCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(=C(C(=C2OC)C)O)C(=O)CCC)O)O)C)O	4.95690632	""	COCONUT:(CNP0210501);Natural Products:(UNPD173652);database;SuperNatural:(SN00314538)	68722655232
