structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1124799722626678	-71.6003488851912	C13H24O10	[M + CH2O2 - H]-	BGSGYDHAVKDHQK	InChI=1S/C13H24O10/c1-2-20-13-11(19)9(17)8(16)6(23-13)4-22-12-10(18)7(15)5(14)3-21-12/h5-19H,2-4H2,1H3	null	CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O	-3.79999995	90479210	COCONUT:(CNP0334040);Natural Products:(UNPD99973);database;PubChem:(90479210);SuperNatural:(SN00326972)	68722655234
2	1	N/A	-87.34391955745713	C13H24O10	[M + CH2O2 - H]-	CMXKPYSXVVBBDY	InChI=1S/C13H24O10/c1-2-20-13-11(7(16)5(15)4-21-13)23-12-10(19)9(18)8(17)6(3-14)22-12/h5-19H,2-4H2,1H3	null	CCOC1OCC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	-2.856656071294887	""	""	0
3	1	N/A	-88.22421687941721	C13H24O10	[M + CH2O2 - H]-	SPZBBERMIORPHS	InChI=1S/C13H24O10/c1-2-5-7(16)9(18)10(19)12(21-5)23-13(4-15)11(20)8(17)6(3-14)22-13/h5-12,14-20H,2-4H2,1H3	null	CCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O	-3.01744056	25163992;25164059	database;PubChem:(25163992 25164059);PubMed;CHEBI:(134464)	68719476834
4	1	N/A	-93.09059138147141	C13H24O10	[M + CH2O2 - H]-	ZUPSABSQBFCIOU	InChI=1S/C13H24O10/c1-4-6(15)8(17)10(19)12(21-4)23-11-9(18)7(16)5(3-14)22-13(11)20-2/h4-19H,3H2,1-2H3	Me-beta-RG	CC1C(C(C(C(O1)OC2C(C(C(OC2OC)CO)O)O)O)O)O	-3.0999999	125299;195592;440446;3388732;11099875;11759599;13886746;21604418;24828119;54567100;54567101;58687451;70813850;92323600;92323595;92323710;92323711;101047272;101623271;101850045;118085104;126548175	COCONUT:(CNP0105686);Natural Products:(UNPD44109);database;PubChem:(125299 195592 440446 3388732 11099875 11759599 13886746 21604418 24828119 54567100 54567101 58687451 70813850 92323600 92323595 92323710 92323711 101047272 101623271 101850045 118085104 126548175);SuperNatural:(SN00014189 SN00014191 SN00014190 SN00340704 SN00014188);CHEBI:(17512 139564);ZINC bio:(ZINC06930964 ZINC06930996 ZINC06932857 ZINC06932870);MeSH:(125299 195592);KEGG:(C04698);Plantcyc:(CPD-8198);PubMed;Biocyc:(CPD-8198)	68722796902
5	1	N/A	-95.57228039309992	C13H24O10	[M + CH2O2 - H]-	SSUDMFCVNSOFTC	InChI=1S/C13H24O10/c1-5(16)8(17)12(21-2)7(4-15)23-13-11(20)10(19)9(18)6(3-14)22-13/h4-14,16-20H,3H2,1-2H3	null	CC(C(C(C(C=O)OC1C(C(C(C(O1)CO)O)O)O)OC)O)O	-2.9261806	""	COCONUT:(CNP0331331);Natural Products:(UNPD96157);database;SuperNatural:(SN00306655)	68722655232
6	1	N/A	-98.11336686110843	C13H24O10	[M + CH2O2 - H]-	YTKBKMQYJFNIML	InChI=1S/C13H24O10/c1-4-11(8(17)10(19)12(20-2)21-4)23-13-9(18)7(16)6(15)5(3-14)22-13/h4-19H,3H2,1-2H3	(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-6-methoxy-2-methyloxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	CC1C(C(C(C(O1)OC)O)O)OC2C(C(C(C(O2)CO)O)O)O	-3.0999999	21600441;21626037;21626038;101090530	COCONUT:(CNP0192674);Natural Products:(UNPD28555);database;PubChem:(21600441 21626037 21626038 101090530);SuperNatural:(SN00299349);KEGG Mine	77312589826
7	1	N/A	-109.67863599728645	C13H24O10	[M + CH2O2 - H]-	HQTMYDQQQIMQIO	InChI=1S/C13H24O10/c1-4-6(15)8(17)9(18)13(21-4)23-11-7(16)5(3-14)22-12(20-2)10(11)19/h4-19H,3H2,1-2H3	(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5R,6R)-3,5-dihydroxy-2-(hydroxymethyl)-6-methoxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol	CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC)CO)O)O)O)O	-3.0999999	13962248;21590993;90808165;90277732;91549213;101072516;101072517;101072518;101072519	COCONUT:(CNP0153557);Natural Products:(UNPD100449);database;PubChem:(13962248 21590993 90808165 90277732 91549213 101072516 101072517 101072518 101072519);SuperNatural:(SN00370452);PubMed	68722655298
8	1	N/A	-137.1584918154797	C13H24O10	[M + CH2O2 - H]-	JQEWQAKSJAAKTD	InChI=1S/C13H24O10/c1-4-10(7(16)8(17)12(19)21-4)23-13-9(18)11(20-2)6(15)5(3-14)22-13/h4-19H,3H2,1-2H3	null	CC1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)CO)O)OC)O	-2.83564472	""	COCONUT:(CNP0137509);Natural Products:(UNPD138308 UNPD143440);database;SuperNatural:(SN00400009);KEGG Mine	77312589824
9	1	N/A	-160.91993551422345	C13H24O10	[M + CH2O2 - H]-	HTULNBQKFKMRAH	InChI=1S/C13H24O10/c1-19-4-6-8(16)9(17)11(20-2)13(22-6)23-12-10(18)7(15)5(14)3-21-12/h5-18H,3-4H2,1-2H3	null	COCC1C(C(C(C(O1)OC2C(C(C(CO2)O)O)O)OC)O)O	-3.5999999	101277327;139291882	COCONUT:(CNP0176871);Natural Products:(UNPD142630);database;PubChem:(101277327 139291882);SuperNatural:(SN00271137)	68722655234
10	1	N/A	-186.4516848597945	C13H24O10	[M + CH2O2 - H]-	DZGGSMUHXFNTME	InChI=1S/C13H24O10/c1-4-5(14)6(15)9(18)12(22-4)21-3-13(2)10(19)7(16)8(17)11(20)23-13/h4-12,14-20H,3H2,1-2H3	null	CC1C(C(C(C(O1)OCC2(C(C(C(C(O2)O)O)O)O)C)O)O)O	-3.00450897	""	COCONUT:(CNP0145270);Natural Products:(UNPD175959);database;SuperNatural:(SN00330381)	68722655232
