structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.39119978351892937	-343.3764856604692	C22H27NO6	[M + Na]+	JZGGRLULXQPDRV	InChI=1S/C22H27NO6/c1-24-15-7-6-13-18(21(15)27-4)22(28-5)29-20-14-11-17(26-3)16(25-2)10-12(14)8-9-23-19(13)20/h6-7,10-11,19-20,22-23H,8-9H2,1-5H3	null	COC1C2=C(C=CC(=C2OC)OC)C3C(O1)C4=CC(=C(C=C4CCN3)OC)OC	3.02538872	""	COCONUT:(CNP0157034);KNApSAcK:(25463);Natural Products:(UNPD111433 UNPD191181 UNPD164728);database;SuperNatural:(SN00229715 SN00313194);KEGG Mine	77312589840
2	1	N/A	-386.33641890560835	C22H27NO6	[M + Na]+	WNDDWSAHNYBXKY	InChI=1S/C22H27NO6/c1-5-28-20(26)16-10-14-9-15-13(2)12-22(3,4)23(8-6-7-19(24)25)17(15)11-18(14)29-21(16)27/h9-11,13H,5-8,12H2,1-4H3,(H,24,25)	ATTO 425 free acid	CCOC(=O)C1=CC2=CC3=C(C=C2OC1=O)N(C(CC3C)(C)C)CCCC(=O)O	3.70000005	25164096;98053154;98053155	PubChem:(25164096 98053154 98053155);CHEBI:(51783);database	68719476770
3	1	N/A	-396.67988450964	C22H27NO6	[M + Na]+	UYVPKNMJIKNYPY	InChI=1S/C22H27NO6/c1-23-8-7-14-10-18-21(29-12-28-18)22(27-4)19(14)16(23)9-13-5-6-17(25-2)20(26-3)15(13)11-24/h5-6,10,16,24H,7-9,11-12H2,1-4H3	[2,3-dimethoxy-6-[(4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl)methyl]phenyl]methanol	CN1CCC2=CC3=C(C(=C2C1CC4=C(C(=C(C=C4)OC)OC)CO)OC)OCO3	2.5999999	188465;4235574	COCONUT:(CNP0245366);Natural Products:(UNPD112460);database;PubChem:(188465 4235574);SuperNatural:(SN00354529)	68722655234
4	1	N/A	-441.78439791860046	C22H27NO6	[M + Na]+	KBXLMOYQNDMHQT	InChI=1S/C22H27NO6/c1-13(2)17-8-14-9-21(29-7-5-6-27-3)20(28-4)10-15(14)18-11-19(24)16(22(25)26)12-23(17)18/h9-13,17H,5-8H2,1-4H3,(H,25,26)	null	CC(C)C1CC2=CC(=C(C=C2C3=CC(=O)C(=CN13)C(=O)O)OC)OCCCOC	3.79999995	118251708;118261815;118261819;134305955	PubChem:(118251708 118261815 118261819 134305955);database	68719476738
5	1	N/A	-451.1735361379437	C22H27NO6	[M + Na]+	UTWFIKRIUUJAFL	InChI=1S/C22H27NO6/c1-10(24)23-13-7-6-11-8-15(27-3)21(28-4)22(29-5)16(11)17-12-9-14(26-2)20(25)18(12)19(13)17/h8,12-14,18H,6-7,9H2,1-5H3,(H,23,24)	null	CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C4C3CC(C4=O)OC)OC)OC)OC	0.899999976	10046607	COCONUT:(CNP0208529);Natural Products:(UNPD8635);database;PubChem:(10046607);SuperNatural:(SN00249544)	68722655234
6	1	N/A	-461.07211232573144	C22H27NO6	[M + Na]+	CJYNYVSDQZLRSG	InChI=1S/C22H27NO6/c1-23-9-8-12-10-16(26-3)17(27-4)11-14(12)20-19(23)13-6-7-15(25-2)21(28-5)18(13)22(24)29-20/h6-7,10-11,19-20,22,24H,8-9H2,1-5H3	Alpinigenine	CN1CCC2=CC(=C(C=C2C3C1C4=C(C(O3)O)C(=C(C=C4)OC)OC)OC)OC	2.0999999	613751;166983;12305770	COCONUT:(CNP0274471);KNApSAcK:(25449);Natural Products:(UNPD50391 UNPD146012 UNPD3557);database;PubChem:(613751 166983 12305770);SuperNatural:(SN00295577 SN00224689);MeSH:(166983);KEGG Mine	77312589846
7	1	N/A	-492.95622877490416	C22H27NO6	[M + Na]+	SAWXNICMRKEZSR	InChI=1S/C22H27NO6/c1-13(27-14(2)24)10-19(25)28-16-6-7-22-8-9-23-12-15-4-5-17(26-3)21(20(15)22)29-18(22)11-16/h4-7,13,16,18,23H,8-12H2,1-3H3	null	CC(CC(=O)OC1CC2C3(CCNCC4=C3C(=C(C=C4)OC)O2)C=C1)OC(=O)C	2.20000005	11668490;101382631	COCONUT:(CNP0196200);KNApSAcK:(42187);Natural Products:(UNPD126253);database;PubChem:(11668490 101382631);SuperNatural:(SN00338740);MeSH:(101382631);PubMed	68722655318
8	1	N/A	-533.780234901585	C22H27NO6	[M + Na]+	VZEQENBPVTXTLV	InChI=1S/C22H27NO6/c1-12(11-22(4,29)14(3)24)9-13(2)19(26)18-20(27)17(23-21(18)28)10-15-5-7-16(25)8-6-15/h5-9,11,14,17,24-26,29H,10H2,1-4H3,(H,23,28)	null	CC(C(C)(C=C(C)C=C(C)C(=C1C(=O)C(NC1=O)CC2=CC=C(C=C2)O)O)O)O	3.0	139583757	PubChem:(139583757);COCONUT:(CNP0108223 CNP0149121);database	68721573890
9	1	N/A	-602.8683654581397	C22H27NO6	[M + Na]+	XJKYTYUOGYTPSB	InChI=1S/C22H27NO6/c1-5-16(21(26)28-4)13-14(2)9-7-6-8-10-15(3)18(24)17-19-22(27,11-12-29-19)23-20(17)25/h5-10,13,17,19,27H,11-12H2,1-4H3,(H,23,25)	null	CC=C(C=C(C)C=CC=CC=C(C)C(=O)C1C2C(CCO2)(NC1=O)O)C(=O)OC	2.5999999	9909017;102023875;102023876	COCONUT:(CNP0312198);KNApSAcK:(15980);Natural Products:(UNPD70440);database;PubChem:(9909017 102023875 102023876);SuperNatural:(SN00325865)	68722655250
10	1	N/A	-642.4432241511793	C22H27NO6	[M + Na]+	KABGIFKEGLAKQV	InChI=1S/C22H27NO6/c1-4-14-19-16-8-7-15(17(24)10-12(2)20(25)26)23(16)9-5-6-18(19)28-22(14)11-13(3)21(27)29-22/h7-8,11-12,14,18-19H,4-6,9-10H2,1-3H3,(H,25,26)	null	CCC1C2C(CCCN3C2=CC=C3C(=O)CC(C)C(=O)O)OC14C=C(C(=O)O4)C	2.4000001	11843014;101403937	COCONUT:(CNP0269346);Natural Products:(UNPD184785);database;PubChem:(11843014 101403937);SuperNatural:(SN00349722)	68722655234
