structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.7096387794987778	-24.743496790553653	C19H22O9	[M + H]+	HKIKAXXIWJHWLY	InChI=1S/C19H22O9/c1-7-3-10(22)14(19-17(26)16(25)15(24)12(6-20)28-19)18-13(7)11(23)5-9(27-18)4-8(2)21/h3,5,12,15-17,19-20,22,24-26H,4,6H2,1-2H3	Aloesin	CC1=CC(=C(C2=C1C(=O)C=C(O2)CC(=O)C)C3C(C(C(C(O3)CO)O)O)O)O	-1.29999995	637151;160190;364666;14539337;40568307;40568309;44237354;51417646;51417647;90659043;124719580;124719581;124719582;139024445	SuperNatural:(SN00013767 SN00036539 SN00290603 SN00013768 SN00317756 SN00013769 SN00036538 SN00156983 SN00250708 SN00013770);ZINC bio:(ZINC04097839 ZINC05890334 ZINC05890339 ZINC05890342 ZINC05890346 ZINC13139345 ZINC13139347);additional;MeSH:(160190 44237354 90659043);Plantcyc:(CPD-11558);PubMed;NORMAN:(NS00018305);COCONUT:(CNP0304011 CNP0308978);KNApSAcK:(2415);Natural Products:(UNPD138636 UNPD103622 UNPD72039 UNPD113625);database;PubChem:(637151 160190 364666 14539337 40568307 40568309 44237354 51417646 51417647 90659043 124719580 124719581 124719582 139024445);CHEBI:(2608 111274);PubChem class - bio and metabolites;KEGG:(C08994);Training Set;Biocyc:(CPD-11558)	68740376950
2	1	N/A	-73.29889185820176	C19H22O9	[M + H]+	CHHXLPAUQFLPHO	InChI=1S/C19H22O9/c1-7(21)3-9-14-10(22)4-8(2)27-12(14)5-11(23)15(9)19-18(26)17(25)16(24)13(6-20)28-19/h4-5,13,16-20,23-26H,3,6H2,1-2H3	null	CC1=CC(=O)C2=C(C(=C(C=C2O1)O)C3C(C(C(C(O3)CO)O)O)O)CC(=O)C	-0.389250398	""	COCONUT:(CNP0193441);Natural Products:(UNPD183401);database;SuperNatural:(SN00393188)	68722655232
3	1	N/A	-95.83938060425196	C19H22O9	[M + H]+	DAISPADBXDGVDW	InChI=1S/C19H22O9/c1-7-3-10(22)14(19-16(26)15(25)17(28-19)12(24)6-20)18-13(7)11(23)5-9(27-18)4-8(2)21/h3,5,12,15-17,19-20,22,24-26H,4,6H2,1-2H3	null	CC1=CC(=C(C2=C1C(=O)C=C(O2)CC(=O)C)C3C(C(C(O3)C(CO)O)O)O)O	-1.29999995	102445577	COCONUT:(CNP0142894);Natural Products:(UNPD19600);database;PubChem:(102445577);SuperNatural:(SN00236788)	68722655234
4	1	N/A	-135.9914028595747	C19H22O9	[M + H]+	BVLNYIFRLVWLFI	InChI=1S/C19H22O9/c1-7-3-11(22)14(17-10(6-20)15(24)16(25)19(26)28-17)18-13(7)12(23)5-9(27-18)4-8(2)21/h3,5,10,15-17,19-20,22,24-26H,4,6H2,1-2H3	7-hydroxy-5-methyl-2-(2-oxopropyl)-8-[4,5,6-trihydroxy-3-(hydroxymethyl)oxan-2-yl]chromen-4-one	CC1=CC(=C(C2=C1C(=O)C=C(O2)CC(=O)C)C3C(C(C(C(O3)O)O)O)CO)O	-1.0	59758270	COCONUT:(CNP0307928);Natural Products:(UNPD65431);database;PubChem:(59758270);SuperNatural:(SN00333694)	68722655234
5	1	N/A	-138.80924426844481	C19H22O9	[M + H]+	VJDBDVUFFPRHSF	InChI=1S/C19H22O9/c1-7-3-9-4-10(22)5-11(14(9)16(24)13(7)8(2)21)27-19-18(26)17(25)15(23)12(6-20)28-19/h3-5,12,15,17-20,22-26H,6H2,1-2H3	7-acetyl-3,8-dihydroxy-6-methylnaphthalen-1-yl |A-d-allopyranoside	CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)OC3C(C(C(C(O3)CO)O)O)O)O	0.899999976	100753;338716;23350319	COCONUT:(CNP0191713);HMDB:(30817);Natural Products:(UNPD174356);database;PubChem:(100753 338716 23350319);SuperNatural:(SN00157784);PubChem class - bio and metabolites;Training Set	68739448842
6	1	N/A	-153.211046429601	C19H22O9	[M + H]+	AXUMVWMPQJNZRE	InChI=1S/C19H22O9/c1-8-3-10(27-19-18(25)17(24)16(23)14(7-20)28-19)6-13-15(8)12(22)5-11(26-13)4-9(2)21/h3,5-6,14,16-20,23-25H,4,7H2,1-2H3	null	CC1=CC(=CC2=C1C(=O)C=C(O2)CC(=O)C)OC3C(C(C(C(O3)CO)O)O)O	-0.600000024	14524532	COCONUT:(CNP0163983);HMDB:(35734);Natural Products:(UNPD46194);database;PubChem:(14524532);SuperNatural:(SN00339790);PubChem class - bio and metabolites	68739432458
7	1	N/A	-218.7850384877256	C19H22O9	[M + H]+	AJXNNNQYHIIHLY	InChI=1S/C19H22O9/c1-8(21)3-10-5-11(6-13-15(10)12(22)4-9(2)26-13)27-19-18(25)17(24)16(23)14(7-20)28-19/h4-6,14,16-20,23-25H,3,7H2,1-2H3	null	CC1=CC(=O)C2=C(O1)C=C(C=C2CC(=O)C)OC3C(C(C(C(O3)CO)O)O)O	0.110680602	""	COCONUT:(CNP0188639);Natural Products:(UNPD38135);database;SuperNatural:(SN00253235)	68722655232
8	1	N/A	-227.93469625842536	C19H22O9	[M + H]+	ABOFFLDSECRPEQ	InChI=1S/C19H22O9/c1-26-12-5-10(4-11(21)7-12)9-2-3-14(13(22)6-9)27-19-18(25)17(24)16(23)15(8-20)28-19/h2-7,15-25H,8H2,1H3	(2S,3R,4S,5S,6R)-2-[2-hydroxy-4-(3-hydroxy-5-methoxyphenyl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	COC1=CC(=CC(=C1)O)C2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O	0.430781126	11844491	COCONUT:(CNP0244111);KNApSAcK:(30318);Natural Products:(UNPD189297);database;PubChem:(11844491);SuperNatural:(SN00288418)	68722655250
9	1	N/A	-299.810216883269	C19H22O9	[M + H]+	HDJJDRXZHJRVGA	InChI=1S/C19H22O9/c20-7-14-15(22)16(23)17(24)19(28-14)27-13-6-12-10(5-11(13)21)8-3-1-2-4-9(8)18(25)26-12/h5-6,14-17,19-24H,1-4,7H2	3,4-Cyclohexenoesculetin |A-D-galactopyranoside	C1CCC2=C(C1)C3=CC(=C(C=C3OC2=O)OC4C(C(C(C(O4)CO)O)O)O)O	0.300000012	11036654;71312219;134603051;134603052	MeSH:(71312219);database;PubChem:(11036654 71312219 134603051 134603052);PubMed	68719476806
10	1	N/A	-336.48481857051587	C19H22O9	[M + H]+	QODGSYLMQYODBG	InChI=1S/C19H22O9/c1-16(24,5-20)14-19-6(4-7(21)25-14)17(2)10-8(13(19)28-19)27-15(23)18(10,3)12-9(26-12)11(17)22/h4,8-14,20,22,24H,5H2,1-3H3	null	CC12C3C(C4C5(C1=CC(=O)OC5C(C)(CO)O)O4)OC(=O)C3(C6C(C2O)O6)C	-1.61238968	""	COCONUT:(CNP0149055);Natural Products:(UNPD58698);database;SuperNatural:(SN00389649)	68722655232
