structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.4262568401532984	-25.45101704060949	C15H24N2O2	[M + H]+	XVPBINOPNYFXID	InChI=1S/C15H24N2O2/c18-14-7-1-6-13-12-5-3-9-17(19)8-2-4-11(15(12)17)10-16(13)14/h11-13,15H,1-10H2	Oxymatrine	C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]	1.0	114850;285670;7061140;7082413;5271986;11860506;11862104;11874615;21586634;21586635;24864132;24867691;71773433;86572672;90661721;124708617;124780974;124780975;124780976;124780977;124081966;129316835;129425772;131676173;138106884;137705180	SuperNatural:(SN00120097 SN00131494 SN00131498 SN00006787 SN00020544 SN00002192 SN00155182 SN00368620 SN00020543 SN00131497 SN00357896 SN00305530);ZINC bio:(ZINC01531936 ZINC01727062 ZINC03881804 ZINC04042223 ZINC05037482 ZINC05085219 ZINC05085220 ZINC13815057 ZINC13815061);additional;HSDB:(16837-52-8);MeSH:(114850 285670 7061140 7082413 11862104 24864132 71773433 86572672 124708617 129316835 137705180);PubMed;NORMAN:(NS00018296);COCONUT:(CNP0334248);KNApSAcK:(7758);Natural Products:(UNPD74004 UNPD109758 UNPD195399 UNPD54845 UNPD199059 UNPD123313 UNPD172208);database;PubChem:(114850 285670 7061140 7082413 5271986 11860506 11862104 11874615 21586634 21586635 24864132 24867691 71773433 86572672 90661721 124708617 124780974 124780975 124780976 124780977 124081966 129316835 129425772 131676173 138106884 137705180);CHEBI:(2672);PubChem class - bio and metabolites;KEGG:(C10749);PubChem class - safety and toxic;Training Set;PubChem class - drug	68840907638
2	1	N/A	-33.523704661357186	C15H24N2O2	[M + H]+	LQMLWHXYFHXGTC	InChI=1S/C15H24N2O2/c18-15-6-3-4-13-12-8-11(9-16(13)15)14-5-1-2-7-17(14,19)10-12/h11-14H,1-10H2	N(16)-O-Lupanine	C1CC[N+]2(CC3CC(C2C1)CN4C3CCCC4=O)[O-]	1.0	201780;3812709;11861413;15939840;16638143;101600637;102441977	COCONUT:(CNP0080561);KNApSAcK:(7695);Natural Products:(UNPD14499 UNPD178323);database;PubChem:(201780 3812709 11861413 15939840 16638143 101600637 102441977);SuperNatural:(SN00392005)	68722655250
3	1	N/A	-80.72598661815665	C15H24N2O2	[M + H]+	JVYKIBAJVKEZSQ	InChI=1S/C15H24N2O2/c18-12-4-5-16-8-10-6-11(14(16)7-12)9-17-13(10)2-1-3-15(17)19/h10-14,18H,1-9H2	Jamaidine	C1CC2C3CC(CN2C(=O)C1)C4CC(CCN4C3)O	0.600000024	73404;201778;250873;439768;7545440;5320258;6338097;5459919;12310672;12310677;12310678;10015683;15939853;21139805;24076295;45266649;51017960;92169672;91748458;98071838;129560784;129560786;131664638;132940124;138319345;138319346	SuperNatural:(SN00167898 SN00238948 SN00229624 SN00245923 SN00352875 SN00390658 SN00167899);ZINC bio:(ZINC02004304);MeSH:(73404 250873 439768 5459919);Plantcyc:(13-HYDROXYLUPININE);PubMed;COCONUT:(CNP0265526 CNP0384191);KNApSAcK:(7704);Natural Products:(UNPD131034 UNPD172901 UNPD105228 UNPD155792 UNPD185777);database;PubChem:(73404 201778 250873 439768 7545440 5320258 6338097 5459919 12310672 12310677 12310678 10015683 15939853 21139805 24076295 45266649 51017960 92169672 91748458 98071838 129560784 129560786 131664638 132940124 138319345 138319346);CHEBI:(58446 18328);KEGG:(C02621);PubChem class - safety and toxic;Training Set;Biocyc:(13-HYDROXYLUPININE)	68789922166
4	1	N/A	-86.41974878522089	C15H24N2O2	[M + H]+	JZFWYXLNISKIRH	InChI=1S/C15H24N2O2/c18-12-4-5-13-11-6-10(7-16(13)9-12)14-2-1-3-15(19)17(14)8-11/h10-14,18H,1-9H2	13-Epihydroxyisolupanine	C1CC2C3CC(CN2C(=O)C1)C4CCC(CN4C3)O	0.600000024	6430121;91752857;101147721	KNApSAcK:(26314);database;PubChem:(6430121 91752857 101147721);KEGG Mine	77309411346
5	1	N/A	-97.68572716579885	C15H24N2O2	[M + H]+	RRJVUQLRTGLDPC	InChI=1S/C15H24N2O2/c18-13-4-2-6-16-8-10-7-11(15(13)16)9-17-12(10)3-1-5-14(17)19/h10-13,15,18H,1-9H2	12-beta-Hydroxylupanine	C1CC2C3CC(CN2C(=O)C1)C4C(CCCN4C3)O	0.600000024	15939839;101632075	COCONUT:(CNP0126814);Natural Products:(UNPD9880);database;PubChem:(15939839 101632075);SuperNatural:(SN00334870);KEGG Mine	77312589826
6	1	N/A	-101.23159133334607	C15H24N2O2	[M + H]+	YYLKMMPLIIOMLQ	InChI=1S/C15H24N2O2/c18-11-7-13-12-4-2-6-16-5-1-3-10(15(12)16)9-17(13)14(19)8-11/h10-13,15,18H,1-9H2	13-Hydroxymatrine	C1CC2CN3C(CC(CC3=O)O)C4C2N(C1)CCC4	0.600000024	3073381;53324124	COCONUT:(CNP0154673);KNApSAcK:(26286);Natural Products:(UNPD26161 UNPD177242);database;PubChem:(3073381 53324124);SuperNatural:(SN00266062 SN00300661);PubChem class - safety and toxic;PubMed;KEGG Mine	77379698770
7	1	N/A	-102.94598143112617	C15H24N2O2	[M + H]+	JNLSSIFKBWSCKD	InChI=1S/C15H24N2O2/c18-11-7-10-8-17-13(4-1-5-14(17)19)12-3-2-6-16(9-11)15(10)12/h10-13,15,18H,1-9H2	null	C1CC2C3CCCN4C3C(CC(C4)O)CN2C(=O)C1	1.0198133	""	COCONUT:(CNP0285545);Natural Products:(UNPD154864 UNPD36181 UNPD39610);database;SuperNatural:(SN00350429 SN00228604);KEGG Mine	77312589824
8	1	N/A	-109.64582224614173	C15H24N2O2	[M + H]+	JTWPUVIWKODBID	InChI=1S/C15H24N2O2/c18-11-7-12-13-4-1-5-14(19)17(13)8-10-3-2-6-16(9-11)15(10)12/h10-13,15,18H,1-9H2	(+)-9alpha-hydroxymatrine	C1CC2C3CC(CN4C3C(CCC4)CN2C(=O)C1)O	0.600000024	15385684;73193574	COCONUT:(CNP0033982 CNP0159926);KNApSAcK:(7764);Natural Products:(UNPD169713);database;PubChem:(15385684 73193574);SuperNatural:(SN00159749 SN00293454);PubMed;KEGG Mine	77312589906
9	1	N/A	-115.45438582812636	C15H24N2O2	[M + H]+	WZKRTWRYJWGESZ	InChI=1S/C15H24N2O2/c18-13-6-5-12-11-4-2-8-16-7-1-3-10(14(11)16)9-17(12)15(13)19/h10-14,18H,1-9H2	null	C1CC2CN3C(CCC(C3=O)O)C4C2N(C1)CCC4	1.0	5318253;10659287;15385683	COCONUT:(CNP0047114 CNP0211820);KNApSAcK:(26311);Natural Products:(UNPD25011 UNPD184988 UNPD109465);database;PubChem:(5318253 10659287 15385683);SuperNatural:(SN00266056 SN00161448 SN00267230 SN00160999 SN00369139);PubMed;KEGG Mine	77312589906
10	1	N/A	-116.89948252929625	C15H24N2O2	[M + H]+	GIQKWLHFWBBSSV	InChI=1S/C15H24N2O2/c18-12-6-14-10-5-11(9-17(14)15(19)7-12)13-3-1-2-4-16(13)8-10/h10-14,18H,1-9H2	Nuttaline	C1CCN2CC3CC(C2C1)CN4C3CC(CC4=O)O	0.600000024	161417;442958;12313624;12313627;118701434;139031198	COCONUT:(CNP0350704);KNApSAcK:(2229);Natural Products:(UNPD143414 UNPD195057 UNPD151702);database;PubChem:(161417 442958 12313624 12313627 118701434 139031198);SuperNatural:(SN00304702 SN00371278 SN00325846);CHEBI:(7659);MeSH:(161417 442958 12313624);KEGG:(C10776);PubMed	68722655606
