structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2583442615210521	-28.632463629486388	C36H58O9	[M + H3N + H]+	WNRDHIDWADTLIO	InChI=1S/C36H58O9/c1-31(2)12-14-36(30(43)45-29-27(41)26(40)25(39)22(18-37)44-29)15-13-34(6)19(20(36)16-31)8-9-24-33(5)17-21(38)28(42)32(3,4)23(33)10-11-35(24,34)7/h8,20-29,37-42H,9-18H2,1-7H3	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C	4.33727026	""	COCONUT:(CNP0419790);database	68721573888
2	1	N/A	-31.008264458168142	C36H58O9	[M + H3N + H]+	HZKJZYRLLBKBHA	InChI=1S/C36H58O9/c1-18-10-13-36(31(43)45-30-28(41)27(40)26(39)22(17-37)44-30)15-14-34(6)20(25(36)19(18)2)8-9-24-33(5)16-21(38)29(42)32(3,4)23(33)11-12-35(24,34)7/h8,18-19,21-30,37-42H,9-17H2,1-7H3	Corosolic acid beta-D-glucopyranosyl ester, 20	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O	4.5999999	24825673;44433734;122130495	PubChem:(24825673 44433734 122130495);PubMed;database	68719476802
3	1	N/A	-40.07064871313382	C36H58O9	[M + H3N + H]+	WJMMBVSOQPALFO	InChI=1S/C36H58O9/c1-31(2)13-15-36(30(43)45-29-28(42)27(41)26(40)22(18-37)44-29)16-14-34(5)20(21(36)17-31)7-8-24-32(3)11-10-25(39)33(4,19-38)23(32)9-12-35(24,34)6/h7,21-29,37-42H,8-19H2,1-6H3	28-Glc-hederagenin	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C	5.0	127026;21120798;54758529;53462018;71660491;138112133	COCONUT:(CNP0190413);Natural Products:(UNPD220621 UNPD149743);database;PubChem:(127026 21120798 54758529 53462018 71660491 138112133);SuperNatural:(SN00286058);CHEBI:(67947);MeSH:(127026);PubMed;Biocyc:(CPD-9488 CPD-15754)	68722657382
4	1	N/A	-41.006524132881594	C36H58O9	[M + H3N + H]+	MCHSLZNQYJXEPC	InChI=1S/C36H58O9/c1-31(2)12-14-36(30(42)43)15-13-34(6)19(20(36)16-31)8-9-24-33(5)17-21(38)28(32(3,4)23(33)10-11-35(24,34)7)45-29-27(41)26(40)25(39)22(18-37)44-29/h8,20-29,37-41H,9-18H2,1-7H3,(H,42,43)	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C	4.9000001	10349116;85117733;102157263;102157264	COCONUT:(CNP0018756);HMDB:(29606);database;PubChem:(10349116 85117733 102157263 102157264);PubChem class - bio and metabolites	68738351114
5	1	N/A	-42.21597524530398	C36H58O9	[M + H3N + H]+	CNLHARKNOPEQIC	InChI=1S/C36H58O9/c1-19-9-14-36(31(43)45-30-29(42)28(41)27(40)22(17-37)44-30)16-15-34(5)21(26(36)20(19)2)7-8-24-32(3)12-11-25(39)33(4,18-38)23(32)10-13-35(24,34)6/h7,19-20,22-30,37-42H,8-18H2,1-6H3	1-O-[3beta,23-dihydroxy-28-oxours-12-en-28-yl]-beta-D-glucopyranose	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O	4.9000001	52950911	COCONUT:(CNP0085121);database;PubChem:(52950911);CHEBI:(67943)	68721573922
6	1	N/A	-49.04264898748497	C36H58O9	[M + H3N + H]+	YVGKRXPSSLCPSA	InChI=1S/C36H58O9/c1-31(2)13-15-36(30(42)43)16-14-34(5)20(21(36)17-31)7-8-24-32(3)11-10-25(38)33(4,23(32)9-12-35(24,34)6)19-44-29-28(41)27(40)26(39)22(18-37)45-29/h7,21-29,37-41H,8-19H2,1-6H3,(H,42,43)	(4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,12a-hexamethyl-9-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)COC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C	4.69999981	21670018	COCONUT:(CNP0153817);Natural Products:(UNPD178030);database;PubChem:(21670018);SuperNatural:(SN00239259)	68722655234
7	1	N/A	-53.373982843442185	C36H58O9	[M + H3N + H]+	CCDRPBGPIXPGRW	InChI=1S/C36H58O9/c1-31(2)13-15-36(30(42)43)16-14-34(5)20(21(36)17-31)7-8-24-32(3)11-10-25(33(4,19-38)23(32)9-12-35(24,34)6)45-29-28(41)27(40)26(39)22(18-37)44-29/h7,21-29,37-41H,8-19H2,1-6H3,(H,42,43)	Saponin 2	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)CO)O)O)O)C)C)C2C1)C)C(=O)O)C	4.69999981	482162;3084753;13518138;13518139;71361361;86574119;101145449;101417756;134820073	COCONUT:(CNP0142330);KNApSAcK:(36559);Natural Products:(UNPD90247 UNPD90637 UNPD24052 UNPD54132);database;PubChem:(482162 3084753 13518138 13518139 71361361 86574119 101145449 101417756 134820073);SuperNatural:(SN00397394 SN00334769 SN00342488 SN00268645);PubMed;Biocyc:(CPD-9484)	68722657362
8	1	N/A	-55.2460752692635	C36H58O9	[M + H3N + H]+	SHSTYRBKXWDVCB	InChI=1S/C36H58O9/c1-19-9-14-36(31(42)43)16-15-34(5)21(26(36)20(19)2)7-8-24-32(3)12-11-25(33(4,18-38)23(32)10-13-35(24,34)6)45-30-29(41)28(40)27(39)22(17-37)44-30/h7,19-20,22-30,37-41H,8-18H2,1-6H3,(H,42,43)	(1S,2R,4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)CO)O)O)O)C)C)C2C1C)C)C(=O)O	4.5	10054837;11050488;21589723;91383109	COCONUT:(CNP0288791);Natural Products:(UNPD144740);database;PubChem:(10054837 11050488 21589723 91383109);SuperNatural:(SN00311509);MeSH:(21589723);PubMed	68722655302
9	1	N/A	-56.898456012943086	C36H58O9	[M + H3N + H]+	BPRNBIVVHNFCPZ	InChI=1S/C36H58O9/c1-31(2)14-16-36(30(43)45-29-27(41)26(40)25(39)20(18-37)44-29)17-15-34(6)19(24(36)28(31)42)8-9-22-33(5)12-11-23(38)32(3,4)21(33)10-13-35(22,34)7/h8,20-29,37-42H,9-18H2,1-7H3	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C	4.30000019	76330022;102157271	COCONUT:(CNP0310416);Natural Products:(UNPD68310);database;PubChem:(76330022 102157271);SuperNatural:(SN00309061);PubMed	68722655298
10	1	N/A	-65.75195917293215	C36H58O9	[M + H3N + H]+	RRIMLWHUVCZACL	InChI=1S/C36H58O9/c1-19-10-15-36(30(42)45-29-27(41)26(40)25(39)21(18-37)44-29)17-16-33(5)20(28(36)35(19,7)43)8-9-23-32(4)13-12-24(38)31(2,3)22(32)11-14-34(23,33)6/h8,19,21-29,37-41,43H,9-18H2,1-7H3	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O	4.0999999	10461732;54590909;76155900;76322845;86276208;138112195	COCONUT:(CNP0120132);HMDB:(38452);Natural Products:(UNPD188893 UNPD63086);database;PubChem:(10461732 54590909 76155900 76322845 86276208 138112195);SuperNatural:(SN00311765 SN00367894);PubChem class - bio and metabolites;PubMed	68739432522
