structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.7090257829160705	-55.145134467723814	C8H10N2O4	[M + H]+	WZNJWVWKTVETCG	InChI=1S/C8H10N2O4/c9-5(8(13)14)3-10-2-1-6(11)7(12)4-10/h1-2,4-5,12H,3,9H2,(H,13,14)	Lecenine	C1=CN(C=C(C1=O)O)CC(C(=O)O)N	-3.5	3862;1257702;440473;7057969;6971294;21145103;25203133;101484618	HMDB:(15188);SuperNatural:(SN00001892 SN00005659);ZINC bio:(ZINC00902159 ZINC03860633);additional;HSDB:(500-44-7);MeSH:(3862 440473);Plantcyc:(AMINO-ETCETERA-PYRIDIN-1-YL-PROPANOATE MIMOSINE);PubMed;NORMAN:(NS00043037);COCONUT:(CNP0144413);KNApSAcK:(1383);Natural Products:(UNPD187129);database;PubChem:(3862 1257702 440473 7057969 6971294 21145103 25203133 101484618);CHEBI:(58604 77848 29063 95190 77689 58344);PubChem class - bio and metabolites;KEGG:(C04771);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(AMINO-ETCETERA-PYRIDIN-1-YL-PROPANOATE)	68841040766
2	1	N/A	-109.53882491020757	C8H10N2O4	[M + H]+	PWDJFVLCTVHYOX	InChI=1S/C8H10N2O4/c9-5(8(13)14)3-10-2-1-6(11)7(12)4-10/h1-2,4-5H,3,9H2,(H2,12,13,14)/p+1	3-(3,4-dihydroxypyridinium-1-yl)-L-alanine	C1=C[N+](=CC(=C1O)O)CC(C(=O)O)N	-3.4000001	440343;3368121	KEGG:(C04446);PubChem:(440343 3368121);CHEBI:(17993)	290
3	1	N/A	-146.91770995016108	C8H10N2O4	[M + H]+	IGGAMQPILUQBSM	InChI=1S/C8H10N2O4/c9-5(7(11)12)1-4-2-6(8(13)14)10-3-4/h2-3,5,10H,1,9H2,(H,11,12)(H,13,14)	4-[(2S)-2-amino-2-carboxyethyl]-1H-pyrrole-2-carboxylic acid	C1=C(NC=C1CC(C(=O)O)N)C(=O)O	-2.79999995	11206405;72750714	COCONUT:(CNP0105667);Natural Products:(UNPD44139);database;PubChem:(11206405 72750714)	68721606658
4	1	N/A	-226.5756681180243	C8H10N2O4	[M + H]+	SYKRZHVRQXPZOX	InChI=1S/C8H10N2O4/c11-7(12)3-4-9-8(13)6-2-1-5-10(6)14/h1-2,5,14H,3-4H2,(H,9,13)(H,11,12)	N-[(1-hydroxy-1H-pyrrol-2-yl)carbonyl]-beta-alanine	C1=CN(C(=C1)C(=O)NCCC(=O)O)O	0.400000006	70678742	COCONUT:(CNP0114080);Natural Products:(UNPD3184);database;PubChem:(70678742);SuperNatural:(SN00397064);CHEBI:(66535)	68722655266
5	1	N/A	-229.14858693090068	C8H10N2O4	[M + H]+	LVKKFNORSNCNPP	InChI=1S/C8H10N2O4/c1-3-5(11)9-7(8(13)14)10-6(12)4-2/h3-4,7H,1-2H2,(H,9,11)(H,10,12)(H,13,14)	Bis(acryloylamino)acetic acid	C=CC(=O)NC(C(=O)O)NC(=O)C=C	-0.200000003	78096;22311658	NORMAN:(NS00049199);database;PubChem class - safety and toxic;PubChem:(78096 22311658);PubMed	68786847810
6	1	N/A	-312.48483208133746	C8H10N2O4	[M + H]+	GAWRYVJRKWPEFX	InChI=1S/C8H10N2O4/c9-2-1-5-3-7(11)8(12)4-6(5)10(13)14/h3-4,11-12H,1-2,9H2	1,2-Benzenediol, 4-(2-aminoethyl)-5-nitro-	C1=C(C(=CC(=C1O)O)[N+](=O)[O-])CCN	0.400000006	10932412	MeSH:(10932412);database;PubChem:(10932412);PubMed;CHEBI:(125478)	68719476838
7	1	N/A	-328.5870506243216	C8H10N2O4	[M + H]+	UTHUZYBSSBFPES	InChI=1S/C8H10N2O4/c9-7-2-1-6(14-4-3-11)5-8(7)10(12)13/h1-2,5,11H,3-4,9H2	3-Nitro-4-aminophenoxyethanol	C1=CC(=C(C=C1OCCO)[N+](=O)[O-])N	0.64368391	148519	NORMAN:(NS00013888);database;PubChem class - safety and toxic;PubChem:(148519)	68786847746
8	1	N/A	-332.50854011507664	C8H10N2O4	[M + H]+	QZZYMJYSCVVJKX	InChI=1S/C8H10N2O4/c1-2-5(8(13)14)9-10-6(11)3-4-7(10)12/h3-5,9H,2H2,1H3,(H,13,14)	null	CCC(C(=O)O)NN1C(=O)C=CC1=O	-2.5	129689391	PubChem:(129689391);database	68719476738
9	1	N/A	-374.64124751896446	C8H10N2O4	[M + H]+	GQHALSXZONOXGJ	InChI=1S/C8H10N2O4/c9-2-1-4-7(8(12)13)10-5(11)3-6(10)14-4/h1,6-7H,2-3,9H2,(H,12,13)	Clavaminate	C1C2N(C1=O)C(C(=CCN)O2)C(=O)O	-1.61234224	441126;5120672;5280978;6276462;5460408;12945325;10330354;25244090;88805613;101916294;131243427;138114836	COCONUT:(CNP0382047);Natural Products:(UNPD59339 UNPD184075);database;PubChem:(441126 5120672 5280978 6276462 5460408 12945325 10330354 25244090 88805613 101916294 131243427 138114836);SuperNatural:(SN00327924 SN00390566);CHEBI:(57300 15423);PubChem class - bio and metabolites;KEGG:(C06660);Plantcyc:(CLAVAMINATE);PubMed;Biocyc:(CLAVAMINATE)	68739565922
10	1	N/A	-380.68802908117686	C8H10N2O4	[M + H]+	RPWKSQYRGFUPTA	InChI=1S/C8H10N2O4/c11-7-2-1-6(5-8(7)12)3-4-9-10(13)14/h1-2,5,9,11-12H,3-4H2	null	C1=CC(=C(C=C1CCN[N+](=O)[O-])O)O	1.27245736	67203676	PubChem:(67203676);PubMed;database	68719476802
11	1	N/A	-448.7934792161257	C8H10N2O4	[M + H]+	RFOZJQFBSZRMKZ	InChI=1S/C8H10N2O4/c1-14-4-2-3(8(10)13)5(9)7(12)6(4)11/h2,11-12H,9H2,1H3,(H2,10,13)	null	COC1=C(C(=C(C(=C1)C(=O)N)N)O)O	-0.100000001	139586847	PubChem:(139586847);COCONUT:(CNP0218196);database	68721573890
