structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.22014129242692	-59.893234586323366	C18H18O6	[M - H]-	BXXKRESPUSMTEI	InChI=1S/C18H18O6/c1-22-12-9-15(21)18(17(10-12)24-3)14(20)7-5-11-4-6-13(19)16(8-11)23-2/h4-10,19,21H,1-3H3	1-(2-hydroxy-4,6-dimethoxyphenyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-en-1-one	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC(=C(C=C2)O)OC)O	3.4000001	3912575;5955473	COCONUT:(CNP0389483);database;PubChem:(3912575 5955473);SuperNatural:(SN00009608);ZINC bio:(ZINC04252579);additional;Training Set;PubMed	68723171394
2	1	N/A	-79.994249751805	C18H18O6	[M - H]-	WMOWJHFPSNZXSK	InChI=1S/C18H18O6/c1-22-12-9-15(21)18(17(10-12)24-3)13(19)6-4-11-5-7-16(23-2)14(20)8-11/h4-10,20-21H,1-3H3	2'',3-Dihydroxy-4,4'',6''-trimethoxychalcone	COC1=C(C=C(C=C1)C=CC(=O)C2=C(C=C(C=C2OC)OC)O)O	3.4000001	148236;5379071;92468371	COCONUT:(CNP0181234);KNApSAcK:(6976);Natural Products:(UNPD16040);database;PubChem:(148236 5379071 92468371);SuperNatural:(SN00007012);ZINC bio:(ZINC04100763);additional;Training Set;PubMed	68723204178
3	1	N/A	-129.2395650743819	C18H18O6	[M - H]-	NOGXNAXHUOQSLC	InChI=1S/C18H18O6/c1-22-12-6-4-11(5-7-12)14(19)10-16(21)18-15(20)8-13(23-2)9-17(18)24-3/h4-9,20H,10H2,1-3H3	null	COC1=CC=C(C=C1)C(=O)CC(=O)C2=C(C=C(C=C2OC)OC)O	3.20000005	12669610	COCONUT:(CNP0184683);Natural Products:(UNPD153534);database;PubChem:(12669610)	68721606658
4	1	N/A	-133.66212060275257	C18H18O6	[M - H]-	PSPONZNQSBPSLY	InChI=1S/C18H18O6/c1-22-14-10-15(23-2)18(24-3)17(21)16(14)13(20)9-6-11-4-7-12(19)8-5-11/h4-10,19,21H,1-3H3	2'',4-Dihydroxy-3'',4'',6''-trimethoxychalcone	COC1=CC(=C(C(=C1C(=O)C=CC2=CC=C(C=C2)O)O)OC)OC	3.4000001	611026;5375973	COCONUT:(CNP0222684);KNApSAcK:(6980);Natural Products:(UNPD118480 UNPD216175);database;PubChem:(611026 5375973);SuperNatural:(SN00261752)	68722655250
5	1	N/A	-136.28801808640293	C18H18O6	[M - H]-	CWMMCBXYWVPWJL	InChI=1S/C18H18O6/c1-22-13-6-4-11(16(10-13)23-2)5-7-14(20)18-15(21)8-12(19)9-17(18)24-3/h4-10,19,21H,1-3H3	Cerasin	COC1=CC(=C(C=C1)C=CC(=O)C2=C(C=C(C=C2OC)O)O)OC	3.4000001	21680430;56990522	COCONUT:(CNP0210770);KNApSAcK:(6965);Natural Products:(UNPD115792);database;PubChem:(21680430 56990522);SuperNatural:(SN00268631);PubMed	68722655314
6	1	N/A	-140.96987341872364	C18H18O6	[M - H]-	MZHFFPDKHDLFKQ	InChI=1S/C18H18O6/c1-22-15-10-14(21)16(18(24-3)17(15)23-2)13(20)9-6-11-4-7-12(19)8-5-11/h4-10,19,21H,1-3H3	4,6''-Dihydroxy-2'',3'',4''-trimethoxychalcone	COC1=C(C(=C(C(=C1)O)C(=O)C=CC2=CC=C(C=C2)O)OC)OC	3.4000001	253005;5357334	COCONUT:(CNP0225248);KNApSAcK:(6979);Natural Products:(UNPD105073 UNPD212112);database;PubChem:(253005 5357334);SuperNatural:(SN00331032);PubMed;KEGG Mine	77312589906
7	1	N/A	-142.32800071967762	C18H18O6	[M - H]-	CLQSQZGNPFWGAE	InChI=1S/C18H18O6/c1-23-17-10-12(2-8-15(17)20)3-9-18(22)24-11-16(21)13-4-6-14(19)7-5-13/h2-10,16,19-21H,11H2,1H3	null	COC1=C(C=CC(=C1)C=CC(=O)OCC(C2=CC=C(C=C2)O)O)O	2.4753201	76764608;102004630;101450499;129317246;132587070	COCONUT:(CNP0211963);HMDB:(32655 135786);Natural Products:(UNPD64453 UNPD214224);database;PubChem:(76764608 102004630 101450499 129317246 132587070);SuperNatural:(SN00395125);PubChem class - bio and metabolites;MeSH:(102004630 129317246);PubMed	68739432526
8	1	N/A	-144.48059898223767	C18H18O6	[M - H]-	OAYYEBBURGQLHF	InChI=1S/C18H18O6/c1-22-12-6-4-11(5-7-12)14(19)10-16(21)18-15(20)8-13(23-2)9-17(18)24-3/h4-10,19-20H,1-3H3	null	COC1=CC=C(C=C1)C(=CC(=O)C2=C(C=C(C=C2OC)OC)O)O	3.20000005	101625131	COCONUT:(CNP0190320);Natural Products:(UNPD141701);database;PubChem:(101625131);SuperNatural:(SN00320448)	68722655234
9	1	N/A	-147.01203514882357	C18H18O6	[M - H]-	CRKKMWPCJTZZRE	InChI=1S/C18H18O6/c1-22-14-7-5-4-6-11(14)8-9-12(19)16-15(23-2)10-13(20)18(24-3)17(16)21/h4-10,20-21H,1-3H3	2'',4''-Dihydroxy-2,3'',6''-trimethoxychalcone	COC1=CC=CC=C1C=CC(=O)C2=C(C=C(C(=C2O)OC)O)OC	3.4000001	21636239;73817552	COCONUT:(CNP0246522);KNApSAcK:(6967);Natural Products:(UNPD123082 UNPD209874);database;PubChem:(21636239 73817552)	68721606674
10	1	N/A	-153.10895550617667	C18H18O6	[M - H]-	QGFIMWDJZRAYAE	InChI=1S/C18H18O6/c1-22-15-7-5-4-6-11(15)8-9-12(19)16-13(20)10-14(21)17(23-2)18(16)24-3/h4-10,20-21H,1-3H3	null	COC1=CC=CC=C1C=CC(=O)C2=C(C(=C(C=C2O)O)OC)OC	2.87394977	""	COCONUT:(CNP0161929);Natural Products:(UNPD170756);database;SuperNatural:(SN00366555)	68722655232
11	1	N/A	-165.19127659653176	C18H18O6	[M - H]-	JWFZPJWPSOPULW	InChI=1S/C18H18O6/c1-22-12-7-4-11(5-8-12)6-9-13(19)16-14(20)10-15(23-2)17(21)18(16)24-3/h4-10,20-21H,1-3H3	3'',6''-Dihydroxy-2'',4,4''-trimethoxy-chalcone	COC1=CC=C(C=C1)C=CC(=O)C2=C(C(=C(C=C2O)OC)O)OC	3.4000001	253000;5357330	COCONUT:(CNP0289338);HMDB:(140281);database;PubChem:(253000 5357330);SuperNatural:(SN00214672);CHEBI:(79421);PubChem class - bio and metabolites;KEGG:(C14894)	68739399978
12	1	N/A	-165.3953665608844	C18H18O6	[M - H]-	BBCJQHYOGQEOAA	InChI=1S/C18H18O6/c1-21-17(19)13-3-7-15(8-4-13)23-11-12-24-16-9-5-14(6-10-16)18(20)22-2/h3-10H,11-12H2,1-2H3	Ambcb7625652	COC(=O)C1=CC=C(C=C1)OCCOC2=CC=C(C=C2)C(=O)OC	3.13247585	77875	NORMAN:(NS00031092);database;PubChem:(77875);PubMed	68719738946
13	1	N/A	-172.29886950669103	C18H18O6	[M - H]-	SOHZHPMUAVPDTB	InChI=1S/C18H18O6/c1-21-15-9-12(10-16(22-2)18(15)23-3)7-8-17(20)24-14-6-4-5-13(19)11-14/h4-11,19H,1-3H3	null	COC1=CC(=CC(=C1OC)OC)C=CC(=O)OC2=CC=CC(=C2)O	3.29999995	23656637	COCONUT:(CNP0295620);Natural Products:(UNPD38657);database;PubChem:(23656637);SuperNatural:(SN00311993);PubMed	68722655298
14	1	N/A	-172.86822012288786	C18H18O6	[M - H]-	LCZOTWWEOAREMY	InChI=1S/C18H18O6/c1-22-12-5-6-13(15(20)10-12)14(19)7-4-11-8-16(21)18(24-3)17(9-11)23-2/h4-10,20-21H,1-3H3	(E)-3-(3-hydroxy-4,5-dimethoxyphenyl)-1-(2-hydroxy-4-methoxyphenyl)prop-2-en-1-one	COC1=CC(=C(C=C1)C(=O)C=CC2=CC(=C(C(=C2)OC)OC)O)O	3.4000001	16655802;73299304	COCONUT:(CNP0146159);Natural Products:(UNPD28516);database;PubChem:(16655802 73299304);PubMed	68721606722
15	1	N/A	-177.05597296071392	C18H18O6	[M - H]-	VSUZMLIEPGKFQG	InChI=1S/C18H18O6/c1-22-12-7-14(20)17-16(8-12)24-9-11(18(17)21)5-10-3-4-13(19)15(6-10)23-2/h3-4,6-8,11,19-20H,5,9H2,1-2H3	null	COC1=CC(=C2C(=C1)OCC(C2=O)CC3=CC(=C(C=C3)O)OC)O	3.20000005	100998073	COCONUT:(CNP0238490);Natural Products:(UNPD12538);database;PubChem:(100998073)	68721606658
16	1	N/A	-177.38618163214633	C18H18O6	[M - H]-	PIRROWWLKSATON	InChI=1S/C18H18O6/c1-23-11-3-5-13(17(21)9-11)15(19)7-8-16(20)14-6-4-12(24-2)10-18(14)22/h3-6,9-10,21-22H,7-8H2,1-2H3	null	COC1=CC(=C(C=C1)C(=O)CCC(=O)C2=C(C=C(C=C2)OC)O)O	2.48186612	""	COCONUT:(CNP0184521);Natural Products:(UNPD143894);database	68721606656
