structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08756211286306118	-66.67280370788562	C8H12N2	[M + H]+	WAVOLMBVDCRBGR	InChI=1S/C8H12N2/c1-3-7-5-10-8(4-2)6-9-7/h5-6H,3-4H2,1-2H3	Pyrazine, 2,5-diethyl-	CCC1=CN=C(C=N1)CC	1.39999998	25797;19831850	NORMAN:(NS00021602);COCONUT:(CNP0205141);HMDB:(36808);Natural Products:(UNPD126235);database;PubChem class - food;PubChem:(25797 19831850);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	68939972682
2	1	N/A	-66.68521280977139	C8H12N2	[M + H]+	CIBKSMZEVHTQLG	InChI=1S/C8H12N2/c1-4-8-5-9-6(2)7(3)10-8/h5H,4H2,1-3H3	Pyrazine, ethyldimethyl-	CCC1=CN=C(C(=N1)C)C	2.20857549	27460	COCONUT:(CNP0231860);HMDB:(29727);Natural Products:(UNPD107316);database;PubChem class - food;PubChem:(27460);SuperNatural:(SN00376963);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	68940759114
3	1	N/A	-76.39389297844316	C8H12N2	[M + H]+	FINHMKGKINIASC	InChI=1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3	Bs factor	CC1=C(N=C(C(=N1)C)C)C	2.38999939	14296;90704384;129711188	HMDB:(36584);PubChem class - food;SuperNatural:(SN00116764);ZINC bio:(ZINC00004042);additional;MeSH:(14296);Plantcyc:(CPD-15901);PubMed;NORMAN:(NS00013238);COCONUT:(CNP0327107);Natural Products:(UNPD90354);database;PubChem:(14296 90704384 129711188);CHEBI:(133246);PubChem class - bio and metabolites;PubChem class - safety and toxic;Biocyc:(CPD-15901)	68941686894
4	1	N/A	-77.76061016590526	C8H12N2	[M + H]+	XAWKNALRUSOTOY	InChI=1S/C8H12N2/c1-3-4-8-7(2)9-5-6-10-8/h5-6H,3-4H2,1-2H3	2-methyl-3-propylpyrazin	CCCC1=NC=CN=C1C	2.02715182	85224	NORMAN:(NS00053277);COCONUT:(CNP0076160);HMDB:(41252);database;PubChem class - food;PubChem:(85224);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed	68940480586
5	1	N/A	-80.01884867993628	C8H12N2	[M + H]+	QDWOWLUANUBTGE	InChI=1S/C8H12N2/c1-3-7-5-9-6-8(4-2)10-7/h5-6H,3-4H2,1-2H3	2,6-Diethylpyrazine	CCC1=CN=CC(=N1)CC	1.39999998	83101	NORMAN:(NS00024121);COCONUT:(CNP0332253);HMDB:(36809);Natural Products:(UNPD97504);database;PubChem:(83101);PubChem class - bio and metabolites	68738646026
6	1	N/A	-85.50871083943834	C8H12N2	[M + H]+	PGTQKVQDZHXLOP	InChI=1S/C8H12N2/c1-6(2)8-5-9-7(3)4-10-8/h4-6H,1-3H3	2-Isopropyl-5-methylpyrazine	CC1=CN=C(C=N1)C(C)C	1.29999995	61700	COCONUT:(CNP0266332);HMDB:(37151);database;PubChem class - food;PubChem:(61700);PubChem class - bio and metabolites;YMDB:(1446)	68872634378
7	1	N/A	-86.17491790282783	C8H12N2	[M + H]+	DAOYAWODBHNYDA	InChI=1S/C8H12N2/c1-3-4-8-6-9-7(2)5-10-8/h5-6H,3-4H2,1-2H3	2-Methyl-5-propylpyrazine	CCCC1=NC=C(N=C1)C	1.39999998	122383	COCONUT:(CNP0002574);HMDB:(40000);database;YMDB:(1504);PubChem:(122383);PubChem class - bio and metabolites	68738416650
8	1	N/A	-89.53781359608001	C8H12N2	[M + H]+	JZBCTZLGKSYRSF	InChI=1S/C8H12N2/c1-4-8-7(3)10-6(2)5-9-8/h5H,4H2,1-3H3	2,6-Dimethyl-3-ethylpyrazine	CCC1=NC=C(N=C1C)C	2.20857549	26334;45039077;131668073	HMDB:(40299);PubChem class - food;SuperNatural:(SN00396566);MeSH:(26334);PubMed;NORMAN:(NS00012399);COCONUT:(CNP0193103);Natural Products:(UNPD96049);database;PubChem:(26334 45039077 131668073);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(1441)	68941086798
9	1	N/A	-89.87968625761133	C8H12N2	[M + H]+	WHMWOHBXYIZFPF	InChI=1S/C8H12N2/c1-4-8-7(3)9-5-6(2)10-8/h5H,4H2,1-3H3	2-Ethyl-3,6-dimethylpyrazine	CCC1=NC(=CN=C1C)C	2.20857549	25916;122227433	NORMAN:(NS00012398);COCONUT:(CNP0404153);HMDB:(32276);Natural Products:(UNPD152858);database;PubChem class - food;PubChem:(25916 122227433);SuperNatural:(SN00390136);PubChem class - bio and metabolites;MeSH:(25916);PubChem class - safety and toxic;PubMed	68941021262
10	1	N/A	-105.00578089538247	C8H12N2	[M + H]+	GZXXANJCCWGCSV	InChI=1S/C8H12N2/c1-3-7-8(4-2)10-6-5-9-7/h5-6H,3-4H2,1-2H3	2,3-Diethyl-pyrazine	CCC1=NC=CN=C1CC	2.02715182	27458	NORMAN:(NS00012223);COCONUT:(CNP0079931);HMDB:(41253);database;PubChem class - food;PubChem:(27458);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	68940464202
