Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C18H21NO/c1-18(2,3)15-12-10-14(11-13-15)17(20)19(4)16-8-6-5-7-9-16/h5-13H,1-4H3",305.0;1629.0;348.0;1048.0;305.0;448.0;653.0;305.0;348.0,2,267.1623143,88978,C18H21NO,N,CN(C(=O)c1ccc(C(C)(C)C)cc1)c1ccccc1,53.02490616:[C3H4N-H]+;57.07008362:[C4H9]+;77.03942871:[C6H5]+;105.033432:[C7H4O]+H+;106.0649109:[C7H8N]+;134.0598297:[C8H8NO]+;161.0958252:[C11H13O]+;174.127182:[C12H16N]+;212.1066742:[C14H12NO+H]+H+,UHFFFAOYSA,HIYAQBUTHPUUSV,229.85306724942632,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;161.0958252_999.0;174.127182_3.1;212.1066742_179.8,HIYAQBUTHPUUSV-UHFFFAOYSA-N,9,27
0.9995067615231917,"InChI=1S/C18H21NO/c1-18(2,3)16-11-9-15(10-12-16)17(20)19-13-14-7-5-4-6-8-14/h4-12H,13H2,1-3H3,(H,19,20)",305.0;1629.0;348.0;1091.0;348.0;448.0;653.0;305.0;348.0,2,267.1623143,516034,C18H21NO,N,CC(C)(C)c1ccc(C(=O)NCc2ccccc2)cc1,53.02490616:[C3H4N-H]+;57.07008362:[C4H9]+;77.03942871:[C6H5]+;105.033432:[C7H4O]+H+;106.0649109:[C7H8N]+;134.0598297:[C8H8NO]+;161.0958252:[C11H13O]+;174.127182:[C12H16N]+;212.1066742:[C14H12NO+H]+H+,UHFFFAOYSA,YDWFQKUSPZKUPI,229.7396948726465,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;161.0958252_999.0;174.127182_3.1;212.1066742_179.8,YDWFQKUSPZKUPI-UHFFFAOYSA-N,9,27
0.7228730493465395,"InChI=1S/C18H21NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h3-4,6-7,9-10,12-14H,2,5,8,11H2,1H3,(H,19,20)",1001.0;1101.0;448.0;1496.0;653.0;348.0;653.0;1201.0;1017.0,2,267.1623143,398215,C18H21NO,N,CCC=CCC=CCCc1cc(=O)c2ccccc2[nH]1,53.02490616:[C3H4N-H]+;57.07008362:[C4H7+H]+H+;77.03942871:[C6H4]+H+;105.033432:[C7H4O]+H+;106.0649109:[C7H10N-2H]+;134.0598297:[C8H6NO+H]+H+;161.0958252:[C11H13O]+;174.127182:[C12H17N-H]+;212.1066742:[C14H14NO]+,UHFFFAOYSA,XTVRYXAEHPUATN,166.15458762424802,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;161.0958252_999.0;174.127182_3.1;212.1066742_179.8,XTVRYXAEHPUATN-UHFFFAOYSA-N,9,27
0.6960209897033327,"InChI=1S/C18H21NO/c1-3-4-5-8-13-11-15(13)17-12(2)18(20)14-9-6-7-10-16(14)19-17/h6-10,15H,3-5,11H2,1-2H3,(H,19,20)",1001.0;1101.0;348.0;1496.0;653.0;448.0;653.0;1001.0;1001.0,2,267.1623143,434949,C18H21NO,N,CCCCC=C1CC1c1[nH]c2ccccc2c(=O)c1C,53.02490616:[C3H4N-H]+;57.07008362:[C4H9]+;77.03942871:[C6H4]+H+;105.033432:[C7H4O]+H+;106.0649109:[C7H8N]+;134.0598297:[C8H8NO]+;161.0958252:[C11H13O]+;174.127182:[C12H17N-H]+;212.1066742:[C14H12NO+H]+H+,UHFFFAOYSA,GZTNAYHHLYSZJM,159.9825593532924,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;161.0958252_999.0;174.127182_3.1;212.1066742_179.8,GZTNAYHHLYSZJM-UHFFFAOYSA-N,9,27
0.64202160551845,"InChI=1S/C18H21NO/c20-18(15-9-3-1-4-10-15,16-11-5-2-6-12-16)17-13-7-8-14-19-17/h1-6,9-12,17,19-20H,7-8,13-14H2",1001.0;653.0;708.0;348.0;653.0;796.0;1001.0,2,267.1623143,96536,C18H21NO,N,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,57.07008362:[C4H8]+H+;77.03942871:[C6H5]+;105.033432:[C7H6O-H]+;134.0598297:[C8H8NO]+;161.0958252:[C11H13O]+;174.127182:[C12H15N]+H+;212.1066742:[C14H13NO]+H+,UHFFFAOYSA,XSWHNYGMWWVAIE,147.57063526881694,57.07008362_32.8;77.03942871_4.5;105.033432_18.1;134.0598297_534.1;161.0958252_999.0;174.127182_3.1;212.1066742_179.8,XSWHNYGMWWVAIE-UHFFFAOYSA-N,7,27
0.6206885177250228,"InChI=1S/C18H21NO/c1-12(2)4-6-16-13(3)11-20-18(16)15-5-7-17-14(10-15)8-9-19-17/h4-5,7-10,16,18-19H,3,6,11H2,1-2H3",1572.0;1836.0;448.0;1673.0;348.0;1772.0;1324.0;1920.0,2,267.1623143,432496,C18H21NO,N,C=C1COC(c2ccc3[nH]ccc3c2)C1CC=C(C)C,53.02490616:[C3H3N]+;57.07008362:[C4H7+H]+H+;77.03942871:[C6H3+H]+H+;105.033432:[C7H7O-2H]+;106.0649109:[C7H6N+H]+H+;134.0598297:[C8H7NO]+H+;161.0958252:[C11H13O]+;212.1066742:[C14H14NO]+,UHFFFAOYSA,GUYHUNOTZXAXFK,142.6671596055964,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;161.0958252_999.0;212.1066742_179.8,GUYHUNOTZXAXFK-UHFFFAOYSA-N,8,27
0.5778076315106802,"InChI=1S/C18H21NO/c1-2-6-16(7-3-1)17-8-10-18(11-9-17)20-15-14-19-12-4-5-13-19/h1-3,6-11H,4-5,12-15H2",1729.0;610.0;348.0;610.0;796.0;958.0,2,267.1623143,56512,C18H21NO,N,c1ccc(-c2ccc(OCCN3CCCC3)cc2)cc1,57.07008362:[C4H8]+H+;77.03942871:[C6H5]+;105.033432:[C7H6O-H]+;134.0598297:[C8H8NO]+;161.0958252:[C11H10O+2H]+H+;212.1066742:[C14H13NO]+H+,UHFFFAOYSA,PKUGRVAJRGZDJP,132.81085638285612,57.07008362_32.8;77.03942871_4.5;105.033432_18.1;134.0598297_534.1;161.0958252_999.0;212.1066742_179.8,PKUGRVAJRGZDJP-UHFFFAOYSA-N,6,27
0.523697399713235,"InChI=1S/C18H21NO/c1-3-4-5-15-6-10-17(11-7-15)19-14-16-8-12-18(20-2)13-9-16/h6-14H,3-5H2,1-2H3",1529.0;348.0;1324.0;653.0;448.0;973.0;865.0;305.0,2,267.1623143,73580,C18H21NO,N,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1,53.02490616:[C3H2N]+H+;57.07008362:[C4H9]+;77.03942871:[C6H4]+H+;105.033432:[C7H5O]+;106.0649109:[C7H5N+2H]+H+;134.0598297:[C8H8NO]+;174.127182:[C12H14N+H]+H+;212.1066742:[C14H12NO+H]+H+,UHFFFAOYSA,FEIWNULTQYHCDN,120.37345363463591,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;174.127182_3.1;212.1066742_179.8,FEIWNULTQYHCDN-UHFFFAOYSA-N,8,27
0.5209764871947211,"InChI=1S/C18H21NO/c1-3-4-5-15-8-12-17(13-9-15)19-18(20)16-10-6-14(2)7-11-16/h6-13H,3-5H2,1-2H3,(H,19,20)",1837.0;348.0;1784.0;653.0;448.0;961.0;1061.0;305.0,2,267.1623143,522260,C18H21NO,N,CCCCc1ccc(NC(=O)c2ccc(C)cc2)cc1,53.02490616:[C3H2N]+H+;57.07008362:[C4H9]+;77.03942871:[C6H4]+H+;105.033432:[C7H5O]+;106.0649109:[C7H6N+H]+H+;134.0598297:[C8H8NO]+;174.127182:[C12H13N+2H]+H+;212.1066742:[C14H12NO+H]+H+,UHFFFAOYSA,KFTCAXWXUHTNFU,119.74804354653813,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;105.033432_18.1;106.0649109_29.5;134.0598297_534.1;174.127182_3.1;212.1066742_179.8,KFTCAXWXUHTNFU-UHFFFAOYSA-N,8,27
0.5086423582774988,"InChI=1S/C18H21NO/c1-12(2)5-6-13-7-8-16-15(9-13)14(11-19-16)10-17-18(3,4)20-17/h5-9,11,17,19H,1,10H2,2-4H3",1673.0;2449.0;1168.0;2044.0;1572.0;696.0;1672.0;1572.0,2,267.1623143,421073,C18H21NO,N,C=C(C)C=Cc1ccc2[nH]cc(CC3OC3(C)C)c2c1,53.02490616:[C3H4N-H]+;57.07008362:[C4H7+H]+H+;77.03942871:[C6H5]+;106.0649109:[C7H6N+H]+H+;134.0598297:[C8H8NO]+;161.0958252:[C11H12O]+H+;174.127182:[C12H14N+H]+H+;212.1066742:[C14H13NO]+H+,UHFFFAOYSA,VKGHSSVUZZZABC,116.91300618306474,53.02490616_1.7;57.07008362_32.8;77.03942871_4.5;106.0649109_29.5;134.0598297_534.1;161.0958252_999.0;174.127182_3.1;212.1066742_179.8,VKGHSSVUZZZABC-UHFFFAOYSA-N,8,27
