Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C19H34O8/c1-9(21)5-6-11-10(2)14(22)12(7-19(11,3)4)26-18-17(25)16(24)15(23)13(8-20)27-18/h9,12-18,20-25H,5-8H2,1-4H3",1256.0;796.0;808.0;1044.0;1056.0;820.0;1044.0;1044.0;1244.0;1044.0;1244.0;1044.0,2,390.225368,389756,C19H34O8,N,CC1=C(CCC(C)O)C(C)(C)CC(OC2OC(CO)C(O)C(O)C2O)C1O,55.05450821:[C4H8-H]+;67.05439758:[C5H7]+;69.06991577:[C5H9]+;81.06990814:[C6H9]+;83.049263:[C5H7O]+;93.06995392:[C7H11-2H]+;95.08552551:[C7H11]+;107.0855942:[C8H13-2H]+;109.1012344:[C8H13]+;135.1172333:[C10H17-2H]+;137.0960541:[C9H14O-H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,QYRQYBHQCMVSQX,69.21197270137348,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;93.06995392_43.2;95.08552551_450.8;107.0855942_47.8;109.1012344_222.6;135.1172333_39.6;137.0960541_999.0;193.1585693_118.9,QYRQYBHQCMVSQX-UHFFFAOYSA-N,12,23
0.9406034926981537,"InChI=1S/C19H34O8/c1-9(21)5-6-11-10(2)17(12(22)7-19(11,3)4)27-18-16(25)15(24)14(23)13(8-20)26-18/h5-6,9-18,20-25H,7-8H2,1-4H3",1256.0;708.0;1244.0;1044.0;1044.0;820.0;1044.0;796.0;1244.0;1044.0;1244.0;1044.0,2,390.225368,349510,C19H34O8,N,CC(O)C=CC1C(C)C(OC2OC(CO)C(O)C(O)C2O)C(O)CC1(C)C,55.05450821:[C4H6]+H+;67.05439758:[C5H7]+;69.06991577:[C5H9]+;81.06990814:[C6H9]+;83.049263:[C5H8O-H]+;93.06995392:[C7H11-2H]+;95.08552551:[C7H11]+;107.0855942:[C8H13-2H]+;109.1012344:[C8H13]+;135.1172333:[C10H17-2H]+;137.0960541:[C9H15O-2H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,FPWYMVMNRFRHQC,65.10102325944116,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;93.06995392_43.2;95.08552551_450.8;107.0855942_47.8;109.1012344_222.6;135.1172333_39.6;137.0960541_999.0;193.1585693_118.9,FPWYMVMNRFRHQC-UHFFFAOYSA-N,12,23
0.9346152418273568,"InChI=1S/C19H34O8/c1-10-6-12(22)7-19(2,3)13(10)5-4-11(21)9-26-18-17(25)16(24)15(23)14(8-20)27-18/h10-11,13-18,20-21,23-25H,4-9H2,1-3H3",1291.0;796.0;796.0;1244.0;1044.0;820.0;1244.0;796.0;1244.0;1244.0,2,390.225368,365957,C19H34O8,N,CC1CC(=O)CC(C)(C)C1CCC(O)COC1OC(CO)C(O)C(O)C1O,55.05450821:[C4H8-H]+;67.05439758:[C5H9-2H]+;69.06991577:[C5H9]+;81.06990814:[C6H11-2H]+;83.049263:[C5H8O-H]+;95.08552551:[C7H13-2H]+;109.1012344:[C8H15-2H]+;135.1172333:[C10H17-2H]+;137.0960541:[C9H14O-H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,RPDXOMXIKAVACD,64.6865646036426,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;95.08552551_450.8;109.1012344_222.6;135.1172333_39.6;137.0960541_999.0;193.1585693_118.9,RPDXOMXIKAVACD-UHFFFAOYSA-N,10,23
0.9334606532609362,"InChI=1S/C19H34O8/c1-10-6-12(7-19(2,3)13(10)5-4-11(22)8-20)26-18-17(25)16(24)15(23)14(9-21)27-18/h4-5,10-18,20-25H,6-9H2,1-3H3",1172.0;796.0;1244.0;1044.0;1044.0;820.0;1044.0;1056.0;1244.0;1044.0;1244.0;1044.0,2,390.225368,430695,C19H34O8,N,CC1CC(OC2OC(CO)C(O)C(O)C2O)CC(C)(C)C1C=CC(O)CO,55.05450821:[C4H8-H]+;67.05439758:[C5H7]+;69.06991577:[C5H9]+;81.06990814:[C6H9]+;83.049263:[C5H7O]+;93.06995392:[C7H11-2H]+;95.08552551:[C7H11]+;107.0855942:[C8H13-2H]+;109.1012344:[C8H13]+;135.1172333:[C10H17-2H]+;137.0960541:[C9H15O-2H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,UTNHBQHELZUVMJ,64.60665325130218,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;93.06995392_43.2;95.08552551_450.8;107.0855942_47.8;109.1012344_222.6;135.1172333_39.6;137.0960541_999.0;193.1585693_118.9,UTNHBQHELZUVMJ-UHFFFAOYSA-N,12,23
0.9329272004269235,"InChI=1S/C19H34O8/c1-9(26-18-17(25)16(24)15(23)13(8-20)27-18)5-6-11-10(2)14(22)12(21)7-19(11,3)4/h5-6,9-18,20-25H,7-8H2,1-4H3",1256.0;708.0;1244.0;1044.0;1044.0;820.0;1044.0;1056.0;1244.0;1044.0;1244.0;1044.0,2,390.225368,481333,C19H34O8,N,CC(C=CC1C(C)C(O)C(O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O,55.05450821:[C4H6]+H+;67.05439758:[C5H7]+;69.06991577:[C5H9]+;81.06990814:[C6H9]+;83.049263:[C5H7O]+;93.06995392:[C7H11-2H]+;95.08552551:[C7H11]+;107.0855942:[C8H13-2H]+;109.1012344:[C8H13]+;135.1172333:[C10H17-2H]+;137.0960541:[C9H15O-2H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,RYPMRKMSQNEVKY,64.56973192831701,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;93.06995392_43.2;95.08552551_450.8;107.0855942_47.8;109.1012344_222.6;135.1172333_39.6;137.0960541_999.0;193.1585693_118.9,RYPMRKMSQNEVKY-UHFFFAOYSA-N,12,23
0.8306400339146622,"InChI=1S/C19H34O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h7,11-17,20-25H,5-6,8-9H2,1-4H3",796.0;808.0;1056.0;1056.0;820.0;1420.0;796.0;1256.0;1056.0,2,390.225368,108740,C19H34O8,N,CC1=CC(O)CC(C)(C)C1(O)CCC(C)OC1OC(CO)C(O)C(O)C1O,55.05450821:[C4H8-H]+;67.05439758:[C5H7]+;69.06991577:[C5H9]+;81.06990814:[C6H10-H]+;83.049263:[C5H8O-H]+;107.0855942:[C8H13-2H]+;109.1012344:[C8H13]+;137.0960541:[C9H14O-H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,PKDTXFWHZWYNAH,57.490235351969545,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;107.0855942_47.8;109.1012344_222.6;137.0960541_999.0;193.1585693_118.9,PKDTXFWHZWYNAH-UHFFFAOYSA-N,9,23
0.8136360864549749,"InChI=1S/C19H34O8/c1-10-6-12(22)7-19(2,3)13(10)5-4-11(21)9-26-18-17(25)16(24)15(23)14(8-20)27-18/h10,12-18,20,22-25H,4-9H2,1-3H3",796.0;1244.0;1244.0;1044.0;820.0;1244.0;1056.0;1244.0;1244.0,2,390.225368,467615,C19H34O8,N,CC1CC(O)CC(C)(C)C1CCC(=O)COC1OC(CO)C(O)C(O)C1O,55.05450821:[C4H8-H]+;67.05439758:[C5H9-2H]+;69.06991577:[C5H9]+;81.06990814:[C6H11-2H]+;83.049263:[C5H7O]+;95.08552551:[C7H13-2H]+;109.1012344:[C8H15-2H]+;137.0960541:[C9H15O-2H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,VXNHNTAJNWXQNW,56.31335860457408,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;95.08552551_450.8;109.1012344_222.6;137.0960541_999.0;193.1585693_118.9,VXNHNTAJNWXQNW-UHFFFAOYSA-N,9,23
0.778049595433532,"InChI=1S/C19H34O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h10-11,13-17,20,22-25H,5-9H2,1-4H3",796.0;808.0;1539.0;1439.0;820.0;1539.0;796.0;1539.0,2,390.225368,357136,C19H34O8,N,CC(CCC1(O)C(C)CC(=O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O,55.05450821:[C4H8-H]+;67.05439758:[C5H8-H]+;69.06991577:[C5H8]+H+;81.06990814:[C6H10-H]+;83.049263:[C5H8O-H]+;109.1012344:[C8H14-H]+;137.0960541:[C9H14O-H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,LOPCUWKTPFYQJH,53.8503473594603,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;109.1012344_222.6;137.0960541_999.0;193.1585693_118.9,LOPCUWKTPFYQJH-UHFFFAOYSA-N,8,23
0.7180248821259881,"InChI=1S/C19H34O8/c1-10-7-12(8-18(3,4)19(10,25)6-5-11(2)21)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-6,10-17,20-25H,7-9H2,1-4H3",708.0;1244.0;1256.0;1056.0;820.0;1256.0;1044.0;1256.0,2,390.225368,365611,C19H34O8,N,CC(O)C=CC1(O)C(C)CC(OC2OC(CO)C(O)C(O)C2O)CC1(C)C,55.05450821:[C4H6]+H+;67.05439758:[C5H9-2H]+;69.06991577:[C5H9]+;81.06990814:[C6H11-2H]+;83.049263:[C5H7O]+;109.1012344:[C8H15-2H]+;137.0960541:[C9H15O-2H]+;193.1585693:[C13H22O-H]+,UHFFFAOYSA,KAZMSBSNWWWNPL,49.695918540610805,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;109.1012344_222.6;137.0960541_999.0;193.1585693_118.9,KAZMSBSNWWWNPL-UHFFFAOYSA-N,8,23
0.7180248821259881,"InChI=1S/C19H34O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-6,10-17,20-25H,7-9H2,1-4H3/b6-5+/t10-,11-,12+,13-,14-,15+,16-,17-,19-/m1/s1",708.0;1244.0;1256.0;1056.0;820.0;1256.0;1044.0;1256.0,2,390.225368,542291,C19H34O8,N,C[C@H](/C=C/[C@@]1(O)[C@H](C)C[C@H](O)CC1(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,55.05450821:[C4H6]+H+;67.05439758:[C5H9-2H]+;69.06991577:[C5H9]+;81.06990814:[C6H11-2H]+;83.049263:[C5H7O]+;109.1012344:[C8H15-2H]+;137.0960541:[C9H15O-2H]+;193.1585693:[C13H22O-H]+,QEKTYAEASA,MRPDHXXPDCVBPQ,49.695918540610805,55.05450821_83.0;67.05439758_93.3;69.06991577_41.7;81.06990814_127.9;83.049263_227.3;109.1012344_222.6;137.0960541_999.0;193.1585693_118.9,MRPDHXXPDCVBPQ-QEKTYAEASA-N,8,23
