Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C16H28O7/c1-9(2)5-4-6-10(3)11(18)8-22-16-15(21)14(20)13(19)12(7-17)23-16/h4-5,9-10,12-17,19-21H,6-8H2,1-3H3",708.0;1056.0;808.0;1056.0,2,332.1835032,442452,C16H28O7,N,CC(C)C=CCC(C)C(=O)COC1OC(CO)C(O)C(O)C1O,59.0123558:[C2H2O2]+H+;71.01256561:[C3H3O2]+;85.02801514:[C4H6O2-H]+;101.0226517:[C4H5O3]+,UHFFFAOYSA,PMGOVJBRGAIEIV,33.183637757377284,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,PMGOVJBRGAIEIV-UHFFFAOYSA-N,4,13
0.9604880850425025,"InChI=1S/C16H28O7/c1-4-16(21,7-5-6-10(2)3)9-22-15-14(20)13(19)12(18)11(8-17)23-15/h4,6,11-15,17-21H,1,5,7-9H2,2-3H3",796.0;1256.0;808.0;1244.0,2,332.1835032,98728,C16H28O7,N,C=CC(O)(CCC=C(C)C)COC1OC(CO)C(O)C(O)C1O,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H6O2-H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,GYQYEMLFBFQXSW,31.87248868432739,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,GYQYEMLFBFQXSW-UHFFFAOYSA-N,4,13
0.9604880850425025,"InChI=1S/C16H28O7/c1-10(2)4-3-5-11(6-7-17)9-22-16-15(21)14(20)13(19)12(8-18)23-16/h4,6,12-21H,3,5,7-9H2,1-2H3",796.0;1256.0;808.0;1244.0,2,332.1835032,430625,C16H28O7,N,CC(C)=CCCC(=CCO)COC1OC(CO)C(O)C(O)C1O,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H6O2-H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,BWDNUPYHNRPALP,31.87248868432739,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,BWDNUPYHNRPALP-UHFFFAOYSA-N,4,13
0.9604880850425025,"InChI=1S/C16H28O7/c1-10(2)4-3-5-11(8-17)6-7-22-16-15(21)14(20)13(19)12(9-18)23-16/h4,6,12-21H,3,5,7-9H2,1-2H3",796.0;1256.0;808.0;1244.0,2,332.1835032,430626,C16H28O7,N,CC(C)=CCCC(=CCOC1OC(CO)C(O)C(O)C1O)CO,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H6O2-H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,SFENAQUWRVRAGF,31.87248868432739,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,SFENAQUWRVRAGF-UHFFFAOYSA-N,4,13
0.9594657227521528,"InChI=1S/C16H28O7/c1-9(2)5-4-6-10(3)11(7-17)22-16-15(21)14(20)13(19)12(8-18)23-16/h5,11-21H,3-4,6-8H2,1-2H3",796.0;1256.0;808.0;1256.0,2,332.1835032,378367,C16H28O7,N,C=C(CCC=C(C)C)C(CO)OC1OC(CO)C(O)C(O)C1O,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H6O2-H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,RUPTZFKCPVTXTO,31.83856298442762,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,RUPTZFKCPVTXTO-UHFFFAOYSA-N,4,13
0.9351295845175587,"InChI=1S/C16H28O7/c17-12-9-10-15(21)16(12,22)14(20)11(23-15)7-5-3-1-2-4-6-8-13(18)19/h11-12,14,17,20-22H,1-10H2,(H,18,19)",348.0;1256.0;1256.0;1504.0,2,332.1835032,474867,C16H28O7,N,O=C(O)CCCCCCCCC1OC2(O)CCC(O)C2(O)C1O,59.0123558:[C2H3O2]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H7O2-2H]+;101.0226517:[C4H6O3-H]+,UHFFFAOYSA,MJUTVWBUXZBUHW,31.031001388837392,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,MJUTVWBUXZBUHW-UHFFFAOYSA-N,4,13
0.8905178255793551,"InChI=1S/C16H28O7/c1-9(2)5-4-6-10(3)11(7-17)22-16-15(21)14(20)13(19)12(8-18)23-16/h5-6,11-21H,4,7-8H2,1-3H3/b10-6+/t11?,12-,13-,14+,15-,16-/m1/s1",796.0;1256.0;1172.0;1256.0,2,332.1835032,543308,C16H28O7,N,CC(C)=CC/C=C(\C)C(CO)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H7O2-2H]+;101.0226517:[C4H7O3-2H]+,MIYBPCGNSA,JPFNJNIYHKVTDX,29.550620940512605,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,JPFNJNIYHKVTDX-MIYBPCGNSA-N,4,13
0.8889801226661839,"InChI=1S/C16H28O7/c1-7(2)9-5-4-8(3)6-10(9)22-16-13(19)11(17)12(18)14(23-16)15(20)21/h7-14,16-19H,4-6H2,1-3H3,(H,20,21)/t8?,9?,10?,11-,12-,13+,14-,16+/m0/s1",708.0;1068.0;1504.0;1068.0,2,332.1835032,161500,C16H28O7,N,CC1CCC(C(C)C)C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C1,59.0123558:[C2H2O2]+H+;71.01256561:[C3H3O2]+;85.02801514:[C4H6O2-H]+;101.0226517:[C4H5O3]+,SHLVDPONSA,CLJGMBYGTHRUNF,29.49959436406347,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,CLJGMBYGTHRUNF-SHLVDPONSA-N,4,13
0.8799852241359789,"InChI=1S/C16H28O7/c1-10(7-17)5-3-4-6-11(2)9-22-16-15(21)14(20)13(19)12(8-18)23-16/h3-5,11-21H,6-9H2,1-2H3",796.0;1256.0;1256.0;1244.0,2,332.1835032,422387,C16H28O7,N,CC(=CC=CCC(C)COC1OC(CO)C(O)C(O)C1O)CO,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H7O2-2H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,BMZXRCYRAQEICG,29.20111090957278,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,BMZXRCYRAQEICG-UHFFFAOYSA-N,4,13
0.8799852241359789,"InChI=1S/C16H28O7/c1-8-3-4-10(11(18)5-8)9(2)7-22-16-15(21)14(20)13(19)12(6-17)23-16/h8-10,12-17,19-21H,3-7H2,1-2H3",796.0;1256.0;1256.0;1244.0,2,332.1835032,432797,C16H28O7,N,CC1CCC(C(C)COC2OC(CO)C(O)C(O)C2O)C(=O)C1,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H7O2-2H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,XBIHCBIHVVDEMU,29.20111090957278,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,XBIHCBIHVVDEMU-UHFFFAOYSA-N,4,13
0.8799852241359789,"InChI=1S/C16H28O7/c1-9-3-5-10(6-4-9)16(2,21)8-22-15-14(20)13(19)12(18)11(7-17)23-15/h3,10-15,17-21H,4-8H2,1-2H3",796.0;1256.0;1256.0;1244.0,2,332.1835032,447687,C16H28O7,N,CC1=CCC(C(C)(O)COC2OC(CO)C(O)C(O)C2O)CC1,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H7O2-2H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,GYBPMPMHYINVCU,29.20111090957278,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,GYBPMPMHYINVCU-UHFFFAOYSA-N,4,13
0.8799852241359789,"InChI=1S/C16H28O7/c1-15(2)8-3-4-16(21,10(15)5-8)7-22-14-13(20)12(19)11(18)9(6-17)23-14/h8-14,17-21H,3-7H2,1-2H3",796.0;1256.0;1256.0;1244.0,2,332.1835032,456613,C16H28O7,N,CC1(C)C2CCC(O)(COC3OC(CO)C(O)C(O)C3O)C1C2,59.0123558:[C2H4O2-H]+;71.01256561:[C3H5O2-2H]+;85.02801514:[C4H7O2-2H]+;101.0226517:[C4H7O3-2H]+,UHFFFAOYSA,OZDOXQLAEQYDIK,29.20111090957278,59.0123558_557.9;71.01256561_402.3;85.02801514_999.0;101.0226517_279.0,OZDOXQLAEQYDIK-UHFFFAOYSA-N,4,13
