Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C16H12O6/c1-6(17)8-5-10(18)15-13-12-9(16(19)22-15)3-7(20-2)4-11(12)21-14(8)13/h3-5,16,18-19H,1-2H3/t16-/m0/s1",708.0;708.0;448.0;448.0;1815.0;1572.0;1056.0;708.0,2,300.0633881,321911,C16H12O6,N,COc1cc2c3c(c1)oc1c(C(C)=O)cc(O)c(c13)O[C@@H]2O,148.0171051:[C8H5O3-H]+;200.0469513:[C12H8O3]+;212.0474396:[C13H7O3]+H+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H8O4]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H9O5-H]+;284.032074:[C15H9O6-H]+,INIZCTEOSA,LDYUGSMSWWYPGX,228.9520352747261,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,LDYUGSMSWWYPGX-INIZCTEOSA-N,8,27
1.0,"InChI=1S/C16H12O6/c1-6(17)7-5-8(18)15-13-11-10(21-14(7)13)4-3-9(20-2)12(11)16(19)22-15/h3-5,16,18-19H,1-2H3",708.0;708.0;448.0;448.0;1815.0;1572.0;1056.0;708.0,2,300.0633881,471596,C16H12O6,N,COc1ccc2oc3c(C(C)=O)cc(O)c4c3c2c1C(O)O4,148.0171051:[C8H5O3-H]+;200.0469513:[C12H8O3]+;212.0474396:[C13H7O3]+H+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H8O4]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H9O5-H]+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,AFMVEENECPXHPP,228.9520352747261,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,AFMVEENECPXHPP-UHFFFAOYSA-N,8,27
0.9998086201434722,"InChI=1S/C16H12O6/c1-10(17)21-14-9-5-3-7-12(14)16(20)22-13-8-4-2-6-11(13)15(18)19/h2-9H,1H3,(H,18,19)",460.0;1784.0;460.0;448.0;708.0;1584.0;708.0;1672.0,2,300.0633881,81222,C16H12O6,N,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,148.0171051:[C8H4O3]+;200.0469513:[C12H7O3]+H+;212.0474396:[C13H8O3]+;227.0344696:[C13H8O4-H]+;240.0418854:[C14H9O4-H]+;255.0306244:[C14H9O5-2H]+;256.0385742:[C14H9O5-H]+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,DDSFKIFGAPZBSR,228.90821846706345,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,DDSFKIFGAPZBSR-UHFFFAOYSA-N,8,27
0.9991772185416732,"InChI=1S/C16H12O6/c1-21-7-22-16-11(17)6-10-12(15(16)20)14(19)9-5-3-2-4-8(9)13(10)18/h2-6,17,20H,7H2,1H3",360.0;360.0;360.0;460.0;2548.0;1324.0;1056.0;1056.0,2,300.0633881,312040,C16H12O6,N,COCOc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,148.0171051:[C8H2O3+H]+H+;200.0469513:[C12H6O3+H]+H+;212.0474396:[C13H7O3]+H+;227.0344696:[C13H7O4]+;240.0418854:[C14H7O4]+H+;255.0306244:[C14H7O5]+;256.0385742:[C14H7O5]+H+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,JKWCMFFAFBMEMW,228.76365778525584,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,JKWCMFFAFBMEMW-UHFFFAOYSA-N,8,27
0.996517192795874,"InChI=1S/C16H12O6/c1-7(17)11-6-9-13(18)8-4-5-10(20-2)16(21-3)12(8)14(19)15(9)22-11/h4-6H,1-3H3",820.0;708.0;448.0;448.0;1156.0;1815.0;2198.0;708.0,2,300.0633881,410782,C16H12O6,N,COc1ccc2c(c1OC)C(=O)c1oc(C(C)=O)cc1C2=O,148.0171051:[C8H5O3-H]+;200.0469513:[C12H6O3+H]+H+;212.0474396:[C13H9O3-H]+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H6O4+H]+H+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H9O5-H]+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,KVXCWSDWGOWJSF,228.15463947687198,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,KVXCWSDWGOWJSF-UHFFFAOYSA-N,8,27
0.9963148409376543,"InChI=1S/C16H12O6/c1-8-5-10(17)14-12(6-8)22-11-3-4-21-7-9(16(19)20-2)13(11)15(14)18/h3-7,17H,1-2H3",448.0;708.0;808.0;448.0;1068.0;708.0;1144.0;696.0,2,300.0633881,320416,C16H12O6,N,COC(=O)C1=COC=Cc2oc3cc(C)cc(O)c3c(=O)c21,148.0171051:[C8H3O3]+H+;200.0469513:[C12H8O3]+;212.0474396:[C13H9O3-H]+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H9O4-H]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H6O5+H]+H+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,NIGWURVKGDGBRS,228.10831060709094,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,NIGWURVKGDGBRS-UHFFFAOYSA-N,8,27
0.9953300381223721,"InChI=1S/C16H12O6/c1-8-6-10(17)13-11(7-8)22-16-12(14(13)18)9(15(19)20-2)4-3-5-21-16/h3-7,17H,1-2H3",448.0;708.0;808.0;448.0;1068.0;1056.0;1144.0;696.0,2,300.0633881,330734,C16H12O6,N,COC(=O)C1=CC=COc2oc3cc(C)cc(O)c3c(=O)c21,148.0171051:[C8H3O3]+H+;200.0469513:[C12H7O3]+H+;212.0474396:[C13H9O3-H]+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H9O4-H]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H6O5+H]+H+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,SEBVTYCKKTZQMP,227.8828379981878,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,SEBVTYCKKTZQMP-UHFFFAOYSA-N,8,27
0.9951088920989083,"InChI=1S/C16H12O6/c1-8-6-9(15(19)20-2)12-14(18)13-10(17)4-3-5-11(13)22-16(12)21-7-8/h3-7,17H,1-2H3",448.0;708.0;808.0;448.0;1156.0;1056.0;1144.0;696.0,2,300.0633881,335548,C16H12O6,N,COC(=O)C1=CC(C)=COc2oc3cccc(O)c3c(=O)c21,148.0171051:[C8H5O3-H]+;200.0469513:[C12H7O3]+H+;212.0474396:[C13H9O3-H]+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H9O4-H]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H6O5+H]+H+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,FAMOKUUPFRSSLA,227.83220616602284,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,FAMOKUUPFRSSLA-UHFFFAOYSA-N,8,27
0.9950106807059247,"InChI=1S/C16H12O6/c1-7-5-9(18)12-11(6-7)22-10-4-3-8(17)13(16(20)21-2)14(10)15(12)19/h3-6,17-18H,1-2H3",448.0;708.0;808.0;448.0;1068.0;1224.0;1144.0;696.0,2,300.0633881,25708,C16H12O6,N,COC(=O)c1c(O)ccc2oc3cc(C)cc(O)c3c(=O)c12,148.0171051:[C8H3O3]+H+;200.0469513:[C12H8O3]+;212.0474396:[C13H9O3-H]+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H9O4-H]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H6O5+H]+H+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,TWQNCGDOHUNFFU,227.80972046771208,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,TWQNCGDOHUNFFU-UHFFFAOYSA-N,8,27
0.9947895346824609,"InChI=1S/C16H12O6/c1-7-6-10-12(13(14(7)18)16(20)21-2)15(19)11-8(17)4-3-5-9(11)22-10/h3-6,17-18H,1-2H3",448.0;708.0;808.0;448.0;1156.0;1224.0;1144.0;696.0,2,300.0633881,319978,C16H12O6,N,COC(=O)c1c(O)c(C)cc2oc3cccc(O)c3c(=O)c12,148.0171051:[C8H5O3-H]+;200.0469513:[C12H8O3]+;212.0474396:[C13H9O3-H]+;227.0344696:[C13H6O4]+H+;240.0418854:[C14H9O4-H]+;255.0306244:[C14H6O5]+H+;256.0385742:[C14H6O5+H]+H+;284.032074:[C15H9O6-H]+,UHFFFAOYSA,APZXMGSEKPQHCA,227.75908863554713,148.0171051_3.1;200.0469513_0.8;212.0474396_3.5;227.0344696_1.0;240.0418854_1.1;255.0306244_1.4;256.0385742_5.8;284.032074_999.0,APZXMGSEKPQHCA-UHFFFAOYSA-N,8,27
