Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C9H6BrNO/c10-7-4-3-6-2-1-5-11-8(6)9(7)12/h1-5,12H",636.0;276.0;360.0,2,222.9632759,515539,C9H6BrNO,N,Oc1c(Br)ccc2cccnc12,127.0418:[C9H5N]+;145.0524:[C9H6NO]+H+;205.9602:[C9H5BrN]+,UHFFFAOYSA,ICKPMTNGWVNOGC,266.3856261180164,127.0418_133.0;145.0524_55.7;205.9602_999.0,ICKPMTNGWVNOGC-UHFFFAOYSA-N,3,3
1.0,"InChI=1S/C9H6BrNO/c10-7-1-2-9-6(3-7)4-8(12)5-11-9/h1-5,12H",636.0;276.0;360.0,2,222.9632759,515541,C9H6BrNO,N,Oc1cnc2ccc(Br)cc2c1,127.0418:[C9H5N]+;145.0524:[C9H6NO]+H+;205.9602:[C9H5BrN]+,UHFFFAOYSA,CURYXBCGKGDWCN,266.3856261180164,127.0418_133.0;145.0524_55.7;205.9602_999.0,CURYXBCGKGDWCN-UHFFFAOYSA-N,3,3
1.0,"InChI=1S/C9H6BrNO/c10-7-3-4-8(12)9-6(7)2-1-5-11-9/h1-5,12H",636.0;276.0;360.0,2,222.9632759,521064,C9H6BrNO,N,Oc1ccc(Br)c2cccnc12,127.0418:[C9H5N]+;145.0524:[C9H6NO]+H+;205.9602:[C9H5BrN]+,UHFFFAOYSA,WIIUANWSGSTCLG,266.3856261180164,127.0418_133.0;145.0524_55.7;205.9602_999.0,WIIUANWSGSTCLG-UHFFFAOYSA-N,3,3
0.7595108058164974,InChI=1S/C9H6BrNO/c10-8-5-7-3-1-2-4-9(7)11(12)6-8/h1-6H,983.0;276.0;707.0,2,222.9632759,524363,C9H6BrNO,N,[O-][n+]1cc(Br)cc2ccccc21,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,LANTXZGXVINCPP,202.3227615508268,127.0418_133.0;145.0524_55.7;205.9602_999.0,LANTXZGXVINCPP-UHFFFAOYSA-N,3,3
0.7076823263991494,"InChI=1S/C9H6BrNO/c10-9-7(5-12)6-3-1-2-4-8(6)11-9/h1-5,11H",1119.0;276.0;843.0,2,222.9632759,107412,C9H6BrNO,N,O=Cc1c(Br)[nH]c2ccccc12,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,WIRLVLFYTTULCM,188.51639961049185,127.0418_133.0;145.0524_55.7;205.9602_999.0,WIRLVLFYTTULCM-UHFFFAOYSA-N,3,3
0.7076823263991494,"InChI=1S/C9H6BrNO/c10-7-1-2-8-6(5-12)4-11-9(8)3-7/h1-5,11H",1119.0;276.0;843.0,2,222.9632759,320708,C9H6BrNO,N,O=Cc1c[nH]c2cc(Br)ccc12,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,WCCLQCBKBPTODV,188.51639961049185,127.0418_133.0;145.0524_55.7;205.9602_999.0,WCCLQCBKBPTODV-UHFFFAOYSA-N,3,3
0.7076823263991494,"InChI=1S/C9H6BrNO/c10-7-2-3-8-6(5-7)1-4-9(12)11-8/h1-5H,(H,11,12)",1119.0;276.0;843.0,2,222.9632759,347452,C9H6BrNO,N,O=c1ccc2cc(Br)ccc2[nH]1,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,YLAFBGATSQRSTB,188.51639961049185,127.0418_133.0;145.0524_55.7;205.9602_999.0,YLAFBGATSQRSTB-UHFFFAOYSA-N,3,3
0.7076823263991494,"InChI=1S/C9H6BrNO/c10-7-1-2-9-8(3-7)6(5-12)4-11-9/h1-5,11H",1119.0;276.0;843.0,2,222.9632759,440362,C9H6BrNO,N,O=Cc1c[nH]c2ccc(Br)cc12,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,PEENKJZANBYXNB,188.51639961049185,127.0418_133.0;145.0524_55.7;205.9602_999.0,PEENKJZANBYXNB-UHFFFAOYSA-N,3,3
0.7076823263991494,"InChI=1S/C9H6BrNO/c10-8-3-1-7(2-4-8)9(12)5-6-11/h1-4H,5H2",1119.0;276.0;843.0,2,222.9632759,518814,C9H6BrNO,N,N#CCC(=O)c1ccc(Br)cc1,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,HSNWUXWZCSDJPL,188.51639961049185,127.0418_133.0;145.0524_55.7;205.9602_999.0,HSNWUXWZCSDJPL-UHFFFAOYSA-N,3,3
0.7076823263991494,"InChI=1S/C9H6BrNO/c10-7-1-2-9-6(3-7)4-8(5-12)11-9/h1-5,11H",1119.0;276.0;843.0,2,222.9632759,519286,C9H6BrNO,N,O=Cc1cc2cc(Br)ccc2[nH]1,127.0418:[C9H6N-H]+;145.0524:[C9H6NO]+H+;205.9602:[C9H6BrN-H]+,UHFFFAOYSA,CFABANPJKXPUFN,188.51639961049185,127.0418_133.0;145.0524_55.7;205.9602_999.0,CFABANPJKXPUFN-UHFFFAOYSA-N,3,3
