Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
1.0,"InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H2,9,10)",796.0;708.0;961.0;348.0;908.0;808.0;1161.0;796.0;708.0;448.0;961.0;348.0;348.0;908.0;448.0;796.0;708.0;348.0;348.0;908.0;348.0;448.0;1161.0;808.0;348.0;448.0;360.0,2,143.1310142,41579,C8H17NO,N,CCCCCCCC(N)=O,55.05448151:[C4H8-H]+;56.04970169:[C3H5N]+H+;57.03371048:[C3H5O]+;57.07008362:[C4H9]+;58.06529236:[C3H5N+2H]+H+;68.04967499:[C4H7N-H]+;69.03353119:[C4H7O-2H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H11-H]+;71.0491333:[C4H7O]+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H13]+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;88.0884552:[C5H9O+2H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,LTHCSWBWNVGEFE,309.49614031643284,55.05448151_12.1;56.04970169_4.7;57.03371048_33.0;57.07008362_742.5;58.06529236_23.9;68.04967499_4.2;69.03353119_15.9;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.0491333_152.8;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;88.0884552_4.0;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,LTHCSWBWNVGEFE-UHFFFAOYSA-N,27,42
0.9746475731173159,"InChI=1S/C8H17NO/c1-7(2)5-3-4-6-8(9)10/h7H,3-6H2,1-2H3,(H2,9,10)",796.0;708.0;961.0;348.0;908.0;808.0;1161.0;796.0;708.0;448.0;961.0;348.0;348.0;908.0;448.0;796.0;708.0;348.0;348.0;908.0;348.0;448.0;1161.0;696.0;896.0;360.0,2,143.1310142,403250,C8H17NO,N,CC(C)CCCCC(=N)O,55.05448151:[C4H8-H]+;56.04970169:[C3H5N]+H+;57.03371048:[C3H5O]+;57.07008362:[C4H9]+;58.06529236:[C3H5N+2H]+H+;68.04967499:[C4H7N-H]+;69.03353119:[C4H7O-2H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H11-H]+;71.0491333:[C4H7O]+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H13]+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;88.0884552:[C5H9O+2H]+H+;114.0916061:[C6H11NO]+H+;116.1070557:[C6H11NO+2H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,GCFFEDDKOQBMIE,301.6496620485875,55.05448151_12.1;56.04970169_4.7;57.03371048_33.0;57.07008362_742.5;58.06529236_23.9;68.04967499_4.2;69.03353119_15.9;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.0491333_152.8;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;88.0884552_4.0;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,GCFFEDDKOQBMIE-UHFFFAOYSA-N,26,42
0.9555903547806458,"InChI=1S/C8H17NO/c1-2-3-4-5-6-7-8-9-10/h8,10H,2-7H2,1H3",448.0;796.0;570.0;670.0;348.0;348.0;448.0;222.0;770.0;1161.0;670.0;796.0;570.0;448.0;348.0;348.0;770.0;448.0;796.0;570.0;348.0;348.0;770.0;348.0,2,143.1310142,449079,C8H17NO,N,CCCCCCCC=NO,55.05448151:[C4H8-H]+;56.04970169:[C3H5N]+H+;57.07008362:[C4H9]+;58.06529236:[C3H5N+2H]+H+;67.05439758:[C5H9-2H]+;68.04967499:[C4H7N-H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H11-H]+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H13]+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,GGZXEEFQIXMFBF,295.7515265282206,55.05448151_12.1;56.04970169_4.7;57.07008362_742.5;58.06529236_23.9;67.05439758_3.5;68.04967499_4.2;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,GGZXEEFQIXMFBF-UHFFFAOYSA-N,24,42
0.9548018664595869,"InChI=1S/C8H17NO/c1-3-4-5-6-7-8(2)9-10/h10H,3-7H2,1-2H3",448.0;796.0;570.0;670.0;348.0;348.0;448.0;222.0;770.0;1161.0;670.0;796.0;570.0;448.0;348.0;348.0;770.0;448.0;961.0;570.0;348.0;348.0;770.0;348.0,2,143.1310142,374288,C8H17NO,N,CCCCCCC(C)=NO,55.05448151:[C4H8-H]+;56.04970169:[C3H5N]+H+;57.07008362:[C4H9]+;58.06529236:[C3H5N+2H]+H+;67.05439758:[C5H9-2H]+;68.04967499:[C4H7N-H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H11-H]+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H11]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H13]+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,GZRPVYSKBVDCBV,295.50749243616826,55.05448151_12.1;56.04970169_4.7;57.07008362_742.5;58.06529236_23.9;67.05439758_3.5;68.04967499_4.2;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,GZRPVYSKBVDCBV-UHFFFAOYSA-N,24,42
0.9342124132493259,"InChI=1S/C8H17NO/c1-4-5-6-7-8(10)9(2)3/h4-7H2,1-3H3",796.0;1091.0;653.0;348.0;1191.0;1291.0;753.0;1091.0;448.0;653.0;348.0;348.0;1191.0;448.0;1048.0;1091.0;1148.0;348.0;1191.0;348.0;448.0;1291.0;348.0;448.0;843.0,2,143.1310142,534441,C8H17NO,N,CCCCCC(=O)N(C)C,55.05448151:[C4H8-H]+;56.04970169:[C3H6N]+;57.03371048:[C3H4O]+H+;57.07008362:[C4H9]+;58.06529236:[C3H6N+H]+H+;68.04967499:[C4H8N-2H]+;69.03353119:[C4H6O-H]+;70.06512451:[C4H8N]+;70.0776825:[C5H11-H]+;71.0491333:[C4H6O]+H+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H8N+H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H11]+;84.0812149:[C5H10N]+;85.10115051:[C6H11+H]+H+;86.06002045:[C4H8NO]+;86.09630585:[C5H10N+H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;96.08128357:[C6H12N-2H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H17N-H]+,UHFFFAOYSA,OAERLTPBKQBWHJ,289.1351361363667,55.05448151_12.1;56.04970169_4.7;57.03371048_33.0;57.07008362_742.5;58.06529236_23.9;68.04967499_4.2;69.03353119_15.9;70.06512451_999.0;70.0776825_3.6;71.0491333_152.8;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,OAERLTPBKQBWHJ-UHFFFAOYSA-N,25,42
0.9339700680091535,"InChI=1S/C8H17NO/c1-4-5-6-8(2,3)7(9)10/h4-6H2,1-3H3,(H2,9,10)",448.0;1161.0;796.0;808.0;348.0;348.0;448.0;360.0;808.0;1161.0;796.0;708.0;696.0;961.0;696.0;696.0;908.0;896.0;796.0;708.0;696.0;348.0;908.0;348.0,2,143.1310142,72294,C8H17NO,N,CCCCC(C)(C)C(N)=O,55.05448151:[C4H8-H]+;57.07008362:[C4H9]+;68.04967499:[C4H7N-H]+;69.03353119:[C4H7O-2H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H10]+;71.0491333:[C4H7O]+;71.08554077:[C5H10]+H+;72.04427338:[C3H5NO]+H+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H5NO+2H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H12]+H+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;88.0884552:[C5H9O+2H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,BNZQGRBBUHRDHJ,289.0601312199093,55.05448151_12.1;57.07008362_742.5;68.04967499_4.2;69.03353119_15.9;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.0491333_152.8;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;88.0884552_4.0;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,BNZQGRBBUHRDHJ-UHFFFAOYSA-N,24,42
0.9339700680091535,"InChI=1S/C8H17NO/c1-4-7(8(9)10)5-6(2)3/h6-7H,4-5H2,1-3H3,(H2,9,10)",448.0;1161.0;796.0;808.0;348.0;348.0;448.0;360.0;808.0;1161.0;796.0;708.0;696.0;961.0;696.0;696.0;908.0;896.0;796.0;708.0;696.0;348.0;908.0;348.0,2,143.1310142,72295,C8H17NO,N,CCC(CC(C)C)C(N)=O,55.05448151:[C4H8-H]+;57.07008362:[C4H9]+;68.04967499:[C4H7N-H]+;69.03353119:[C4H7O-2H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H10]+;71.0491333:[C4H7O]+;71.08554077:[C5H10]+H+;72.04427338:[C3H5NO]+H+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H5NO+2H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H12]+H+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;88.0884552:[C5H9O+2H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,YYLFIQFIGHGNFN,289.0601312199093,55.05448151_12.1;57.07008362_742.5;68.04967499_4.2;69.03353119_15.9;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.0491333_152.8;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;88.0884552_4.0;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,YYLFIQFIGHGNFN-UHFFFAOYSA-N,24,42
0.9339700680091535,"InChI=1S/C8H17NO/c1-3-5-6-7(4-2)8(9)10/h7H,3-6H2,1-2H3,(H2,9,10)",448.0;1161.0;796.0;808.0;348.0;348.0;448.0;360.0;808.0;1161.0;796.0;708.0;696.0;961.0;696.0;696.0;908.0;896.0;796.0;708.0;696.0;348.0;908.0;348.0,2,143.1310142,458322,C8H17NO,N,CCCCC(CC)C(=N)O,55.05448151:[C4H8-H]+;57.07008362:[C4H9]+;68.04967499:[C4H7N-H]+;69.03353119:[C4H7O-2H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H10]+;71.0491333:[C4H7O]+;71.08554077:[C5H10]+H+;72.04427338:[C3H5NO]+H+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H5NO+2H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H12]+H+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;88.0884552:[C5H9O+2H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,GMORVOQOIHISPT,289.0601312199093,55.05448151_12.1;57.07008362_742.5;68.04967499_4.2;69.03353119_15.9;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.0491333_152.8;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;88.0884552_4.0;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,GMORVOQOIHISPT-UHFFFAOYSA-N,24,42
0.9221174591689633,"InChI=1S/C8H17NO/c1-2-3-4-5-6-7-9-8-10/h8H,2-7H2,1H3,(H,9,10)",448.0;753.0;708.0;808.0;348.0;348.0;448.0;360.0;908.0;808.0;753.0;708.0;448.0;348.0;348.0;908.0;448.0;753.0;708.0;348.0;348.0;908.0;348.0,2,143.1310142,93948,C8H17NO,N,CCCCCCCNC=O,55.05448151:[C4H8-H]+;56.04970169:[C3H5N]+H+;57.07008362:[C4H9]+;58.06529236:[C3H5N+2H]+H+;68.04967499:[C4H7N-H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H11-H]+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H13]+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,UHFFFAOYSA,YAUHDTOEJHVKJO,285.39179453119,55.05448151_12.1;56.04970169_4.7;57.07008362_742.5;58.06529236_23.9;68.04967499_4.2;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,YAUHDTOEJHVKJO-UHFFFAOYSA-N,23,42
0.9158233586639455,"InChI=1S/C8H17NO/c1-3-4-5-6-8(2)9-7-10/h7-8H,3-6H2,1-2H3,(H,9,10)/t8-/m0/s1",448.0;753.0;708.0;808.0;348.0;348.0;448.0;360.0;908.0;808.0;753.0;708.0;448.0;348.0;348.0;908.0;448.0;753.0;708.0;653.0;348.0;908.0;348.0,2,143.1310142,93375,C8H17NO,N,CCCCC[C@H](C)NC=O,55.05448151:[C4H8-H]+;56.04970169:[C3H5N]+H+;57.07008362:[C4H9]+;58.06529236:[C3H5N+2H]+H+;68.04967499:[C4H7N-H]+;69.06993866:[C5H10-H]+;70.06512451:[C4H7N]+H+;70.0776825:[C5H11-H]+;71.08554077:[C5H11]+;72.04427338:[C3H6NO]+;72.08074188:[C4H7N+2H]+H+;74.05995941:[C3H6NO+H]+H+;83.08538055:[C6H12-H]+;84.0812149:[C5H9N]+H+;85.10115051:[C6H12]+H+;86.06002045:[C4H8NO]+;86.09630585:[C5H9N+2H]+H+;87.06800842:[C4H8NO]+H+;88.07563782:[C4H8NO+H]+H+;96.08128357:[C6H11N-H]+;114.0916061:[C6H12NO]+;116.1070557:[C6H12NO+H]+H+;126.1275635:[C8H16N]+,QMMMGPOBSA,GFVRKPKAQHTAQK,283.4437947181233,55.05448151_12.1;56.04970169_4.7;57.07008362_742.5;58.06529236_23.9;68.04967499_4.2;69.06993866_15.3;70.06512451_999.0;70.0776825_3.6;71.08554077_82.1;72.04427338_24.6;72.08074188_20.8;74.05995941_25.1;83.08538055_5.1;84.0812149_2.4;85.10115051_12.7;86.06002045_15.2;86.09630585_11.1;87.06800842_6.2;88.07563782_777.7;96.08128357_2.6;114.0916061_12.0;116.1070557_4.6;126.1275635_4.5,GFVRKPKAQHTAQK-QMMMGPOBSA-N,23,42
