structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11611110003589781	-15.665695078611963	C10H8O4S	[M - H]-	ZPLBZGGKAUXTRT	InChI=1S/C10H8O4S/c11-8-5-1-3-7-4-2-6-9(10(7)8)15(12,13)14/h1-6,11H,(H,12,13,14)	1-Naphthol-8-sulfonic acid	C1=CC2=C(C(=C1)O)C(=CC=C2)S(=O)(=O)O	1.60000002	67015;19818826	NORMAN:(NS00041285);database;PubChem:(67015 19818826);KEGG Mine	77309673474
2	1	N/A	-16.772414090967402	C10H8O4S	[M - H]-	YLKCHWCYYNKADS	InChI=1S/C10H8O4S/c11-9-5-1-4-8-7(9)3-2-6-10(8)15(12,13)14/h1-6,11H,(H,12,13,14)	1-Naphthol-5-sulfonic acid	C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)O	1.48018634	1551226;67025;101375858	NORMAN:(NS00014416);database;PubChem:(1551226 67025 101375858);PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	77376798786
3	1	N/A	-18.660975599533327	C10H8O4S	[M - H]-	HKWPUUYEGGDLJF	InChI=1S/C10H8O4S/c11-10-6-8(15(12,13)14)5-7-3-1-2-4-9(7)10/h1-6,11H,(H,12,13,14)	1-Naphthol, 3-sulfo-	C1=CC=C2C(=C1)C=C(C=C2O)S(=O)(=O)O	1.48018634	77389;3010344;102394112	NORMAN:(NS00045872);database;Training Set;PubChem:(77389 3010344 102394112);PubMed;KEGG Mine	77309689922
4	1	N/A	-24.243780024605947	C10H8O4S	[M - H]-	RZMZJYAMZGWBLB	InChI=1S/C10H8O4S/c11-8-5-7-3-1-2-4-9(7)10(6-8)15(12,13)14/h1-6,11H,(H,12,13,14)	3-hydroxynaphthalene-1-sulfonate	C1=CC=C2C(=C1)C=C(C=C2S(=O)(=O)O)O	1.48018634	80673;4246173	NORMAN:(NS00043871);database;Training Set;PubChem:(80673 4246173);KEGG Mine	77309689858
5	1	N/A	-25.677375881633772	C10H8O4S	[M - H]-	MVEOHWRUBFWKJY	InChI=1S/C10H8O4S/c11-9-3-1-7-2-4-10(15(12,13)14)6-8(7)5-9/h1-6,11H,(H,12,13,14)	Cassella''s acid	C1=CC(=CC2=C1C=CC(=C2)S(=O)(=O)O)O	1.48018634	7089;1549502	NORMAN:(NS00041346);database;PubChem:(7089 1549502);KEGG Mine	77309673474
6	1	N/A	-27.767164799808626	C10H8O4S	[M - H]-	HGWQOFDAUWCQDA	InChI=1S/C10H8O4S/c11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h1-6,11H,(H,12,13,14)	84-87-7 (Parent)	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)O)O	1.48018634	6791;3010343;102446662	NORMAN:(NS00001257);database;PubChem:(6791 3010343 102446662);MeSH:(6791);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782406
7	1	N/A	-28.1423415016583	C10H8O4S	[M - H]-	VVPHSMHEYVOVLH	InChI=1S/C10H8O4S/c11-9-3-1-8-6-10(15(12,13)14)4-2-7(8)5-9/h1-6,11H,(H,12,13,14)	Schaeffer''s acid	C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1O	1.48018634	7117;5094384;102031573	NORMAN:(NS00005106);database;PubChem:(7117 5094384 102031573);MeSH:(7117);PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	77376798790
8	1	N/A	-41.35332457387454	C10H8O4S	[M - H]-	HUYJTJXLNBOVFO	InChI=1S/C10H8O4S/c11-8-5-4-7-2-1-3-10(9(7)6-8)15(12,13)14/h1-6,11H,(H,12,13,14)	Croceic acid	C1=CC2=C(C=C(C=C2)O)C(=C1)S(=O)(=O)O	1.48018634	67237;4388397;102394114	NORMAN:(NS00005546);database;PubChem:(67237 4388397 102394114);MeSH:(67237);PubChem class - safety and toxic;PubMed;KEGG Mine	77376782406
9	1	N/A	-113.12402752933143	C10H8O4S	[M - H]-	FVMQKVNBLZGWAH	InChI=1S/C10H8O4S/c11-15(12,13)14-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,11,12,13)	Naphthyl sulfate	C1=CC=C2C(=C1)C=CC=C2OS(=O)(=O)O	1.74826884	114775;22328386	MeSH:(114775);database;PubChem:(114775 22328386);PubMed;KEGG Mine	77309411398
10	1	N/A	-121.27271305462028	C10H8O4S	[M - H]-	HXEZIDSFDHEIIQ	InChI=1S/C10H8O4S/c11-15(12,13)14-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)	2-Naphthyl sulfate	C1=CC=C2C=C(C=CC2=C1)OS(=O)(=O)O	1.74826884	74428;4519226	NORMAN:(NS00045516);database;PubChem:(74428 4519226);ZINC bio:(ZINC01681590);MeSH:(74428 4519226);PubChem class - safety and toxic;PubMed;KEGG Mine	77376790598
