structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.257650786356145	-94.44617013945454	C10H14O3	[M - H]-	ZGZHJYSBCYYCIW	InChI=1S/C10H14O3/c1-9-4-3-6(7(11)5-9)10(9,2)8(12)13/h6H,3-5H2,1-2H3,(H,12,13)	null	CC12CCC(C1(C)C(=O)O)C(=O)C2	0.899999976	129926731	COCONUT:(CNP0224383);Natural Products:(UNPD12708);database;PubChem:(129926731);SuperNatural:(SN00273074)	68722655234
2	1	N/A	-124.47778272943226	C10H14O3	[M - H]-	AAFQBGIWLGZYHH	InChI=1S/C10H14O3/c1-2-7(10(12)13)6-8-4-3-5-9(8)11/h4,7H,2-3,5-6H2,1H3,(H,12,13)	null	CCC(CC1=CCCC1=O)C(=O)O	1.20000005	101412190	COCONUT:(CNP0365952);Natural Products:(UNPD2839);database;PubChem:(101412190)	68721606658
3	1	N/A	-126.51435225333645	C10H14O3	[M - H]-	LAJQVVQFOJEDEP	InChI=1S/C10H14O3/c1-9(11)7-5-3-2-4-6-8-10(12)13/h5-8H,2-4H2,1H3,(H,12,13)	(2E,7E)-9-oxodeca-2,7-dienoic acid	CC(=O)C=CCCCC=CC(=O)O	1.5	21596024;73811055	COCONUT:(CNP0259450);Natural Products:(UNPD78586);database;PubChem:(21596024 73811055);SuperNatural:(SN00393268)	68722655234
4	1	N/A	-136.9583436522928	C10H14O3	[M - H]-	QEAPKOAAAVUVTE	InChI=1S/C10H14O3/c1-9(11)7-5-3-2-4-6-8-10(12)13/h2-3,5,7H,4,6,8H2,1H3,(H,12,13)	null	CC(=O)C=CC=CCCCC(=O)O	1.20000005	46930297;75241301	COCONUT:(CNP0403603);Natural Products:(UNPD199712);database;PubChem:(46930297 75241301);PubMed	68721606722
5	1	N/A	-141.73420441705554	C10H14O3	[M - H]-	NCJFEURQKCATER	InChI=1S/C10H14O3/c1-6-7(11)4-5-10(2,3)8(6)9(12)13/h4-5H2,1-3H3,(H,12,13)	2,6,6-trimethyl-3-oxocyclohexene-1-carboxylic acid	CC1=C(C(CCC1=O)(C)C)C(=O)O	1.39999998	15377700	PubChem:(15377700);database	68719476738
6	1	N/A	-142.10044526495375	C10H14O3	[M - H]-	DOZWCONHUMHEPS	InChI=1S/C10H14O3/c1-9(2)6(11)5-7(12)10(3,4)8(9)13/h5H2,1-4H3	1,3,5-Cyclohexanetrione, 2,2,4,4-tetramethyl-	CC1(C(=O)CC(=O)C(C1=O)(C)C)C	1.70000005	11159696;11769166;11298339	COCONUT:(CNP0247400);Natural Products:(UNPD99987);database;PubChem:(11159696 11769166 11298339);SuperNatural:(SN00307279);PubMed	68722655298
7	1	N/A	-146.53568977485955	C10H14O3	[M - H]-	ZRIXQYRKIPVLPT	InChI=1S/C10H14O3/c1-6(2)8-4-3-7(11)5-9(8)10(12)13/h5-6,8H,3-4H2,1-2H3,(H,12,13)	null	CC(C)C1CCC(=O)C=C1C(=O)O	1.29999995	129924496	COCONUT:(CNP0274352);Natural Products:(UNPD145945);database;PubChem:(129924496);SuperNatural:(SN00357073)	68722655234
8	1	N/A	-165.39224013596058	C10H14O3	[M - H]-	GIEADOWOBSYCOK	InChI=1S/C10H14O3/c1-2-9(12)5-3-4-6-10(13)7-8-11/h9-13H,2,7-8H2,1H3	null	CCC(C#CC#CC(CCO)O)O	-0.100000001	14409344;14409345	COCONUT:(CNP0357763);Natural Products:(UNPD72530);database;PubChem:(14409344 14409345)	68721606658
9	1	N/A	-172.77239813010274	C10H14O3	[M - H]-	KFKGGMRELGBRAF	InChI=1S/C10H14O3/c1-6-5-10(2,3)7(9(12)13)4-8(6)11/h5,7H,4H2,1-3H3,(H,12,13)	2,2,4-trimethyl-5-oxocyclohex-3-ene-1-carboxylic acid	CC1=CC(C(CC1=O)C(=O)O)(C)C	1.29999995	15109115;21631037	COCONUT:(CNP0221625);Natural Products:(UNPD45433);database;PubChem:(15109115 21631037);SuperNatural:(SN00364743)	68722655234
10	1	N/A	-176.28397878651032	C10H14O3	[M - H]-	CRBSAZLIQYMCMG	InChI=1S/C10H14O3/c11-5-6-3-10(13)8-2-1-7(12)4-9(6)8/h3,8-11,13H,1-2,4-5H2	null	C1CC(=O)CC2C1C(C=C2CO)O	0.15291141	""	COCONUT:(CNP0076935);database	68721573888
11	1	N/A	-183.05156802974582	C10H14O3	[M - H]-	UJJNLVMCZZZXFW	InChI=1S/C10H14O3/c1-6-4-8(11)7(5-9(12)13)10(6,2)3/h4,7H,5H2,1-3H3,(H,12,13)	Otmcpa	CC1=CC(=O)C(C1(C)C)CC(=O)O	0.899999976	441234;9542992;57339231;57339248;130688526	database;PubChem:(441234 9542992 57339231 57339248 130688526);CHEBI:(64817 64815 28045 19733);MeSH:(441234);KEGG:(C20271 C07159);PubMed;Biocyc:(CPD-866)	68719479142
12	1	N/A	-186.9300258168939	C10H14O3	[M - H]-	AYWJWJZBYZSRJP	InChI=1S/C10H14O3/c1-7(11)8-3-5-9(6-4-8)10(12)13-2/h5,8H,3-4,6H2,1-2H3	null	CC(=O)C1CCC(=CC1)C(=O)OC	1.46813667	""	COCONUT:(CNP0157292);Natural Products:(UNPD2076);database	68721606656
13	1	N/A	-206.5843238716517	C10H14O3	[M - H]-	XQXKJSBKORUUAZ	InChI=1S/C10H14O3/c1-3-8(12)10-7(6(2)11)4-5-9(10)13/h9,13H,3-5H2,1-2H3	null	CCC(=O)C1=C(CCC1O)C(=O)C	0.5	10954153	COCONUT:(CNP0390173);Natural Products:(UNPD70222);database;PubChem:(10954153);SuperNatural:(SN00230325)	68722655234
14	1	N/A	-209.01340239838362	C10H14O3	[M - H]-	QMRSTVUNKOPHQJ	InChI=1S/C10H14O3/c1-10(2,13)8-5-3-7(4-6-8)9(11)12/h3,5,13H,4,6H2,1-2H3,(H,11,12)	null	CC(C)(C1=CC=C(CC1)C(=O)O)O	0.699999988	86038876	COCONUT:(CNP0122077);Natural Products:(UNPD227753);database;PubChem:(86038876);PubMed	68721606722
15	1	N/A	-214.72019985250657	C10H14O3	[M - H]-	UDJVKSCOEHSXBZ	InChI=1S/C10H14O3/c1-9(2)6-4-8(12)13-10(9,3)5-7(6)11/h6H,4-5H2,1-3H3	5-Oxo-1,2-campholide	CC1(C2CC(=O)OC1(CC2=O)C)C	0.800000012	439864;21145039;70678860	KEGG:(C21930 C02952);database;PubChem:(439864 21145039 70678860);CHEBI:(66953 66896 18130);Biocyc:(CPD-8188 --5-oxo-1-2-campholide +-5-oxo-1-2-campholide CPD-865)	68719479074
16	1	N/A	-224.13121155109462	C10H14O3	[M - H]-	MWOMNLDJNQWJMK	InChI=1S/C10H14O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h4-5,7,11-12H,2-3,6H2,1H3	bmse000585	COC1=C(C=CC(=C1)CCCO)O	1.85113955	16822	SuperNatural:(SN00156189);ZINC bio:(ZINC01531840);additional;MeSH:(16822);Plantcyc:(CPD-94);PubMed;COCONUT:(CNP0140320);KNApSAcK:(2736);Natural Products:(UNPD191553);database;PubChem:(16822);CHEBI:(4559);PubChem class - bio and metabolites;KEGG:(C10448);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-94)	68807223670
17	1	N/A	-225.8036499473727	C10H14O3	[M - H]-	BCSAQTFHGURJII	InChI=1S/C10H14O3/c1-7(11)2-3-8-4-5-9(12)10(13)6-8/h4-7,11-13H,2-3H2,1H3	1,2-Benzenediol, 4-(3-hydroxybutyl)-	CC(CCC1=CC(=C(C=C1)O)O)O	1.8939321	22183165;92446365;91420622	COCONUT:(CNP0157154);Natural Products:(UNPD177480 UNPD185501);database;PubChem:(22183165 92446365 91420622);SuperNatural:(SN00350272 SN00356465);ZINC bio:(ZINC13339751 ZINC13339752);PubMed;KEGG Mine	77312598082
18	1	N/A	-228.90407014610201	C10H14O3	[M - H]-	LIHLSLRANKCHLV	InChI=1S/C10H14O3/c1-5-7(3)9(11)13-10(12)8(4)6-2/h5-6H,1-4H3	Tiglic Anhydride	CC=C(C)C(=O)OC(=O)C(=CC)C	2.29999995	11063036;44630058;54035002;91869947	COCONUT:(CNP0258866);database;PubChem class - safety and toxic;PubChem:(11063036 44630058 54035002 91869947)	68788682754
19	1	N/A	-230.24631686951432	C10H14O3	[M - H]-	RBACRCCJOHPVRS	InChI=1S/C10H14O3/c1-4-7-9(11)6(3)8(5-2)13-10(7)12/h11H,4-5H2,1-3H3	null	CCC1=C(C(=C(OC1=O)CC)C)O	1.70000005	54750865	COCONUT:(CNP0278167);Natural Products:(UNPD148799);database;PubChem:(54750865);SuperNatural:(SN00302158);PubMed	68722655298
20	1	N/A	-230.38969727036772	C10H14O3	[M - H]-	WWJYPRXNKYXREE	InChI=1S/C10H14O3/c1-2-4-9-7-8(5-3-6-11)10(12)13-9/h3,5,7,9,11H,2,4,6H2,1H3	bombardolide D	CCCC1C=C(C(=O)O1)C=CCO	1.29999995	10375070	COCONUT:(CNP0280099);KNApSAcK:(45693);Natural Products:(UNPD150381);database;PubChem:(10375070);SuperNatural:(SN00264707);PubMed	68722655314
21	1	N/A	-235.02730117845547	C10H14O3	[M - H]-	OVBDZKIFGWMIEV	InChI=1S/C10H14O3/c1-6(2)4-8-5-9(10(11)12)7(3)13-8/h5-6H,4H2,1-3H3,(H,11,12)	5-Isobutyl-2-methyl-furan-3-carboxylic acid	CC1=C(C=C(O1)CC(C)C)C(=O)O	2.5	844972;6949377	database;Training Set;PubChem:(844972 6949377);PubMed	68719493186
22	1	N/A	-240.38246857533372	C10H14O3	[M - H]-	MHALQPUFCVTXKV	InChI=1S/C10H14O3/c1-2-3-4-5-6-8-7-9(11)13-10(8)12/h5-6,8H,2-4,7H2,1H3	2-Hexen-1-ylsuccinic Anhydride	CCCCC=CC1CC(=O)OC1=O	2.0999999	148309;6440038;98049392;98049393;98089637;98089639	PubChem:(148309 6440038 98049392 98049393 98089637 98089639);database	68719476738
23	1	N/A	-241.92103844394762	C10H14O3	[M - H]-	PFGBAVLSGZLAAY	InChI=1S/C10H14O3/c1-7-2-3-9(10(7)6-13)8(4-11)5-12/h4-7,9-11H,2-3H2,1H3	(1S,2R,3S)-2-Formyl-alpha-(hydroxymethylene)-3-methylcyclopentaneacetaldehyde	CC1CCC(C1C=O)C(=CO)C=O	1.29999995	53297344	KEGG:(C06070);database;PubChem:(53297344);CHEBI:(5968)	68719477026
24	1	N/A	-242.73145555394788	C10H14O3	[M - H]-	RDIMUEDTLDIZEW	InChI=1S/C10H14O3/c1-8(11)4-2-5-9-6-3-7-10(12)13-9/h3,7,9H,2,4-6H2,1H3	null	CC(=O)CCCC1CC=CC(=O)O1	1.10000002	10559339;85185627;101555883	COCONUT:(CNP0336641);Natural Products:(UNPD105947);database;PubChem:(10559339 85185627 101555883);SuperNatural:(SN00288731)	68722655234
25	1	N/A	-246.34215595438604	C10H14O3	[M - H]-	IVLIIEDCXYKJLC	InChI=1S/C10H14O3/c1-7(11)10(13)6-8-2-4-9(12)5-3-8/h2-5,7,10-13H,6H2,1H3	null	CC(C(CC1=CC=C(C=C1)O)O)O	1.0	66599065;129826023;129826096	COCONUT:(CNP0367741);Natural Products:(UNPD207338 UNPD207339);database;PubChem:(66599065 129826023 129826096);KEGG Mine	77311541250
