structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.44578129456198345	-8.590006002494567	C21H18O11	[M + H]+	JBFOLLJCGUCDQP	InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	Apigenin 7-glucuronide	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	0.376613319	5319484;5387370;12912213;12912214;11972410;21550869;44257800;44257801;102594484;124511063;124302234;134693084	HMDB:(132462);SuperNatural:(SN00164116 SN00020481 SN00354297 SN00161016 SN00323191 SN00404376 SN00359663);ZINC bio:(ZINC13543704);additional;MeSH:(5319484 12912214);PubMed;COCONUT:(CNP0066076 CNP0397409 CNP0398455);KNApSAcK:(4144);Natural Products:(UNPD106730 UNPD213858 UNPD11774 UNPD21511 UNPD138588);database;PubChem:(5319484 5387370 12912213 12912214 11972410 21550869 44257800 44257801 102594484 124511063 124302234 134693084);PubChem class - bio and metabolites;PubChem class - safety and toxic;KEGG Mine	77397008478
2	1	N/A	-24.94876723699017	C21H18O11	[M + H]+	NKRGFKAFZUDVES	InChI=1S/C21H18O11/c22-9-5-11(23)15-12(24)7-13(31-14(15)6-9)8-1-3-10(4-2-8)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	Apigenin 4''-glucuronide	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	0.376613319	15478939;44257806;68980754;73195935	COCONUT:(CNP0075920 CNP0120458);HMDB:(132464);KNApSAcK:(4150);Natural Products:(UNPD186747);database;PubChem:(15478939 44257806 68980754 73195935);SuperNatural:(SN00345544);PubChem class - bio and metabolites;PubMed	68739432538
3	1	N/A	-27.466786181173322	C21H18O11	[M + H]+	IKIIZLYTISPENI	InChI=1S/C21H18O11/c22-9-6-10(8-4-2-1-3-5-8)30-11-7-12(14(23)15(24)13(9)11)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21,23-27H,(H,28,29)	Baicalin	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	1.10000002	1549028;64982;3807559;5321495;6560193;13654833;16212402;22524511;24211960;40469168;40484442;42433517;42433519;44578018;44258403;44298962;51521823;51521825;51340228;69717682;69754005;73265236;89187871;93956873;93956874;98619489;121475731;124632415;131801318;139469404	HMDB:(41832 134897);SuperNatural:(SN00011081 SN00155199 SN00011083 SN00020201 SN00020202 SN00034592 SN00035074 SN00006113 SN00034593 SN00301713 SN00017893 SN00011082 SN00356259);ZINC bio:(ZINC03943903 ZINC04349038 ZINC04349040 ZINC04349042 ZINC12153569 ZINC13424716 ZINC13424717 ZINC34114798 ZINC36046318 ZINC36046319 ZINC59736941);additional;MeSH:(64982);Plantcyc:(CPD-12725);PubMed;COCONUT:(CNP0089742 CNP0175313 CNP0286926);KNApSAcK:(1024);Natural Products:(UNPD30930 UNPD127245 UNPD69234);database;PubChem:(1549028 64982 3807559 5321495 6560193 13654833 16212402 22524511 24211960 40469168 40484442 42433517 42433519 44578018 44258403 44298962 51521823 51521825 51340228 69717682 69754005 73265236 89187871 93956873 93956874 98619489 121475731 124632415 131801318 139469404);CHEBI:(61283 2981);PubChem class - bio and metabolites;KEGG:(C10025);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-12725)	68840778110
4	1	N/A	-32.903856792614796	C21H18O11	[M + H]+	ZUWLOUKBEQEHEC	InChI=1S/C21H18O11/c22-10-4-2-1-3-9(10)13-7-12(24)15-11(23)5-8(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	5,7,2''-Trihydroxyflavone 7-glucuronide	C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	1.10000002	21309393;44257607	COCONUT:(CNP0159043);KNApSAcK:(4136);Natural Products:(UNPD71121 UNPD129757);database;PubChem:(21309393 44257607);SuperNatural:(SN00240682 SN00244260)	68722655250
5	1	N/A	-48.393252007692176	C21H18O11	[M + H]+	NHEBJNCJBWUPCK	InChI=1S/C21H18O11/c22-9-5-12(23)14-13(6-9)30-7-11(15(14)24)8-1-3-10(4-2-8)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	Genistein-4''-glucuronide	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	1.10000002	45782816;68979249;92024358;124934066;131700589	COCONUT:(CNP0065742 CNP0212309);HMDB:(41737 129970);database;PubChem:(45782816 68979249 92024358 124934066 131700589);SuperNatural:(SN00032613);ZINC bio:(ZINC35454640);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed	68806533194
6	1	N/A	-53.434165499883306	C21H18O11	[M + H]+	OJLSRRUAFRVUSN	InChI=1S/C21H18O11/c22-9-6-11(8-4-2-1-3-5-8)30-12-7-10(23)18(14(24)13(9)12)31-21-17(27)15(25)16(26)19(32-21)20(28)29/h1-7,15-17,19,21,23-27H,(H,28,29)	Baicalein 6-glucuronide	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O	1.10000002	5321472;22524508;44258405;73981738	COCONUT:(CNP0051836 CNP0220726);HMDB:(134896);KNApSAcK:(4121);Natural Products:(UNPD78544 UNPD14915);database;PubChem:(5321472 22524508 44258405 73981738);SuperNatural:(SN00160620 SN00371392);PubChem class - bio and metabolites	68739432474
7	1	N/A	-62.085424541630864	C21H18O11	[M + H]+	MOFOLNOWFPVLGZ	InChI=1S/C21H18O11/c22-9-6-11(8-4-2-1-3-5-8)30-18-13(9)10(23)7-12(14(18)24)31-21-17(27)15(25)16(26)19(32-21)20(28)29/h1-7,15-17,19,21,23-27H,(H,28,29)	Oprea1_092553	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O	1.10000002	1776010;3308707;3308708;7565475;7565476;7565493;7565494;7565505;7565506;6572311;6572312;11597485;44258552;124903185	COCONUT:(CNP0062641 CNP0304433);HMDB:(130203);KNApSAcK:(4127);Natural Products:(UNPD138051 UNPD124228 UNPD179931);database;PubChem:(1776010 3308707 3308708 7565475 7565476 7565493 7565494 7565505 7565506 6572311 6572312 11597485 44258552 124903185);SuperNatural:(SN00036501 SN00311136 SN00332775 SN00341239);ZINC bio:(ZINC08952594);PubChem class - bio and metabolites;MeSH:(11597485);PubMed	68739440734
8	1	N/A	-65.23528114537898	C21H18O11	[M + H]+	JIVINIISUDEORF	InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)11-7-30-13-6-10(5-12(23)14(13)15(11)24)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	Genistein 7-|A-D-Glucuronide	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O	1.10000002	9824804;15940724;68980674;92024356;122208376;124640211;124640212;124640213;124640214;131700590	COCONUT:(CNP0131348);HMDB:(41739 129971);Natural Products:(UNPD41184);database;PubChem:(9824804 15940724 68980674 92024356 122208376 124640211 124640212 124640213 124640214 131700590);SuperNatural:(SN00261770);PubChem class - bio and metabolites;PubMed;KEGG Mine	77329367114
9	1	N/A	-67.0237486910828	C21H18O11	[M + H]+	YFWMSXQNCPRTKO	InChI=1S/C21H18O11/c22-9-6-11(24)17(31-21-16(27)14(25)15(26)19(32-21)20(28)29)18-13(9)10(23)7-12(30-18)8-4-2-1-3-5-8/h1-7,14-16,19,21-22,24-27H,(H,28,29)	Norwogonin 8-glucuronide	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	1.10000002	14180785;44258553	COCONUT:(CNP0182241);KNApSAcK:(4128);Natural Products:(UNPD148147 UNPD119958);database;PubChem:(14180785 44258553);SuperNatural:(SN00284134 SN00329134);PubMed	68722655314
10	1	N/A	-91.84922507160286	C21H18O11	[M + H]+	MSNBYHUUQKCKLR	InChI=1S/C21H18O11/c22-11-4-1-8(5-13(11)24)14-7-12(23)10-3-2-9(6-15(10)31-14)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-22,24-27H,(H,28,29)	null	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	0.600000024	131837250	COCONUT:(CNP0207149);HMDB:(133326);Natural Products:(UNPD115711 UNPD39320);database;PubChem:(131837250);SuperNatural:(SN00355258 SN00293616);PubChem class - bio and metabolites	68739432458
