structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.45309607880351965	-18.258489152272663	C18H19NO2	[M + H]+	YXVXMURDCBMPRH	InChI=1S/C18H19NO2/c1-19-8-7-12-10-15(21-2)18(20)17-13-6-4-3-5-11(13)9-14(19)16(12)17/h3-6,10,14,20H,7-9H2,1-2H3	Lirinidine	CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)O)OC	3.44008493	31069;821343;286866;6947016;6947017	COCONUT:(CNP0064001 CNP0221950);KNApSAcK:(41045);Natural Products:(UNPD35743 UNPD30328);database;PubChem:(31069 821343 286866 6947016 6947017);SuperNatural:(SN00399567 SN00325883 SN00155219 SN00155220);ZINC bio:(ZINC00338130 ZINC00338132);MeSH:(31069);PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	77379723350
2	1	N/A	-25.60516110769337	C18H19NO2	[M + H]+	AKXOIHNFHOEPHN	InChI=1S/C18H19NO2/c1-19-8-7-12-10-15(20)18(21-2)17-13-6-4-3-5-11(13)9-14(19)16(12)17/h3-6,10,14,20H,7-9H2,1-2H3	O-Nornuciferine	CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)O	3.44008493	197017;5319512;91746555	COCONUT:(CNP0111348 CNP0281683);HMDB:(30312);KNApSAcK:(25991);Natural Products:(UNPD38960 UNPD31910);database;PubChem:(197017 5319512 91746555);SuperNatural:(SN00245581 SN00158457 SN00253212);PubChem class - bio and metabolites;PubMed	68739432538
3	1	N/A	-29.8536624949688	C18H19NO2	[M + H]+	DZUOQMBJJSBONO	InChI=1S/C18H19NO2/c1-19-9-8-11-4-3-5-13-16(11)14(19)10-12-6-7-15(21-2)18(20)17(12)13/h3-7,14,20H,8-10H2,1-2H3	Apocodein	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)OC)O	3.44008493	5021;12545;6093246;71313464	NORMAN:(NS00015451);COCONUT:(CNP0259268);database;PubChem:(5021 12545 6093246 71313464);ZINC bio:(ZINC02033971);additional;MeSH:(12545);PubChem class - safety and toxic;Training Set;PubMed	68789493830
4	1	N/A	-37.949538328425554	C18H19NO2	[M + H]+	SMJNKYXAZPPMTE	InChI=1S/C18H19NO2/c1-19-9-8-11-4-3-5-13-16(11)14(19)10-12-6-7-15(20)18(21-2)17(12)13/h3-7,14,20H,8-10H2,1-2H3	Isoapocodeine	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)OC	3.44008493	217214;10912968	MeSH:(217214);database;PubChem:(217214 10912968);PubMed	68719476806
5	1	N/A	-64.3895709263883	C18H19NO2	[M + H]+	CRSMCADHSFQBLA	InChI=1S/C18H19NO2/c1-19-7-6-11-4-3-5-13-14-10-17(21-2)16(20)9-12(14)8-15(19)18(11)13/h3-5,9-10,15,20H,6-8H2,1-2H3	null	CN1CCC2=C3C1CC4=CC(=C(C=C4C3=CC=C2)OC)O	3.44008493	14824626	COCONUT:(CNP0304964);Natural Products:(UNPD61811);database;PubChem:(14824626);SuperNatural:(SN00347563)	68722655234
6	1	N/A	-96.92215480231675	C18H19NO2	[M + H]+	QQKAHDMMPBQDAC	InChI=1S/C18H19NO2/c1-20-15-10-12-7-8-19-14-9-11-5-3-4-6-13(11)17(16(12)14)18(15)21-2/h3-6,10,14,19H,7-9H2,1-2H3	Nornuciferine	COC1=C(C2=C3C(CC4=CC=CC=C42)NCCC3=C1)OC	3.0	41169;624491;12313579	COCONUT:(CNP0111644);KNApSAcK:(27441);Natural Products:(UNPD91873 UNPD31360);database;PubChem:(41169 624491 12313579);SuperNatural:(SN00159705 SN00339435);MeSH:(41169);PubChem class - safety and toxic;PubMed;KEGG Mine	77379698774
7	1	N/A	-124.1683943166821	C18H19NO2	[M + H]+	SSSOOBAZEDSKPI	InChI=1S/C18H19NO2/c1-19-6-5-11-7-13(20)10-16-15-4-3-14(21-2)8-12(15)9-17(19)18(11)16/h3-4,7-8,10,17,20H,5-6,9H2,1-2H3	null	CN1CCC2=C3C1CC4=C(C3=CC(=C2)O)C=CC(=C4)OC	3.0999999	57335897;76514687	COCONUT:(CNP0325659);Natural Products:(UNPD206198);database;PubChem:(57335897 76514687);PubMed	68721606722
8	1	N/A	-131.67316990680027	C18H19NO2	[M + H]+	GDZXEGMLWBHAEZ	InChI=1S/C18H19NO2/c1-10-16(21)4-3-11-8-15-18-12(5-6-19(15)2)7-13(20)9-14(18)17(10)11/h3-4,7,9,15,20-21H,5-6,8H2,1-2H3	null	CC1=C(C=CC2=C1C3=CC(=CC4=C3C(C2)N(CC4)C)O)O	3.51373339	""	COCONUT:(CNP0204285);Natural Products:(UNPD52652);database;SuperNatural:(SN00232995)	68722655232
9	1	N/A	-171.4689508507956	C18H19NO2	[M + H]+	FNYIPYRLIHJQLI	InChI=1S/C18H19NO2/c1-21-18-9-13-6-7-19-11-14-5-3-2-4-12(14)8-16(19)15(13)10-17(18)20/h2-5,9-10,16,20H,6-8,11H2,1H3	null	COC1=C(C=C2C3CC4=CC=CC=C4CN3CCC2=C1)O	3.0	10085118;101946254;101946255	COCONUT:(CNP0266412);KNApSAcK:(26112);Natural Products:(UNPD59873 UNPD18940);database;PubChem:(10085118 101946254 101946255);SuperNatural:(SN00303167 SN00284528)	68722655250
10	1	N/A	-344.83550456275844	C18H19NO2	[M + H]+	CHPUDVNXYIZPKX	InChI=1S/C18H19NO2/c1-21-17-10-7-16(8-11-17)13-14-19-18(20)12-9-15-5-3-2-4-6-15/h2-12H,13-14H2,1H3,(H,19,20)	N-(4-methoxyphenethyl)cinnamamide	COC1=CC=C(C=C1)CCNC(=O)C=CC2=CC=CC=C2	3.71981692	768470;768471;22299236	COCONUT:(CNP0129544);Natural Products:(UNPD208590);database;Training Set;PubChem:(768470 768471 22299236);CHEBI:(67367)	68721623074
