structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2741860690605693	-77.20069423626751	C31H38O7	[M + H]+	JPYYWXPAHJBKJX	InChI=1S/C31H38O7/c1-17-13-14-23-24(30(23,6)7)15-18(2)28(34)31(38-21(5)33)16-19(3)27(25(31)26(17)36-20(4)32)37-29(35)22-11-9-8-10-12-22/h8-12,15,19,23-27H,1,13-14,16H2,2-7H3	Diacetyl benzoyl lathyrol	CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C(C(=C)CCC4C(C4(C)C)C=C(C2=O)C)OC(=O)C)OC(=O)C	5.5999999	5316608;10577938;9936579;78384799;85364164;90656910;92043360;101071471;102004383;101210465;100933328;125124355;125124356;125124357;125124358;131708246;133562185;133565251;134856971;138107400;137796020	COCONUT:(CNP0214063);Natural Products:(UNPD67910 UNPD105453 UNPD228854 UNPD181653 UNPD223223);database;PubChem:(5316608 10577938 9936579 78384799 85364164 90656910 92043360 101071471 102004383 101210465 100933328 125124355 125124356 125124357 125124358 131708246 133562185 133565251 134856971 138107400 137796020);SuperNatural:(SN00225519 SN00379731 SN00382919);CHEBI:(136008);additional;Training Set;PubMed	68723196002
2	1	N/A	-89.42929956164723	C31H38O7	[M + H]+	UATHOXXTABVIGV	InChI=1S/C31H38O7/c1-17-13-14-23-24(30(23,6)7)15-18(2)28(34)31(38-21(5)33)16-19(3)27(36-20(4)32)25(31)26(17)37-29(35)22-11-9-8-10-12-22/h8-12,15,19,23-27H,1,13-14,16H2,2-7H3	null	CC1CC2(C(C1OC(=O)C)C(C(=C)CCC3C(C3(C)C)C=C(C2=O)C)OC(=O)C4=CC=CC=C4)OC(=O)C	5.5999999	24721353	COCONUT:(CNP0179865);Natural Products:(UNPD121199 UNPD176157);database;PubChem:(24721353);SuperNatural:(SN00269151 SN00321622)	68722655234
3	1	N/A	-144.24482924210685	C31H38O7	[M + H]+	ROTMXRXTGVWUHF	InChI=1S/C31H38O7/c1-17-13-14-23-24(30(23,6)7)15-18(2)28(34)31(38-21(5)33)16-19(3)27(25(31)26(17)36-20(4)32)37-29(35)22-11-9-8-10-12-22/h8-12,15,18-19,23,25-27H,1,13-14,16H2,2-7H3	null	C=C1CCC2C(=CC(C)C(=O)C3(OC(C)=O)CC(C)C(OC(=O)c4ccccc4)C3C1OC(C)=O)C2(C)C	5.060377852314183	""	""	0
4	1	N/A	-149.71413384118068	C31H38O7	[M + H]+	TUYMOSZNDXCMQM	InChI=1S/C31H38O7/c1-15(2)27(34)38-31-25(29(31,6)7)21-14-17(4)24(33)22-20(13-16(3)23(22)32)30(21,36)18(5)26(31)37-28(35)19-11-9-8-10-12-19/h8-15,18,20-22,24-26,33,36H,1-7H3	Euphodendriane A	CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4C(C(=C3)C)O)C)O)OC(=O)C(C)C)OC(=O)C5=CC=CC=C5	3.9000001	53388139	COCONUT:(CNP0314094);Natural Products:(UNPD108148 UNPD225356);database;PubChem:(53388139);SuperNatural:(SN00365536);CHEBI:(69915);PubMed	68722655330
5	1	N/A	-156.49227088463374	C31H38O7	[M + H]+	BOBSNLDKUBHSMA	InChI=1S/C31H38O7/c1-16(2)27(34)38-31-25(29(31,5)6)23-14-19(15-32)13-21-22(12-17(3)24(21)33)30(23,36)18(4)26(31)37-28(35)20-10-8-7-9-11-20/h7-12,14,16,18,21-23,25-26,32,36H,13,15H2,1-6H3	null	CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4CC(=C3)CO)C)O)OC(=O)C(C)C)OC(=O)C5=CC=CC=C5	3.79999995	10815881	COCONUT:(CNP0341601);Natural Products:(UNPD175559);database;PubChem:(10815881);SuperNatural:(SN00321625)	68722655234
6	1	N/A	-161.1725285257748	C31H38O7	[M + H]+	ZHXXZPYMIJLIKU	InChI=1S/C31H38O7/c1-19-13-14-26(34)30(6,7)16-15-20(2)28(36-22(4)32)31(38-23(5)33)18-21(3)27(25(31)17-19)37-29(35)24-11-9-8-10-12-24/h8-17,20-21,25,27-28H,18H2,1-7H3	null	CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C=C(C=CC(=O)C(C=CC(C2OC(=O)C)C)(C)C)C)OC(=O)C	5.30343103	""	COCONUT:(CNP0116245);Natural Products:(UNPD230435);database	68721606656
7	1	N/A	-209.80983597149842	C31H38O7	[M + H]+	NANXAPZIPRYMKP	InChI=1S/C31H38O7/c1-17-22(33)16-21-27(35)25-18(2)23(38-24(34)13-12-20-10-8-7-9-11-20)14-15-31(25,6)29(36)28(37-19(3)32)26(17)30(21,4)5/h7-13,21,23,25,27-29,35-36H,2,14-16H2,1,3-6H3	null	CC1=C2C(C(C3(CCC(C(=C)C3C(C(C2(C)C)CC1=O)O)OC(=O)C=CC4=CC=CC=C4)C)O)OC(=O)C	3.29999995	101637383	COCONUT:(CNP0276558);KNApSAcK:(40835);database;PubChem:(101637383)	68721573906
8	1	N/A	-210.3209426644324	C31H38O7	[M + H]+	NLXBXVWBIGYJBM	InChI=1S/C31H38O7/c1-17-22(33)16-21-27(35)26-18(2)23(38-24(34)13-12-20-10-8-7-9-11-20)14-15-31(26,6)29(37-19(3)32)28(36)25(17)30(21,4)5/h7-13,21,23,26-29,35-36H,2,14-16H2,1,3-6H3	null	CC1=C2C(C(C3(CCC(C(=C)C3C(C(C2(C)C)CC1=O)O)OC(=O)C=CC4=CC=CC=C4)C)OC(=O)C)O	3.29999995	10792132;101637384	COCONUT:(CNP0394035);KNApSAcK:(40837);database;PubChem:(10792132 101637384)	68721573906
9	1	N/A	-211.36166455581736	C31H38O7	[M + H]+	AMPCLLDDRISXEH	InChI=1S/C31H38O7/c1-17-22(33)16-21-25(35)30-18(2)23(38-24(34)13-12-20-10-8-7-9-11-20)14-15-29(30,6)26(36)27(37-19(3)32)31(17,30)28(21,4)5/h7-13,17,21,23,25-27,35-36H,2,14-16H2,1,3-6H3	null	CC1C(=O)CC2C(C34C1(C2(C)C)C(C(C3(CCC(C4=C)OC(=O)C=CC5=CC=CC=C5)C)O)OC(=O)C)O	3.74323964	""	COCONUT:(CNP0406116);Natural Products:(UNPD173278);database;SuperNatural:(SN00385455)	68722655232
10	1	N/A	-226.86210873051053	C31H38O7	[M + H]+	XZYPZCHETJIVEN	InChI=1S/C31H38O7/c1-17-22(33)16-21-27(37-19(3)32)31-18(2)23(38-24(34)13-12-20-10-8-7-9-11-20)14-15-29(31,6)25(35)26(36)30(17,31)28(21,4)5/h7-13,17,21,23,25-27,35-36H,2,14-16H2,1,3-6H3	null	CC1C(=O)CC2C(C34C1(C2(C)C)C(C(C3(CCC(C4=C)OC(=O)C=CC5=CC=CC=C5)C)O)O)OC(=O)C	3.5999999	10625853	COCONUT:(CNP0316191);Natural Products:(UNPD40537);database;PubChem:(10625853);SuperNatural:(SN00270569)	68722655234
