structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.4060758579062272	-108.81673705291576	C19H13NO5	[M + H]+	NFDVJYPMLVMXRR	InChI=1S/C19H13NO5/c1-22-14-5-9-3-4-20-17-15(9)16(19(14)23-2)10-6-12-13(25-8-24-12)7-11(10)18(17)21/h3-7H,8H2,1-2H3	Oxonantenine	COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC5=C(C=C42)OCO5)OC	3.29999995	3084224	COCONUT:(CNP0239041);HMDB:(33367);KNApSAcK:(25995);Natural Products:(UNPD110630);database;PubChem:(3084224);SuperNatural:(SN00319657);CHEBI:(70651);PubChem class - bio and metabolites;PubMed	68739432570
2	1	N/A	-122.50257107722429	C19H13NO5	[M + H]+	JHVUBEPVDZDPDJ	InChI=1S/C19H13NO5/c1-22-11-4-3-10-14(18(11)23-2)15-13-9(5-6-20-16(13)17(10)21)7-12-19(15)25-8-24-12/h3-7H,8H2,1-2H3	Oxo-O-methylbulbocapnine	COC1=C(C2=C(C=C1)C(=O)C3=NC=CC4=CC5=C(C2=C43)OCO5)OC	3.29999995	357992	COCONUT:(CNP0372484);Natural Products:(UNPD146462);database;PubChem:(357992);SuperNatural:(SN00293494);MeSH:(357992);PubMed	68722655302
3	1	N/A	-123.082733675497	C19H13NO5	[M + H]+	KJKMKSLBKJGBPF	InChI=1S/C19H13NO5/c1-22-13-5-10-11-6-15-19(25-8-24-15)9-3-4-20-17(16(9)11)18(21)12(10)7-14(13)23-2/h3-7H,8H2,1-2H3	null	COC1=C(C=C2C(=C1)C3=CC4=C(C5=C3C(=NC=C5)C2=O)OCO4)OC	3.05662155	""	COCONUT:(CNP0400624);Natural Products:(UNPD7178);database	68721606656
4	1	N/A	-125.7125671685158	C19H13NO5	[M + H]+	NEQVOBXBOFZEMR	InChI=1S/C19H13NO5/c1-22-12-6-10-11(7-13(12)23-2)18(21)17-15-9(3-4-20-17)5-14-19(16(10)15)25-8-24-14/h3-7H,8H2,1-2H3	Dicentrinone	COC1=C(C=C2C(=C1)C3=C4C(=CC5=C3OCO5)C=CN=C4C2=O)OC	3.29999995	177744	COCONUT:(CNP0233468);KNApSAcK:(25849);Natural Products:(UNPD176176);database;PubChem:(177744);SuperNatural:(SN00345350);additional;MeSH:(177744);Training Set;PubMed	68723195990
5	1	N/A	-141.5988559482732	C19H13NO5	[M + H]+	MRMACEXMVLHBJQ	InChI=1S/C19H13NO5/c1-22-11-4-3-10-14-13-9(7-12-19(14)25-8-24-12)5-6-20-16(13)17(21)15(10)18(11)23-2/h3-7H,8H2,1-2H3	8H-Benzo(g)-1,3-benzodioxolo(6,5,4-de)quinolin-8-one, 9,10-dimethoxy-	COC1=C(C2=C(C=C1)C3=C4C(=CC5=C3OCO5)C=CN=C4C2=O)OC	3.29999995	3084713	COCONUT:(CNP0155104);KNApSAcK:(25339);Natural Products:(UNPD176847);database;PubChem:(3084713);SuperNatural:(SN00227087)	68722655250
6	1	N/A	-142.8294283736286	C19H13NO5	[M + H]+	KIPGVANZIXAEHC	InChI=1S/C19H13NO5/c1-22-11-5-3-4-10-15(11)18(21)17-14-9(7-13(20-17)23-2)6-12-19(16(10)14)25-8-24-12/h3-7H,8H2,1-2H3	null	COC1=CC=CC2=C1C(=O)C3=NC(=CC4=CC5=C(C2=C43)OCO5)OC	3.44882011	""	COCONUT:(CNP0285160);KNApSAcK:(28596);Natural Products:(UNPD29266);database;SuperNatural:(SN00359741)	68722655248
7	1	N/A	-157.72678706158013	C19H13NO5	[M + H]+	UCAFJBSQKXVPDX	InChI=1S/C19H13NO5/c21-19-17-11(1-2-14-18(17)25-9-22-14)5-13-12-7-16-15(23-8-24-16)6-10(12)3-4-20(13)19/h1-2,5-7H,3-4,8-9H2	null	C1CN2C(=CC3=C(C2=O)C4=C(C=C3)OCO4)C5=CC6=C(C=C51)OCO6	2.79999995	5245667	COCONUT:(CNP0235960);KNApSAcK:(26107);Natural Products:(UNPD186594);database;PubChem:(5245667);SuperNatural:(SN00311634);MeSH:(5245667);PubMed	68722655318
8	1	N/A	-165.52869059484777	C19H13NO5	[M + H]+	KQTSREANESUDKD	InChI=1S/C19H13NO5/c1-22-11-5-3-4-9-12(11)14-13-10(6-7-20-15(13)16(9)21)17(23-2)19-18(14)24-8-25-19/h3-7H,8H2,1-2H3	null	COC1=CC=CC2=C1C3=C4C(=C(C5=C3C(=NC=C5)C2=O)OC)OCO4	3.29999995	11724490	PubChem:(11724490);database	68719476738
9	1	N/A	-175.03276006888115	C19H13NO5	[M + H]+	UMPOYLHHDRUHOO	InChI=1S/C19H13NO5/c1-22-10-6-11-15(12(7-10)23-2)16-14-9(3-4-20-17(14)18(11)21)5-13-19(16)25-8-24-13/h3-7H,8H2,1-2H3	null	COC1=CC2=C(C(=C1)OC)C3=C4C(=CC5=C3OCO5)C=CN=C4C2=O	3.29999995	16126692	COCONUT:(CNP0413483);Natural Products:(UNPD154115);database;PubChem:(16126692);SuperNatural:(SN00258236);PubMed	68722655298
10	1	N/A	-189.97707915182286	C19H13NO5	[M + H]+	XVPHMTJBHIWTHE	InChI=1S/C19H13NO5/c21-19-16-10(3-4-13-18(16)25-8-22-13)11-2-1-9-5-14-15(24-7-23-14)6-12(9)17(11)20-19/h3-6H,1-2,7-8H2,(H,20,21)	null	C1CC2=C(C3=CC4=C(C=C31)OCO4)NC(=O)C5=C2C=CC6=C5OCO6	3.31506133	""	COCONUT:(CNP0128767);Natural Products:(UNPD119591);database	68721606656
11	1	N/A	-198.9382383990382	C19H13NO5	[M + H]+	PKAFVNJHLLUZFP	InChI=1S/C19H13NO5/c21-13-3-9-4-15-16(24-7-23-15)5-11(9)18-17(13)10-1-2-14-19(25-8-22-14)12(10)6-20-18/h1-2,4-6,13,21H,3,7-8H2	(+)-Luguine	C1C(C2=C3C=CC4=C(C3=CN=C2C5=CC6=C(C=C51)OCO6)OCO4)O	2.5999999	442317;3493163;21763788;21763789	COCONUT:(CNP0146826);KNApSAcK:(1882);Natural Products:(UNPD75439 UNPD184724);database;PubChem:(442317 3493163 21763788 21763789);SuperNatural:(SN00367052);CHEBI:(29);KEGG:(C09575)	68722655538
12	1	N/A	-199.93598771606645	C19H13NO5	[M + H]+	COZVCMSRTUAQHU	InChI=1S/C19H13NO5/c1-22-9-3-4-10-12(7-9)16(21)15-13-11(5-6-20-15)17(23-2)19-18(14(10)13)24-8-25-19/h3-7H,8H2,1-2H3	null	COC1=CC2=C(C=C1)C3=C4C(=C(C5=C3C(=NC=C5)C2=O)OC)OCO4	3.29999995	101995841	COCONUT:(CNP0168840);KNApSAcK:(25993);Natural Products:(UNPD93343);database;PubChem:(101995841);SuperNatural:(SN00355795)	68722655250
13	1	N/A	-216.66825581866115	C19H13NO5	[M + H]+	DZSJCFYMSALCLN	InChI=1S/C19H13NO5/c21-6-11-10-1-2-12-18(24-7-22-12)15(10)16-14-9(3-4-20-17(11)14)5-13-19(16)25-8-23-13/h1-2,5-6,20H,3-4,7-8H2	null	C1CNC2=C3C1=CC4=C(C3=C5C(=C2C=O)C=CC6=C5OCO6)OCO4	3.5	15765195	COCONUT:(CNP0148354);Natural Products:(UNPD38426);database;PubChem:(15765195);SuperNatural:(SN00387986)	68722655234
14	1	N/A	-231.58875065056895	C19H13NO5	[M + H]+	PUYUAWYAHPMAMP	InChI=1S/C19H13NO5/c21-7-20-4-3-11-6-14-19(25-9-23-14)17-15(11)12(20)5-10-1-2-13-18(16(10)17)24-8-22-13/h1-2,5-7H,3-4,8-9H2	null	C1CN(C2=C3C1=CC4=C(C3=C5C(=C2)C=CC6=C5OCO6)OCO4)C=O	3.5	9997062	COCONUT:(CNP0312466);KNApSAcK:(27568);Natural Products:(UNPD93845);database;PubChem:(9997062);SuperNatural:(SN00276934)	68722655250
15	1	N/A	-274.2222127159385	C19H13NO5	[M + H]+	WQWCUHJIERBOSM	InChI=1S/C19H13NO5/c21-17(19(24)25)20(16-10-4-3-9-14(16)18(22)23)15-11-5-7-12-6-1-2-8-13(12)15/h1-11H,(H,22,23)(H,24,25)	naphthyloxamic acid 5	C1=CC=C2C(=C1)C=CC=C2N(C3=CC=CC=C3C(=O)O)C(=O)C(=O)O	3.5999999	447411	COCONUT:(CNP0020926);database;PubChem:(447411);PubMed;PubChem class - bio and metabolites	68738351170
